cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
131806,,,,,,,,,,,,,,,,,,,,,['nsf'],,,,,['abs plastic'],,,,,,,,,,,,,['it food pan'],,,,,
132728,,,,,"['21 3', '16 d']",,,,['valve per burner manual'],,,['manual'],,,,,,,,,,,['283.00 Pound(s)'],,,['stainless steel'],,,,['front sides'],,,,,,,,,,['2 front rail'],,,,"['24""']"
133379,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['burners', 'shelf 6 adjustable']",,"['left wavy grates standing pilot 1 standard', 'backriser with hi-shelf']",,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
134867,,"['convection ovens', '(2) convection ovens']",,,,,,,"['ultimate restaurant', 'per oven']",,,,['front'],,,,,,,,"['legs 375', 'nsf']",['22 1 2'],['1075.00 Pound(s)'],,,"['battery', 'stainless steel']",,,,,,,,"['burners rear', 'shelf 6 adjustable']",,"['left standing pilot 2', 'backriser with hi-shelf']",,,['front right'],,,,,
136184,,['legs with boxed crossrails'],,,['11 h'],['stainless steel'],,,,,,,,,,,,,,,,,"['354.00 Pound(s)', '11""']",['304 series'],,"['14', 'stainless steel overall']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left hand', 'deep with']",,,,,
136358,,['legs with boxed crossrails'],,,"['18 gauge', '84 l']",['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['20 front', '8""', '123.00 Pound(s)']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand drainboard', 'deep with']",,,,['27 f'],
137800,,['countertop'],,,['18 even'],,['left'],,,,,,['front'],,,,,,,,,,['355.00 Pound(s)'],,,['stainless steel'],,,,,,,,['open burners'],,,,,,,,,,
138539,,['(2) standard ovens'],,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['saut burners', 'oven']",,,,,,,,,,['backriser with hi-shelf'],,,"['restaurant', 'rear', 'standard ovens with battery', 'per']",,,,,['60 3']
140390,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,['48 griddle'],,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['oven'],,,,,
140624,,,['arctic fire freezer base remote refrigeration 34'],,['60 1 ph'],,,,,,,,,,,,,,,,['only if order'],,['247.00 Pound(s)'],,,"['handles', 'stainless steel']",,,,,,,,,,,,,"['legs available', 'drawers']",,,,,
141728,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
142030,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,,,"['364.00 Pound(s)', '8""']",,,['nsf'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left right hand drainboards', 'deep with']",,['20'],,['27 f'],
142627,,['legs with boxed crossrails'],,,['11 h'],['stainless steel'],,,,,,,,,,,,,,,,['27 f b x'],"['11""', '98.00 Pound(s)']","['20 front', '304 series']",,"['14', 'stainless steel overall', 'nsf']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left hand drainboard', 'deep with']",,,,,
145458,,['not included'],,,['10 - 23 cu. ft.'],,,,['solid hinged'],,,['solid'],,,,,,,,,,,['274.00 Pound(s)'],,,,,,,,,,,['half height door 6'],,,,,"['ends', 'shelves']",,,,,
146128,,"['(1) standard oven, (1) cabinet']",,,,,,['u series'],['rack guides with oven'],['us range'],,,,,,,,,,,,,['604.00 Pound(s)'],,,"['standard', 'front']",,,,,,,,"['open burners', 'plate rail', 'shelf 6 stainless steel', 'legs']",,['backriser with hi-shelf'],,,"['oven', 'rack 1 storage base stainless steel']",,,,,
146551,,"['legs with boxed crossrails', 'legs with side crossrails']",,,"['11 h', '66 l']","['stainless steel', 'stainless steel']",['12'],,,,,,,,,,,,,,"['nsf', 'nsf']",['27 f b x'],"['11""', '118.00 Pound(s)', '185.00 Pound(s)', '8""']",['20 front'],,,,,,,,,,"['legs with welded front to rear adjustable', 'open frame']",,"['304 series stainless steel', '304 series stainless steel']",,,"['compartment with left right hand drainboards', 'deep with', 'compartment with left right hand drainboards', 'deep with']",,,,,
147686,,['legs with boxed crossrails'],,,,['stainless steel'],,,,,,,,,,,,,,,,['27 f b x 103 l r'],"['248.00 Pound(s)', '11""']","['11 h', '304 series']",,"['stainless steel overall', 'nsf']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left right hand drainboards', 'deep with']",,['20'],,,
147776,,['legs with boxed crossrails'],,,,['stainless steel'],,,['regaline sink 3'],,,,,,,,,,,,,['27 f b x 83 l r'],"['20 front', '222.00 Pound(s)', '11""']","['11 h', '304 series']",,"['stainless steel overall', 'nsf']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with right hand drainboard', 'deep with']",,,,,
148368,,,,,['18 pan'],,,,"['top refrigerator three', 'breathing rear']",,,,,,,,,,,,,,['461.00 Pound(s)'],,,,,,,,,,,,,,,['mounted'],"['top', 'front', 'refrigeration system', 'doors']",,,,,"['70 - 72"" wide']"
148724,,"['flue riser with shelf', '(1) convection oven, electric']",,,,,,,['ultimate'],,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,,,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,['restaurant'],,,,,
151203,,['convection steamer countertop electric'],,,,,,['electric operation'],,,,,,,,,,,['Energy Star'],,,,['188.00 Pound(s)'],['12 x'],,,,,,,,,,"['n hold boilerless', 'mechanical timer', 'star']",,,,,['deep pans vacuum cooking'],,,,,
151383,,['(1) convection oven'],,,,,['nsf'],,['platinum heavy duty'],,,,,,,,,,,,,,['710.00 Pound(s)'],,,"['manual', 'stainless steel front']",,,,,,,,,,"['front 1 16', 'backriser']",,,"['open burners', 'hot top', 'rear']",,,,,
153482,,['(2) cabinets'],,,['2 cabinets'],,,,,['flue riser with shelf stainless steel front sides'],,,,,,,,['22'],,,"['legs', 'nsf']",,['1075.00 Pound(s)'],,,['saut burners'],,,,,,,,"['burners rear', 'shelf']",,"['left standing pilot', 'backriser with hi-shelf']",,,"['ultimate', 'restaurant']",,,,,['60 3']
154131,,,,,,,,,['stainless steel'],['26 self closing drawers center pull handles'],,,,,,,,,,,['nsf'],['60 1 ph'],"['60 2', '530.00 Pound(s)']",,,['8 amps'],,,,,,,,['base remote low'],,,,,"['cook tops', 'drawers']",,,,,
156212,,['legs with boxed crossrails'],,,['95 l'],['stainless steel'],,,,,,,,,,,,,,,,['27 f b x'],"['20 front', '11""', '202.00 Pound(s)']","['11 h', '304 series']",,['stainless steel overall'],,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with right hand drainboard', 'deep with']",,,,,
156537,['front'],,,,['60 1'],,,,['stainless steel'],,,,,,,,,,,,['two'],['16 cu ft'],['288.00 Pound(s)'],,,"['stainless steel', 'stainless steel door with', 'stainless steel']",,,,,,,,"['deluxe series', 'top', 'shelf', 'drawers with', 'cetlus']",,['recessed handles'],,,"['undercounter refrigerator', 'abs door', 'flat top, stainless steel', 'doors & drawers']",,,,,
157858,,['legs with boxed crossrails'],,,['77 l'],['stainless steel'],,,,,,,,,,,,,,,['nsf'],['27 f b x'],"['20 front', '214.00 Pound(s)', '11""']","['11 h', '304 series']",,['stainless steel overall'],,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with right hand drainboard', 'deep with']",,,,,
159254,,"['(1) standard oven, (1) cabinet']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['burners rear', 'shelf 6 adjustable']",,"['burner front', 'backriser with hi-shelf']",,['left standing pilot 1 standard'],"['restaurant', 'burners', 'front', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
160905,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
162938,,['(1) cabinet'],['u series restaurant'],,['12 griddle'],,,,,['us range'],,,,,,,,,,,,,['251.00 Pound(s)'],,,,,,,,,,,"['open burners', 'plate cast iron top', 'storage base stainless steel', 'plate rail', 'shelf 6 stainless steel', 'legs']",,"['front', 'backriser with hi-shelf']",,,,,,,,
164050,"['front', 'front']",,,,['32 l'],,,,,['one section 2 drawers stainless steel top'],,,,,,,,,,,,,['300.00 Pound(s)'],,,,,,['rear mounted'],,,,,,,,,,"['casters', 'self contained refrigeration system', 'flat top, stainless steel', 'doors & drawers']",,,,,
164692,,['legs with boxed crossrails'],,,['11 h'],['stainless steel'],,,,,,,,,,,,,,,,['27 f b x'],"['20 front', '11""', '136.00 Pound(s)']",['304 series'],,"['14', 'stainless steel overall', 'nsf']",,,,,,,,['legs with welded front to rear adjustable'],,,,,"['compartment with left hand drainboard', 'deep with']",,,,,
164724,,['legs with boxed crossrails'],,,['18 gauge'],['stainless steel'],,,,,,,,,,,,,,,,,"['20 front', '208.00 Pound(s)', '8""']",,,['nsf'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
165212,,,,,,,,,,,,['solid state'],,,,,,,,,['plate'],['25 kw 208v'],['250.00 Pound(s)'],,,"['stainless steel', 'nsf']",,,,,,['60 3'],,"['electric smooth cold', 'griddle']",,,,,,,,,,
165729,,"['convection ovens', '(2) convection ovens']",,,,,,,"['ultimate', 'per oven']",,,,['front'],,,,,,,,['nsf'],['22 1 2'],['1075.00 Pound(s)'],,,"['saut burners', 'battery', 'stainless steel']",,,,,,,,['shelf 6'],,['backriser with hi-shelf'],,,"['restaurant', 'rear']",,,,,['60 3']
166160,,['legs with side crossrails'],,,['90 l'],['stainless steel'],,,,,,,,,,,,,,,['nsf'],,"['134.00 Pound(s)', '8""']",['20 front'],,,,,,,,,,"['compartment with left right hand drainboards', 'open frame', 'gauge']",,['304 series stainless steel'],,['12'],['deep with'],,,,['27 f'],
171461,,"['flue riser with heavy duty shelf', '(2) standard / space saver ovens']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['stainless steel'],,,,['front sides'],,,,['standard grates standing pilot'],,['backriser with hi-shelf'],,,['restaurant'],,,,,
172594,,,,,,,['conveyor fabric belt'],,,,,['belt'],,,,,,,,,,,['800.00 Pound(s)'],,,"['section variable speed', 'fda']",,,,,,,,['pan'],,,,,,,['12'],,,
174436,,['legs with side crossrails'],,,"['18 gauge', '50 l']",['stainless steel'],,,['12'],,,,,,,,,,,,['nsf'],,"['20 front', '8""', '77.00 Pound(s)']",,,,,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with right hand drainboard', 'deep with']",,,,['27 f'],
175122,,['countertop'],,,,,,,,,,,,,,,,,,,,,['640.00 Pound(s)'],,,['stainless steel'],,,['front and sides'],,,,,['plate thermostatic'],,,,['backguard'],"['duty', 'modular base']",,,,,
177339,,['legs with boxed crossrails'],,,['133 l'],['stainless steel'],,,,,,,,,,,,,,,,,"['350.00 Pound(s)', '8""']",,,['regaline'],,,,,,,,['open frame'],,['304 series stainless steel'],,,"['compartment with left hand', 'deep with']",,,,,
177419,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'rear', 'oven']",,,,,
180499,,"['(1) standard oven, (1) cabinet']",,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left standing pilot 1', 'battery']",,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],"['rear', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
180891,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant', 'rear', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
180896,,,['dormont 1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183112,,['(1) convection oven'],,,,,['nsf'],,,,,,,,,,,,,,,,['670.00 Pound(s)'],,,['stainless steel front sides'],,,,,,,,['heavy duty'],,['backriser'],,,['manual'],,,,,
187778,,"['flue riser with shelf', '(2) cabinets']",,,,,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,,,,,,,,,"['burners', 'shelf 6']",,['backriser with hi-shelf'],,['restaurant'],,,,,,
188838,,['(2) standard ovens'],,,['48 griddle'],,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['left standing pilot', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,['restaurant'],"['rear', 'standard ovens with battery', 'per']",,,,,
191190,,['legs with side crossrails'],,,['58 l'],['stainless steel'],,,['regaline sink 1'],"['12 deep with 8', 'h backsplash stainless steel']",,,,,,,,,,,['nsf'],,"['150.00 Pound(s)', '8""']",,,,,,,,,,,['open frame'],,"['28 front to', '304 series stainless steel']",,,['compartment with left right hand drainboards'],,,,['35 f'],
197615,,['(2) standard / space saver ovens'],,,,,"['front', 'left standing pilot']",,['oven'],,,,,,,,,,,,['nsf'],,['735.00 Pound(s)'],,,,,,,,,,,,,['backriser with hi-shelf'],,['restaurant'],['back right'],,,,,
200197,,"['left thermostatic', 'convection ovens', '(2) convection ovens']",,,,,,,['per oven'],,,,['front'],,,,,,,,['nsf'],['22 1 2'],['1075.00 Pound(s)'],,,"['battery', 'stainless steel']",,,,,,,,"['wavy grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],,,,,,
200351,,['(2) standard ovens'],,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,['oven'],,,,,,,,['burners'],,"['1 raised griddle broiler standing pilot', 'backriser with hi-shelf']",,['restaurant'],"['standard ovens with battery', 'per']",,,,,
201469,,,,,['60 1 ph'],,,,,,,,,,,,,,,,['only when'],,['476.00 Pound(s)'],,,['stainless steel'],,,,,,,,,,['master series'],,,"['fire freezer', 'handles', 'legs available', 'drawers']",,,,,
202406,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,"['burner front left', 'battery']",,,,,,,,"['burners', 'shelf 6 adjustable']",,"['1 star saut', 'left standing pilot 1 convection', 'backriser with hi-shelf']",,['restaurant'],['oven'],,,,,
203145,,"['legs with boxed crossrails', 'legs with side crossrails']",,,"['11 h', '46 l', '18 gauge']","['stainless steel', 'stainless steel']",['12'],,,,,,,,,,,,,,"['nsf', 'nsf']",['27 f b x'],"['98.00 Pound(s)', '11""', '92.00 Pound(s)', '8""']","['20 front', '304 series']",,"['14', 'stainless steel overall']",,,,,,,,"['compartment with left hand drainboard', 'legs with welded front to rear adjustable', 'open frame']",,['304 series stainless steel'],,,"['deep with', 'compartment with left hand', 'deep with']",,,,,
204226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['table opaque'],,,,,
205322,,"['standard ovens', '(2) standard ovens']",,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['battery', 'oven']",,,,,,,,['standard grates'],,['backriser with hi-shelf'],,,"['restaurant', 'per']",,,,,
205779,,"['(1) standard oven, (1) cabinet']",,,,,,,['rack guides with oven'],,,,,,,,,,,,['nsf'],,['720.00 Pound(s)'],['12 x'],,['front'],,,,,,,,"['open burners', 'griddle plate 1 standard', 'plate rail', 'shelf 6 stainless steel', 'legs']",,['backriser with hi-shelf'],,,"['oven', 'rack 1 storage base stainless steel']",,,,,
206338,,['(2) standard ovens'],,,,,['rear'],,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['front', 'oven']",,,,,,,,['burners rear'],,"['burners', 'front left', 'left standing pilot 2', 'backriser with hi-shelf']",,['restaurant'],"['standard ovens with battery', 'per']",,,,,
207048,,['27 drawers'],,,['60 1 ph'],,,,,,,,,,,,,,,,['only when ordered'],,['431.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['cuisine freezer', 'base remote refrigeration', 'legs available']",,['cuisine series'],,,['drawers'],,,,,
208012,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,['front'],,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,"['pyromax burners', 'battery']",,,,,,,,"['rear', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'oven']",,,,,
208512,,,,,['16 d'],,,,['valve per burner manual'],,,['manual'],,,,,,,,,,,['690.00 Pound(s)'],,,['stainless steel'],['21'],,,['front sides'],,,,,,,,,,['2 front rail'],,,,"['72""']"
210476,,"['flue riser with shelf', '(2) cabinets']",,,,,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,,,,,,,,,"['burners', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant']",,,,,
210923,,"['open burners', '(1) convection oven']",,,,,['nsf'],,,,,,,,,,,,,,,,['670.00 Pound(s)'],,,"['manual', 'stainless steel front sides']",,,,,,,,['open burners'],,,,,,,,,,
212702,,['legs'],,,,,,,,,,['solid state'],,,,,,,,,['nsf'],,['300.00 Pound(s)'],,,"['mechanical', 'porcelain']",,,,,,,,['cook timer oven'],,,,,['oven'],,,,,
213157,,"['flue riser with shelf', '(1) cabinet']",,,,,,,,,,,['front'],,,,,,,,"['stainless steel', 'nsf']",,['660.00 Pound(s)'],,,,,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant']",,,,,
213401,,"['(1) standard oven, (1) convection oven']",['ultimate'],,,,"['front', 'rear']",,,,,,,,,,,,,,"['legs', 'nsf']",,['1075.00 Pound(s)'],,,"['left standing pilot 1 standard', 'battery', 'battery']",,,,,,,,"['burners rear', 'shelf 6 adjustable']",,"['burners', 'front left', 'backriser with hi-shelf']",,,"['restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
215264,,['countertop'],,,,,,,['stainless steel'],,['cuisine series heavy duty'],,['front'],,,,,,,,,,['321.00 Pound(s)'],,,,,,,,,,,['open burners'],,['left 1 12 even heat hot top'],,,,,,,,
216052,,"['(1) standard oven, (1) cabinet']",,,,,,,,,,,,,,,,,,,['nsf'],['60 4 star saut burners'],['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['ultimate', 'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front']",,,,,
216401,,"['left thermostatic', 'flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,,,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['1075.00 Pound(s)'],,,['battery'],,,,,,,,"['standard grates', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,['restaurant'],['oven'],,,,,
218087,,['(2) cabinets'],['ultimate'],,['2 cabinets'],,,,['right wavy grates standing pilot'],['flue riser with shelf stainless steel front sides'],,,,,,,,['22'],,,['nsf'],,['1075.00 Pound(s)'],,,,,,,,,,,"['burners rear', 'shelf']",,"['front left', 'backriser with hi-shelf']",,,"['restaurant', 'burners']",,,,,
218289,,,,,,,,,,['manual mech timer'],,['manual'],,,,,,,['Energy Star'],,,,['471.00 Pound(s)'],,,,,,,,,,,,,['controls no'],,,['pan units vacuum cooking'],,,,,
218610,,['(2) standard ovens'],,,,,,,['ultimate'],,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['saut burners', 'oven']",,,,,,,,"['burners rear', 'raised griddle broiler standing pilot']",,['backriser with hi-shelf'],,,"['restaurant', 'standard ovens with battery', 'per']",,,,,['60 3']
219314,,['legs with side crossrails'],,,,['stainless steel'],['27 f b x'],,['regaline sink 1'],,,,,,,,,,,,,,"['8""', '147.00 Pound(s)']",['20 front'],,,,,,,,,,['open frame'],,['304 series stainless steel'],,['12'],"['compartment with left right hand drainboards', 'deep with']",,['nsf'],,,
220179,,['(2) standard ovens'],,,['left 6'],,['front'],,,,,,,,,,,,,,['nsf'],,['1320.00 Pound(s)'],,,['oven'],,,,,,,,['burners rear'],,['backriser with hi-shelf'],,['restaurant'],"['standard ovens with battery', 'per']",,,,,
220486,,,,,,,,,['red does'],,,,,,,,,,,,['not'],,['20 3'],,,['plastic'],,,,,,,,,,,,,"['retriever', 'fits slim', 'safe']",,,,,
221140,,,,,,,['solid hinged door cylinder door lock'],,,['one section 7 2 cu ft self contained refrigeration system stainless steel'],,,,['standard'],,,,,['ENERGY STAR®'],,,,['160.00 Pound(s)'],,,,,,,,,,,['reach in'],,['nsf energy star'],,,['doors'],,,,,['exterior front']
224952,,,,,,,,,"['retriever 6', 'red does']",,,,,,,,,,,,['not'],,['11 3'],,,"['8 fits slim', 'plastic']",,,,,,,,['safe'],,,,,,,,,,
225120,,"['standard ovens', '(2) standard ovens']",,,,,,,,,,,,,,,,,,,['nsf'],,['1075.00 Pound(s)'],,,"['saut burners', 'battery', 'oven']",,,,,,,,['burners rear'],,"['left standing pilot 2', 'backriser with hi-shelf']",,['restaurant'],['per'],,,,,['60 3']
