dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work
dnb_274,http://d-nb.info/gnd/12007785X,1950-09-27,,male,"Marsden, John",
dnb_275,http://d-nb.info/gnd/129346659,1821-01-01,1905-01-01,male,"O'Hanlon, John",
dnb_276,http://d-nb.info/gnd/118988107,1756-01-14,1822-02-05,male,"Babo, Joseph Marius von",
dnb_277,http://d-nb.info/gnd/12397240X,1867-01-01,1955-01-01,notKnown,"McCabe, Joseph",
dnb_278,http://d-nb.info/gnd/118789007,1889-02-19,1928-12-01,male,"Rivera, José Eustasio",
dnb_279,http://d-nb.info/gnd/140937609,1955-03-24,,male,"Rivera, José",
dnb_280,http://d-nb.info/gnd/118788345,1864-01-01,1910-01-01,male,"Renard, Jules",
dnb_281,http://d-nb.info/gnd/119209349,1780-03-26,1849-11-26,male,"Hitzig, Julius Eduard",
dnb_282,http://d-nb.info/gnd/118829742,1937-09-30,1997-03-14,male,"Becker, Jurek",
dnb_283,http://d-nb.info/gnd/118584162,1757-09-15,1793-06-26,male,"Moritz, Karl Philipp",
dnb_284,http://d-nb.info/gnd/123940680,1859-08-29,1929-03-28,female,"Bates, Katharine Lee",
dnb_285,http://d-nb.info/gnd/129239321,1959-03-30,,male,"Brooks, Kevin",
dnb_286,http://d-nb.info/gnd/120429888,1971-09-03,,female,"Desai, Kiran",
dnb_287,http://d-nb.info/gnd/142136182,1970-10-05,,male,"Uribe Urbieta, Kirmen",
dnb_288,http://d-nb.info/gnd/124353320,1957-01-01,,male,"Suzuki, Kōji",
dnb_289,http://d-nb.info/gnd/1089695969,1959-01-01,,notKnown,"Katayama, Kyōichi",
dnb_290,http://d-nb.info/gnd/120162199,1924-08-03,2003-06-21,male,"Uris, Leon",
dnb_291,http://d-nb.info/gnd/1053095511,1948-05-24,,female,"Crozier, Lorna",
dnb_292,http://d-nb.info/gnd/117456837,1903-01-24,1961-06-16,male,"Wohl, Louis de",
dnb_293,http://d-nb.info/gnd/121031314,1948-06-04,2006-02-25,notKnown,"Gibson, Margaret",
dnb_294,http://d-nb.info/gnd/133361837,1763-01-01,1813-01-01,notKnown,"Burges, Mary Anne",
dnb_295,http://d-nb.info/gnd/106955894X,1968-01-01,,male,"Fitt, Matthew",
dnb_296,http://d-nb.info/gnd/117269794,1894-01-01,1969-01-01,male,"Weinreich, Max",
dnb_297,http://d-nb.info/gnd/118635077,1877-01-01,1932-01-01,male,"Vološin, Maksimilian A.",
dnb_298,http://d-nb.info/gnd/122170296,1930-05-12,2006-08-12,notKnown,"Kunene, Mazisi",
dnb_299,http://d-nb.info/gnd/133237184,1974-01-01,,female,"Marr, Melissa",
dnb_300,http://d-nb.info/gnd/133492257,1946-01-01,,notKnown,"Gray, Michael",
dnb_301,http://d-nb.info/gnd/124277381,1932-03-14,1986-06-24,notKnown,"Antić, Miroslav",
dnb_302,http://d-nb.info/gnd/1055141731,1839-09-18,1918-02-08,notKnown,"Schwab, Moi͏̈se",
dnb_303,http://d-nb.info/gnd/118750569,1890-05-19,1916-04-26,notKnown,"Sá-Carneiro, Mário de",
dnb_304,http://d-nb.info/gnd/121217582,1922-01-01,,notKnown,"Frankland, Noble",
dnb_305,http://d-nb.info/gnd/172224071,1923-01-01,2005-01-01,male,"Levine, Norman",
dnb_306,http://d-nb.info/gnd/119024063,1930-01-01,,notKnown,"Podhoretz, Norman",
dnb_307,http://d-nb.info/gnd/12153796X,1907-01-01,1942-01-01,notKnown,"Teliha, Olena I.",
dnb_308,http://d-nb.info/gnd/118795457,1855-01-01,1920-01-01,notKnown,"Schreiner, Olive",
dnb_309,http://d-nb.info/gnd/13305067X,1963-01-01,,notKnown,"Chung, Ook",
dnb_310,http://d-nb.info/gnd/123754267,1924-01-01,2008-01-01,male,"Taibo, Paco Ignacio",
dnb_311,http://d-nb.info/gnd/115443584,1921-06-19,2010-03-15,female,"Wrightson, Patricia",
dnb_312,http://d-nb.info/gnd/1031910395,1975-01-01,,notKnown,"Mallette, Pattie",
dnb_313,http://d-nb.info/gnd/1089849729,1933-01-01,,male,"Foster, Paul",
dnb_314,http://d-nb.info/gnd/1014189152,1953-07-22,2010-01-21,notKnown,"Quarrington, Paul",
dnb_315,http://d-nb.info/gnd/120857499,1952-07-18,,male,"Petterson, Per",
dnb_316,http://d-nb.info/gnd/119485842,1949-01-01,,notKnown,"Ackroyd, Peter",
dnb_317,http://d-nb.info/gnd/11882144X,1927-05-22,2014-04-05,male,"Matthiessen, Peter",
dnb_318,http://d-nb.info/gnd/1057659096,1950-01-01,,male,"Williams, Philip Lee",
dnb_319,http://d-nb.info/gnd/123796229,1928-01-01,2015-01-01,male,"Levine, Philip",
dnb_320,http://d-nb.info/gnd/121319571,1920-01-23,2006-12-21,female,"Pearce, Philippa",
dnb_321,http://d-nb.info/gnd/11934985X,1927-01-01,2007-01-01,notKnown,Qurrat-al-ʿAin Ḥaidar,
dnb_322,http://d-nb.info/gnd/173848206,1948-01-01,,notKnown,Raffi,
dnb_323,http://d-nb.info/gnd/1058158333,1950-01-01,,notKnown,"Malhotra, Rajiv",
dnb_324,http://d-nb.info/gnd/118993224,1919-10-04,1979-03-22,male,"Marqués, René",
dnb_325,http://d-nb.info/gnd/118776053,1848-11-06,1887-08-14,notKnown,"Jefferies, Richard",
dnb_326,http://d-nb.info/gnd/130130370,1925-11-13,2007-08-02,male,"Preisner, Rio",
dnb_327,http://d-nb.info/gnd/12330704X,1925-01-01,,notKnown,"Quirk, Robert E.",
dnb_328,http://d-nb.info/gnd/133833607,1927-09-28,1989-01-03,notKnown,"Thomas, Robert",
dnb_329,http://d-nb.info/gnd/141352094,1914-02-15,1984-08-05,male,"Kibbee, Roland",
dnb_330,http://d-nb.info/gnd/118602330,1866-01-29,1944-12-30,male,"Rolland, Romain",
dnb_331,http://d-nb.info/gnd/1014382297,1933-01-13,,notKnown,"Goulart, Ron",
dnb_332,http://d-nb.info/gnd/133655822,1955-01-01,,male,"Margulies, Roni",
dnb_333,http://d-nb.info/gnd/116677953,1911-11-18,2002-05-16,female,"Landmann, Salcia",
dnb_334,http://d-nb.info/gnd/1064554202,1920-01-01,1997-01-01,notKnown,"Moskowitz, Sam",
dnb_335,http://d-nb.info/gnd/1025550560,,,female,"Bakewell, Sarah",
dnb_336,http://d-nb.info/gnd/133716732,1881-01-01,1918-01-01,male,"O'Kelly, Seumas",
dnb_337,http://d-nb.info/gnd/118898264,1879-01-01,1958-01-01,notKnown,"O'Sullivan, Seumas",
dnb_338,http://d-nb.info/gnd/132798344,1941-01-01,,female,"Fitzpatrick, Sheila",
dnb_339,http://d-nb.info/gnd/115605665,1934-09-08,2002-04-17,notKnown,"Glick, Srul Irving",
dnb_340,http://d-nb.info/gnd/107794047,1902-01-01,1935-01-01,notKnown,"Weinbaum, Stanley Grauman",
dnb_341,http://d-nb.info/gnd/120555581,1929-01-01,,notKnown,"Weintraub, Stanley",
dnb_342,http://d-nb.info/gnd/131563955,1954-08-15,2004-11-09,male,"Larsson, Stieg",
dnb_343,http://d-nb.info/gnd/123005779,1943-01-01,,notKnown,"Clark, Timothy J.",
dnb_344,http://d-nb.info/gnd/121079708,1922-11-12,1951-07-03,male,"Borowski, Tadeusz",
dnb_345,http://d-nb.info/gnd/118986678,1898-08-10,1939-09-20,notKnown,"Dołe̜ga-Mostowicz, Tadeusz",
dnb_346,http://d-nb.info/gnd/118777815,1926-06-22,2015-01-07,male,"Konwicki, Tadeusz",
dnb_347,http://d-nb.info/gnd/118791451,1921-10-09,2014-04-24,male,"Różewicz, Tadeusz",
dnb_348,http://d-nb.info/gnd/1070484172,1963-01-01,,female,"Yellin, Tamar",
dnb_349,http://d-nb.info/gnd/10799481X,,,,"Hoban, Tana",
dnb_350,http://d-nb.info/gnd/139127062,1921-06-23,2006-10-26,male,"Taylor, Theodore",
dnb_351,http://d-nb.info/gnd/118668153,1777-07-27,1844-06-15,male,"Campbell, Thomas",
dnb_352,http://d-nb.info/gnd/100498981,1528-01-01,,notKnown,"Hill, Thomas",
dnb_353,http://d-nb.info/gnd/124072542,1785-01-01,1866-01-01,male,"Guttinguer, Ulric",
dnb_354,http://d-nb.info/gnd/118546619,1890-07-08,1940-06-23,male,"Hasenclever, Walter",
dnb_355,http://d-nb.info/gnd/118739476,1839-01-01,1894-01-01,notKnown,"Pater, Walter",
dnb_356,http://d-nb.info/gnd/135751497,1970-01-01,,notKnown,"Guerra, Wendy",
dnb_357,http://d-nb.info/gnd/119042460,1892-06-06,1942-09-03,male,"James, Will",
dnb_358,http://d-nb.info/gnd/118513451,1921-05-20,1947-11-20,male,"Borchert, Wolfgang",
dnb_359,http://d-nb.info/gnd/118776215,1933-07-18,2017-04-01,male,"Evtušenko, Evgenij",
dnb_360,http://d-nb.info/gnd/119273918,1927-01-01,1982-01-01,male,"Kazakov, Jurij P.",
dnb_361,http://d-nb.info/gnd/129834270,1966-01-01,,female,"Larsson, Åsa",
dnb_362,http://d-nb.info/gnd/139745068,1968-02-27,,notKnown,"McMann, Lisa",
dnb_363,http://d-nb.info/gnd/141985496,1974-01-01,,male,"Meyer, Philipp",
dnb_364,http://d-nb.info/gnd/142553107,1970-10-03,,notKnown,"Zarr, Sara",
dnb_365,http://d-nb.info/gnd/140160000,1977-01-01,,notKnown,"Sorkin, Andrew Ross",
dnb_366,http://d-nb.info/gnd/1057205273,1975-01-01,,notKnown,"Vianco, André",
dnb_367,http://d-nb.info/gnd/139905391,1960-01-02,,male,"Konstam, Angus",
dnb_368,http://d-nb.info/gnd/122804538,1970-01-01,,male,"Bello, Antoine",
dnb_369,http://d-nb.info/gnd/130301507,1958-01-01,,notKnown,"Cury, Augusto",
dnb_370,http://d-nb.info/gnd/137402058,1945-10-30,,female,"Wiedemann, Barbara",
dnb_371,http://d-nb.info/gnd/1052304125,1954-08-16,,male,"Sáenz, Benjamin Alire",
dnb_372,http://d-nb.info/gnd/140024824,,,male,"Weeks, Brent",
dnb_373,http://d-nb.info/gnd/121096904,1966-01-01,,notKnown,"Kelly, Cathy",
dnb_374,http://d-nb.info/gnd/138758840,1970-06-12,,female,"Gray, Claudia",
dnb_375,http://d-nb.info/gnd/133400727,1969-01-01,,notKnown,"Lungu, Dan",
dnb_376,http://d-nb.info/gnd/114027676,1961-02-18,,notKnown,"Rushkoff, Douglas",
dnb_377,http://d-nb.info/gnd/139683976,1946-01-01,,notKnown,"Diener, Ed",
dnb_378,http://d-nb.info/gnd/118050788,1969-01-27,,female,"Abécassis, Éliette",
dnb_379,http://d-nb.info/gnd/128845198,1967-01-01,,male,"Martel, Frédéric",
dnb_380,http://d-nb.info/gnd/138226857,,,male,"Nieporte, Grant",
dnb_381,http://d-nb.info/gnd/11900965X,1858-03-06,1914-10-24,male,"Wied, Gustav",
dnb_382,http://d-nb.info/gnd/122855647,1969-01-01,,male,"Niermann, Ingo",
dnb_383,http://d-nb.info/gnd/1056282940,1946-01-01,,notKnown,"Benítez, Juan José",
dnb_384,http://d-nb.info/gnd/12419253X,1963-01-01,,male,"Dahl, Arne",
dnb_385,http://d-nb.info/gnd/120872773,1958-01-01,,notKnown,"Finder, Joseph",
dnb_386,http://d-nb.info/gnd/157327884,1953-10-28,,notKnown,"Monninger, Joseph",
dnb_387,http://d-nb.info/gnd/136941559,1853-10-08,1905-10-29,notKnown,"Patrocinio, José do",
dnb_388,http://d-nb.info/gnd/137094337,1933-10-24,2014-04-30,male,"Watanabe, Jun'ichi",
dnb_389,http://d-nb.info/gnd/1014151937,1971-01-01,,female,"Papademetriou, Lisa",
dnb_390,http://d-nb.info/gnd/139177191,1981-01-01,,female,"Stiefvater, Maggie",
dnb_391,http://d-nb.info/gnd/133127818,1974-01-01,,female,"Mancusi, Mari",
dnb_392,http://d-nb.info/gnd/131676679,1957-01-01,,notKnown,"Levi, Mario",
dnb_393,http://d-nb.info/gnd/1038592046,1965-01-01,,male,"Crilley, Mark",
dnb_394,http://d-nb.info/gnd/122376463,1974-07-02,,male,"Reilly, Matthew",
dnb_395,http://d-nb.info/gnd/1031642285,1984-01-01,,female,"Kandasamy, Meena",
dnb_396,http://d-nb.info/gnd/173777732,1972-01-01,,notKnown,"Benzakour, Mohammed",
dnb_397,http://d-nb.info/gnd/140986928,1969-01-01,,notKnown,"Cross, Neil",
dnb_398,http://d-nb.info/gnd/1062756657,1959-01-01,,male,"Hanauer, Nick",
dnb_399,http://d-nb.info/gnd/1049723120,1988-01-01,,male,"Tsujii, Nobuyuki",
dnb_400,http://d-nb.info/gnd/140518290,1967-01-01,,male,"Ollestad, Norman",
dnb_401,http://d-nb.info/gnd/119125897,1930-01-01,1973-01-01,male,"Pavel, Ota",
dnb_402,http://d-nb.info/gnd/137410670,1971-10-17,,male,"Ness, Patrick",
dnb_403,http://d-nb.info/gnd/1058349880,1968-01-01,,male,"Blanco, Richard",
dnb_404,http://d-nb.info/gnd/113589050,1946-01-01,,notKnown,"Solé, Robert",
dnb_405,http://d-nb.info/gnd/128619430,1974-01-01,,notKnown,"Britten, Sarah",
dnb_406,http://d-nb.info/gnd/138360960,,,female,"Brennan, Sarah Rees",
dnb_407,http://d-nb.info/gnd/124874363,1955-01-01,,notKnown,"Weeks, Sarah",
dnb_408,http://d-nb.info/gnd/14033081X,1978-01-01,,female,"McGuire, Seanan",
dnb_409,http://d-nb.info/gnd/13278484X,1976-01-04,,male,"Grahame-Smith, Seth",
dnb_410,http://d-nb.info/gnd/1024678059,1941-09-09,2000-09-20,male,"Stratiev, Stanislav",
dnb_411,http://d-nb.info/gnd/118145819,1946-01-01,,notKnown,"Wilde, Stuart",
dnb_412,http://d-nb.info/gnd/1058472356,,,male,"Hager, Thomas",
dnb_413,http://d-nb.info/gnd/139397183,1973-07-03,,male,"Okada, Toshiki",
dnb_414,http://d-nb.info/gnd/140092943,1969-01-01,,male,"Gischler, Victor",
dnb_415,http://d-nb.info/gnd/134103300,1964-01-01,,notKnown,"Aslanov, Vougar",
dnb_416,http://d-nb.info/gnd/129979058,1823-12-24,1882-04-23,notKnown,"Rands, William Brighty",
dnb_417,http://d-nb.info/gnd/1033205974,1953-01-01,2006-01-01,notKnown,"Yonezawa, Yoshihiro",
dnb_418,http://d-nb.info/gnd/120874121,1936-01-01,,notKnown,"Kuçuradi, Ioanna",
dnb_419,http://d-nb.info/gnd/131538349,1930-01-01,,notKnown,Baldur Ragnarsson,
dnb_420,http://d-nb.info/gnd/11865859X,1914-12-27,1978-11-02,male,"Berto, Giuseppe",
dnb_421,http://d-nb.info/gnd/13903109X,1974-01-01,,male,"Kazim, Hasnain",
dnb_422,http://d-nb.info/gnd/121892859,1946-01-01,,notKnown,"Kelman, James",
dnb_423,http://d-nb.info/gnd/118748467,1809-09-04,1849-04-03,male,"Słowacki, Juliusz",
dnb_424,http://d-nb.info/gnd/124864236,1885-04-21,1962-02-09,notKnown,"Thomas, Louis",
dnb_425,http://d-nb.info/gnd/10837162X,1901-03-13,1980-07-19,female,"Craven, Margaret",
dnb_426,http://d-nb.info/gnd/119357062,1948-01-01,,notKnown,"Bannīs, Muḥammad",
dnb_427,http://d-nb.info/gnd/11872021X,1869-01-01,1909-01-01,male,"Hankin, Saint John Emile Clavering",
dnb_428,http://d-nb.info/gnd/14373850X,1976-01-01,,male,"Kelman, Stephen",
dnb_429,http://d-nb.info/gnd/11940334X,1943-01-01,,male,"Feltri, Vittorio",
dnb_430,http://d-nb.info/gnd/1012032485,[1692 [?]],1765-01-01,notKnown,"Anderson, Adam",
dnb_431,http://d-nb.info/gnd/139336761,1938-01-01,,male,"Bradley, Alan",
dnb_432,http://d-nb.info/gnd/103650725,1932-01-01,2016-01-01,male,"Senn, Alfred E.",
dnb_433,http://d-nb.info/gnd/117723665,1840-01-01,1921-01-01,male,"Sinnett, Alfred P.",
dnb_434,http://d-nb.info/gnd/172307856,1788-01-01,1833-01-01,notKnown,"Picken, Andrew",
dnb_435,http://d-nb.info/gnd/121382893,1961-01-01,,male,"McCarten, Anthony",
dnb_436,http://d-nb.info/gnd/1031274472,1928-01-01,,notKnown,"Price, Anthony",
dnb_437,http://d-nb.info/gnd/128327839,1922-01-01,2010-01-01,notKnown,"Alatorre, Antonio",
dnb_438,http://d-nb.info/gnd/119041529,1875-01-01,1957-01-01,male,"Isahakyan, Avetik̕",
dnb_439,http://d-nb.info/gnd/129601756,1958-06-17,,male,"Farrelly, Bobby",
dnb_440,http://d-nb.info/gnd/118793527,1847-01-01,1912-01-01,male,"Prus, Bolesław",
dnb_441,http://d-nb.info/gnd/123255465,1908-01-01,1974-01-01,notKnown,"Basu, Buddhadeba",
dnb_442,http://d-nb.info/gnd/13913929X,1936-01-01,,notKnown,"Guha, Buddhadeba",
dnb_443,http://d-nb.info/gnd/118575724,1917-02-19,1967-09-29,notKnown,"McCullers, Carson",
dnb_444,http://d-nb.info/gnd/116661453,1793-01-01,1862-01-01,male,"Magnin, Charles",
dnb_445,http://d-nb.info/gnd/134292405,1916-01-01,1963-01-01,notKnown,"Schnee, Charles",
dnb_446,http://d-nb.info/gnd/1057048542,1951-01-01,,male,"Gravett, Christopher",
dnb_447,http://d-nb.info/gnd/13346007X,1928-01-01,1989-01-01,notKnown,"McWilliam, Colin",
dnb_448,http://d-nb.info/gnd/118808257,1858-01-01,1922-01-01,male,"Zamfirescu, Duiliu",
dnb_449,http://d-nb.info/gnd/121943410,1939-01-01,1993-01-01,male,"Ezell, Edward Clinton",
dnb_450,http://d-nb.info/gnd/118956256,1877-07-18,1949-12-03,male,Elin Pelin,
dnb_451,http://d-nb.info/gnd/11950197X,1893-05-31,1986-08-31,female,"Coatsworth, Elizabeth Jane",
dnb_452,http://d-nb.info/gnd/140626360,1959-08-17,,male,"Schlosser, Eric",
dnb_453,http://d-nb.info/gnd/131610406,1962-01-01,,female,"Wafī, Farībā",
dnb_454,http://d-nb.info/gnd/118960539,1929-03-06,2016-07-31,male,"Iskander, Fazilʹ",
dnb_455,http://d-nb.info/gnd/118657771,1584-01-01,1616-01-01,male,"Beaumont, Francis",
dnb_456,http://d-nb.info/gnd/17285170X,1670-01-01,1706-01-01,notKnown,"Fuller, Francis",
dnb_457,http://d-nb.info/gnd/118787616,1828-11-25,1894-02-13,male,"Rački, Franjo",
dnb_458,http://d-nb.info/gnd/128641770,1807-09-02,1879-05-27,female,"Runeberg, Fredrika",
dnb_459,http://d-nb.info/gnd/119039028,1891-11-06,1959-03-17,notKnown,"Tabije, Galaktion",
dnb_460,http://d-nb.info/gnd/11865358X,1885-01-01,1952-01-01,male,"Baty, Gaston",
dnb_461,http://d-nb.info/gnd/117067571,1799-08-09,1860-06-09,male,"James, G. P. R.",
dnb_462,http://d-nb.info/gnd/1021397288,1954-01-01,2007-01-01,male,"Č̕oxeli, Goderji",
dnb_463,http://d-nb.info/gnd/118661264,1913-03-02,1971-12-22,notKnown,"Bomans, Godfried",
dnb_464,http://d-nb.info/gnd/13791752X,,,notKnown,"Verdecchia, Guillermo",
dnb_465,http://d-nb.info/gnd/119309548,1919-05-20,2000-07-04,notKnown,"Herling-Grudziński, Gustaw",
dnb_466,http://d-nb.info/gnd/118981498,1935-05-09,1967-10-11,female,"Poświatowska, Halina",
dnb_467,http://d-nb.info/gnd/118520792,1920-09-20,2004-06-20,male,"Cibulka, Hanns",
dnb_468,http://d-nb.info/gnd/139037470,1943-01-01,,notKnown,"Kadaré, Helena",
dnb_469,http://d-nb.info/gnd/107609460,1854-09-22,1925-06-13,female,"Koch, Henny",
dnb_470,http://d-nb.info/gnd/118598716,1893-12-04,1968-06-12,male,"Read, Herbert Edward",
dnb_471,http://d-nb.info/gnd/117183784,1891-03-09,1947-08-15,male,"Busse, Hermann Eris",
dnb_472,http://d-nb.info/gnd/1020388331,1972-01-01,,male,"Arikawa, Hiro",
dnb_473,http://d-nb.info/gnd/100970176,,,notKnown,"Iolo, Goch",
dnb_474,http://d-nb.info/gnd/129620467,1747-01-01,1826-01-01,notKnown,Iolo Morganwg,
dnb_475,http://d-nb.info/gnd/118779451,1802-01-01,1868-01-01,male,"Lennep, Jacob van",
dnb_476,http://d-nb.info/gnd/132707314,1820-01-01,1901-01-01,male,"Fenton, James",
dnb_477,http://d-nb.info/gnd/1059522446,1953-01-01,,notKnown,"Biehl, Janet",
dnb_478,http://d-nb.info/gnd/138322368,1949-01-01,,male,"Rolin, Jean",
dnb_479,http://d-nb.info/gnd/140116788,1963-01-01,,notKnown,"Di Leo, Jeffrey R.",
dnb_480,http://d-nb.info/gnd/119500728,1929-01-01,2017-01-01,male,"Breslin, Jimmy",
dnb_481,http://d-nb.info/gnd/121580636,1902-01-01,1979-01-01,notKnown,"Borgen, Johan",
dnb_482,http://d-nb.info/gnd/118913360,1941-01-01,,notKnown,"Wideman, John Edgar",
dnb_483,http://d-nb.info/gnd/159354749,,,,"Haaren, John Henry",
dnb_484,http://d-nb.info/gnd/138572666,1822-01-01,1882-01-01,notKnown,"Milla, José",
dnb_485,http://d-nb.info/gnd/11908533X,1877-11-03,1938-02-04,male,"Rostworowski, Karol Hubert",
dnb_486,http://d-nb.info/gnd/119165112,1917-01-01,,notKnown,"Duggal, Kartar Singh",
dnb_487,http://d-nb.info/gnd/118635816,1929-01-01,1989-01-01,notKnown,"Kateb, Yacine",
dnb_488,http://d-nb.info/gnd/139587861,1955-01-01,,notKnown,"Echlin, Kim",
dnb_489,http://d-nb.info/gnd/131636561,1873-01-01,1924-01-01,notKnown,"Kumāran Āśān, N.",
dnb_490,http://d-nb.info/gnd/118833383,1879-01-01,1945-01-01,male,"Skalbe, Kārlis",
dnb_491,http://d-nb.info/gnd/104736767X,1895-01-01,1963-01-01,notKnown,"Lighton, Louis D.",
dnb_492,http://d-nb.info/gnd/119376377,1821-02-22,1880-03-25,female,"Assing, Ludmilla",
dnb_493,http://d-nb.info/gnd/1036572285,1941-07-05,,female,"Dodd, Lynley",
dnb_494,http://d-nb.info/gnd/120295970,1948-01-01,,notKnown,"Gee, Maggie",
dnb_495,http://d-nb.info/gnd/118977946,1928-09-09,1983-11-27,notKnown,"Scorza, Manuel",
dnb_496,http://d-nb.info/gnd/118670824,1889-10-06,1965-05-19,female,"Dąbrowska, Maria",
dnb_497,http://d-nb.info/gnd/109026764,1931-12-06,,male,"Huwyler, Max",
dnb_498,http://d-nb.info/gnd/133374955,1968-01-01,,male,"Drout, Michael D. C.",
dnb_499,http://d-nb.info/gnd/139422358,1962-01-01,2013-01-01,male,"France, Michael",
dnb_500,http://d-nb.info/gnd/137491948,1952-01-01,,notKnown,"Greenberg, Michael",
dnb_501,http://d-nb.info/gnd/122493028,1862-01-01,1911-01-01,notKnown,"Sabir, Mirzä Äläkbär",
dnb_502,http://d-nb.info/gnd/118998358,1776-01-01,1847-01-01,notKnown,"Leopardi, Monaldo",
dnb_503,http://d-nb.info/gnd/132577194,1866-11-20,1937-08-01,notKnown,"Mjeda, Ndre",
dnb_504,http://d-nb.info/gnd/141559632,1976-03-19,,male,"Stoller, Nicholas",
dnb_505,http://d-nb.info/gnd/128966653,1899-09-25,1967-07-04,male,"Sekora, Ondřej",
dnb_506,http://d-nb.info/gnd/116689749,1903-11-26,1995-06-28,male,"Mainzer, Otto",
dnb_507,http://d-nb.info/gnd/115879951,1924-03-22,2012-05-23,male,"Fussell, Paul",
dnb_508,http://d-nb.info/gnd/121095681,1893-01-01,1944-01-01,male,"Petit, Paul",
dnb_509,http://d-nb.info/gnd/119341441,1861-03-29,1909-02-20,notKnown,"Ranson, Paul",
dnb_510,http://d-nb.info/gnd/103301208,1946-01-01,,notKnown,"Pavličić, Pavao",
dnb_511,http://d-nb.info/gnd/143612174,,,,"Brunvand, Per",
dnb_512,http://d-nb.info/gnd/187021368,,,,"Bander Van Duren, Peter",
dnb_513,http://d-nb.info/gnd/118657356,1896-06-18,1949-11-03,male,"Barry, Philip",
dnb_514,http://d-nb.info/gnd/116204184,1809-08-24,1871-08-14,male,"Blommaert, Filips Marie",
dnb_515,http://d-nb.info/gnd/124005853,1929-01-01,,notKnown,"Śadeh, Pinḥas",
dnb_516,http://d-nb.info/gnd/116991615,1586-11-20,1633-01-15,male,"Leyser, Polycarp",
dnb_517,http://d-nb.info/gnd/116991712,1656-07-01,1725-10-11,male,"Leyser, Polycarp",
dnb_518,http://d-nb.info/gnd/116991836,1690-09-04,1728-04-07,male,"Leyser, Polykarp",
dnb_519,http://d-nb.info/gnd/11914249X,1929-07-28,,notKnown,"Campert, Remco",
dnb_520,http://d-nb.info/gnd/132419254,1928-01-01,2002-01-01,notKnown,"Sylbert, Richard",
dnb_521,http://d-nb.info/gnd/118671022,1867-01-18,1916-02-06,male,"Darío, Rubén",
dnb_522,http://d-nb.info/gnd/118904531,0858-01-01,0940-01-01,male,"Rūdakī, Abū-ʿAbdallāh Ǧaʿfar",
dnb_523,http://d-nb.info/gnd/1021164100,1964-01-01,,notKnown,"Winman, Sarah",
dnb_524,http://d-nb.info/gnd/119291061,1876-01-01,1938-01-01,notKnown,"Caṭṭopādhyāẏa, Śaratcandra",
dnb_525,http://d-nb.info/gnd/134064453,1961-01-01,,male,"Burke, Sean",
dnb_526,http://d-nb.info/gnd/128634596,1936-01-01,1973-01-01,notKnown,Shiv Kumar,
dnb_527,http://d-nb.info/gnd/13201128X,1978-01-01,,female,"Mekhennet, Souad",
dnb_528,http://d-nb.info/gnd/1049406850,1963-12-09,,notKnown,"Thrower, Stephen",
dnb_529,http://d-nb.info/gnd/118050532,1928-06-02,2008-01-04,notKnown,"Claesson, Stig",
dnb_530,http://d-nb.info/gnd/119160595,1955-07-20,,male,"Larsson, Stig",
dnb_531,http://d-nb.info/gnd/172475228,1940-01-01,,notKnown,"Zuccotti, Susan",
dnb_532,http://d-nb.info/gnd/130042161,1962-08-10,,female,"Collins, Suzanne",
dnb_533,http://d-nb.info/gnd/124798136,1911-03-16,2006-02-17,female,"Bedford, Sybille",
dnb_534,http://d-nb.info/gnd/1078124396,[25.01.1937],,female,"Pearson, Sybille",
dnb_535,http://d-nb.info/gnd/1055741488,1931-01-01,,notKnown,"Čilaje, T̕amaz",
dnb_536,http://d-nb.info/gnd/119451123,1748-06-22,1789-09-28,notKnown,"Day, Thomas",
dnb_537,http://d-nb.info/gnd/124373720,1937-01-01,2000-01-01,notKnown,"Gifford, Thomas",
