viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_120,1670-02-10,1729-01-19,male,William Congreve,"Works	 Plays.	 Plays	 <<The>> way of the world	 Judgement of Paris	 Incognita	 Old batchelour	 Congreve, William	 Mourning bride	 Congreve, William,",http://viaf.org/viaf/24616924
viaf_121,1928-06-03,1980,male,William Francis Nolan,"White cad cross-up	 Logan's world	 Nolan, William F.,	 Steve McQueen : star on wheels	 Black mask murders : a novel featuring the black mask boys, dashiell hammett, raymond chandler, and erle stanley gardner	 Pseudo-people : androids in science fiction",http://viaf.org/viaf/109872027
viaf_122,1948-03-17,2008,male,William Gibson,"Mona Lisa overdrive	 Gibson, William,	 Idoru	 Count Zero	 Gibson, William (1948-....).	 Virtual light	 Pattern recognition	 Spook country	 All tomorrow's parties",http://viaf.org/viaf/109517110
viaf_123,1931-08-12,,male,William Goldman,"No way to treat a lady	 Marathon man	 Goldman, William,	 Wigger	 The princess bride	 Boys and girls together	 Heat	 Tinsel	 Brothers",http://viaf.org/viaf/113978172
viaf_124,1914-02-05,1997-08-02,male,William S. Burroughs,"Junky	 Burroughs, William S.,	 Interview with William Burroughs	 Burroughs, William S.	 Naked lunch.	 Soft machine	 Queer	 Ghost of chance",http://viaf.org/viaf/108916275
viaf_125,1908-08-31,1981-05-18,male,William Saroyan,"Saroyan, William,	 Adventures of wesley jackson	 Laughing matter : [a novel	 Daring young man on the flying trapeze, and other stories	 Best stories of William Saroyan	 Saroyan, William	 The time of your life	 Rock Wagram	 Tracy's tiger",http://viaf.org/viaf/27071357
viaf_126,1770-04-07,1850-04-23,male,William Wordsworth,"Early letters of William and Dorothy Wordsworth.	 Wordsworth, William,	 Wordsworth, William	 Poems	 Poetical works	 Prelude	 Lyrical ballads",http://viaf.org/viaf/35723133
viaf_127,1904-08-04,1969-07-24,male,Witold Gombrowicz,"Gombrowicz, Witold	 Iwona, księżniczka Burgunda	 Ferdydurke	 Trans-Atlantyk	 Gombrowicz	 Pornografia	 Ślub	 Dziennik",http://viaf.org/viaf/97857022
viaf_128,1934-07-13,,male,Wole Soyinka,"Soyinka, Wole	 Kongi's harvest	 The man died	 Madmen and specialists, a play	 Death and the King's horseman	 Season of anomy	 Art, dialogue & outrage",http://viaf.org/viaf/105939176
viaf_129,1867-05-07,1925-12-05,male,Władysław Reymont,"Pisma.	 W jesienną noc	 Reymont, Władysław Stanisław	 Ziemia obiecana	 Marzyciel	 Sprawiedliwie	 Pielgrzymka do Jasnej Góry	 Komediantka	 Wampir",http://viaf.org/viaf/4935777
viaf_130,-430,-354,male,Xenophon,Anabasis.	 Xenophon	 Hellenica.	 Symposium	 Hellenica	 Xenophontis memorabilia	 Xenophon.	 Xenophontos Apomnēmoneumata	 Ksenofont,http://viaf.org/viaf/262187455
viaf_131,1884-02-01,1937-03-10,male,Evgenij Ivanovič Zamâtin,"Zami︠a︡tin, Evgeniĭ,	 Zami︠a︡tin, Evgeniĭ Ivanovich,	 My	 Ostroviti︠a︡ne : povesti i rasskazy",http://viaf.org/viaf/7398660
viaf_132,1818-01-14,1898-03-12,male,Zacharias Topelius,"Fältskärns berättelser	 Konungens ring.	 Blad ur min tänkebok	 Hertiginnan av Finland	 Topelius, Zacharias	 Stjärnornas kungabarn",http://viaf.org/viaf/90638311
viaf_133,1891-01-07,1960-01-28,female,Zora Neale Hurston,"Short stories.	 Sweat	 Tell my horse	 Moses, man of the mountain	 Hurston, Zora Neale.	 Hurston, Zora Neale (1891-1960).	 Dust tracks on a road	 Their eyes were watching God	 Jonah's gourd vine",http://viaf.org/viaf/62824341
viaf_134,1837-01-23,1927-01-24,female,Agnes Maule Machar,,http://viaf.org/viaf/45646403
viaf_135,1741-11-09,1816-09-23,male,Alessandro Verri,Vita di erostrato	 Notti romane,http://viaf.org/viaf/95295506
viaf_136,1906-05-23,1995-04-13,male,Allan Scott,,http://viaf.org/viaf/61789788
viaf_137,1918-07-24,2017-05-12,male,Antonio Cândido,"Essays.	 Cândido, Antônio,	 Literatura e sociedade; estudos de teoria e história literária",http://viaf.org/viaf/5740632
viaf_138,1874-04-10,1953-01-21,male,Arturo Castiglioni,Storia della Medicina	 Incantesimo e magia,http://viaf.org/viaf/79087397
viaf_139,1949-10-13,,male,Babaloo Mandel,,http://viaf.org/viaf/54345988
viaf_140,1922-12-03,1992-09-03,male,Eli Mandel,,http://viaf.org/viaf/59095399
viaf_141,1957-11-13,,male,George Steinmetz,,http://viaf.org/viaf/98236215
viaf_142,1907-07-13,2002-12-19,male,George Weller,First into Nagasaki : the censored eyewitness dispatches on post-atomic Japan and its prisoners of war,http://viaf.org/viaf/92858790
viaf_143,1938-05-19,,male,Girish Raghunath Karnad,"Karnad, Girish Raghunath,	 Karnad, Girish Raghunath	 Yayati	 Hayavadana	 Fire and the rain	 Muhammada Tughalak",http://viaf.org/viaf/112524950
viaf_144,1950,,male,Hank Hanegraaff,Last disciple	 Third day : the reality of the resurrection	 Counterfeit revival	 Complete bible answer book	 Christianity in crisis	 Prayer of jesus : secrets to real intimacy with god,http://viaf.org/viaf/45234013
viaf_145,1978-06-09,,male,Hayden Schlossberg,,http://viaf.org/viaf/14511921
viaf_146,1740,1806-07-16,male,Jean Louis de Lolme,General observations on the power of individuals to prescribe by testamentary dispositions the particular future uses to be made of their property	 Constitution de l'Angleterre,http://viaf.org/viaf/100182621
viaf_147,1944,,male,John Carroll,Wreck of western culture : humanism revisited	 Existential Jesus,http://viaf.org/viaf/108275555
viaf_148,1972,,male,John Daniell,,http://viaf.org/viaf/222460445
viaf_149,1938-11-12,,male,John Metcalf,Girl in gingham	 Novellas,http://viaf.org/viaf/41856678
viaf_150,1924-12-07,2014-06-30,female,Maria Luisa Spaziani,"Stella del libero arbitrio	 Spaziani, Maria Luisa.	 Torri di Vedetta",http://viaf.org/viaf/89647380
viaf_151,1796-07-10,1848-07-28,female,María Josefa García Granados,Poems,http://viaf.org/viaf/147994428
viaf_152,1960-01-26,,male,Nick Flynn,Another bullshit night in suck city	 Reenactments	 Some ether	 Ticking is the bomb : a memoir,http://viaf.org/viaf/61836155
viaf_153,1913,1998,female,Padmā,,http://viaf.org/viaf/60680179
viaf_154,1977-07-27,,male,Parag Khanna,Second world	 How to run the world : the new diplomacy for an unstable age	 How to run the world : charting a course to the next Renaissance,http://viaf.org/viaf/166516107
viaf_155,1928-07-11,2002-11-07,male,Pedro Juan Soto,"Spiks	 Ardiente suelo, fría estación",http://viaf.org/viaf/40444215
viaf_156,1976-07-14,,male,Ranj Dhaliwal,,http://viaf.org/viaf/106644180
viaf_157,1922-07-14,2012-07-18,male,Robert Creamer,"Creamer, Robert W.	 Babe: the legend comes to life",http://viaf.org/viaf/55531166
viaf_158,1898-05-23,1989-10-15,male,Scott O'Dell,"O'Dell, Scott,	 Black pearl	 Zia	 O'Dell, Scott	 My name is not Angelica	 Alexandra	 King's fifth	 Sing down the moon	 Black Star, Bright Dawn	 Dark canoe",http://viaf.org/viaf/90674010
viaf_159,1975-07-13,,male,Steven Galloway,Ascension	 Cellist of sarajevo	 Finnie Walsh	 Confabulist,http://viaf.org/viaf/56945852
viaf_160,1961-01-01,,male,Sven Regener,"Herr Lehmann	 Kleine bruder : roman	 Regener, Sven	 Neue Vahr Süd",http://viaf.org/viaf/85329175
viaf_161,1778-08-23,1826-09-01,male,William Burt,,http://viaf.org/viaf/64458762
viaf_162,1922-10-06,2015-02-28,male,Yaşar Kemal,"Ortadirek	 Yer demir gök bakır	 Yaşar Kemal	 Entretiens avec Alain Bosquet	 Kemal, Yaşar	 Ince Memed : roman	 Binboğalar efsanesi : Roman	 Ağrıdağı efsanesi	 Kimsecik",http://viaf.org/viaf/34458659
viaf_163,1891-03-12,1938-01-25,male,Evgenij Dmitrievič Polivanov,Statʹi po obščemu jazykoznaniju : izbrannye raboty	 Works.	 Stat'i po obshchemu iazykoznaniiu,http://viaf.org/viaf/5730891
viaf_164,1907-03-05,1975-05-10,male,Zygmunt Haupt,"Baskijski diabeł	 Pierścień z papieru	 Haupt, Zygmunt",http://viaf.org/viaf/7427754
viaf_165,1963,,male,Adam Browne,,http://viaf.org/viaf/295890304
viaf_166,1931-09-13,,female,Adrienne Kennedy,"Kennedy, Adrienne.",http://viaf.org/viaf/34962
viaf_167,1959,,male,A-lai,格萨爾王	 Chen ai luo ding	 遥远的温泉	 空山,http://viaf.org/viaf/85595741
viaf_168,1870-10-13,1945-08-19,male,Albert Jay Nock,"Nock, Albert Jay,	 Our enemy, the State",http://viaf.org/viaf/100295394
viaf_169,1952-09-18,,male,Alberto Ríos,,http://viaf.org/viaf/32048676
viaf_170,1915-03-11,1992-01-04,male,Alejandro Carrión,"Carrión, Alejandro.",http://viaf.org/viaf/54174974
viaf_171,1851-01-15,1934-09-26,male,Alexander Moszkowski,EINSTEIN;EINBLICKE IN SEINE GEDANKENWELT	 Die Inseln der Weisheit	 Einstein,http://viaf.org/viaf/15091592
viaf_172,1749-08-31,1802-09-24,male,Aleksandr Nikolaevich Radishchev,"Radiščev, Aleksandr N.	 Puteshestvie iz Peterburga v Moskvu	 Works.",http://viaf.org/viaf/17252249
viaf_173,1851-08-23,1930-03-12,male,Alois Jirásek,F. L. Věk	 Filosofská historie	 Staré pověsti české	 Lucerna	 Jirásek	 U nás	 Bratrstvo,http://viaf.org/viaf/34469656
viaf_174,1870-08-27,1919-05-24,male,Amado Nervo,"Nervo, Amado,	 Poems	 Poesía	 Plenitud",http://viaf.org/viaf/97487
viaf_175,1959-12-14,,male,Andreas Mand,Grovers Erfindung,http://viaf.org/viaf/74542
viaf_176,1952-10-26,,male,Andrew Motion,"Silver	 Customs house	 Cinder path	 Silver : return to Treasure Island	 Invention of dr. cake	 Motion, Andrew,	 Pale companion",http://viaf.org/viaf/108893413
viaf_177,1937-06-24,,female,Anita Desai,"Cry, the peacock	 Village by the sea	 Clear light of day	 Fasting, feasting	 Desai, Anita (1937-....).	 Baumgartner's Bombay	 Zigzag way	 Diamond dust : and other stories	 Desai	 Journey to Ithaca",http://viaf.org/viaf/63975920
viaf_178,1887-01-21,1952-06-29,female,Anna Margolin,"Margolin, Anna.	 Poems.",http://viaf.org/viaf/76643152
viaf_179,1922-01-03,1999-04-22,female,Anne Szumigalski,,http://viaf.org/viaf/39406469
viaf_180,1912-11-16,1992-12-16,male,Anton Koolhaas,"Tot waar zal ik je brengen?	 Koolhaas, Anton	 Stiemer en Stalma",http://viaf.org/viaf/115575843
viaf_181,1931-05-30,,male,Antonio Gamoneda,"Libro del frío	 Arden las pérdidas	 Descripción de la mentira	 Fonación, palabra e escritura, pensamento poético	 Armario lleno de sombra	 Libro de los venenos	 Antología poética",http://viaf.org/viaf/65180521
viaf_182,1899-06-13,1939-10-23,male,Antonio Pedreira S.,"Works.	 Pedreira, Antonio Salvador,",http://viaf.org/viaf/7514824
viaf_183,1943-09-24,2012-03-25,male,Antonio Tabucchi,"Sogni di sogni	 Sostiene Pereira (Motion picture)	 Tabucchi, Antonio	 Requiem : a hallucination	 Angelo nero	 Notturno indiano	 Donna di Porto Pim.	 Tabucchi	 Igra obrtanja	 Tabucchi, Antonio (1943-2012).",http://viaf.org/viaf/106662948
viaf_184,1943-09-25,,male,Aram Saroyan,Street : an autobiographical novel	 Poems.	 Last rites : the death of William Saroyan,http://viaf.org/viaf/64104835
viaf_185,1877-07-17,1963-12-06,male,Archibald Henderson,Table-talk of G.B.S,http://viaf.org/viaf/44671962
viaf_186,1950-07-15,,female,A. Stassinopoulos-Huffington,"How to overthrow the government	 Female woman	 Maria Callas, the woman behind the legend	 Picasso : creator and destroyer	 Thrive : the third metric to redefining success and creating a life of well-being, wisdom, and wonder	 Third World America : how our politicians are abandoning the middle class and betraying the American dream	 Huffington, Arianna Stassinopoulos	 Fourth instinct : the call of the soul",http://viaf.org/viaf/110859914
viaf_187,1828-04-27,1891-03-23,male,August Becker,"Becker, August,",http://viaf.org/viaf/47559102
viaf_188,1825-03-16,1890-06-01,male,Camilo Castelo Branco,"Castelo Branco, Camilo (1825-1890).	 Castelo Branco	 Novelas do Minho	 Castelo Branco, Camilo",http://viaf.org/viaf/7399630
viaf_189,1914-06-07,1985-02-19,male,Carl Hambro,,http://viaf.org/viaf/11117835
viaf_190,1950-11-04,,male,Charles Frazier,"Frazier, Charles,	 Thirteen moons	 Nightwoods : a novel",http://viaf.org/viaf/84114568
viaf_191,1889-09-25,1930-02-28,male,Charles Kenneth Scott-Moncrieff,Letters of Abelard and Heloise,http://viaf.org/viaf/29710000
viaf_192,1950-07-19,,male,Charles Nicholl,"Leonardo da Vinci : the flights of the mind	 Leonardo : the flights of the mind	 Nicholl, Charles.	 Fruit palace",http://viaf.org/viaf/87947216
viaf_193,1962-01-24,,male,Christopher MacDougall,Born to run	 Natural born heroes,http://viaf.org/viaf/56005146
viaf_194,1926-06-10,2015-11-29,male,Christopher Middleton,"Works.	 Middleton, Christopher,",http://viaf.org/viaf/98056444
viaf_195,1965-07-01,2009-02-20,male,Christopher Nolan,Memento	 Under the eye of the clock : the life story of Christopher Nolan	 Banyan tree,http://viaf.org/viaf/14797781
viaf_196,1968-09-08,,male,Christopher Scheer,,http://viaf.org/viaf/68636147
viaf_197,1840-12-28,1902-02-14,female,Clarisse Bader,,http://viaf.org/viaf/24631696
viaf_198,1951-05-01,,male,Colin MacNaughton,"Suddenly!	 McNaughton, Colin.	 Oops!	 Boo!	 Pirats	 Once upon an ordinary school day	 Football crazy	 King Nonn the Wiser	 When I grow up	 Jolly Roger and the pirates of Abdul the Skinhead",http://viaf.org/viaf/46778106
viaf_199,1952,,,Consuelo Hernández,,http://viaf.org/viaf/107003627
viaf_200,1953-05-11,,male,David J. Garrow,,http://viaf.org/viaf/110635272
viaf_201,1947-01-02,,male,David Shapiro,"Shapiro, David,	 Jim Dine : painting what one is	 Poems.",http://viaf.org/viaf/56627981
viaf_202,1975-11-02,,male,David Sirota,,http://viaf.org/viaf/171538759
viaf_203,1955-07-18,,male,Dean Young,Poems.,http://viaf.org/viaf/16302062
viaf_204,1835,1913,female,Deborah Alcock,Spanish brothers	 Crushed yet conquering; a story of Constance and Bohemia	 Czar. a tale of the time of the first napoleon,http://viaf.org/viaf/42202861
viaf_205,1954-09-02,,male,Donald Margulies,Time stands still : a play	 Sight unseen	 Dinner with friends : a play,http://viaf.org/viaf/64269961
viaf_206,1923-08-25,2001-11-09,female,Dorothy Dunnett,"Game of kings	 Dunnett, Dorothy.	 Caprice and Rondo	 The Spring Of The Ram	 Race of scorpions	 Gemini	 Niccolo Rising	 Ringed castle	 Queen's play",http://viaf.org/viaf/25413300
viaf_207,1856-02-05,1947-02-12,male,Douglas Brooke Wheelton Sladen,"Sladen, Douglas,",http://viaf.org/viaf/74212013
viaf_208,1631,1675-01-01,male,Edward Cocker,"Cocker, Edward,	 Arithmetick",http://viaf.org/viaf/75000735
viaf_209,1716,1798-06-01,,Edward Evans,,http://viaf.org/viaf/11383168
viaf_210,1922,2004-02-10,male,Edward Jablonski,"America in the air war	 Jablonski, Edward.	 Irving Berlin : American troubadour",http://viaf.org/viaf/32081599
viaf_211,1958-10-30,,female,Flora Fraser,Beloved Emma	 Beloved Emma : the life of Emma Lady Hamilton,http://viaf.org/viaf/60568532
viaf_212,1521,1586-09-28,male,Francesco Sansovino,"Sansovino, Francesco	 Venetia città nobilissima e singolare	 Sansovino, Francesco,",http://viaf.org/viaf/37722616
viaf_213,1859-01-18,1939-11-15,male,Frank J. Goodnow,"Principles of constitutional government	 Municipal problems	 Comparative administrative law	 China, an analysis",http://viaf.org/viaf/37278427
viaf_214,1923-06-20,,male,Franklin B. Zimmerman,,http://viaf.org/viaf/110921175
viaf_215,1951-12-22,,male,Fred Stenson,,http://viaf.org/viaf/85469424
viaf_216,1879-06-01,1957-04-11,male,Freeman Wills Crofts,Antidote to venom	 12:30 from croydon	 Inspector French and the Starvel tragedy	 Cask	 Pit-prop syndicate	 Death of a train	 End of andrew harrison	 Mystery in the channel	 Hog's back mystery	 Ponson case,http://viaf.org/viaf/16270481
viaf_217,1830-09-08,1914-03-25,male,Joseph Etienne Frédéric Mistral,"Mistral, Frédéric (1830-1914).	 Lou Tresor dóu felibrige	 Calendau	 Nouvello proso d'armana	 Prose d'armana	 Moun espelido.	 Lis isclo d'or	 Mistral, Frédéric	 Mistral, Frederic",http://viaf.org/viaf/39381417
viaf_218,1832-12-08,1902-11-16,male,George Alfred Henty,"In the reign of terror	 Lion of st. mark : a tale of venice	 Henty, G. A.	 The lion of the north	 St. George for England	 Cat of bubastes; a tale of ancient egypt	 Under Drake's flag : a tale of the Spanish Main	 Young franc-tireurs	 Through Russian snows : a story of Napoleon's retreat from Moscow	 Cornet of horse, a tale of marlborough's wars",http://viaf.org/viaf/69058592
viaf_219,1934-05-22,,male,Garry Wills,What the Gospels meant	 Lincoln at Gettysburg : the words that remade America	 Papal sin : structures of deceit	 Saint Augustine	 Second civil war : arming for armageddon	 Kennedy imprisonment : a meditation on power	 Certain trumpets : the call of leaders	 Scoundrel time,http://viaf.org/viaf/109012927
viaf_220,1933,,male,Gavan Daws,"Holy man: Father Damien of Molokai	 Dream of islands : voyages of self-discovery in the south seas john williams, herman melville, walter murray gibson, robert louis stevenson, paul gauguin	 Prisoners of the Japanese",http://viaf.org/viaf/44391890
viaf_221,1915-09-19,1976-08-15,male,Gaëtan Picon,"1863, naissance de la peinture moderne	 Malraux par lui-même	 Lignes de la main	 Ingres	 Panorama de la nouvelle littérature française: introduction, illustrations, documents	 Picon, Gaëtan,",http://viaf.org/viaf/14775139
viaf_222,1842-02-04,1927-02-19,male,Georg Brandes,"Brandes, Georg	 Brandes	 Brandes, Georg,	 Sören Kierkegaard : en kritisk fremstilling i grundrids	 Henrik Ibsen	 Friedrich Nietzsche	 Works.	 Georg Brandes' Breve til Forældrene 1859-71.",http://viaf.org/viaf/4938982
viaf_223,1869-01-26,1902-08-28,male,George Douglas Brown,"Brown, George Douglas",http://viaf.org/viaf/7534248
viaf_224,1896-03-24,1974-08-31,female,Gianna Manzini,"Manzini, Gianna	 Sparviera	 Sulla soglia	 Lettera all'editore, giuoco di carte",http://viaf.org/viaf/64154536
viaf_225,1959,,female,Gwyneth Lewis,"Lewis, Gwyneth	 Sunbathing in the rain : a cheerful book about depression	 Parables & faxes",http://viaf.org/viaf/24898102
viaf_226,1895-01-15,1939-10-08,male,H. C. Engelbrecht,Merchants of death,http://viaf.org/viaf/64380583
viaf_227,1872-01-31,1953-05-24,female,Helene Christaller,Weihnachtsgeschichten	 Ruths Ehe,http://viaf.org/viaf/32750338
viaf_228,1950-11-29,,male,Levy,星条旗の聞こえない部屋,http://viaf.org/viaf/109383102
viaf_229,1902-07-03,1967-07-13,male,"Yoshino, Hideo",Works.,http://viaf.org/viaf/55464888
viaf_230,1907-04-15,1999-10-28,male,John Evans,Halo in brass	 Pork city	 Taste of ashes,http://viaf.org/viaf/91772791
viaf_231,1921-11-01,2016-11-11,female,Ilse Aichinger,"Aichinger, Ilse	 Der Gefesselte	 Aichinger, Ilse (1921-...).	 Eliza Eliza	 Auckland",http://viaf.org/viaf/12303855
viaf_232,1884-06-15,1975-05-07,female,Isabelle Sandy,"Andorra : ou Les hommes d'Airain	 Llivia; ou, Les cœurs tragiques	 Andorra",http://viaf.org/viaf/79106078
viaf_233,1940-02-09,,male,J. M. Coetzee,"Coetzee, J. M.,	 Slow Man	 Elizabeth Costello	 Disgrace	 Coetzee	 The Childhood of Jesus	 Dusklands	 Youth	 Coetzee, John Maxwell (1940-....).",http://viaf.org/viaf/101839018
viaf_234,1945-01-01,,male,James Fox,White mischief	 Langhorne sisters,http://viaf.org/viaf/66489287
viaf_235,1946-10-18,1997-11-05,male,James Robert Baker,Boy wonder	 Tim and Pete : a novel	 Testosterone,http://viaf.org/viaf/35887298
viaf_236,1892,1971-12-31,male,James Floyd Stevens,,http://viaf.org/viaf/74962579
viaf_237,1940-11-18,2003-08-04,male,James Welch,"Riding the Earthboy 40	 Killing Custer : the Battle of the Little Bighorn and the fate of the Plains Indians	 Heartsong of charging elk : a novel	 Indian lawyer	 "" Zima u krvi""	 Welch, James",http://viaf.org/viaf/46816339
