dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work
dbp_73,http://dbpedia.org/resource/Lloyd_Alexander,1924-01-30,2007-05-17,male,Lloyd Alexander,The_Chronicles_of_Prydain	Westmark_(novel)	The_Black_Cauldron_(novel)	The_Foundling_and_Other_Tales_of_Prydain	The_Iron_Ring	The_First_Two_Lives_of_Lukas-Kasha	The_High_King	Gypsy_Rizka	Taran_Wanderer	The_Book_of_Three	The_Castle_of_Llyr	The_Cat_Who_Wished_to_Be_a_Man	The_Kestrel	The_Beggar_Queen	Time_Cat:_The_Remarkable_Journeys_of_Jason_and_Gareth
dbp_74,http://dbpedia.org/resource/Luise_Gottsched,1713-04-11,1762-06-26,female,Luise Gottsched,
dbp_75,http://dbpedia.org/resource/M._R._James,1862-08-01,1936-06-12,male,M. R. James,A_Thin_Ghost_and_Others	A_Warning_to_the_Curious_and_Other_Ghost_Stories	The_Collected_Ghost_Stories_of_M._R._James	Ghost_Stories_of_an_Antiquary	More_Ghost_Stories
dbp_76,http://dbpedia.org/resource/Maria_Edgeworth,1768-01-01,1849-05-22,female,Maria Edgeworth,Castle_Rackrent	Belinda_(Edgeworth_novel)	The_Parent's_Assistant	Leonora_(novel)	Patronage_(novel)
dbp_77,http://dbpedia.org/resource/Marion_Zimmer_Bradley,1930-06-03,1999-09-25,female,Marion Zimmer Bradley,Darkover_Landfall	Hawkmistress!	Stormqueen!	Leroni_of_Darkover	Marion_Zimmer_Bradley's_Darkover	Renunciates_of_Darkover	Snows_of_Darkover	The_Winds_of_Darkover	The_World_Wreckers	Towers_of_Darkover	The_Other_Side_of_the_Mirror_(anthology)	The_Spell_Sword	Hastur_Lord	The_Shadow_Matrix	Traitor's_Sun	The_Heirs_of_Hammerfell	The_Firebrand	Ancestors_of_Avalon	The_Fall_of_Neskaya	Two_to_Conquer	Rediscovery	Exile's_Song	The_Alton_Gift	Zandru's_Forge	The_Mists_of_Avalon	A_Flame_in_Hali	The_Heritage_of_Hastur	Lady_of_Avalon	Priestess_of_Avalon	The_Forest_House	The_Shattered_Chain	Sharra's_Exile	City_of_Sorcery	Domains_of_Darkover	Falcons_of_Narabedla	Four_Moons_of_Darkover	Free_Amazons_of_Darkover	Red_Sun_of_Darkover	Star_of_Danger	Sword_of_Chaos	The_Bloody_Sun	The_Door_Through_Space	The_Forbidden_Tower	The_Keeper's_Price	The_Planet_Savers	The_Sword_of_Aldones	Thendara_House
dbp_78,http://dbpedia.org/resource/Melvin_Kranzberg,1917-11-22,1995-12-6,male,Melvin Kranzberg,
dbp_79,http://dbpedia.org/resource/Metin_Kaçan,1961-11-15,2013-01-06,male,Metin Kaçan,Ağır_Roman_(novel)
dbp_80,http://dbpedia.org/resource/Mikael_Agricola,1509-1-1,1557-04-09,male,Mikael Agricola,
dbp_81,http://dbpedia.org/resource/Mildred_Benson,1905-07-10,2002-05-28,female,Mildred Benson,
dbp_82,http://dbpedia.org/resource/Molière,1622-01-15,1673-02-17,male,Molière,The_Misanthrope	Le_Bourgeois_gentilhomme	The_School_for_Husbands	L'Amour_médecin	The_Imaginary_Cuckold	Tartuffe	The_Imaginary_Invalid	The_Miser	Scapin_the_Schemer
dbp_83,http://dbpedia.org/resource/Murray_Leinster,1896-06-16,1975-06-08,male,Murray Leinster,The_Runaway_Skyscraper	Colonial_Survey	Operation:_Outer_Space	The_Forgotten_Planet	Out_of_This_World_(Leinster_book)	A_Logic_Named_Joe	First_Contact_(novelette)	Proxima_Centauri_(short_story)	City_on_the_Moon	Four_from_Planet_5	The_Pirates_of_Zan	Exploration_Team	Sidewise_in_Time	Murder_Madness	Quadratic_(collection)	Sidewise_in_Time_(collection)	Space_Platform	Space_Tug_(novel)	The_Wailing_Asteroid	The_Other_Side_of_Here
dbp_84,http://dbpedia.org/resource/O._Henry,1862-09-11,1910-06-05,male,O. Henry,The_Gift_of_the_Magi	The_Ransom_of_Red_Chief	The_Cop_and_the_Anthem	The_Third_Ingredient	Makes_the_Whole_World_Kin	A_Retrieved_Reformation	The_Duplicity_of_Hargraves	The_Cisco_Kid_(TV_series)	Conscience_in_Art	The_Four_Million	The_Last_Leaf	Roads_of_Destiny_(short_story_collection)
dbp_85,http://dbpedia.org/resource/Oliver_Goldsmith,1728-11-10,1774-04-04,male,Oliver Goldsmith,She_Stoops_to_Conquer	The_Deserted_Village	The_Vicar_of_Wakefield	The_Good-Natur'd_Man
dbp_86,http://dbpedia.org/resource/Ovid,-043-03-20,17-0-0,male,Ovid,Ars_Amatoria
dbp_87,http://dbpedia.org/resource/Paweł_Jasienica,1909-11-10,1970-08-19,male,Paweł Jasienica,Piast_Poland
dbp_88,http://dbpedia.org/resource/Phillis_Wheatley,1753-5-8,1784-12-05,female,Phillis Wheatley,
dbp_89,http://dbpedia.org/resource/R._A._Lafferty,1914-11-07,2002-03-18,male,R. A. Lafferty,Fourth_Mansions	Past_Master_(novel)	Land_of_the_Great_Horses
dbp_90,http://dbpedia.org/resource/Ralph_Ellison,1913-03-01,1994-04-16,male,Ralph Ellison,Invisible_Man	Juneteenth_(novel)	Shadow_and_Act	Three_Days_Before_the_Shooting...
dbp_91,http://dbpedia.org/resource/Raymond_Queneau,1903-02-21,1976-10-25,male,Raymond Queneau,Exercises_in_Style	The_Blue_Flowers	Zazie_in_the_Metro
dbp_92,http://dbpedia.org/resource/Richard_Wright_(author),1908-09-04,1960-11-28,male,Richard Wright (author),Native_Son	Black_Boy	Uncle_Tom's_Children	The_Outsider_(Richard_Wright)	Native_Son_(play)	The_Outsider_(Wright_novel)
dbp_93,http://dbpedia.org/resource/Roald_Dahl,1916-09-13,1990-11-23,male,Roald Dahl,"Charlie_and_the_Chocolate_Factory	My_Uncle_Oswald	Way_Out_(TV_series)	The_Hitch-Hiker_(short_story)	Fantastic_Mr_Fox	The_Witches_(novel)	Memories_with_Food_at_Gipsy_House	More_Tales_of_the_Unexpected	Rhyme_Stew	Roald_Dahl:_Collected_Stories	Two_Fables	Boy_(book)	Kiss_Kiss_(book)	The_Twits	Roald_Dahl's_Guide_to_Railway_Safety	The_BFG	Charlie_and_the_Great_Glass_Elevator	James_and_the_Giant_Peach	Matilda_(novel)	The_Landlady_(short_story)	Revolting_Rhymes	The_Mildenhall_Treasure	Esio_Trot	George's_Marvellous_Medicine	The_Magic_Finger	The_Vicar_of_Nibbleswicke	The_Wonderful_Story_of_Henry_Sugar_and_Six_More	My_Year	Sometime_Never:_A_Fable_for_Supermen	Beware_of_the_Dog_(short_story)	Danny,_the_Champion_of_the_World	Switch_Bitch	The_Enormous_Crocodile	The_Minpins	Someone_Like_You_(short_story_collection)	Tales_of_the_Unexpected_(short_story_collection)	The_Gremlins	Man_from_the_South	Star_Tonight	Ah,_Sweet_Mystery_of_Life:_The_Country_Stories_of_Roald_Dahl	Roald_Dahl's_Book_of_Ghost_Stories	The_Collected_Short_Stories_of_Roald_Dahl	The_Roald_Dahl_Omnibus	Twenty-Nine_Kisses_from_Roald_Dahl"
dbp_94,http://dbpedia.org/resource/Robert_Asprin,1946-06-28,2008-05-22,male,Robert Asprin,Phule's_Company	Phule's_Paradise	A_Phule_and_His_Money
dbp_95,http://dbpedia.org/resource/Robert_Graves,1895-07-24,1985-12-07,male,Robert Graves,"Good-Bye_to_All_That	I,_Claudius	The_Islands_of_Unwisdom	The_White_Goddess	Count_Belisarius	Seven_Days_in_New_Crete"
dbp_96,http://dbpedia.org/resource/Robert_Ludlum,1927-05-25,2001-03-12,male,Robert Ludlum,Bourne_(novel_series)	The_Gemini_Contenders	The_Bourne_Identity_(novel)	The_Janson_Directive	The_Rhinemann_Exchange	The_Holcroft_Covenant	The_Matarese_Circle	The_Prometheus_Deception	The_Road_to_Gandolfo	The_Bourne_Imperative	The_Bourne_Retribution	The_Matlock_Paper	The_Bourne_Ultimatum	The_Cry_of_the_Halidon	The_Bourne_Supremacy	The_Bancroft_Strategy	The_Bourne_Betrayal	The_Bourne_Dominion	The_Scarlatti_Inheritance	The_Bourne_Legacy_(novel)	The_Bourne_Objective	The_Ambler_Warning	The_Apocalypse_Watch	The_Aquitaine_Progression	The_Parsifal_Mosaic	The_Scorpio_Illusion	The_Matarese_Countdown	The_Tristan_Betrayal	Covert_One:_The_Hades_Factor	The_Osterman_Weekend	The_Chancellor_Manuscript	The_Icarus_Agenda	The_Road_to_Omaha	The_Bourne_Sanction	The_Sigma_Protocol	The_Bourne_Deception	The_Bourne_Enigma
dbp_97,http://dbpedia.org/resource/Roger_Ebert,1942-06-18,2013-04-04,male,Roger Ebert,
dbp_98,http://dbpedia.org/resource/Roger_Zelazny,1937-05-13,1995-06-14,male,Roger Zelazny,"Isle_of_the_Dead_(Zelazny_novel)	A_Night_in_the_Lonesome_October	Lord_of_Light	The_Chronicles_of_Amber	Unicorn_Variations	Doorways_in_the_Sand	Eye_of_Cat	The_Doors_of_His_Face,_The_Lamps_of_His_Mouth,_and_Other_Stories	Creatures_of_Light_and_Darkness	A_Dark_Traveling	The_Mask_of_Loki	The_Doors_of_His_Face,_The_Lamps_of_His_Mouth	Auto-da-Fé_(short_story)	Way_Up_High	Four_for_Tomorrow	Donnerjack	Lord_Demon	Madwand	Changeling_(novel)	Dilvish,_the_Damned	Psychoshop	Bridge_of_Ashes	Here_There_Be_Dragons	Jack_of_Shadows	Blood_of_Amber	Knight_of_Shadows	Prince_of_Chaos	Sign_of_Chaos	Trumps_of_Doom	The_Changing_Land	Deus_Irae	To_Die_in_Italbar	The_Last_Defender_of_Camelot_(2002_book)	The_Last_Defender_of_Camelot_(short_story)	Permafrost_(story)	24_Views_of_Mt._Fuji,_by_Hokusai	The_Chronicles_of_Amber_(omnibus)	Frost_&_Fire	Manna_from_Heaven	My_Name_Is_Legion_(short_story_collection)	The_Last_Defender_of_Camelot	Bring_Me_the_Head_of_Prince_Charming	Nine_Princes_in_Amber	Roadmarks	Sign_of_the_Unicorn	The_Courts_of_Chaos	The_Guns_of_Avalon	The_Hand_of_Oberon	Damnation_Alley	The_Dream_Master	Today_We_Choose_Faces	Flare_(novel)	This_Immortal"
dbp_99,http://dbpedia.org/resource/Saki,1870-12-18,1916-11-13,male,Saki,The_Westminster_Alice	When_William_Came	Beasts_and_Super-Beasts
dbp_100,http://dbpedia.org/resource/Samuel_Johnson,1709-09-18,1784-12-13,male,Samuel Johnson,"A_Dictionary_of_the_English_Language	The_History_of_Rasselas,_Prince_of_Abissinia"
dbp_101,http://dbpedia.org/resource/Saul_Bellow,1915-06-10,2005-04-05,male,Saul Bellow,Henderson_the_Rain_King	Herzog_(novel)	A_Theft	Humboldt's_Gift	Ravelstein	The_Actual_(novel)	More_Die_of_Heartbreak	The_Adventures_of_Augie_March	Dangling_Man	Mr._Sammler's_Planet	The_Victim_(novel)	Seize_the_Day_(novel)	The_Bellarosa_Connection	The_Dean's_December
dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,
dbp_103,http://dbpedia.org/resource/Kevin_J._Anderson,1962-03-27,,male,Kevin J. Anderson,Dune:_The_Machine_Crusade	Captain_Nemo:_The_Fantastic_History_of_a_Dark_Genius	Sisterhood_of_Dune	Navigators_of_Dune	The_League_of_Extraordinary_Gentlemen_(novel)	The_Saga_of_Shadows	Dune:_House_Harkonnen	The_Winds_of_Dune	Dune:_House_Atreides	Champions_of_the_Force	Dark_Apprentice	Dune:_House_Corrino	Jedi_Search	Tales_of_the_Bounty_Hunters	Darksaber	Assemblers_of_Infinity	Paul_of_Dune	Dune:_The_Battle_of_Corrin	Dune:_The_Butlerian_Jihad	Hunters_of_Dune	Sandworms_of_Dune	The_Road_to_Dune	Tales_from_Jabba's_Palace	The_Saga_of_Seven_Suns	Mentats_of_Dune	Enemies_&_Allies	Hellhole_(novel)
dbp_104,http://dbpedia.org/resource/Lloyd_deMause,1931-09-19,,male,Lloyd deMause,
dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing
dbp_106,http://dbpedia.org/resource/Mercedes_Lackey,1950-06-24,,female,Mercedes Lackey,The_Snow_Queen_(Lackey_novel)	Storm_Warning_(Lackey_novel)	The_Black_Swan_(Lackey_novel)	The_Serpent's_Shadow_(Lackey_novel)	The_White_Gryphon	Owlknight	By_the_Sword_(novel)	To_Light_a_Candle	When_Darkness_Falls	The_Phoenix_Unchained	Joust_(novel)	The_Sleeping_Beauty_(novel)	Phoenix_and_Ashes	Rediscovery	Alta_(novel)	Firebird_(Lackey_novel)	Magic's_Pawn	Winds_of_Change_(novel)	Elemental_Masters	Take_a_Thief	The_Black_Gryphon	Winds_of_Fury	The_Outstretched_Shadow	The_Ship_Who_Searched	One_Good_Knight	Fortune's_Fool_(novel)	Arrow's_Fall	Reserved_for_the_Cat	Blood_Red_(novel)	Home_from_the_Sea	The_Fairy_Godmother_(novel)
dbp_107,http://dbpedia.org/resource/Milan_Kundera,1929-04-01,,male,Milan Kundera,The_Unbearable_Lightness_of_Being	The_Book_of_Laughter_and_Forgetting	The_Joke_(novel)	The_Farewell_Waltz	Identity_(novel)	Immortality_(novel)	Laughable_Loves	Ignorance_(novel)	Slowness_(novel)	The_Festival_of_Insignificance
dbp_108,http://dbpedia.org/resource/Salman_Rushdie,1947-06-19,,male,Salman Rushdie,Luka_and_the_Fire_of_Life	The_Enchantress_of_Florence	Shalimar_the_Clown	Haroun_and_the_Sea_of_Stories	The_Ground_Beneath_Her_Feet	Joseph_Anton:_A_Memoir	The_Moor's_Last_Sigh	Midnight's_Children	Shame_(Rushdie_novel)	The_Jaguar_Smile	Fury_(Rushdie_novel)	Grimus	The_Satanic_Verses
dbp_109,http://dbpedia.org/resource/Seamus_Heaney,1939-04-13,2013-08-30,male,Seamus Heaney,Beowulf	Death_of_a_Naturalist	District_and_Circle	The_Spirit_Level_(poetry)	Human_Chain_(poetry)	Field_Work_(poetry)	Human_Chain_(poetry_collection)	Door_into_the_Dark	Field_Work_(poetry_collection)	North_(poetry_collection)	Station_Island_(poetry_collection)	The_Haw_Lantern	The_Spirit_Level_(poetry_collection)	Wintering_Out	Selected_Poems_1965–1975	Stations_(poetry_collection)	The_Burial_at_Thebes	New_Selected_Poems_1966–1987	Electric_Light_(poetry_collection)	Sweeney_Astray	Seeing_Things_(poetry_collection)
dbp_110,http://dbpedia.org/resource/Shmuel_Yosef_Agnon,1888-07-17,1970-02-17,male,Shmuel Yosef Agnon,
dbp_111,http://dbpedia.org/resource/Siegfried_Sassoon,1886-09-08,1967-09-01,male,Siegfried Sassoon,The_Complete_Memoirs_of_George_Sherston	Memoirs_of_a_Fox-Hunting_Man
dbp_112,http://dbpedia.org/resource/Sigrid_Undset,1882-05-20,1949-06-10,female,Sigrid Undset,Vaaren	Jenny_(novel)	The_Master_of_Hestviken	Kristin_Lavransdatter	Gunnar's_Daughter
dbp_113,http://dbpedia.org/resource/Sinclair_Lewis,1885-02-07,1951-01-10,male,Sinclair Lewis,Kingsblood_Royal	The_Innocents_(novel)	Our_Mr._Wrenn	The_Trail_of_the_Hawk	The_Job_(novel)	Babbitt_(novel)	The_Man_Who_Knew_Coolidge	Dodsworth_(novel)	Elmer_Gantry	Arrowsmith_(novel)	It_Can't_Happen_Here	Main_Street_(novel)	Mantrap_(novel)	Free_Air	Little_Bear_Bongo
dbp_114,http://dbpedia.org/resource/Stan_Rice,1942-11-07,2002-12-09,male,Stan Rice,
dbp_115,http://dbpedia.org/resource/Stanley_Elkin,1930-05-11,1995-05-31,male,Stanley Elkin,
dbp_116,http://dbpedia.org/resource/Stephen_Crane,1871-11-01,1900-06-05,male,Stephen Crane,The_Red_Badge_of_Courage	The_Black_Riders_and_Other_Lines
dbp_117,http://dbpedia.org/resource/Stevie_Smith,1902-09-20,1971-03-07,female,Stevie Smith,
dbp_118,http://dbpedia.org/resource/Stéphane_Mallarmé,1842-03-18,1898-09-09,male,Stéphane Mallarmé,Poésies_(Mallarmé_collection)	Divagations	For_Anatole's_Tomb
dbp_119,http://dbpedia.org/resource/Suetonius,70-0-0,122-0-0,male,Suetonius,The_Twelve_Caesars
dbp_120,http://dbpedia.org/resource/Sully_Prudhomme,1839-03-16,1907-09-06,male,Sully Prudhomme,
dbp_121,http://dbpedia.org/resource/Sun_Tzu,-543-1-1,-495-1-1,male,Sun Tzu,The_Art_of_War
dbp_122,http://dbpedia.org/resource/Sylvia_Plath,1932-10-27,1963-2-11,female,Sylvia Plath,The_Bell_Jar	Ariel_(Plath)
dbp_123,http://dbpedia.org/resource/T._H._White,1906-05-29,1964-01-17,male,T. H. White,The_Sword_in_the_Stone_(novel)	The_Queen_of_Air_and_Darkness	The_Master:_An_Adventure_Story	The_Candle_in_the_Wind	The_Ill-Made_Knight	The_Once_and_Future_King
dbp_124,http://dbpedia.org/resource/Ted_Hughes,1930-08-17,1998-10-28,male,Ted Hughes,The_Iron_Man_(novel)	Remains_of_Elmet	Shakespeare_and_the_Goddess_of_Complete_Being	Birthday_Letters
dbp_125,http://dbpedia.org/resource/Terry_Pratchett,1948-04-28,2015-03-12,male,Terry Pratchett,Discworld	Good_Omens	Nation_(novel)	Mort	The_Long_War_(novel)	A_Hat_Full_of_Sky	Carpe_Jugulum	Johnny_and_the_Bomb	Witches_Abroad	Small_Gods	The_Last_Continent	Theatre_of_Cruelty_(Discworld)	Death's_Domain	Lords_and_Ladies_(novel)	The_Truth_(novel)	Troll_Bridge	Dodger_(novel)	Strata_(novel)	Hogfather	Interesting_Times	Men_at_Arms	The_Fifth_Elephant	Thief_of_Time	I_Shall_Wear_Midnight	The_Art_of_Discworld	The_Discworld_Companion	The_Discworld_Mapp	Wintersmith	The_Long_Earth	Raising_Steam	The_Long_Mars	The_Shepherd's_Crown	Pyramids_(novel)	A_Blink_of_the_Screen	Monstrous_Regiment_(novel)	Moving_Pictures_(novel)	Night_Watch_(Discworld)	Equal_Rites	Guards!_Guards!	The_Last_Hero	Johnny_and_the_Dead	Only_You_Can_Save_Mankind	The_Amazing_Maurice_and_his_Educated_Rodents	The_Dark_Side_of_the_Sun	The_Wee_Free_Men	Feet_of_Clay_(novel)	The_Colour_of_Magic	The_Light_Fantastic	Wyrd_Sisters	A_Tourist_Guide_to_Lancre	Making_Money	The_Long_Utopia	Jingo_(novel)	Soul_Music_(novel)	Death_and_What_Comes_Next	The_Carpet_People	Thud!	Eric_(novel)	Snuff_(Pratchett_novel)	The_Unadulterated_Cat	The_Sea_and_Little_Fishes	Where's_My_Cow%3F	Raising_Taxes	Reaper_Man	Sourcery	Going_Postal	Maskerade	A_Collegiate_Casting-Out_of_Devilish_Devices	Unseen_Academicals	Wit_and_Wisdom_of_Discworld	The_Long_Cosmos
dbp_126,http://dbpedia.org/resource/Theodore_Sturgeon,1918-02-26,1985-05-08,male,Theodore Sturgeon,"I,_Libertine	Microcosmic_God	More_Than_Human	Godbody	Baby_Is_Three	Some_of_Your_Blood	Without_Sorcery	The_Dreaming_Jewels	Venus_Plus_X	Voyage_to_the_Bottom_of_the_Sea_(novel)	The_Man_Who_Lost_the_Sea"
dbp_127,http://dbpedia.org/resource/Thomas_Gray,1716-12-26,1771-07-30,male,Thomas Gray,
dbp_128,http://dbpedia.org/resource/Thomas_Hardy,1840-06-02,1928-01-11,male,Thomas Hardy,Far_from_the_Madding_Crowd	Jude_the_Obscure	Tess_of_the_d'Urbervilles	A_Mere_Interlude	Barbara_of_the_House_of_Grebe	The_Three_Strangers	Far_from_the_Madding_Crowd_(1998_film)	Under_the_Greenwood_Tree	A_Pair_of_Blue_Eyes	Desperate_Remedies	The_Return_of_the_Native	The_Woodlanders	Two_on_a_Tower	The_Mayor_of_Casterbridge	The_Fiddler_of_the_Reels
dbp_129,http://dbpedia.org/resource/Thomas_Mann,1875-06-06,1955-08-12,male,Thomas Mann,"Death_in_Venice	Doctor_Faustus_(novel)	Buddenbrooks	The_Magic_Mountain	Joseph_and_His_Brothers	Lotte_in_Weimar:_The_Beloved_Returns	The_Black_Swan_(Mann_novel)	Tristan_(novella)	Confessions_of_Felix_Krull	Disorder_and_Early_Sorrow	Tonio_Kröger	Listen,_Germany!	The_Tables_of_the_Law	The_Holy_Sinner"
dbp_130,http://dbpedia.org/resource/Thornton_Wilder,1897-04-17,1975-12-07,male,Thornton Wilder,The_Eighth_Day_(novel)	The_Ides_of_March_(novel)	Our_Town_(2003_film)	Our_Town	The_Happy_Journey_to_Trenton_and_Camden	Theophilus_North	NET_Playhouse	The_Woman_of_Andros	The_Skin_of_Our_Teeth	The_Bridge_of_San_Luis_Rey	Star_Tonight
dbp_131,http://dbpedia.org/resource/Théophile_Gautier,1811-08-30,1872-10-22,male,Théophile Gautier,Avatar_(short_story)	One_of_Cleopatra's_Nights	One_of_Cleopatra's_Nights_and_Other_Fantastic_Romances	Captain_Fracasse_(novel)	La_Morte_Amoureuse	The_Mummy's_Foot
dbp_132,http://dbpedia.org/resource/Tom_Clancy,1947-04-12,2013-10-01,male,Tom Clancy,Clear_and_Present_Danger	Debt_of_Honor	The_Hunt_for_Red_October	Red_Storm_Rising	Dead_or_Alive_(novel)	Locked_On_(novel)	Patriot_Games	The_Sum_of_All_Fears_(novel)	Threat_Vector	Command_Authority	The_Cardinal_of_the_Kremlin	SSN_(novel)	The_Bear_and_the_Dragon	Rainbow_Six_(novel)	Red_Rabbit	Marine_(book)	The_Teeth_of_the_Tiger	Executive_Orders	Without_Remorse	Search_and_Destroy_(novel)	Against_All_Enemies_(novel)
dbp_133,http://dbpedia.org/resource/Torquato_Tasso,1544-03-11,1595-04-25,male,Torquato Tasso,
dbp_134,http://dbpedia.org/resource/Tove_Jansson,1914-08-09,2001-06-27,female,Tove Jansson,"Moomin	The_True_Deceiver	Fair_Play_(novel)	The_Exploits_of_Moominpappa	The_Moomins_and_the_Great_Flood	A_Winter_Book	The_Summer_Book	Comet_in_Moominland	Moominland_Midwinter	Moominsummer_Madness	Finn_Family_Moomintroll	Moominpappa_at_Sea	Moominvalley_in_November	Tales_from_Moominvalley	The_Book_about_Moomin,_Mymble_and_Little_My	The_Dangerous_Journey	Who_Will_Comfort_Toffle%3F"
dbp_135,http://dbpedia.org/resource/Tristan_Tzara,1896-04-16,1963-12-25,male,Tristan Tzara,Handkerchief_of_Clouds	The_Gas_Heart
dbp_136,http://dbpedia.org/resource/Valerie_Solanas,1936-04-09,1988-04-25,female,Valerie Solanas,SCUM_Manifesto
dbp_137,http://dbpedia.org/resource/Veronica_Franco,1546-1-1,1591-7-22,female,Veronica Franco,
dbp_138,http://dbpedia.org/resource/Vicente_Aleixandre,1898-04-26,1984-12-14,male,Vicente Aleixandre,
dbp_139,http://dbpedia.org/resource/Victor_Hugo,1802-02-26,1885-05-22,male,Victor Hugo,The_Hunchback_of_Notre-Dame	Ruy_Blas	Toilers_of_the_Sea	Hernani_(drama)	Bug-Jargal	Les_Misérables_(miniseries)	La_Légende_des_siècles	Ninety-Three	The_Last_Day_of_a_Condemned_Man	The_Man_Who_Laughs	Les_Contemplations	Les_Misérables	Dieu	Les_Rayons_et_les_Ombres	Odes_et_Ballades	The_Hunchback_of_Notre_Dame_(1977_TV_series)
dbp_140,http://dbpedia.org/resource/Virgil,-070-10-13,-019-09-21,male,Virgil,
dbp_141,http://dbpedia.org/resource/Virginia_Woolf,1882-01-25,1941-03-28,female,Virginia Woolf,To_the_Lighthouse	Orlando:_A_Biography	Mrs_Dalloway	A_Room_of_One's_Own	The_Waves	The_Years	Between_the_Acts	Flush:_A_Biography	Jacob's_Room	To_the_Lighthouse_(film)	Night_and_Day_(Woolf_novel)	The_Voyage_Out	Moments_of_Being	Roger_Fry:_A_Biography	Monday_or_Tuesday	A_Haunted_House_and_Other_Short_Stories	Three_Guineas
dbp_142,http://dbpedia.org/resource/Vladimir_Nabokov,1899-4-10,1977-07-02,male,Vladimir Nabokov,"Bend_Sinister_(novel)	Pnin	Pale_Fire	Lolita	The_Gift_(Nabokov_novel)	Ada_or_Ardor:_A_Family_Chronicle	Speak,_Memory	The_Defense	A_Russian_Beauty_and_Other_Stories	The_Waltz_Invention	A_Matter_of_Chance	Details_of_a_Sunset	Despair_(novel)	Nabokov's_Congeries	The_Original_of_Laura	The_Stories_of_Vladimir_Nabokov	The_Tragedy_of_Mister_Morn	Glory_(novel)	Mary_(Nabokov_novel)	The_Eye_(novel)	Invitation_to_a_Beheading	Cloud,_Castle,_Lake	King,_Queen,_Knave	Look_at_the_Harlequins!	A_Nursery_Tale	Tyrants_Destroyed_and_Other_Stories	Laughter_in_the_Dark_(novel)	The_Enchanter	Details_of_a_Sunset_and_Other_Stories	The_Return_of_Chorb	Transparent_Things_(novel)	The_Man_from_the_USSR_and_Other_Plays"
dbp_143,http://dbpedia.org/resource/Voltaire,1694-11-21,1778-05-30,male,Voltaire,Oedipus_(Voltaire_play)	Candide	Letters_on_the_English	Mahomet_(play)	Essai_sur_les_mœurs_et_l'esprit_des_nations	The_Age_of_Louis_XIV	The_Man_of_Forty_Crowns	The_White_Bull	Zadig	L'Ingénu	Commentaires_sur_Corneille
dbp_144,http://dbpedia.org/resource/Walker_Percy,1916-05-28,1990-05-10,male,Walker Percy,The_Last_Gentleman_(novel)	The_Moviegoer	The_Message_in_the_Bottle	The_Thanatos_Syndrome
dbp_145,http://dbpedia.org/resource/Walt_Whitman,1819-05-31,1892-03-26,male,Walt Whitman,Franklin_Evans	Drum-Taps	Leaves_of_Grass
dbp_146,http://dbpedia.org/resource/Walter_Raleigh,1552-01-22,1618-10-29,male,Walter Raleigh,
dbp_147,http://dbpedia.org/resource/Wilfred_Owen,1893-03-18,1918-11-04,male,Wilfred Owen,
dbp_148,http://dbpedia.org/resource/Wilhelm_Busch,1832-04-15,1908-01-09,male,Wilhelm Busch,Max_and_Moritz
dbp_149,http://dbpedia.org/resource/Wilhelm_Grimm,1786-02-24,1859-12-16,male,Wilhelm Grimm,Grimms'_Fairy_Tales
