"birthdate","deathdate","label","work","gender","uri"
"+1923-07-02T00:00:00Z","+2012-02-01T00:00:00Z","Wisława Szymborska","","female","http://www.wikidata.org/entity/Q42552"
"+1904-08-04T00:00:00Z","+1969-07-24T00:00:00Z","Witold Gombrowicz","Ferdydurke	Trans-Atlantyk	Cosmos	Pornografia	The Marriage","male","http://www.wikidata.org/entity/Q275175"
"+1934-07-13T00:00:00Z","","Wole Soyinka","","male","http://www.wikidata.org/entity/Q41488"
"+1867-05-07T00:00:00Z","+1925-12-05T00:00:00Z","Władysław Reymont","The Peasants	The Promised Land","male","http://www.wikidata.org/entity/Q121180"
"-0430-01-01T00:00:00Z","-0354-01-01T00:00:00Z","Xenophon","","male","http://www.wikidata.org/entity/Q129772"
"+1884-01-20T00:00:00Z","+1937-03-10T00:00:00Z","Yevgeny Zamyatin","We","male","http://www.wikidata.org/entity/Q204868"
"+1818-01-14T00:00:00Z","+1898-03-12T00:00:00Z","Zachris Topelius","","male","http://www.wikidata.org/entity/Q139549"
"+1891-01-07T00:00:00Z","+1960-01-28T00:00:00Z","Zora Neale Hurston","Their Eyes Were Watching God","female","http://www.wikidata.org/entity/Q220480"
"+1840-04-02T00:00:00Z","+1902-09-29T00:00:00Z","Émile Zola","Les Rougon-Macquart	Thérèse Raquin	J’accuse…!	Nana","male","http://www.wikidata.org/entity/Q504"
"+1837-01-01T00:00:00Z","+1927-01-24T00:00:00Z","Agnes Maule Machar","","female","http://www.wikidata.org/entity/Q4693084"
"+1971-07-22T00:00:00Z","","Akhil Sharma","","male","http://www.wikidata.org/entity/Q4700740"
"+1913-03-09T00:00:00Z","+1972-03-19T00:00:00Z","Albert Mannheimer","","male","http://www.wikidata.org/entity/Q4710787"
"+1741-11-09T00:00:00Z","+1816-09-23T00:00:00Z","Alessandro Verri","","male","http://www.wikidata.org/entity/Q780989"
"+1906-05-23T00:00:00Z","+1995-04-13T00:00:00Z","Allan Scott","","male","http://www.wikidata.org/entity/Q2837768"
"+1827-12-22T00:00:00Z","+1914-08-13T00:00:00Z","Anders Petersen","","male","http://www.wikidata.org/entity/Q4753894"
"+1918-07-24T00:00:00Z","+2017-05-12T00:00:00Z","Antonio Candido","","male","http://www.wikidata.org/entity/Q1139047"
"+1874-04-10T00:00:00Z","+1952-01-21T00:00:00Z","Arturo Castiglioni","","male","http://www.wikidata.org/entity/Q3624514"
"+1949-10-13T00:00:00Z","","Babaloo Mandel","","male","http://www.wikidata.org/entity/Q179555"
"+1858-05-19T00:00:00Z","+1922-03-21T00:00:00Z","C. V. Raman Pillai","","male","http://www.wikidata.org/entity/Q5006916"
"+1924-09-21T00:00:00Z","+1996-07-12T00:00:00Z","Collin Wilcox","","male","http://www.wikidata.org/entity/Q2983406"
"+1950-09-07T00:00:00Z","","David Bradley","The Chaneysville Incident","male","http://www.wikidata.org/entity/Q5231656"
"+1957-04-01T00:00:00Z","","David Kessler","","male","http://www.wikidata.org/entity/Q5235975"
"+1922-12-03T00:00:00Z","+1992-09-03T00:00:00Z","Eli Mandel","","male","http://www.wikidata.org/entity/Q3050883"
"+1840-09-20T00:00:00Z","+1906-03-02T00:00:00Z","Ellen Mary Clerke","","female","http://www.wikidata.org/entity/Q5364935"
"+1979-01-01T00:00:00Z","","Emily St. John Mandel","","female","http://www.wikidata.org/entity/Q3052385"
"+1952-04-12T00:00:00Z","","Gary Soto","","male","http://www.wikidata.org/entity/Q5525966"
"+1957-10-01T00:00:00Z","","George Steinmetz","","male","http://www.wikidata.org/entity/Q1508284"
"+1907-07-13T00:00:00Z","+2002-12-19T00:00:00Z","George Weller","","male","http://www.wikidata.org/entity/Q1167088"
"+1971-02-24T00:00:00Z","","Gillian Flynn","Dark Places	Gone Girl","female","http://www.wikidata.org/entity/Q311755"
"+1938-05-19T00:00:00Z","","Girish Karnad","","male","http://www.wikidata.org/entity/Q3518444"
"+1983-11-29T00:00:00Z","","Girish Kohli","","male","http://www.wikidata.org/entity/Q16222256"
"+1950-01-01T00:00:00Z","","Hank Hanegraaff","","male","http://www.wikidata.org/entity/Q1057516"
"+1978-06-09T00:00:00Z","","Hayden Schlossberg","","male","http://www.wikidata.org/entity/Q3112667"
"+1955-01-01T00:00:00Z","","Janice Galloway","","female","http://www.wikidata.org/entity/Q370851"
"+1740-01-01T00:00:00Z","+1806-07-16T00:00:00Z","Jean-Louis de Lolme","","male","http://www.wikidata.org/entity/Q116870"
"+1944-01-01T00:00:00Z","","John Carroll","","male","http://www.wikidata.org/entity/Q6225292"
"+1972-01-01T00:00:00Z","","John Daniell","","male","http://www.wikidata.org/entity/Q6228535"
"+1873-01-01T00:00:00Z","+1933-06-27T00:00:00Z","John Grey","","male","http://www.wikidata.org/entity/Q3181645"
"+1938-11-12T00:00:00Z","","John Metcalf","","male","http://www.wikidata.org/entity/Q6248573"
"+1861-01-01T00:00:00Z","+1899-03-02T00:00:00Z","John Owen Jones","","male","http://www.wikidata.org/entity/Q6251454"
"+1864-02-29T00:00:00Z","+1942-03-17T00:00:00Z","Josef Svatopluk Machar","","male","http://www.wikidata.org/entity/Q713271"
"+1915-03-10T00:00:00Z","+2012-10-26T00:00:00Z","Joža Horvat","","male","http://www.wikidata.org/entity/Q1562305"
"+1881-00-00T00:00:00Z","+1969-00-00T00:00:00Z","Kathleen Dalziel","","female","http://www.wikidata.org/entity/Q21078457"
"+2000-01-01T00:00:00Z","","Kazuma Shinjō","","male","http://www.wikidata.org/entity/Q1737557"
"+1890-11-02T00:00:00Z","+1954-03-05T00:00:00Z","Kunio Kishida","","male","http://www.wikidata.org/entity/Q1700094"
"+1927-12-21T00:00:00Z","+2008-04-08T00:00:00Z","Kunio Ogawa","","male","http://www.wikidata.org/entity/Q1381627"
"+1922-12-07T00:00:00Z","+2014-06-30T00:00:00Z","Maria Luisa Spaziani","","female","http://www.wikidata.org/entity/Q2529303"
"+1796-07-10T00:00:00Z","+1848-07-28T00:00:00Z","María Josefa García Granados","","female","http://www.wikidata.org/entity/Q6782028"
"+1991-03-30T00:00:00Z","","Michelle Izmaylov","","female","http://www.wikidata.org/entity/Q11242247"
"+1960-01-26T00:00:00Z","","Nick Flynn","","male","http://www.wikidata.org/entity/Q15513166"
"+1913-01-01T00:00:00Z","+1998-01-01T00:00:00Z","Padma Gole","","female","http://www.wikidata.org/entity/Q7123830"
"+1940-01-01T00:00:00Z","","Padma Sachdev","","female","http://www.wikidata.org/entity/Q2045965"
"+1977-07-27T00:00:00Z","","Parag Khanna","","male","http://www.wikidata.org/entity/Q2051465"
"+1928-07-11T00:00:00Z","+2002-11-07T00:00:00Z","Pedro Juan Soto","","male","http://www.wikidata.org/entity/Q2919665"
"+1969-00-00T00:00:00Z","","Pramod Raman","","male","http://www.wikidata.org/entity/Q21064209"
"+1946-12-15T00:00:00Z","","Ramiz Rovshan","","male","http://www.wikidata.org/entity/Q616949"
"+1976-07-14T00:00:00Z","","Ranj Dhaliwal","","male","http://www.wikidata.org/entity/Q7293086"
"+1922-07-14T00:00:00Z","+2012-07-18T00:00:00Z","Robert Creamer","","male","http://www.wikidata.org/entity/Q3434866"
"+1898-05-23T00:00:00Z","+1989-10-15T00:00:00Z","Scott O'Dell","Island of the Blue Dolphins","male","http://www.wikidata.org/entity/Q114509"
"+1915-09-13T00:00:00Z","+1976-03-22T00:00:00Z","Sergey Smirnov","","male","http://www.wikidata.org/entity/Q4424769"
"+1975-07-13T00:00:00Z","","Steven Galloway","","male","http://www.wikidata.org/entity/Q7614734"
"+1865-02-19T00:00:00Z","+1952-11-26T00:00:00Z","Sven Hedin","","male","http://www.wikidata.org/entity/Q154759"
"+1961-01-01T00:00:00Z","","Sven Regener","Herr Lehmann","male","http://www.wikidata.org/entity/Q73909"
"+1973-05-22T00:00:00Z","","Thomas Taylor","","male","http://www.wikidata.org/entity/Q7794376"
"+1971-03-20T00:00:00Z","","Touré","","male","http://www.wikidata.org/entity/Q3535581"
"+1969-01-01T00:00:00Z","","Vanda Symon","","female","http://www.wikidata.org/entity/Q7914296"
"+1778-08-23T00:00:00Z","+1826-09-01T00:00:00Z","William Burt","","male","http://www.wikidata.org/entity/Q8006191"
"+1928-09-15T00:00:00Z","","William Weir","","male","http://www.wikidata.org/entity/Q8020155"
"+1923-10-06T00:00:00Z","+2015-02-28T00:00:00Z","Yaşar Kemal","Memed, My Hawk	Teneke","male","http://www.wikidata.org/entity/Q327142"
"+1891-02-28T00:00:00Z","+1938-01-25T00:00:00Z","Yevgeny Polivanov","","male","http://www.wikidata.org/entity/Q728476"
"+1907-03-05T00:00:00Z","+1975-05-10T00:00:00Z","Zygmunt Haupt","","male","http://www.wikidata.org/entity/Q4496630"
"+1963-01-01T00:00:00Z","","Adam Browne","","male","http://www.wikidata.org/entity/Q4678796"
"+1931-09-13T00:00:00Z","","Adrienne Kennedy","","female","http://www.wikidata.org/entity/Q377490"
"+1959-01-01T00:00:00Z","","Alai","","male","http://www.wikidata.org/entity/Q709542"
"+1910-07-22T00:00:00Z","+1983-09-29T00:00:00Z","Alan Moorehead","","male","http://www.wikidata.org/entity/Q922484"
"+1870-10-13T00:00:00Z","+1945-08-19T00:00:00Z","Albert Jay Nock","","male","http://www.wikidata.org/entity/Q2634091"
"+1938-05-19T00:00:00Z","","Albert Lindemann","","male","http://www.wikidata.org/entity/Q535954"
"+1952-09-18T00:00:00Z","","Alberto Ríos","","male","http://www.wikidata.org/entity/Q4712189"
"+1915-03-11T00:00:00Z","+1992-01-04T00:00:00Z","Alejandro Carrión","","male","http://www.wikidata.org/entity/Q1788254"
"+1944-05-20T00:00:00Z","","Alejandro Dolina","","male","http://www.wikidata.org/entity/Q2622356"
"+1826-11-12T00:00:00Z","+1882-07-19T00:00:00Z","Alejandro Tapia y Rivera","","male","http://www.wikidata.org/entity/Q4714689"
"+1966-10-23T00:00:00Z","","Alex Flinn","","female","http://www.wikidata.org/entity/Q276355"
"+1899-01-01T00:00:00Z","+1965-01-01T00:00:00Z","Alexander King","","male","http://www.wikidata.org/entity/Q4719306"
"+1851-01-15T00:00:00Z","+1934-09-26T00:00:00Z","Alexander Moszkowski","","male","http://www.wikidata.org/entity/Q91288"
"+1749-08-20T00:00:00Z","+1802-09-12T00:00:00Z","Alexander Radishchev","Journey from St. Petersburg to Moscow","male","http://www.wikidata.org/entity/Q217470"
"+1888-01-01T00:00:00Z","","Alfred Machin","","male","http://www.wikidata.org/entity/Q4723109"
"+1957-01-01T00:00:00Z","","Allie Bates","","female","http://www.wikidata.org/entity/Q4732507"
"+1851-08-23T00:00:00Z","+1930-03-12T00:00:00Z","Alois Jirásek","Ancient Bohemian Legends	Bratrstvo	F. L. Věk","male","http://www.wikidata.org/entity/Q161368"
"+1870-08-27T00:00:00Z","+1919-05-24T00:00:00Z","Amado Nervioso","","male","http://www.wikidata.org/entity/Q452130"
"+2000-01-01T00:00:00Z","","Andrea Cagan","","female","http://www.wikidata.org/entity/Q387891"
"+1959-12-14T00:00:00Z","","Andreas Mand","","male","http://www.wikidata.org/entity/Q499405"
"+1956-01-01T00:00:00Z","","Andrew Duncan","","male","http://www.wikidata.org/entity/Q4756850"
"+1952-10-26T00:00:00Z","","Andrew Motion","","male","http://www.wikidata.org/entity/Q506410"
"+1962-05-08T00:00:00Z","","Andrew Williams","","male","http://www.wikidata.org/entity/Q16194864"
"+1977-05-19T00:00:00Z","","Andy Greenwald","","male","http://www.wikidata.org/entity/Q4760743"
"+1892-11-19T00:00:00Z","+1977-09-21T00:00:00Z","Angus McGill Mowat","","male","http://www.wikidata.org/entity/Q21608121"
"+1975-09-05T00:00:00Z","","Anil Dash","","male","http://www.wikidata.org/entity/Q4764630"
"+1937-06-24T00:00:00Z","","Anita Desai","Fire on the Mountain","female","http://www.wikidata.org/entity/Q268495"
"+1887-01-21T00:00:00Z","+1952-06-29T00:00:00Z","Anna Margolin","","female","http://www.wikidata.org/entity/Q4767283"
"+1922-01-03T00:00:00Z","+1999-04-22T00:00:00Z","Anne Szumigalski","","female","http://www.wikidata.org/entity/Q4768834"
"+1958-06-30T00:00:00Z","","Anthony Ackroyd","","male","http://www.wikidata.org/entity/Q4771966"
"+1916-08-22T00:00:00Z","+2007-10-18T00:00:00Z","Anthony R. Michaelis","","male","http://www.wikidata.org/entity/Q573630"
"+1912-11-16T00:00:00Z","+1992-12-16T00:00:00Z","Anton Koolhaas","","male","http://www.wikidata.org/entity/Q2502688"
"+1842-03-25T00:00:00Z","+1911-03-07T00:00:00Z","Antonio Fogazzaro","","male","http://www.wikidata.org/entity/Q470067"
"+1931-05-30T00:00:00Z","","Antonio Gamoneda","","male","http://www.wikidata.org/entity/Q602119"
"+1899-06-13T00:00:00Z","+1939-10-23T00:00:00Z","Antonio S. Pedreira","","male","http://www.wikidata.org/entity/Q4776948"
"+1943-09-24T00:00:00Z","+2012-03-25T00:00:00Z","Antonio Tabucchi","Pereira Maintains	Indian Nocturne","male","http://www.wikidata.org/entity/Q231781"
"+1943-09-25T00:00:00Z","","Aram Saroyan","","male","http://www.wikidata.org/entity/Q4783946"
"+1965-01-01T00:00:00Z","","Aravind Enrique Adyanthaya","","male","http://www.wikidata.org/entity/Q4784509"
"+1877-07-17T00:00:00Z","+1963-12-06T00:00:00Z","Archibald Henderson","","male","http://www.wikidata.org/entity/Q4786357"
"+1950-07-15T00:00:00Z","","Arianna Huffington","The Cleveland Show	HuffPost","female","http://www.wikidata.org/entity/Q233397"
"+1828-04-27T00:00:00Z","+1891-03-23T00:00:00Z","August Becker","","male","http://www.wikidata.org/entity/Q90666"
"+1936-07-10T00:00:00Z","+2009-08-25T00:00:00Z","Bob Carroll","","male","http://www.wikidata.org/entity/Q4932024"
"+1935-09-23T00:00:00Z","+2004-05-13T00:00:00Z","Brian McNaughton","","male","http://www.wikidata.org/entity/Q4964744"
"+1825-03-16T00:00:00Z","+1890-06-01T00:00:00Z","Camilo Castelo Branco","Amor de Perdição","male","http://www.wikidata.org/entity/Q365423"
"+1944-01-01T00:00:00Z","","Camilo José Vergara","","male","http://www.wikidata.org/entity/Q5026737"
"+1914-06-07T00:00:00Z","+1985-02-19T00:00:00Z","Carl Joachim Hambro","","male","http://www.wikidata.org/entity/Q5040377"
"+1965-09-11T00:00:00Z","","Catriona Sparks","","female","http://www.wikidata.org/entity/Q5053975"
"+1928-01-01T00:00:00Z","","Charles Black","","male","http://www.wikidata.org/entity/Q5075630"
"+1950-11-04T00:00:00Z","","Charles Frazier","","male","http://www.wikidata.org/entity/Q1064454"
"+1889-09-25T00:00:00Z","+1930-02-28T00:00:00Z","Charles Kenneth Scott Moncrieff","","male","http://www.wikidata.org/entity/Q3666426"
"+1950-07-19T00:00:00Z","","Charles Nicholl","","male","http://www.wikidata.org/entity/Q1065637"
"+1900-08-10T00:00:00Z","+1955-08-01T00:00:00Z","Charles Shaw","","male","http://www.wikidata.org/entity/Q3666413"
"+1952-01-01T00:00:00Z","","Chris Browne","","male","http://www.wikidata.org/entity/Q716330"
"+1979-01-01T00:00:00Z","","Chris Heffelfinger","","male","http://www.wikidata.org/entity/Q5106848"
"+1967-10-20T00:00:00Z","","John McCabe","","male","http://www.wikidata.org/entity/Q6247413"
"+1974-07-06T00:00:00Z","","Christopher Kelly","","male","http://www.wikidata.org/entity/Q15982089"
"+1968-04-01T00:00:00Z","","Christopher Lloyd","","male","http://www.wikidata.org/entity/Q21174077"
"+1962-01-24T00:00:00Z","","Christopher McDougall","","male","http://www.wikidata.org/entity/Q5112847"
"+1926-06-10T00:00:00Z","+2015-11-29T00:00:00Z","Christopher Middleton","","male","http://www.wikidata.org/entity/Q5112874"
"+1965-09-06T00:00:00Z","+2009-02-20T00:00:00Z","Christopher Nolan","","male","http://www.wikidata.org/entity/Q224912"
"+1968-09-08T00:00:00Z","","Christopher Scheer","","male","http://www.wikidata.org/entity/Q5113197"
"+1840-12-28T00:00:00Z","+1902-02-05T00:00:00Z","Clarisse Bader","","female","http://www.wikidata.org/entity/Q5127076"
"+1915-08-28T00:00:00Z","+1997-12-13T00:00:00Z","Claude Roy","","male","http://www.wikidata.org/entity/Q867852"
"+1951-05-01T00:00:00Z","","Colin McNaughton","","male","http://www.wikidata.org/entity/Q5145389"
"+1971-01-01T00:00:00Z","","Colm Byrne","","male","http://www.wikidata.org/entity/Q5147660"
"+1955-05-30T00:00:00Z","","Colm Tóibín","The Heather Blazing	The Story of the Night	The Blackwater Lightship	The Master	Brooklyn	The Empty Family	The Testament of Mary","male","http://www.wikidata.org/entity/Q470758"
"+1969-01-01T00:00:00Z","","Colson Whitehead","The Intuitionist	John Henry Days	The Underground Railroad","male","http://www.wikidata.org/entity/Q509662"
"+1952-01-01T00:00:00Z","","Consuelo Hernández","","female","http://www.wikidata.org/entity/Q5164529"
"+1978-00-00T00:00:00Z","","Daniel Genis","","male","http://www.wikidata.org/entity/Q18206241"
"+1962-11-30T00:00:00Z","","Daniel Keys Moran","","male","http://www.wikidata.org/entity/Q5217797"
"+1977-10-07T00:00:00Z","","Daniel Smith","","male","http://www.wikidata.org/entity/Q17403089"
"+1970-03-12T00:00:00Z","","Dave Eggers","A Heartbreaking Work of Staggering Genius	What Is the What	Zeitoun","male","http://www.wikidata.org/entity/Q589497"
"+1953-05-11T00:00:00Z","","David Garrow","","male","http://www.wikidata.org/entity/Q5234042"
"+1947-06-05T00:00:00Z","","David Hare","","male","http://www.wikidata.org/entity/Q1174676"
"+1970-09-25T00:00:00Z","","David King","","male","http://www.wikidata.org/entity/Q3703224"
"+1951-06-29T00:00:00Z","","David Kirkpatrick","","male","http://www.wikidata.org/entity/Q5236050"
"+1971-02-25T00:00:00Z","","David Louis Edelman","","male","http://www.wikidata.org/entity/Q5236771"
"+1931-01-01T00:00:00Z","","David Peppercorn","","male","http://www.wikidata.org/entity/Q5238514"
"+1919-10-19T00:00:00Z","+2005-12-12T00:00:00Z","David Pritchard","","male","http://www.wikidata.org/entity/Q3320465"
"+1947-01-02T00:00:00Z","","David Shapiro","","male","http://www.wikidata.org/entity/Q5239678"
"+1975-11-02T00:00:00Z","","David Sirota","","male","http://www.wikidata.org/entity/Q5239837"
"+1913-12-08T00:00:00Z","+1999-10-04T00:00:00Z","De Villiers Graaff","","male","http://www.wikidata.org/entity/Q1176135"
"+1955-07-18T00:00:00Z","","Dean Young","","male","http://www.wikidata.org/entity/Q5246572"
"+1835-01-01T00:00:00Z","+1913-01-01T00:00:00Z","Deborah Alcock","","female","http://www.wikidata.org/entity/Q5248161"
"+1925-08-09T00:00:00Z","+1980-07-05T00:00:00Z","Don Nicholl","","male","http://www.wikidata.org/entity/Q3035866"
"+1954-09-02T00:00:00Z","","Donald Margulies","","male","http://www.wikidata.org/entity/Q531705"
"+1923-08-25T00:00:00Z","+2001-11-09T00:00:00Z","Dorothy Dunnett","","female","http://www.wikidata.org/entity/Q273799"
"+1912-02-16T00:00:00Z","+1996-09-13T00:00:00Z","Dorothy Edith Simons","","female","http://www.wikidata.org/entity/Q5298402"
"+1955-10-22T00:00:00Z","","Douglas Kennedy","","male","http://www.wikidata.org/entity/Q473030"
"+1856-02-05T00:00:00Z","+1947-02-12T00:00:00Z","Douglas Sladen","","male","http://www.wikidata.org/entity/Q5301978"
"+1970-05-20T00:00:00Z","","Ebru Umar","","female","http://www.wikidata.org/entity/Q974029"
"+1940-09-03T00:00:00Z","+2015-04-13T00:00:00Z","Eduardo Galeano","Open Veins of Latin America","male","http://www.wikidata.org/entity/Q44575"
"+1631-01-01T00:00:00Z","+1675-01-01T00:00:00Z","Edward Cocker","","male","http://www.wikidata.org/entity/Q5342343"
"+1716-03-00T00:00:00Z","+1798-06-21T00:00:00Z","Edward Evans","","male","http://www.wikidata.org/entity/Q5342797"
"+1923-01-01T00:00:00Z","+2004-02-10T00:00:00Z","Edward Jablonski","","male","http://www.wikidata.org/entity/Q5343702"
"+1948-12-02T00:00:00Z","","Elizabeth Berg","","female","http://www.wikidata.org/entity/Q13563137"
"+1958-01-01T00:00:00Z","","Ellen Fein","","female","http://www.wikidata.org/entity/Q5364828"
"+1960-12-22T00:00:00Z","","Felicitas Hoppe","","female","http://www.wikidata.org/entity/Q69139"
"+1958-10-30T00:00:00Z","","Flora Fraser","","female","http://www.wikidata.org/entity/Q5460298"
"+1521-01-01T00:00:00Z","+1586-01-01T00:00:00Z","Francesco Sansovino","Ritratto delle più nobili et famose città d'Italia","male","http://www.wikidata.org/entity/Q724746"
