ids,label,rewo_base,cdi_base,rewo_brand,cdi_brand,rewo_capacity,cdi_capacity,rewo_category,cdi_category,rewo_cluster_id,cdi_cluster_id,rewo_color,cdi_color,rewo_finish,cdi_finish,rewo_height,cdi_height,rewo_id,cdi_id,rewo_material,cdi_material,rewo_product_type,cdi_product_type,rewo_shape,cdi_shape,rewo_style,cdi_style,rewo_title,cdi_title
rewo_11325_cdi_6381,0,,'two',trauls,continental refrigerator,,,,,548407,12998718,'line refrigerator' 'section self contained refrigeration stainless steel','section self contained refrigeration stainless steel','nsf',,,'620.00 ',rewo_11325,cdi_6381,'exterior aluminum' 'santoprene ez' 'stainless steel','exterior aluminum','half height glass door or doors' 'traul microprocessor','line refrigerator freezer' 'reach in' 'narrow full height solid doors','pass' 'two',,'clean gaskets' 'legs 1',," ""en aht232wput-hhg refrigerator, pass-thru""@en pass-thru | two section""@en "" en refrigerator","designer line refrigerator/freezer ""continental | culinary depot"""
rewo_44650_cdi_4823,0,,,bakers prid,vulcan,'40 lb',,,,2720346,9330168,,,,'25',,,rewo_44650,cdi_4823,'stainless steel','stainless steel',,,,,,," ""e bpf-3540 fryer, gas, floor model, full pot""@en "" bakers fryer model pot | fryer""@en gas","plate rail "" | culinary depot"""
rewo_35155_cdi_5867,0,'section remote refrigeration stainless steel',,trauls,continental refrigerator,,'5 casters' '38 - 53 cu. ft.',,,1549440,11870585,'line freezer','wide freezer','nsf','two',,'675.00 ',rewo_35155,cdi_5867,,'section self','reach in' 'controls culus','reach in' 'contained refrigeration stainless steel',,,'full height door intela' 'traul microprocessor','full height solid doors'," ""en alt126w-fhs freezer, reach-in""@en reach-in | one section reach-in freezers""@en "" en freezer","wide freezer ""continental | culinary depot"""
rewo_38022_cdi_4089,0,,,trauls,continental refrigerator,,'10 - 23 cu. ft.',,,1666131,7696382,'section self contained refrigeration stainless steel',,,,,'365.00 ',rewo_38022,cdi_4089,'line refrigerator' 'exterior aluminum' 'narrow half height doors','section self' 'exterior aluminum',,'refrigerator' 'contained refrigeration stainless steel' 'half height glass doors','pass',,'traul microprocessor','half door(s) wide'," ""en aht232nput-hhs refrigerator, pass-thru""@en pass-thru | two section""@en "" en refrigerator","designer line wide ""continental | culinary depot"""
rewo_7065_cdi_5140,0,'contained refrigeration stainless steel',,trauls,continental refrigerator,,'54 - 85 cu. ft.',,,354729,10132664,,'narrow hinged',,'contained refrigeration stainless steel',,'780.00 ',rewo_7065,cdi_5140,'line refrigerator' 'exterior aluminum','exterior aluminum','narrow full','display three' 'glass doors',,,'reach in three' 'clean gaskets','hinged / swing narrow'," ""en aht332nut-fhs refrigerator, reach-in""@en reach-in | three section refrigerators""@en "" en refrigerator","""continental | culinary depot"""
rewo_40069_cdi_3803,0,,,trauls,continental refrigerator,,,,,1746556,6970756,'section remote refrigeration stainless steel',,'two' 'nsf',,,'425.00 ',rewo_40069,cdi_3803,'line freezer',,'reach in' 'half height doors' 'controls culus','line freezer' 'pass thru' 'contained refrigeration stainless steel' 'half height solid doors' 'legs',,'section self','traul microprocessor','half door(s)'," ""en alt226w-hhs freezer, reach-in""@en "" en freezer reach-in | two section""@en","designer line freezer ""continental | culinary depot"""
rewo_19272_cdi_5014,0,,,trauls,continental refrigerator,,,'full',,902583,9824585,'clean gaskets',,,,,'605.00 ',rewo_19272,cdi_5014,'section designed' 'exterior aluminum','section stainless steel' 'exterior aluminum','for remote refrigeration stainless steel' 'height door or doors','pass thru' 'doors','pass',,'line refrigerator' 'ez',," ""en aht232wp-fhs refrigerator, pass-thru""@en pass-thru | two section""@en "" en refrigerator","designer line heated cabinet ""continental | culinary depot"""
rewo_19272_cdi_1873,0,,,trauls,continental refrigerator,,'5 casters' '38 - 53 cu. ft.','full','two',902583,2944102,'clean gaskets',,,,,'615.00 ',rewo_19272,cdi_1873,'section designed' 'exterior aluminum','section self' 'exterior aluminum','for remote refrigeration stainless steel' 'height door or doors','refrigerator' 'contained refrigeration stainless steel','pass',,'line refrigerator' 'ez','full height glass doors'," ""en aht232wp-fhs refrigerator, pass-thru""@en pass-thru | two section""@en "" en refrigerator","wide ""continental | culinary depot"""
rewo_34185_cdi_4713,0,'high racks',,trauls,continental refrigerator,,,,,1510585,9081012,'line refrigerator',,'nsf',,,'720.00 ',rewo_34185,cdi_4713,'exterior aluminum','contained refrigeration stainless steel' 'exterior aluminum',,'line freezer' 'pass thru',,,'contained refrigeration stainless steel',," ""en ari332hut-fhs refrigerator, roll-in""@en roll-in | three section""@en "" en refrigerator","designer line freezer ""continental | culinary depot"""
rewo_61195_cdi_3838,0,,,food machinery of america,vulcan,,,,,8540736,7044634,,,,,,,rewo_61195,cdi_3838,'stainless steel','stainless steel',,,,,,," "" cp1500 meat tenderizer, handheld""@en "" food tenderizer","plate rail "" | culinary depot"""
rewo_32196_cdi_7121,0,'two','reach in',trauls,continental refrigerator,,,,,1431769,15085507,'line freezer' 'section self contained refrigeration stainless steel',,'nsf',,,'995.00 ',rewo_32196,cdi_7121,,'stainless steel','reach in' 'half height doors' 'controls culus','refrigerator freezer' 'half height solid doors',,,'traul microprocessor',," ""en rlt226wut-hhs freezer, reach-in""@en "" en freezer reach-in | two section""@en","wide refrigerator/freezer ""continental | culinary depot"""
rewo_59499_cdi_685,0,,,piper products,randell,,,,,7959886,953748,,,,,,,rewo_59499,cdi_685,'stainless steel','stainless steel',,,,,,," "" 339-3487 cart, dish""@en "" piper cart","cp96-ss counter protector "" | culinary depot"""
rewo_20454_cdi_685,1,,,randell,randell,,,,,953748,953748,,,,,,,rewo_20454,cdi_685,'stainless steel','stainless steel',,,,,,," "" ran cp96-ss""@en "" ","cp96-ss counter protector "" | culinary depot"""
rewo_26655_cdi_3352,0,'two',,trauls,continental refrigerator,,,,,1206789,5824782,'line freezer' 'section self contained refrigeration stainless steel',,,,,'475.00 ',rewo_26655,cdi_3352,'santoprene ez','stainless steel' 'exterior aluminum','reach in' 'half height door or doors','line refrigerator freezer' 'reach in' 'half height solid doors',,,'clean gaskets',," ""en rlt232wut-hhs freezer, reach-in""@en "" en freezer reach-in | two section""@en","designer line refrigerator/freezer ""continental | culinary depot"""
rewo_535_cdi_5933,0,,,trauls,continental refrigerator,,'38 - 53 cu. ft.',,,27090,12050548,'line refrigerator',,,,,'640.00 ',rewo_535,cdi_5933,,'section self','height doors','refrigerator' 'contained refrigeration stainless steel' 'height doors',,,'section self contained refrigeration stainless steel' 'accepts','two'," ""en rri232lput-fhs refrigerator, roll-thru""@en "" en refrigerator roll-thru | two section""@en","wide ""continental | culinary depot"""
rewo_2163_cdi_5549,0,'one',,victory,continental refrigerator,,'38 - 53 cu. ft.',,'two',115411,11015283,'section self contained refrigeration stainless exterior aluminum interior',,,,,'680.00 ',rewo_2163,cdi_5549,,'section self' 'exterior aluminum','reach in' 'half height doors','contained refrigeration stainless steel' 'half height stainless steel doors','temperature',,'temp electronic' 'control indicator','refrigerator' 'half door(s) wide'," "" fsa-1d-s1-hd freezer, reach-in""@en ""  freezer reach-in | one section""@en","designer line wide ""continental | culinary depot"""
rewo_15421_cdi_3376,0,,,victory,continental refrigerator,,'38 - 53 cu. ft.',,'two',729959,5892527,'section self contained refrigeration stainless steel',,,,,'645.00 ',rewo_15421,cdi_3376,'exterior aluminum','section self' 'front aluminum','height doors','contained refrigeration stainless steel' 'end panels and interior' 'half height stainless steel doors','temperature',,'two' 'temp electronic' 'control indicator','refrigerator' 'half door(s) wide'," "" rsa-2d-s1-ew refrigerator, reach-in""@en ""  refrigerator reach-in | two section refrigerators""@en","designer line wide ""continental | culinary depot"""
rewo_10957_cdi_5001,0,'traul microprocessor',,trauls,continental refrigerator,,,,,532535,9782864,'line refrigerator' 'section self contained refrigeration stainless steel',,,,,'660.00 ',rewo_10957,cdi_5001,'exterior aluminum','section self' 'exterior aluminum','culus','refrigerator freezer' 'contained refrigeration stainless steel' 'half height solid doors','display',,'full height glass doors' 'incandescent lights','two'," ""en aht126wput-fhg refrigerator, pass-thru""@en pass-thru | one section""@en "" en refrigerator","wide refrigerator/freezer ""continental | culinary depot"""
rewo_9116_cdi_7509,0,,,thunder group,town equipment,,,,,450843,15888462,,,,,,,rewo_9116,cdi_7509,'stainless steel','stainless steel',,,,,,," "" slspr032s speed rail / rack""@en "" thunder rack | rails""@en","chinese fondue skimmer ""town | culinary depot"""
rewo_81343_cdi_7509,1,,,tow,town equipment,,,,,15888462,15888462,,,,,,,rewo_81343,cdi_7509,'stainless steel','stainless steel',,,,,,," ""n 51301 fondue pot accessories""@en "" n accessories | pots and pans""@en","chinese fondue skimmer ""town | culinary depot"""
rewo_76359_cdi_5260,0,,,cleveland rang,fisher,,,,,14135717,10400401,,,,,,,rewo_76359,cdi_5260,'stainless steel','stainless steel',,,,,,," ""e pgm3002 steamer, pressure, gas""@en pressure "" cleveland steamer","valve "" | culinary depot"""
rewo_70807_cdi_5260,0,,,fisher,fisher,,,,,11997837,10400401,,,'nsf',,,,rewo_70807,cdi_5260,'stainless steel','stainless steel',,,,,'deck mount',," "" 53767 faucet deck mount""@en "" ","valve "" | culinary depot"""
rewo_58630_cdi_582,0,,,bon chef,randell,,'84 l',,,7642974,827946,,,,,,,rewo_58630,cdi_582,'stainless steel','stainless steel',,,,,,," "" 61249 induction paella pan""@en "" bon pan | melamine dinnerware""@en","sbs84 single sided buffet shield "" | culinary depot"""
rewo_15148_cdi_2710,0,,,victory,continental refrigerator,,,,,717022,4526588,'section self contained refrigeration stainless exterior aluminum interior',,'temp electronic',,,'660.00 ',rewo_15148,cdi_2710,'high freezer','section self' 'exterior aluminum','high doors','contained refrigeration stainless steel' 'half height solid doors','temperature',,'two' 'control indicator','freezer low' 'temp' 'two'," "" fisa-2d-s1-xh freezer, roll-in""@en roll-in | two section""@en ""  freezer","wide freezer ""continental | culinary depot"""
rewo_34127_cdi_5094,0,,,delfield,continental refrigerator,,,,,1508380,9997590,'epoxy coated wire' 'glass hinged','stainless steel',,,,'535.00 ',rewo_34127,cdi_5094,'front aluminum ends',,'self contained refrigeration stainless steel' 'half height door 6','floor epoxy coated steel' 'shelves condensate evaporator self contained refrigeration',,'stainless steel','shelves','glass doors'," "" 6025xl-gh reach-in refrigerator 1 section""@en ""  section | one section""@en","back bar cooler ""continental | culinary depot"""
rewo_34127_cdi_1158,1,,,delfield,delfield,,'10 - 23 cu. ft.',,,1508380,1508380,'epoxy coated wire' 'glass hinged','epoxy coated wire' 'glass hinged',,'energy star',,'274.00 ',rewo_34127,cdi_1158,'front aluminum ends','front aluminum ends','self contained refrigeration stainless steel' 'half height door 6','half height door 6',,,'shelves','self contained refrigeration stainless steel' 'shelves'," "" 6025xl-gh reach-in refrigerator 1 section""@en ""  section | one section""@en","refrigerator "" | culinary depot"""
rewo_583_cdi_6741,0,,,victory,continental refrigerator,,,,'two',29775,13899221,'section self contained refrigeration stainless steel','line refrigerator',,,,'580.00 ',rewo_583,cdi_6741,,'section self','height doors','heated cabinet' 'contained refrigeration stainless steel' 'height doors','temperature',,'two' 'temp electronic' 'control indicator',," "" rs-2d-s1-ew refrigerator, reach-in""@en ""  refrigerator reach-in | two section refrigerators""@en","designer line refrigerator/heated cabinet ""continental | culinary depot"""
rewo_3069_cdi_2330,0,,'reach in three' 'contained refrigeration stainless steel',trauls,continental refrigerator,,'54 - 85 cu. ft.',,,160414,3609952,'line refrigerator',,,'legs',,'870.00 ',rewo_3069,cdi_2330,'exterior aluminum' 'narrow half height glass doors','exterior aluminum',,'line refrigerator' 'half height glass doors','pass' 'section designed for remote refrigeration stainless steel',,'traul microprocessor','half door(s)'," ""en aht132np-hhg refrigerator, pass-thru""@en pass-thru | one section""@en "" en refrigerator","designer line ""continental | culinary depot"""
rewo_25313_cdi_4824,0,,,micro matic,vulcan,,,,,1150430,9330190,,,,'36',,,rewo_25313,cdi_4824,'stainless steel','stainless steel',,,,,,," "" dp-820d-18 drip tray trough, beverage""@en "" micro trough","plate rail "" | culinary depot"""
rewo_26984_cdi_5965,0,,,trauls,continental refrigerator,,,,,1220542,12169083,'line refrigerator','extra wide','nsf',,,'475.00 ',rewo_26984,cdi_5965,'exterior aluminum','stainless steel' 'exterior aluminum','contained refrigeration stainless steel' 'half height doors','line refrigerator freezer' 'reach in' 'half height solid doors','pass' 'section self',,'traul microprocessor',," ""en aht126wput-hhs refrigerator, pass-thru""@en "" en refrigerator pass-thru | one section""@en","designer line refrigerator/freezer ""continental | culinary depot"""
rewo_26984_cdi_7298,0,,'section self',trauls,continental refrigerator,,,,,1220542,15544688,'line refrigerator','contained refrigeration stainless steel','nsf',,,'563.00 ',rewo_26984,cdi_7298,'exterior aluminum','exterior aluminum','contained refrigeration stainless steel' 'half height doors','line refrigerator' 'digital thermometer' 'ramps','pass' 'section self',,'traul microprocessor',," ""en aht126wput-hhs refrigerator, pass-thru""@en "" en refrigerator pass-thru | one section""@en","designer line ""continental | culinary depot"""
rewo_19468_cdi_3822,0,,,trauls,continental refrigerator,,'24 - 37 cu. ft.',,'one',911034,7006047,'line refrigerator',,,'legs',,'480.00 ',rewo_19468,cdi_3822,'contained refrigeration stainless steel' 'exterior aluminum' 'santoprene ez','section self' 'exterior aluminum','half height door or doors','refrigerator' 'contained refrigeration stainless steel' 'half height solid doors','pass','wide','clean gaskets','line' 'half door(s) wide'," ""en aht332wput-hhs refrigerator, pass-thru""@en "" en refrigerator pass-thru | three section""@en","designer line extra-wide ""continental | culinary depot"""
rewo_44179_cdi_1891,0,,,bon chef,bon chef,,,,,2555722,2951421,,,,,'12 x',,rewo_44179,cdi_1891,,,,,,,,," "" 100217 soup salad pasta cereal bowl, glass""@en glass | bowl""@en "" bon bowl","18/8 stainless steel liberty iced tea spoon pack of 12 ""bon | culinary depot"""
rewo_45092_cdi_1891,1,,,bon chef,bon chef,,,,,2951421,2951421,'liberty iced tea spoon',,,,,,rewo_45092,cdi_1891,,,,,,,,," "" s1902 spoon, iced tea""@en "" bon spoon","18/8 stainless steel liberty iced tea spoon pack of 12 ""bon | culinary depot"""
rewo_43228_cdi_1725,0,,'glass',bon chef,bon chef,,,,,2177905,2556215,'gold',,'gold',,,,rewo_43228,cdi_1725,,,,,,,,," "" 9599-12 tile inset""@en "" bon","square black tie collection plate case ""bon | culinary depot"""
rewo_45317_cdi_1725,0,,'glass',bon chef,bon chef,,,,,2984956,2556215,,,,,,,rewo_45317,cdi_1725,,,,,,,,," "" s3612 knife, dinner european""@en "" bon knife","square black tie collection plate case ""bon | culinary depot"""
rewo_44181_cdi_1725,1,,'glass',bon chef,bon chef,,,,,2556215,2556215,,,,,,,rewo_44181,cdi_1725,,,,,'square',,,," "" 100103 plate, glass""@en glass | melamine dinnerware""@en "" bon plate","square black tie collection plate case ""bon | culinary depot"""
rewo_45317_cdi_1986,0,,,bon chef,bon chef,,,,,2984956,2969533,,,,,,,rewo_45317,cdi_1986,,,,,,,,," "" s3612 knife, dinner european""@en "" bon knife","18/8 stainless steel empire dinner fork pack of 12 ""bon | culinary depot"""
rewo_44030_cdi_1986,0,,,bon chef,bon chef,,,,,2497645,2969533,,,'nsf',,,,rewo_44030,cdi_1986,,,,,,,,," "" 966252 tile inset""@en "" bon","18/8 stainless steel empire dinner fork pack of 12 ""bon | culinary depot"""
rewo_58609_cdi_1986,0,,,bon chef,bon chef,'12 qt',,,,7642804,2969533,,,,,,,rewo_58609,cdi_1986,,,,,,,,," "" 61322 punch bowl, metal""@en metal | melamine dinnerware""@en "" bon bowl","18/8 stainless steel empire dinner fork pack of 12 ""bon | culinary depot"""
rewo_45238_cdi_1986,1,,,bon chef,bon chef,,,,,2969533,2969533,,,,,,,rewo_45238,cdi_1986,,,,,,,,," "" s2405 fork, dinner""@en "" bon fork dinner | forks""@en","18/8 stainless steel empire dinner fork pack of 12 ""bon | culinary depot"""
rewo_45136_cdi_1986,0,,,bon chef,bon chef,,,,,2955091,2969533,,,,,,,rewo_45136,cdi_1986,,,,,,,,," "" s1005 fork, dinner""@en "" bon fork dinner | forks""@en","18/8 stainless steel empire dinner fork pack of 12 ""bon | culinary depot"""
rewo_45317_cdi_2028,1,,,bon chef,bon chef,,,,,2984956,2984956,,'solid handle',,,,,rewo_45317,cdi_2028,,,,,,,,," "" s3612 knife, dinner european""@en "" bon knife","solid handle apollo euro dinner knife pack of 12 ""bon | culinary depot"""
