Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,['35v'],"['Vengeance LPX Black', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-19200 (2400)']",['vdimm'],['black pc4 19200'],,['4x16gb corsair'],,,,,,,,['64gb'],790846
['flash'],,,,['usb 3 0 interface'],,,,,,,,,,,,,"['corsair', 'upto 270mbs']",,['256gb'],792620
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,['20v'],"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC']",['vdimm'],,,,,,,,,['corsair'],,['8gb'],797477
['creation'],,,,,,,,,,,,,,,,['determination to push'],['psu'],,,797823
['dir 868l'],,,,,,,,,,,,,,,,,,,,798340
['2400mhz ram'],,,['Heat Spreader'],,,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['vdimm'],,,,,,,,,['lpx red pc4 19200'],,"['16gb', '4x4gb']",799761
"['superspeed connectivity with', 'akasa now']",,,,,,,,,,,,['streamline design'],['usb 3 0 hub with'],,,"['offers', 'usb hub out']",['usb powered self power mode'],,['4 port'],801836
,,,,,,,,,,,,,,,,"['silverstone sst', 'air penetrator', 'channeling technology']","['silverstone sst', 'air penetrator']",['120mm'],['120mm'],804997
['gs43vr'],,['2400mhz'],,,,,,,,,['16gb ram'],,,,,"['phantom pro', '7200rpm']",,,,805784
['core'],['fractal design'],,,,,,,,,,,,,,,['selection'],"['mini itx cube case', 'psu support black', '1x silent series r3']",,,807411
,,,,,,,,,,,,,,,,,,,['120gb'],809618
,,,['Heat Spreader'],['timings 1'],,['35v'],"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC3-24000 (3000)']",['vdimm'],,,,,,,,,['lpx red pc3 24000'],['3000mhz ram'],"['16gb', '4x4gb']",810298
,,,,,,,,,,,,,,,['white'],['systems'],['ek vardar'],,['120mm'],811981
['msi'],,,['i7 6920hq'],['fhd 1920x1080 i7 6920hq'],['msi gt83vr'],,,,,['8gb'],['64gb'],,,,,"['nvidia gtx sli 1080', 'Intel Core i7']",,,['18 4'],813942
,,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,['35v'],"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,,['2666mhz ram'],"['32gb', '2x16gb']",817800
['corsair'],,,['\xa0'],,,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4 SO-DIMM', 'Value Select', 'PC4-17000 (2133)']",['ddr4 so dimm pc4 17000'],['ddr4 sodimm'],['8gb'],,,['select pc4 17000'],,,,['corsair'],['1x8gb'],['8gb'],821957
,,,,,['window wheels 4x'],,,,,,,,,,,['system'],"['computer chassis', 'matx mitx', 'usb 3 0']",,,822525
['physx cuda'],,,,,,['7010mhz'],,['gddr5'],['gddr5'],,,,,,,,,,['6gb evga'],823364
['samsung'],,,,,['0 x4 nvme'],,,,,,,['sm950'],,,,['300k 100k iops'],['samsung 950'],['256gb'],['256gb'],824032
,,,,,,,,,,,,,"['750 evo', '98k 88k']",,,,"['samsung', 'mb s']",,['500gb'],825203
,['asus'],,,,,,,['ddr3 x4 pci e x16 x1 pci e x1 x1 pci x6'],['ddr3 pcie 2 0 x16'],,,,,['amd 990fx chipset x4'],,,"['crosshair v', 'amd 990fx s', 'usb atx']",,,827917
['geforce'],['msi geforce'],,,,,,,,,,['2gb'],,,,,['years warranty'],,,,828132
['serial'],,,,['audio and video'],,,,,,,,,,,['bluv'],,['sata3 cable'],,,828519
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['Non-ECC', 'Vengeance LPX White', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['vdimm'],,,,,,,,,,['2666mhz ram'],"['16gb', '2x8gb']",831263
['only'],['corsair'],,,,['usb 3 0'],,,,,,,,,,,['case'],"['obsidian series 350d performance mini tower', 'mini itx']",,,832930
['finding'],,['every enthusiast'],,,,,,,,,,,,,,['quiet and efficient'],['fan grille and filter kit'],,,833649
['airpressure'],['cooler master'],,,,,['2750 rpm'],,,,,,,['masterfan pro 140 ap'],,,"['pwm', 'settings silent quiet performance']",['noise reduction'],,,838592
,['ekwb'],,,,,,,,,,,,['ek fc1080 gtx strix waterblock acrylic'],['geforce gtx 1080 strix gtx 1070 and gtx 1060 series graphics cards'],['geforce gtx 1080 1070 graphics cards'],,,,,838616
['xfx'],,,,,,,,,,,,,,,,"['xts 1000w psu', 'fully modular and made by', 'platinum']","['xts series 80plus', 'psu']",,,839302
,,,,,,,,,,,,['sas interface'],,,,"['seek time', '5 year warranty']",['cheetah 15k'],['300gb'],['300 gb'],840378
['air'],,,,,,,,,,,,['sp120'],,,,['improved heatsink'],['corsair air series'],,['120mm'],845085
['ek supremacy'],['ek'],,,,,,,,,,,['mx'],['mx'],,,['amd block suitable for'],['amd waterblock copper base designed for'],,,849551
['wds250g1b0a'],,,,,['ssd 2'],,['97k'],,,,,['97k'],,,,['79k iops'],,,['250gb'],850079
,,,,,,,,,,,,,,['geforce gtx 1080 ti graphics card based on nvidia pascal architecture gp102'],['geforce gtx 1080 ti graphics card'],,,,,851058
['geforce'],['msi'],,,,,['8192mb 8108mhz'],['1920 core 1582mhz gpu'],['gddr5'],,,['8gb gddr5'],,,,,"['processors 1920 sli ready', 'power delivery']",['geforce gtx 1070 quick'],,,851163
,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,['35v'],"['DDR4', 'PC4-28800 (3600)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 28800 3600']","['3600mhz ram', '3600mhz ram']",['16gb'],852239
,,,,,,,,,,,,,,,,,,,,854784
['tower'],"['thermaltake', 'tower']",,,,,,,,,,,,['900 super tower'],,,['thermaltake represents thermaltake s'],"['computer chassis full', 'turbo fans']",,,861804
,['gigabyte'],,,,,,,,['ddr3'],,,,,['amd 970 chipset x4 ddr3 x2'],"['ga', 'amd 970 s am3 am3']",,,,,862413
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['vdimm'],,,,,,,,,['corsair'],,['8gb'],863888
['flash'],,"['protection', 'protection']",,"['usb connector', 'compact usb 3', 'usb connector']",['usb 3 0 capless design read upto'],,,,,,,,,,,['smart design'],"['corsair', 'write upto']",,['128gb'],864205
"['axrx', 'axrx']",,,,,"['hbm2 dp', 'hdmi']","['8192mb', '945mhz', '945mhz']",['945mhz'],,,,,,,,,"['hbm2 stream processors 4096', 'hbm2 stream processors 4096']",['power color radeon rx vega'],,['8gb'],864295
['corsair'],['corsair'],,,,"['micro atx', 'side', 'window and usb 3 0']",,,,,,,['carbide clear 400c'],,,,['desktop footprint expandability and affordability'],"['computer chassis', 'mini itx']",,,864829
,['gigabyte'],,,,,,,['ddr4'],,['6gb'],['8gb ddr4'],,,['intel core i7 6700hq 2'],,['wide view'],,['128gb'],,866702
['get'],,,['dual slot'],,,,,,,,,,['2048 cores 256bit'],,,['real interactive'],['nvidia quadro'],,"['8gb', '211gb']",867171
['corsair'],,,,,,,,,,,,,,,,"['air series led', 'pc case fans combine', 'air delivery']",['corsair air series'],,['120mm'],867788
,,['years warranty'],,,,"['1176mhz', '5400mhz']",['5400mhz'],['gddr5'],['gddr5 gpu'],,,,,,,,,,['2gb evga'],869816
,,,,['sata 6gb s'],,,,,,,,,,,,['5 year warranty'],,['10tb'],['10tb'],869858
['hard drive'],['raidsonic'],,['uasp support'],,,,,,,,,,,,,,['2 bay icybox docking clone station'],,,874367
['bright backlit'],['logitech'],['dual connectivity'],,,,,,,,,,,,,,"['keys integrated wireless keyboard', 'touchpad']",['blutooth unifying'],,,874745
['intel'],,,,,,,,,,,,,,,"['arctic freezer 13 tower cpu cooler for', 'intel amd processors']",,,,,876919
,,,['aluminium epdm'],,['usb 3 0 pendrive'],,,,,,,,,,,['aluminum housing'],['corsair'],,['32gb'],880660
['ssdpe21d280gasm'],,,,,,,,,,['280gb'],,,['write 550 500k'],,,"['intel 900p pcie 3 0 x4', 'iops 5yr warranty']",['intel optane 900p'],,['280gb'],880816
,,,,,"['window', 'usb 3 0']",,,,,,,,,,,['systems'],"['core x2', 'cube case stackable']",,,882078
['deca core technology'],['intel'],,,,,,,['ddr4 controller 3 year warranty'],['turbo 13 75'],,,,,,,,,,,882194
,,,,['sata 6gb s'],,"['7200rpm', '7200rpm']",,,,,,"['sata 6gb s', 'sata 6gb s']",['7200rpm'],,,"['2 year warranty', '2 year warranty', '2 year warranty']",,"['2tb', '2tb', '2tb']",['2tb'],884781
['creation'],,,,,,,,,,,,,,,,['determination to push'],['psu'],,,884865
,,['years warranty'],,,,['7000 mhz'],,['gddr5'],['7000mhz gddr5'],,,,,,,['processors 2048 directx'],['sapphire'],,['4gb'],886754
,,['years warranty'],,['amd crossfire amd eyefinity'],['hdmi dvi d dl'],['7000mhz'],['7000mhz'],['gddr5'],['gddr5'],,,,,,,,,,['4gb'],888040
['icy dock'],['icy dock'],,,,,,,,,,,['mb982ip 1s'],['mb982ip 1s'],,,,,,,891452
,,"['protection', 'protection']",,['usb connector'],['up to'],,,,,,,,,,,['usb connector'],,,['64gb'],893475
,,,,,"['uhs i', 'mb s']",,,,,,,,,,,"['speeds', 'sdhc cards']","['kingston sdhc memory card', 'write']",,['16gb'],895398
['axrx'],,,,,['polaris pcie 3 0 8000mhz'],['8192mb 8000mhz'],,['gddr5'],['gddr5'],,,['480 8gbd5 3dhd'],,,,"['processors 2304 crossfire ready', 'years warranty']",['power color radeon'],,['8gb'],896232
['fits'],['icy dock'],,['Black'],,['1 x SATA'],,,,,,,,,,,,['front device bay industrial full metal case'],,,896458
['samsung'],,,,,['mgx 3d'],,,,,,,,,,,"['conventional', 'architecture']","['samsung 850 evo m', '89k iops']",,['1tb'],899403
,,,['purple'],['sata 6gb s'],,,,,,,,,,,,['3 year warranty'],,['5tb'],['5tb'],903723
,,,,,,,,,,,,,['red led 1500rpm'],,,"['silverstone sst', 'channeling technology']","['air penetrator', 'cases coolers', 'rads']",['120mm'],['120mm'],906401
['socket'],,,,,,,,,,,,,,,['silverstone'],,['nitrogon cpu cooler low'],,['nt07 115x'],906555
['bx80677g4620'],['intel'],,,,,,,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],,,,,,['dual core technology'],,,,,,906561
,"['akasa', 'reader']",['5 bay'],['Black'],,"['micro sd', 'usb 3 0 port via passthrough', 'USB 3.0']",,,['slot'],,,,,,,,['memory card'],['icr 07u3'],,,907444
['msi'],['msi'],"['gddr5', 'warranty']",,"['fhd 1920x1080 i7', 'windows 10']",,,,['7200rpm'],,,['2gb gtx'],['gl72'],,,['7qf core i7 7700hq'],['7qf 1007uk'],['win'],,,912450
,,['protection'],,,,,,,,,,,,,,['usb connector'],['upto 90mbs blue led'],,,913989
,,"['protection', 'protection']",,,['upto 130mb s'],,,,,,,,,,,"['usb connector', 'usb connector']",['corsair'],,['256gb'],917262
['amd'],,,,,,,,,['256bit gddr5 4x'],,,['w7100 graphics cards deliver high end graphics'],,,,,['amd firepro w7100 pcie 3 0 x16'],,['8gb'],922627
,['intel'],,,,,,,['ddr4'],,,,,,,,,,,,922952
['redux product line reissues'],,,,,,,,,,,,,,,,"['some of noctua s', 'quiet coolin']",,,,941334
['h400'],['nzxt'],,,,,,,,,,,,,,,"['nzxt s', 'case features a unique']","['chassis tempered glass', 'fans']",,,941575
['tp link s'],['tp link archer'],,,,,,,,,,,,,,,,,,,942315
,,"['protection', 'protection']",,['usb connector'],['usb 3 0 capless design read upto 200mbs'],,,,,,,,,,,['usb connector'],"['corsair', 'upto 90mbs']",,['256gb'],946280
,,,,,,,,,,,,,,,,['leading graphics compute power and ultra high'],['minidp stereo graphics'],,['16gb'],948695
,,,,"['usb 3 0 port', 'usb 3 0 port']",,,,,,,,,,,,['small'],['compact design'],,['32gb'],949185
,['msi'],,['7rf titan pro g'],,,,,['ddr4 windows'],,['32gb 2400mhz'],['32gb ram'],,,['7rf titan pro 286uk'],['core i7 7820hk'],,,,,955286
['15'],['15'],['warranty'],,['windows 10'],,['7200rpm'],,,,['8gb gddr5'],['16gb ddr4'],,,,['cf2 fhd i7 6700hq'],"['cf2', 'Intel Core i7']",,,,959874
['corsair'],,,,,,,,,,,,,,,['corsair'],,['psu'],,,959885
['datatraveler'],,,['metal casing'],,,,,,,,,,,,,['compact and capless design'],['kingston datatraveler50 usb'],['128gb'],['16gb'],968103
,,,,['vr ready physx cuda'],,['8192mb 8000mhz'],,['gddr5'],,,['8gb gddr5'],,,,['1920 core 1594mhz'],['processors 1920 sli ready'],,['08g'],,969164
['corsair'],['corsair'],,,,['8a 135'],,,,,,,,,,,"['rmx series power supplies give you extremely tight voltage', 'control quiet']","['modular 80', 'psu']",,,972468
,,,,['vr ready physx cuda'],,['7010mhz'],,['gddr5'],['gddr5 gpu'],,,,,,,['processors 2048 sli ready'],,,['4gb evga'],974088
,['intel'],,,,,,,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],['7350k s'],,,,,,,['dual core technology'],,,,974463
['amd'],['gigabyte'],,,"['pci e x1 x2', 'pci x6 sata 6gb s']",,,,,['ddr3'],,,"['chipset x4 ddr3 x2', 'usb 3 1 x4 usb 3 0 x12']",,,,['pci e x16 x2'],['ga'],,,978107
['corsair'],,,,,['white led high static'],,,,,,,,,,,"['air series led', 'pc case fans combine', 'air delivery']",['corsair air series'],,['120mm'],980734
['02'],,['years warranty'],,,,['1544mhz'],['gpu'],,,,,,,,['384 core 1290mhz'],['directx'],,,,985609
,,,['Anodised Aluminium Heatspreader'],,['white led xmp 2'],"['3000mhz ram', '35v']","['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Vengeance LED']",['vdimm'],,,,,,,,,,,"['32gb', '2x16gb']",988272
,['650w silverstone'],,,,,,,,,,,,,,,"['another evolutionary step toward', 'power supply category']","['sx650 g full modular 80plus', 'sfx psu']",,,989097
,,,,,"['uhs i', 'mb s']",,,,,,,,,,,"['speeds', 'sdhc cards']","['kingston sdxc memory card', 'write']",,['128gb'],991364
[],,,,,,,,,,,,,['2011 six core'],,['intel xeon e5 2620 v2'],,,,,994103
['silverstone'],,,,,,,,,,,,,,,,"['created the grandia', 'again raise the', 'enthusiasts have']","['gd06b', 'microatx case w o psu']",,,996730
['ds416'],,,,,,,,,,,,,,"['dual core cpu and delivers an average', 'dual core cpu and delivers an average']",['dual core'],"['is powered by', 'is powered by']","['synology disk station', 'raid jbod', 'iscsi 2x usb 3 0']",,,996942
['corsair'],,,,,['green led'],,,,,,,,,,,"['air series led', 'pc case fans combine', 'air delivery']",['corsair air series'],,['120mm'],999057
['wds100t1b0a'],,,,,,,,,,,,,,,['80k iops 400 tbw'],"['write', '80k iops']",['write'],,['1tb'],1000377
,,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,['35v'],"['Vengeance LPX Red', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 24000']",['3000mhz ram'],['8gb'],1000663
['p56xt cf1'],,['2400mhz'],,['7200rpm'],,,['1070 bd rw thunderbolt 3 win10'],['7700hq nvidia gtx 1070'],,"['8gb gddr5', '256gb']",['16gb ddr4'],,,,,,"['i7 7700hq', 'nvme ssd']",,['256gb'],1000919
,,,,,,,,,,,,['sata 6gb s'],['5400rpm'],,,['warranty'],['ncq'],['10tb'],['10tb'],1003866
,,,,,,['10400mhz'],['2560 core 1759mhz gpu'],,,,['8gb gddr5x'],,,,['geforce gtx 1080 ichill x4'],['years warranty'],,,,1005519
['pp07'],,,,,,,,,,,,,,,,['management'],,,,1010890
['kingston s'],,,,,['0 x4'],,,,,,,,['write'],,,['kc1000 solid state drive'],,,['240gb'],1013489
"['with new', 'noise']",,,,,,,,,,,,,,,,,"['silverstone sst ap123', 'air penetrator series']",,['120mm'],1015101
['core x5'],['thermaltake core x5'],,,,['window 2x usb 3 0'],,,,,,,,,,,,"['cube computer', 'mini itx stackable']",,,1017169
['4000mhz'],,,['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,,['35v'],"['Non-ECC', 'Dominator Platinum', 'UDIMM (Unbuffered)', 'PC4-32000 (4000)', 'DDR4']",,"['ddr4', 'platinum pc4 32000 4000']",,['4x8gb corsair'],,,,,['platinum dominator fan'],,,['32gb'],1021745
['showcases'],['nzxt'],,,,,,,,,,,,,,,['nzxt s'],"['computer chassis tempered glass', 'matx 4x fans']",,,1022682
,,['enabled 3'],,,,['7010mhz'],,['gddr5'],,,,,,,,['stream processors 640'],,['02g p4 6150 kr core clock'],,1023415
,['gigabyte'],['enabled 3'],,,,['7010mhz'],,"['n1050d5', 'gddr5']",['gddr5 graphics card'],,['2gb'],,,,['geforce gtx 1050 d5'],['stream processors 640'],,,,1029688
,,,,,['gddr5x vr ready graphics card'],,,,,,,,,,['geforce gtx 1080 ti founders'],['years warranty'],,,['11gb'],1031384
['socket'],,,,,,,,,['ddr4 sata3'],,,,['2011 3'],,,,"['x99 micro v2', 'intel x99 s']",,,1041831
['socket'],['gigabyte'],,,"['pci e 3 0 x16', '8x usb 3 0']",['sata iii'],,,,['ddr4'],,,['2011 3'],['2011 3'],,,,['ga x99'],,,1044513
['corsair'],,,,,,,,,['sp120 rgb led'],,,,,,,,"['corsair', 'blade static pressure', 'multi colour single fan expansion pack']",['sp120 rgb led 120mm'],,1047981
,,,,,,,,,,,,,['w8100 graphics card'],,,['ever growing datasets'],['amd firepro'],,['8gb'],1048693
['h440'],['nzxt'],,,,,,,,,,,,,,,['gaming case'],['fans included'],,,1054509
,,,,,,,,,,,,,,,,,['write upto'],,['64gb'],1055495
['ek fc1080 gtx'],['ekwb'],,,,,,,,,,,,,,['nvidia geforce gtx 1080 founders edition graphics card'],,['ek fc1080 waterblock pom acetal copper'],,,1055527
,['asus'],,,,,,,,,,,['1000 hz macro keys'],,,,"['leds n key rollover polling', 'all keys programmable', 'brown switches']","['rog', 'mechanical keyboard full']",,,1060865
,,,,,,,,,,,,,,,,['those'],,,,1063151
['quad core technology'],['intel'],,,['22nm'],,,['1150mhz gpu'],['ddr3 controller integrated hd 4600 graphics 3'],,,,,,,['core i5'],,,,,1064444
['8370d graphics dual core technology'],,,,,,['723mhz'],"['7ghz', '8370d 760mhz']",,,,,,,,['amd a4 6300 fm2 richland dual core'],,,,,1065824
,,,,,,['8008mhz'],,['gddr5'],,,,,,,,['processors 1280 vr ready'],,['06g p4'],,1067165
"['socket', 'e5 2690v3']",['intel'],,,,,,,,,,,['2011 3'],,,,,,,,1070321
,,,,,,,,,,,,,,,['icy dock'],['backplane raid cage'],['backplane raid cage'],,,1071111
['we ve'],['corsair'],,,,,,,,,,,,['crystal series'],,,['engineered'],"['computer chassis', 'smoked tempered glass', 'steel 2x']",,,1074980
['rx 550p2sfg5'],,['years warranty'],,,['hdmi dvi d dl'],"['1203mhz', '7000mhz']",,['gddr5'],['7000mhz gddr5'],,,,,,['radeon rx 550 dual'],['core clock'],"['xfx', 'single fan']",,['2gb'],1077119
,,['years warranty'],,,['hdmi dvi d dl'],['7000mhz'],,['gddr5'],['7000mhz gddr5'],,,,,,['radeon rx 550'],,['xfx'],,['2gb'],1080111
['radeon'],,,,,,,,,,,,,,,,['half height card'],['amd radeon pro wx 4100 pcie 3 0'],,['4gb'],1081348
['cssd'],,,,,,,,,,,,"['f960gbleb', '85k 60k']",['85k 60k iops'],,,"['corsair', 'write']",['corsair'],['960gb'],['960gb'],1084130
,,,,,['mcx read 520mb s'],['520mb'],,,,,,,,,,,"['samsung', '80k iops']",,['256gb'],1084292
['ek fb kit'],['ekwb'],,,,['acetal acrylic pch vrm waterblock kit'],,,,,,,,['r5e e10'],,,"['complete liquid', 'rog rampage']",,,,1084889
['unconventional design of carbide'],['corsair'],,,,,,,,,,,,,,,,"['carbide series air', 'atx cube case']",,,1086365
['skylake'],,,,,,,['1151'],['usb3 0 5x usb2'],['ddr4'],,,['kabylake ddr4'],,,,['pciex1'],,,,1086499
,,,,,,,,,,,,,,,,,['toshiba n300 3 5'],,['6tb'],1088657
,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,,,,"['5 year warranty', '5 year warranty', '5 year warranty']",,"['1tb', '1tb', '1tb']",['1tb'],1091367
['carbide series'],['corsair'],,,,['usb 3 0 w o psu'],,,,,,,,['carbide series 300r'],,,['great case'],,,,1093996
['kingston s'],,,,['bit'],,,,,,,,,,,,"['datatraveler vault', 'affordable business grade security with']","['kingston datatraveler vault', 'write']",,['32gb'],1094039
,,,,,['msata sata'],['550mb'],,,,,,,"['ms200', '17000 iops 45000']",,,,"['kingston ssdnow', 'iops max']",,['120gb'],1099114
,['tp link archer'],,,,"['10 100', 'usb 2 0']",,,,,,,,,,,['archer c50 comes'],['dsl cable router'],,,1100304
,,,['Anodised Aluminium Heatspreader'],,['white led xmp2 0'],,"['Non-ECC', 'Vengeance LED', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",,,,,,,,,,,['2666mhz ram'],"['32gb', '2x16gb']",1100994
,,,,,,,,,,,,,,,,,"['corsair force series gs', '90k iops max']",,['240gb'],1103206
['showcases'],['nzxt'],,,,,,,,,,,,,,,['nzxt s'],"['black mid tower', 'computer chassis tempered glass', 'matx mitx', 'fans']",,,1105571
,['fractal design'],,,,,,,,,,,,,,,,['kelvin'],,,1117493
['gv'],['gigabyte'],['enabled 3'],,,,['8008mhz'],,['gddr5'],,,,,,,['geforce gtx 1060'],,,,,1120970
['aesthetic'],['ekwb'],,,,,,,,,,,,,,['geforce gtx 1080 g1 gpu waterblocks'],"['retention', 'series water block']","['ek fc1080 gtx', 'g1 waterblock retention']",,,1122483
,"['phanteks', 'bracket']",,,,,,,,,,,,,,,['storage'],,,,1127438
['icy dock'],['icy dock'],,,,,,,,,,,,,,,['dual bay'],['dual bay'],,,1135838
,,,,,,,,,,,,,,['amd 970 chipset x4 ddr3 x2'],,,['socket am3 4ddr3'],,,1137028
,['15'],,,,,,,['ddr4'],,"['2gb', '8gb']",['8gb ddr4'],,,['intel core i7 6700hq 2'],,['7200rpm win10'],['i7 6700hq'],['15 6 1920x1080'],,1140454
['after bringing'],['mini itx'],,,,,,,,,,,['mini itx'],,,,,['sst sg13wb'],,,1140853
,,['vdimm lifetime'],['Anodised Aluminium Heatspreader'],,,,"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance RGB Black']",,['ddr4 vengeance rgb pc4 25600 3200 non'],,['4x8gb corsair'],,,,,,,['3200mhz ram'],['32gb'],1142492
['toshiba'],,,,,,,,,,,,['mq02abf050h'],,,,,['mobile solid state hybrid drive'],['500gb'],['500gb'],1142522
,,,,,['gddr5x vr ready graphics card'],"['1860mhz', '8192mb 10000mhz']",,,,,['8gb'],,,,,['years warranty'],['1860mhz boost'],['08g p4'],,1143091
,['silverstone'],,,,,,,,,,,,,,,"['tower cooler from silverstones argon', 'pwm connector now']","['argon ar01 v2', 'cpu cooler 3 heatpipes', 'support']",,,1152148
,['innovision'],['enabled 2'],,,,['7010mhz'],,['gddr5'],['gddr5 graphics card'],,['2gb'],,,,['geforce gtx 1050 twin x2'],['stream processors 640'],['3d'],,,1156288
,['asus'],,,"['sata 6gb s', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0']",,,['1151'],,,,,,['h170 pro'],,,,['intel h170 s'],,,1159686
['gv'],,,,['amd crossfire amd eyefinity'],,['7000mhz'],,['gddr5'],['gddr5'],,,['vr ready premium 3'],,,['tbdmhz gpu'],"['processors 2304 directx', 'years warranty']",,,['4gb'],1167911
,,['year warranty'],,['usb 3 0 suitable'],['ultra 2 5 external hdd'],,,,,,,,,,,['portable hard drive'],,['1tb'],['1tb'],1175958
,['asrock'],,,,['usb 3 1'],,['1151'],,['ddr4'],,,,,,,,['mini itx'],['support for'],,1182772
['2666mhz'],,,['Heat Spreader'],['timings 1 20'],,['25v'],"['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['vdimm'],,,,,,,,,['platinum kit pc4 21300 2666'],,"['16gb', '4x4gb']",1183531
['axrx'],,['years warranty'],['red devil'],,['polaris 2048 streams'],"['1320 mhz', '7000mhz']",['7000mhz'],['gddr5'],['gddr5'],,,['570 4gbd5'],['rx 570'],,,['processors 2048 directx'],['powercolor radeon'],,"['4gb', '14nm']",1183692
['built'],['corsair'],,,,,,,,,,,,['strafe mx silent red back lit'],,,,['mx silent switches wired anti ghosting usb'],,,1187811
['smart'],['akasa'],,,,,,,,,,,,,,,,,,,1193368
['mastercase'],['cooler master'],,,,,,,,,,,,,,,,"['tempered glass', 'matx mitx 2x']",,,1193477
['designed'],['silverstone'],,,['mini dtx and mini itx'],,,,,,,,,,,,,['sugo sg06s usb 3 0 sff mini itx silver'],,,1195762
['gigabyte'],,['warranty'],,"['fhd ips 1920 x 1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,,,,,,['32gb ddr4'],,,,,['p57x v6 cf1'],"['gigabyte p57x v6 cf1', 'r win10']",['256gb'],['17 3'],1201200
,,,,['sata 6gb s'],,,,,,,,,,,,['3 year warranty backwards compatible'],,['6tb'],['6tb'],1202177
['kingston s'],,,['45mb s'],,['uhs i'],,,,,,,,,,,"['sdhc sdxc', 'video and 3d video']","['kingston sdxc memory card', 'write']",,['64gb'],1202612
['gigabyte'],,,,,,['2400mhz'],,,,['2gb gddr5'],['16gb ddr4'],,,,,['v7 cf1'],['lake i7'],,['14 gigabyte p34g'],1204562
['7480'],,,,,,['720mhz'],,['cores ddr3'],,,,,,['graphics dual core technology'],"['amd a4 4000', 'amd radeon hd 7480g 720mhz 65w cpu retail']",['year warranty'],,,,1212807
['docking station'],['icy box'],,,,['usb 3 1 gen 2 connector'],,,,,,,,,,,,['docking station'],,,1213029
['gs73vr'],['msi'],,,,,,,,['7rf'],['16gb 2400mhz'],['16gb ram'],,['gs73vr'],,['core i7 7700hq'],"['7700hq nvidia gtx 1060', '7200rpm']",,,,1214499
['gigabyte'],,,['cf2'],,,,,['ddr4'],['ddr4'],['16gb'],['16gb'],['aero 14w v7'],,['intel core i7 7700hq'],,,['aero'],,,1219697
['axrx'],,,,,['hdmi'],"['8192mb', '945mhz']","['1406mhz', '945mhz']",,,,,,,,,['hbm2 stream processors 4096'],['powercolor radeon rx vega'],,['8gb'],1233806
['silverstone'],['silverstone'],,,['up to 20 meters'],,,,,,,,,,,,,,,,1236317
['kingston s'],,,,['small convenient'],,,,,,,,,,,,['small convenient'],['kingston datatraveler'],,['32gb'],1240417
,,['35v'],['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],['timings 1'],,,"['Non-ECC', 'Dominator Platinum', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-30900 (3866)']",['vdimm'],"['ddr4', 'platinum pc4 30900 3866']",,['4x8gb corsair'],,,,,,,['3866mhz ram'],['32gb'],1242088
