cluster_id,Battery Capacity,Battery Type,Brand,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Input,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
41440,,,['hp omen'],,,,,['2400mhz'],,,,,,,,,,,,,['4gb gddr5'],['7200rpm'],['ddr4'],,,,,,,,,,,,['6 led 1920x1080 i7 7700hq nvidia gtx 1050'],,,,,,,,,
41450,,,,,,['glass panels'],,,,,,,,,,,,,,,,,,,,,,,,,,,['tempered glass'],,,,,,,,,,,
41462,,,,,,"['stream', 'enabled 2']",,,,,,,,,,,,,,['years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,['processors 768 vr ready physx cuda'],,,,,,,,,,,
41568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['microatx case', 'noise cancelling foam', 'lined front door and side panels from cooler master']",,,,,,,,,,,
41903,,,['socket'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42071,,,,,,['lifetime warranty'],,['35v'],,['ocuk'],,,,,,,,['timings 1'],,,,,['vdimm'],,,,,,,,,,,,,,,,['3866mhz ram'],,,,,
42187,,,,,,,,,,,,,,,,,,['sata ports'],,,,,,,,,,,,,,,,,,,,,['support for'],,,,,
42444,,,,,,,,,,,,,,['tl'],,,,['all 8 ports supporting'],,,,,,,,,,,,,,,,,,,,,,,,,,
42449,,,['following'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42663,,,['sugo represents exquisiteness'],,,,,,,,,,,,,,,,,['chassis'],,,,,,,,,,,,,['powerful sff chassis and silverstone s sugo'],,,,,,,,,,,
42960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['fetching features'],,,,,,,,,,,
43099,,['Full-Tower'],['trailblazing design of'],['yes'],,"['full', 'for']",,"['White', 'White']",,,,,,,,,,,,,,,,,,,,['ATX'],,,,,['pc case features generous'],,,,,,,,,,,
43194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd 760g chipset x4 ddr3 x1 pci e x16 x1 pci e x1 x2 pci x6 sata'],,,,,,,,,,,,,,
43689,,,,,,,,,,,,,,,,,,['10gbase t pcie network adapter 10gbase t pcie network adapter'],,,,,,,,,,,,,,,,,,,,,,,,,,
43899,,,['skylake'],,,,,['intel lan'],,,,,,,,,,,,,,,,['kabylake ddr4'],,,,,,,,,['usb3 0 6x'],,,,,,,,,,,
43913,,,,,,['stream'],,,,,,,,,,,,,,['enabled 2 years warranty'],,['8000mhz'],['gddr5'],,,,,,,,,,['physx cuda'],,,,,,,,,,,
43966,,,,,,,,,,,,,,,,,,,,,,,['12v 20cm'],,,,,,,,,,,,,,,,,,,,,
44075,,,['fortress'],,,['which sports a'],,,,,,,,,,,,['which sports a'],,,,,,,,,,,,,,,"['super strong uni body', 'super strong uni body']",,,,,,,,,,,
44281,,,['nvidia quadro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44625,,,['p300'],,,,,,,,,,,,,,,['7200rpm'],,,,,,,,,,,,,,,,,,,,,,,,,,
44800,,,['2400mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['20v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
44833,,,,,,,,,,,,,,,,,,['socket 6x'],,,,,,['6th gen ddr4'],,,,,,,,,['1x pcie x4 1x pcie x1 2 x pci slots'],,['sataexpress gigabit lan 7 1 hd audio 6 x usb 3 0 5x'],,,,,,,,,
44866,,,['physx cuda'],,,['stream'],,,,,,,,,,,,,,['enabled 3 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
45185,,,['stylish'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['feature rich yet', 'affordable neos is']",,,,,,,,,,,
45351,,,"['core', 'amd eyefinity']",,,"['stream', 'amd crossfirex ready']",,,,,,,,,,,,,,,,"['990mhz', '5800mhz']",['gddr5'],,,,,,,,,,"['processors 1792 directx', 'amd mantle dolby truehd gcn']",,,,,,,,,,,
45630,,,['corsair'],,,,,,,,,,,,,,,,,,"['16gb', '2x8gb']",,['ddr4 so dimm pc4 17000'],,,,,,,,,,,,,,,,,,,,,
45843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd 970 chipset x4 ddr3 x2'],,,,,,,,,,,,,,
46065,,,['samsung s'],,,,,['operation'],,,,,,,,,,,,,,,,['sm863a'],,,,,,,,,['is an enterprise'],,,,,,,,,,,
46250,,,['maxtor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46253,,,,,,,,,,,,,,,,,,['usb 2 0 7'],,,,,,,,,,,,,,,['fusion block'],,,,,,,,,,,
46900,,,,,,,,,,,,,,,,,,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,,,,,,,,,,,,,,
47086,,,['1333mhz'],,,,,,,,,,,,,,,['sata 3gb s'],,,,,['ddr3 max 4gb or 2x ddr2 max 8gb 4x'],,,,,,['1x ide 1x floppy 8x usb'],,,,,,,,,,,,,,,
47302,,,['hyperx impact'],,,,,,,,,,,,,,,,,,"['16gb', '2x8gb', '16gb', '2x8gb']","['25v', '25v']","['ddr4 so dimm pc4', 'ddr4', 'ddr4 so dimm pc4']",,,,"['13 35 1', '13 35 1']",,,,,,,,,,,,,,,,,
47578,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desk space'],,,,,,,,,,,
48418,,,['pc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['easily fit'],,,,,,,,,,,
48871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['gpu water block', 'warranty']",,,,,,,,,,['1070 strix'],
48996,,['settings red blue rgb'],['airflow'],,,,,['year warranty'],,,,,,,,,,,,,,['1100 rpm'],,['pwm 120mm 48 8 cfm'],,,,,,,,,['gigabyte msi and asrock'],,,,,,,,,,,
49027,,,,,,,,,,,['3 5 inch'],['128mb'],,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['5 year warranty'],,,,,,['6tb'],,,,,
49054,,,['socket'],,['25mb'],,['2 2ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,['85w'],,['2011 3 e5'],,,,,,,,,
49070,,,,,,,,,,,,,,,,,,['esata controller card'],,,,,,,,,,,,,,,,,,,,,['2 port'],,,,,
49455,,,,,,,,,,,,,,,,,,,,,,['5000000'],,,,,,,,,,,['1920x1080'],,,,,,,,,,,
49666,,,['tp link'],,,,,,,,,,,,,,,['24 gigabit rj 45 ports 4'],,,,,,,,,,,,,,,,,,,,,,,,,,
49676,,,['socket'],,,,,,,,,,,,,['25mb'],,,,,,,,['2011 3 e5'],,,,,,,,,"['turbo', '105w']",,,,,,,,,,,
49836,,,['hyperx impact'],,,,,,,,,,,,,,,,,,"['2x4gb', '8gb', '2x4gb']","['25v', '25v']","['ddr3 so dimm pc3', 'ddr3 so dimm pc3']",,,,,,,,,,,,,,,,['8gb'],,,,,
50674,,,['aerocool'],,,,,,,,,['320mm'],,,,,,,,,,,,,['usb3'],,,,,,,,"['clean functional', 'chassis with']",,,,,,,,,,,
50796,,,['portable'],,,,,,,,,,,,,,,,,['blue speeds upto'],,,,['usb 3'],,,,,,,,,['warranty'],,,,,,,,,,,
50817,,,['silver'],,,,,,,,,,,,,['200 mm'],,,,,,,,,,,,,,,,,['notebook cooler from silverstone'],,,,,,,,,,,
50890,,,,,,,,,,,,,,,,,,,,,,['7'],,['essence'],,,,,,,,,['headphone amplifier premium tcxo'],,,,,,,,,,,
50926,,,"['quad core technology', 'quad core technology']",,,,,,,,,,,,,,,['22nm'],,,,,"['ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3']",,,,,,,,,,,,,,,,['22nm'],,,,,
51043,,,['geforce'],,,['stream'],,,,,,,,,,,,['vr ready physx cuda'],,['enabled 3 years warranty'],,"['8192mb', '8008mhz']",['gddr5'],,,,['gtx 1070 armor'],,,,,,['processors 1920 sli ready'],,,,,,,,,,,
51278,,,,,,,,,,,,,,,,,,,,,,['kabylake'],['ddr4'],,,,,,,['8x usb3'],,,['1x usb typec'],,,,,,,,,,,
51482,,,,,,,,,,,,,,,,,,,,,,['902mhz'],,,,,,,,,,,,,,,,,,,,,,
51643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['years warranty'],,,,,,,,,,,
51734,,,['portable'],,,,,['deep black'],,,,,,,,,,,,['speeds upto'],,,,['usb 3'],,,,,,,,,['warranty'],,,,,,,,,,,
51740,,,['bitfenix'],,,,,,,,,,,,,,,,,,,,,['extension 60cm'],,,,,,,,,['green'],,,,,,,,,,,
51747,,,['led backlit'],,,,,,,,,,,,,,,,,,,['2000000'],,['1920x1080'],,,,,,,,,,,,,,,,,,,,
52063,,,['msi'],,,,,['gddr5'],,,,,,,,,,['fhd 1920x1080 i7'],,,['16gb 2400mhz'],['7200rpm'],['ddr4 windows'],['ge72'],,,,,,,,,,,,,,,['128gb'],,,,,
52115,,,['150mbps'],,,['for'],,,,,,,,,,,,,,,,,,,,,,,,,,,['remote management'],,,,,,,,,,,
52440,,,"['hgst travelstar', 'hgst travelstar']",,,,,,,,,,,,,,,"['2 5', '5400rpm', '2 5', '5400rpm']",,,,,,,"['xboxone', 'xboxone']",,,,,,,,,,,,,,"['1tb', '1tb']",,,,,
52464,,,['datatraveler'],,,,,,,,,,,,,,,"['standard usb and', 'usb type c']",,,,,,,,,,,,,,,,,,,,,,,,,,
52573,,,['hyperx'],,,,,,,,,,,,,,,,,,,,,,,,,,,['quad core'],,,"['savage solid state drive', 'offers']",,,,,,,,,,,
52693,,,['gtx'],,,"['stream', 'enabled 3']",,,,,,,,,,,,,,['years warranty'],,['7008mhz'],"['1050', 'gddr5']",,,,,,,,,,['processors 768 vr ready physx cuda'],,,,,,,,,,,
52851,,,['redux product line reissues'],,,['quality quiet'],,,,,,,,,,,,,,,,,,,,,,,,,,,['some of noctua s'],,,,,,,,,,,
52893,,,,,,,,,,,,,,,,,,,,,,"['1920x1080', '10000000']",,,,,,,,,,,,,,,,,,,,,,
53037,,,['bitfenix alchemy internal usb extension 30cm sleeved'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['white', 'black']",,,,,,,,,,,
53165,,,['graphite'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['from phanteks'],,,,,,,,,,,
53412,,,['multiframe s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['series made by'],,,,,,,,,,,
53564,,,,,,,,['protection'],,,,,,,,,,['usb connector'],,,,,,,,,,,,,,,,,,,,,,,,,,
53935,,,['put'],,,,,['secures receipts'],,,,,,,,,,,,['encryption and password protection'],,,,,,,['a lock on your'],,,,,,"['personal data', 'datatraveler locker']",,,,,,,,,,,
53983,,,,,,,,,,,,,,['555'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['510mb sec flash mlc controller sandforce sf 2281 buffer 0mb']
54134,,,['you can'],,,['lghting'],,,,,,,,,,,,,,,,,,,,,,,,,,,['put otionally a 5 25 blu ray'],,,,,,,,,,,
54228,,,['tl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54397,,,['serial'],,,['ncq streaming'],,,,,,,,,,,,['audio and video'],,,,,,,,,,,,,,,,,,,,,,,,,,
54431,,,['introducing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['supernova'],,,,,,,,,,,
54488,,,['nvidia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54615,,,['gv'],,,,,,,,,,,,,,,['8gd core clock'],,,,['10211mhz'],,,,,,,,,,,['years warranty'],,,,,,,,,,,
54775,,,['bitfenix alchemy'],,,,,['45cm'],,,,,,,,,,['pci e'],,,,,,,,,,,,,,,,,,,,,,,,,,
54827,,,['gv'],,,['stream'],,,,,,,,,,,,,,['enabled 3 years warranty'],,['8192mb 8000mhz'],['gddr5'],,,,,,,,,,['physx cuda'],,,,,,,,,,,
54922,,,['asrock'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55385,,,,,,['stream'],,['enabled 5'],,,,,,,,,,,,['years warranty'],,['8000mhz'],['gddr5'],,,,,,,,,,['physx cuda'],,,,,,,,,,,
55659,,,['mini kaze'],,,,,,,,,,,,,['50 mm'],,,,,,,,,,,,,,,,,['noise level'],,,,,,,,,,,
55764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['small files'],,,,,,,,,,,
55897,,,,,,,,['everywhere'],,,,,,,,,,,,,,,,,,,,,,,,,"['datatraveler se9 usb', 'stylish and durable metal']",,,,,,,,,,,
56456,,,,,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,['3200mhz ram'],,,,,
56511,,,,,,,,,,,,,,,,,,,,,,['7200rpm'],,['sata 6gb s'],,,,,,,,,"['3 year warranty', '5 year warranty']",,,,,,"['1tb', '1tb']",,,,,
56726,,,,,,,,,,,['420k 210k'],,,,,,,,,['iops'],,,['s read 800'],,,,,,,['intel 20'],,,['intel 750 series'],,,,,,['800gb'],,,,,
56992,,,,,,,,,,,['40 pci e lanes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['3 2ghz'],,,,,
57202,,,['socket'],,,,,,,,,,,,,['35mb'],,,,,,,['turbo'],['2011 3'],,,,,,,,,,,,,,,,,,,,
57290,,,,,,,,,,,,,,,,,,,,,,,['ddr4 controller 3 year warranty'],,,,,,,['threads'],,,['quad core with eight'],,,,,,,,,,,
57320,,,['sabrepro15'],,,,,['2400mhz'],,,,,,,,,,['7200rpm'],,,,,['ddr4'],,,,,,,,,,"['cf2', 'pcie ssd']",,,,,,['128gb'],,,,,
58486,,,['gtx'],,,,,['enabled 3'],,,,,,,,,,,,['years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,['stream processors 640'],,,,,,,,,,,
58622,,,['this'],,,,,,,,,,,,,,,,,,,,['ddr sdram'],,,,,,,['brand of computer'],,,"['item can also', 'monarch module']",,,,,,,,,,,
58790,,,['core'],,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,"['1006mhz', '6008mhz']",['gddr5'],['2012mhz'],,,,,,,,,"['processors 1536 shader', 'sli ready']",,,,,,,,,,,
59212,,,['led backlit'],,,,,,,,,,,,,,,,,,,['10000000'],,['1920x1080'],,,,,,,,,,,,,,,,,,,,
59429,,,,,,,,,,,,"['256mb', '256mb']",,,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,,,,,,,"['5 year warranty', '5 year warranty']",,,,"['5 inch', '5 inch']",,,,,,,
59500,,,,,,,,,['sleeveless with a'],,,,,,,,,,,,,,,,,,,,,,,,"['from noctua blue', 'to extend cable routes']",,,,,,,,,,,
59943,,,,,,,,,,,,,,,,,,,,,['2gb'],,,,,,,,,['intel celeron dual core'],,,,,,,,,['14nm'],,,,,
59970,,,['skylake'],,,,,,,,,,,,,,,,,,,,,,,,,,['usb type c crossfire sli'],,,,,,['6th gen ddr4'],,,,,,,,,
60023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['x6 sata 3gb s'],,,,,,,,,,,,,,,
60192,,,['sugo'],,,,,,,,,,,,,,,['mini dtx and mini itx'],,,,,,,,,,,,['was'],,,,,,,,,,,,,,
60375,,,,,,['stream'],,['amd crossfirex ready'],,,,,,,,,,,,['amd eyefinity'],,,['gddr5'],,,,,,,,,,['amd mantle dolby truehd gcn'],,,,,,,,,,,
60627,,,,,,,,,,,,['2600 mbps'],,,,,,,,,,,,,,,,,,,['bands plus'],,['fastest combined data'],,,,,,,,,,,
60751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['home network'],,,,,,,,,,,
60788,,,['lian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['reader'],,,,,,,,,,,
60818,,,['intel'],,,,,,,,,,,,,,,,,,,,['ddr3 x4 pci e x16 x1 pci e x4 x1 pci e x1 x4 sata 6'],,,,,,,,,,['esata x2'],,,,,,,,,,,
61230,,['4cfm max pwm 2'],['2x'],,,,,,,,,,,,,['120mm'],,,,,,,['1500rpm max 61'],,,,,,,,,,['year warranty'],,,,,,,,,,,
61425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['hard drives offer', 'workload environments']",,,,,,,,,,,
61477,,,['slot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['optical drives'],,,,,,,,,,,
61480,,,['socket'],,,,,,,,,,,,,,,"['sata 6gb s', 'usb 3 0 6x']",,,,,"['support 4x', 'ddr4 dimm']",,,,,,,,,,['1x pcie x16 2x pcie x1 4x'],,,,,,,,,,,
62088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['dual core technology'],,,,,,,,['warranty'],,,,,,
62683,,,['be quiet'],,,['orange'],,,,,,,,,,,,,,,,,,['dark base pro 900'],,,,,,,,,['offers unrivalled'],,,,,,,,,,,
62699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['silent fans', 'cooling configuration']",,,,,,,,,,,
62888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['red drives'],,,,,,,,,,,
63795,,,['epic'],,,,,,,,"['socket', 'socket']",,,,,,,,,,,,,,,,,,,,,,"['and mini itx systems alpenf', 'and mini itx systems alpenf']",,,,,,,,,,,
64089,,,['sleek'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['looks like serious business while'],,,,,,,,,,,
64418,,,['stylish'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64570,,,['led backlit'],,,,,['year warranty'],,,,,,,,,,,,,,,,['2560x1440'],,,,,,,,,['time 1x'],,,,,,,,,,,
64641,,,,,,,,['vdimm lifetime'],,,,,,,,,,['timings 1 2v'],,,,,['speed cl14'],,,,,,,,,,,,,,,,['2133mhz ram'],,,,,
65058,,,['core'],,,['stream'],,,,,,,,,,,,['physx cuda'],,['enabled 2 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
65463,,,['cheetah'],,,['industry'],,,,,,,,,,,,,,,,['000rpm'],,['10k'],,,,,,,,,"['7 enterprise hard drive', 'offers', 'product design']",,,,,,,,,,,
65645,,,['skylake'],,,,,,,,,,,,,,,,,,,,,['kabylake ddr4 2x pcie x16'],,,,,,,,,,,,,,,,,,,,
65668,,,['tl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65777,,,['following'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66064,,,['mz'],,,,,,,,['330k 330k'],,,,,,,,,,,,,['960 evo m 2'],,,,,['1800mb s'],,,,"['samsung', 'iops 3yr']",,,,,['warranty'],,,,,,
66107,,,['2666mhz ram'],,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,"['cas 13', 'cas 13']",,,,"['35v', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,['2666mhz ram'],,,,,
66196,,,"['elite', 'elite']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66722,,,['when'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['pc case'],,,,,,,,,,,
66727,,,['tailored custom'],,,,,['4u compliant'],,,,,,,,['92mm'],,['secufirm2 for tr4 sp3'],,,,,,['tr4 sp3'],,,,,,,,,['platform ryzen threadripper'],,,,,,,,,,,
66832,,,['the'],,,,,,,,,,,,,,,,,,,,,,,,,,,['shine ii'],,,"['shine iii works', 'fetching features']",,,,,,,,,,,
66894,,,,,,,,,,,,,,,,,,"['sata 6gb s', 'sata pcie gigabit lan hd audio 6x', 'usb3 0 6x']",,,,['kabylake'],['ddr4'],,,,,,,,['2x pcie x16 2x pcie x1 2x pci 6x'],,,,,,,,,,,,,
67161,,,['gv'],,['n1080wf3oc 8gd core clock'],,,,,,,,,,,,,,,,,['8192mb 10010mhz'],,,,,,,,,,,['years warranty'],,,,,,,,,,,
67790,,,,,,,,['lan 7'],,,,,,,,,,['usb 2 0'],,,,,,,,,,,,,,,,,,,,,,,,,,
68126,,,['carbide series 330r'],,,['blackout'],,,,,,,,,,,,['three'],,,,,,,,,,,,,,,['fan controller'],,,,,,,,,,,
68516,,,,,,,,,,,,,,,,,,,,,,"['usb3', '8x']",,,,,,,,,,,,,['6th gen ddr4 4x pcie x16 2x pcie x1 10x sata 6gb'],,,,,,,,,
68590,,,,,,,,,,,,,,,,,,,,['vdimm lifetime warranty'],['16gtzkw 4133mhz ram'],['35v'],,,,,,,,,,,,,,,,,,,,,,
68712,,,['simple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['stylish', 'feature rich yet', 'affordable neos is']",,,,,,,,,,,
68783,,,['aorus'],,,,,,,,,,,,,,,,,,"['8gb gddr5', '32gb 2400mhz']",['7200rpm'],,,,,,,,['nvidia gtx 1070'],,,['v7 cf1'],,,,,,,,,,,
69383,,,,,,['stream'],,,,,,,,,,,,['vr ready physx cuda'],,['enabled 3 years warranty rgb'],,['8008mhz'],['gddr5'],,,,,,,,,,['processors 1920 sli ready'],,,,,,,,,,,
69828,,,,,,['lifetime warranty'],,,,['ocuk'],,,,,,,,['cas 13'],,,,"['2666mhz ram', '35v']",['vdimm'],,,,,,,,,,,,,,,,,,,,,
69938,,,,,,,,,,,,,,,,,,,,['lifetime warranty'],,,['vdimm'],,,['25v'],,,,,,,,,,,,,['2666mhz ram'],,,,,
69941,,,,,,,,,,,,,,,,,,,,,,,"['ddr3 ddr4 controller integrated iris dx12 graphics', 'ddr4']",,,,,,,['binned'],,,['year warranty'],,,,,,,,,,,
69949,,,['skylake'],,,,,,,,,,,,,,,['usb 3 0'],,,,,,['6th gen ddr4'],,,,,,,,,['1x pcie x16'],,,,,,,,,,,
70172,,,['core'],,,['stream'],,,,,,,,,,,,['vr ready physx cuda'],,['enabled 3 years warranty'],,['7096mhz'],['gddr5'],,,,,,,,,,['processors 2816 sli ready'],,,,,,,,,,,
70207,,,['f4'],,,['lifetime warranty'],,,,,,,,,,,,['timings'],,,,"['3600mhz ram', '35v']",['vdimm'],,,,,,,,,,,,,,['18 38'],,,,,,,
70222,,,['socket'],,,,,,,,,,,,,,,"['sata 6gb s', 'usb 2 0']",,,,,['ddr4 dimm'],,,,,,,,,,['1x pcie x1 4x'],,,,,,,,,,,
70455,,,,,,,,,,,"['75k', '45k']",,,,,,,,,,,,,,,,,,,,,,"['write', 'iops']",,,,,,,,,,,
70466,,,['socket'],,,,,,,,,,,,,['121mm'],,,,,['1150 2300 rpm'],,,,,,,,,['amd athlon 754 939'],,,['noise level'],,,,,,,,,,['121mm'],
70684,,,,,,,['1 20'],,,,,,,,,,,,,['lifetime warranty'],,['25v'],"['speed', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
71516,,,['gv'],,,,,,,,,,,,,,,['vr ready physx cuda'],,['enabled'],,['8192mb 10211mhz'],,,,,['n1080xtreme 8gd premium pack core clock'],,,,,,['years warranty'],,,,,,,,,,,
71553,,,['tp link s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['electrical circuitry'],,,,,,,,,,,
71614,,,['fz'],,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
72278,,,,,,,,,,,,,,,,,,['if'],,,,,,,,,,,,,,,"['external hard drive', 'hard drive']",,,,,,,,,,,
72300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['great value'],,,,,,,,,,,
72518,,,['nf'],,,,,,,,,,,,,,,,,,,,,,,,,,['120 pwm'],,,,,,,,,,,,,,,
72621,,,,,,"['hard drives', 'hard drives']",,,,,,,,,,,,"['use in small', 'use in small']",,,,,,,,,,,['2 5'],,,,,,,,['5 inch'],,,,,,,
72798,,,,,,['stream'],,['years warranty'],,,,,,,,,,,,,,"['933mhz', '1782mhz']",['gddr3'],,,,,,,['enabled directx'],,,['processors 384 physx cuda'],,,,,,,,,,,
72867,,,,,,['stream'],,['enabled 3'],,,,,,,,,,,,['years warranty'],,['8008mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
72881,,,['tp link s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72925,,,,,,,,,,,"['3 5 inch', '3 5 inch']",,,,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,,,,,,,,,,,,,"['3tb', '3tb']",,,,,
73226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['laptop thin'],,,,,,,,,,,
74664,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['8008mhz'],['gddr5'],,,,,,,,,,['processors 1280 vr ready'],,,,,,,,,,,
74687,,,['maxtor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74735,,,"['flash voyager', 'scratch']",,,,,,,,,,,,,,,,,,,,,,,,,,,['scratch resistant hard chrome plated zinc alloy housing is so'],,,['resistant hard chrome plated zinc alloy housing is so'],,,,,,,,,,,
74810,,,,,,,,,,,,,,['22'],,,,,,,,,['ddr3 controller integrated hd 4600 graphics 3'],,,,,,,,,,,,,,,,,,,,,
74857,,,,,,,,,,,,,,,,,,['sata ports'],,,,,,,,,,,,,,,,,,,,,['support for'],,,,,
74887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd 970 chipset x4 ddr3 x2'],,,,,,,,,,,,,,
74920,,,,,,,,,,,,,,,,,,,,,,['32mb'],,['sata ii interface'],,,,,,,,,['5 year warranty'],,,,,,['1tb'],,,,,
75271,,,"['skylake', 'audio 2x usb 3']",,,,,,,,,,,,,,,"['sata 6gb s', 'usb3 0 6x']",,,,,,['6th gen ddr3'],,,,,,,,,['1x pcie x16 2x pci e x1 4x'],,,,,,,,,,,
75346,,,,,,,,['protection'],,,,,,,,,,,,,,,,,,,,,,,,,['usb connector'],,,,,,,,,,,
75367,,,,,,,,,,,,,,,,,,,,,,['550mb'],,,,,,,,,,,['warranty'],,,,,,,,,,,
75561,,,['tp link s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76173,,['usb3 0 2x'],['skylake'],,,,,,,,,,,,,,,['sata 6gb s'],,,,['kabylake'],['ddr4'],,,,,,,,,,['1x pcie x16'],,,,,,,,,,,
76234,,,['powerful'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['whisper quiet the', 'spectre pwm fan']",,,,,,,,,,,
76575,,,['intel'],,,,,,,,,,,,,,,['mini pci x4 sata 6gb s x4 sata 3gb s'],,,,,['ddr3 x3 pci e x16 x1 pci e x1 x2 pci x1'],,,,,,,,,,,,,,,,,,,,,
76790,,,,,,['tempered glass'],,,,,,,,,,,,,,,,,,,,,,,,,,,['renowned durability'],,,,,,,,,,,
77050,,,['perfectly'],,,['mid tower'],,['gamers'],,,,,,,,,,,,,,,,,,,,,,,,,['chassis features'],,,,,,,,,,,
77175,,,,,,['data'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['amd mantle', 'vr ready']",,,,,,,,['3 year warranty'],,,
