cluster_id,Average Seek Time,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Price,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
859136,,,,"['mini itx', 'micro atx']",,,,,,,,,,['345mm'],,,,,,,"['Steel body, Plastic mesh bezel, Plastic window']",,,"['microATX, Mini-ITX']",,,,,['Top Mount (max 165mm) Standard ATX PS2 / EPS 12V'],,,,,,['vga'],,,,,,,,,['2 years'],['3.65kg'],,
863758,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863888,,['8GB (2 x 4GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']",,,,['1.2V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
869094,,,,['marvell'],,,,,,,,,,,,,,,['tb'],,,['256 mb ram'],['370800 mhz'],['ddr3 sdram serial ata'],,,,,,,,,,,['armada'],,,,,,,['3 tb'],,,,,
870126,,,,['intel'],,,,,,,,,,,,,,,,,,"['2 13 ghz', '2 gb ram']",,['ddr3 sdram serial ata'],,,,,,,,['d2700 dual core 2 core'],,,,,,,,,,,,,,,
878232,,['4GB (1 x 4GB)'],,,,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR3 (PC3-12800)'],['vdimm'],,,"['35v', '1.35v']",,,,,,,,,,['1600MHz'],,,,,['1600mhz ram'],,,,,
882194,,,,['ten'],['8 GT/s DMI3'],,,,,,,,,,,,,['75mb'],,,,,['3.3GHz'],['ddr4 controller'],,,,,,,,['I9 7900X'],,,"['core technology', 'warranty']",,,,,,,,,,,,
883078,,,,['eight'],,,['16mb'],,"['8ghz', '4.0GHz max. 3.8 GHz (Precision Boost) OC: 3,8+ GHz (XFR automated)']",,,,,,,,,,,,,,['3.40GHz'],,,,,,,,,['Amd Ryzen™'],,,['95w 3 year warranty'],,,,,,,,,['3 Years'],,,
883200,,['4GB (1 x 4GB)'],,['1333mhz ram'],,,,,,['vdimm lifetime'],,,,,,,,,,,,,"['XMP, XMS3 Heatsink', 'DDR3 (PC3-10600)']",,,,['1.50v'],,,,,,,['cas 9'],['warranty'],,['1333MHz'],,,,,,,,,,
884781,['8.5 ms'],['2TB'],,,,,,,,['seek time'],,,,,,,,,"['5ms', 'SATA 6Gb/s']",,,,,,,,,,,,,,,,['1 year warranty'],,,,['7200 rpm'],,,['2tb'],,,['0.6 kg'],,
884892,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['1600 mhz', 'XMP', 'DDR3 (PC3-12800)']",,,,['1.50v'],,,,,,,,,,['1600MHz'],,,,,,,,,,
886422,,,,,,,,,,,,,,,,,,,['1000 dpi'],,,,,,,,,,,,,,,,['notebook scroll wheel symmetrical'],,,,,,,,,,,,
890030,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3200mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']",,,,['1.2V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
892047,,,,['corsair'],,,,,,['Black'],,,['gpu'],,,,,,,,,,,,"['obsidian series 750d', 'Obsidian 750D']",,,,,['xl atx'],,,,,"['side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['9.77kg'],,
893327,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desktop'],,,,,,,,,,,,
904553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stack port 5 x expansion slots'],,,,,,,['24 x rj'],,,,,
911171,,,,['1 x marvell armada'],,,,,['86 ghz'],,,,,,,,,,['x 3 tb'],,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,,,,,,,,['12 tb'],,,,,
917416,,,,['sockets'],,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,['200w tdp'],,,,,
917608,,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['socket amd'],,,,,,,,,,,,,
917997,,,,,,,,,,,,,,,,,,,,,,"['2 13 ghz', '2 gb ram']",,['ddr3 sdram serial ata'],,,,,,,,['d2700 dual core 2 core'],,,,,,,,,,,,,,,
927305,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,['3 x pcie 3 0 x16 2 x pcie 3 0 x4 1 x pcie 3 0 x1 2'],,,,,,,,,,,,
930848,,,,,,,,,,['layer supported'],,,,,,,,,['2 x sfp slots 2'],,,,,,,,,,,,,,,,['desktop'],,,,,,,,,,,,
933019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['piano black'],,,,,,,,,,,,
946119,,['16GB (2 x 8GB Modules)'],,['ddr4'],,,,,,['Black/Red'],,,,,,,,,,,,,['2400mhz'],,,,,,,,,,,,['aura sync lifetime warranty'],,,,,,,,,['Lifetime'],,,
946142,,,,['usb'],,,,,,['external'],,,,,,,,,"['1 x network rj 45', 'fast ethernet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
950497,,['16GB (2 x 8GB)'],,['ddr3'],,,,,,,,,,,,,,,,,,,"['1866mhz', '5v', 'DDR3 (PC3-14900)', 'XMP']",,,,['1.35v / 1.50v'],,,,,,,,['xmp lifetime warranty'],,['1866MHz'],,,,,,,,,,
952945,,,,,,,,,,,,,,,,,,,,,,,,,['sata sas minisas hd pcie 3 0'],"['Maximum ambient: Controller Card with included CacheVault module: 55°C', '[+3.3V, +12V]']",,,,,,,,,['memory 3 year warranty'],,,,,,,,,"['3 years, free technical support, advanced replacement option']",,,
959637,,['4GB (1 x 4GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,,['1.2V'],,,,,,,,,,['2400MHz'],,,,,,,,,,
959885,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,['Semi-Modular'],,,,,,,,,,"['all japanese capacitors', 'fan 7 year warranty']",,,,,,,,,['7-Years'],['1.7KG'],,
972468,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['warranty'],,,,,['135mm Thermally Controlled Rifle Bearing Fan'],,,,['7 Years'],,,
980835,,,,['intel'],,,,,,,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['atom d2700 dual core 2 core'],,,,,,,,,,['24 tb'],,,,,
988272,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'White Led, XMP 2.0', 'DDR4 PC4-24000']",,,,['1.20v'],,,,,,,,,,['3000MHz'],,,,,,,,,,
992555,,,,['arm'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,,,,,,,,,,,,,
998411,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['DDR4 (PC4-25600)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,['ddr4 3200mhz'],,,,,
1000032,,,,['purple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['slip resistant fabric twin stripe'],,,,,,,,,,,,
1000663,,,,['3000mhz'],,,,,,['lifetime warranty'],,,,,,,,,,,,,,,,,['35v'],,,,,,,,,,,,,,,,,,,,
1003608,,,,"['uhp', '3000 hour']",,,,['economy mode'],,,,,,,,,,,,,,,,,['2000'],,,,,,,,,,['hour normal'],,,,,,,,,,,,
1007552,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['spill'],,,,,,,,,,,,
1008773,,,,['desktop'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['arm dual core 2 core'],,,,,,,,,,['4 tb'],,,,,
1011819,,,,,,,,,,,,,,,,,['tb 512 mb ram'],,,,,,,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,['16 tb'],,,,,
1016829,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['warranty'],,,,,['140mm Thermally Controlled Fluid Dynamic Bearing Fan'],,,,['7 Years'],,,
1026805,,,,['fit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030409,,,,['valve'],,,,['vrla'],,,,,,,,,,,,,,,,,['regulated lead acid'],,,,,,,,,,,,,,,,,,,,,,
1032111,,,,,,,,,,,,,,,,,,,,,,,,,['A40 Pro'],,,,,,,,,,,,,,['800 ~2200 RPM ± 10%'],,,,,,['570g'],,
1033007,,,,['iphone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044577,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['DDR4 PC4-24000', 'White Led, XMP 2.0']",,,,['1.20v'],,,,,,,,,,['3000MHz'],,,,,,,,,,
1047981,,,['Hydraulic'],,,,,,,['RGB (Red/Green/Blue Customisable)'],,,,,,,,,,,,,,,,['7V - 13.2V'],,,,,,,,,['customisable'],['26 dBA'],,,,['120mm x 120mm x 25mm'],,,,['2 Years'],,,
1048564,,,,,,,['40 mm s'],,,,,,,,,,,,,,,,['203dpi'],,,,,,,,,,,,,,,,,,,,,,,,
1049701,,,,,,,,,,,,,,,,,,,,,,,,,['gpu'],,,,,,,,,,"['and below', 'side panel water cooler support full', 'support silent no psu']",,,,,,,,,,,,
1053533,,,,['marvell'],,,,,['20 ghz'],,,,,,,,,,,,,,,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
1056032,,,,['computer s'],,,,,,,,,,,,,,,,,,,,['43 cm'],,,,,,,,,,,,,,,,,,,,,,,
1061701,,,,,,,,,,,,,,,,,,,,,,,,,,"['0-55°C', '[+3.3V, +12V]']",,,,,,,,,,,,,,,,,,"['3 years, free advanced technical support and advanced replacement option']",,,
1067305,,,,,,,,,,,,,,,,,,,,,,['4 gb ram'],,['hd graphics 5500'],,['windows 8'],,,,,,,,,,,,,,,,['500 gb'],,,,,
1067951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['24 x rj 45 2 x expansion slots 10 100 1000base t 1000base x desktop rack mountable'],,,,,
1068934,,,,,,,,,['40 ghz'],,,,,,,,,,['2560 x 1440'],,,['8 gb ram'],,,,,,,,,,['i7 5500u'],,,,,,,,,,['128 gb'],,,,,
1081649,,,,['intel'],,,,,,,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['atom d2700 dual core 2 core'],,,,,,,,,,['12 tb'],,,,,
1090304,,,,['atx'],,,,,,,,,,,,,,,,,,,,['ddr4 4 x pcie 3 0 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
1093996,,,,,,,,,,['Black'],,,,,,,,,,,,,,,"['gpu', 'Carbide 330R']",,,,,,,,,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['7.21kg'],,
1102138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['rack mountable'],,,,,,,['8 x expansion slots'],,,,,
1107162,,,,,,,,,,['rack mo'],,,,,,,,,['4 x expansion slots 10'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109678,,,,['raid supported'],,,,,,,,,,,,,,,,,['external'],,,,,,,,,,,,,,,,,,,,,,,,,,
1110373,,,,,,,['DIMM'],,,,,,,,,['PC4-24000 (3000MHz)'],,,,,,,"['Vengeance RGB', '16GB (2x8GB)', 'DDR4']",,,,['1.35V'],['288'],,,,,,,,,['3000MHz'],,,,,,,['Limited Lifetime'],,,
1110834,,['128GB'],,,,,,,,,,,,,,,,,,,,,,,['u3'],['-25℃ to 85℃'],['2.7V-3.6V'],,,,,,,,['lifetime warranty'],,,,,,,['128gb'],,['Lifetime'],['2g'],,
1126034,,['Unlimited'],,['Icy Box'],,,,,,,,,,['Up to 5 Gbit/s'],,,,,,,"['Plastic, Aluminium']",,,,['IB-AC6034-U3'],,,,,,,,,,,,,,,,,,,,,,
1129675,,,,,,,,,,['lightning 3'],,,,,,['50'],,,['60320 c19'],,,,,['sealed lead acid'],,,,,,,,,,,['minute 230'],,,['60320 c13 spike 4 x iec'],,,,,,,,,
1130529,,,,,,,,,,,,,,['year warranty'],,,,,,,,,,,,['0C - 50C'],,,,,,,,,['platinum fully modular corsair link'],,,,,['140mm Thermally Controlled Dual Ball-Bearing Fan'],,,,['10 Years'],,,
1138224,,,,['marvell'],,,,,['3701 20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['4 tb'],,,,,
1140350,,,,['leather'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142492,,,,,,,['DIMM'],,,,,,,,,['PC4-25600 (3200MHz)'],,,,,,,"['DDR4', '32GB Kit (2 x 16GB)', 'Vengeance RGB']",,,,"['1.2V', '1.35V']",['288'],,,,,,,,,"['3200MHz', '2133MHz']",,,,,['ddr4 3200mhz'],,['Limited Lifetime'],,,
1144472,,,,,,,,,,['warranty'],,,,,,,,,,,,,,,,,,,,,,,,,"['quad core technology', 'amd coolcore technology', 'amd cool quiet v3']",,,,,,,,,,,,
1149201,,,,"['2u', 'Chenbro']",,,,,,,,,,,,,,,,,"['SGCC, ABS-HB']",,,,,,,,,,,,,,['open bay'],,,,,,,,,,,,
1151344,,['64GB (4 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'DDR4 (PC4-24000)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
1151843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mouse video'],,,,,,,['4 x hd'],,,,,
1153008,,,,,,,,,,,,,,,,,,,,,,,,,,"['[+3.3V, +12V]', '0-55°C']",,,,,,,,,,,,,,,,,,"['3 years, free advanced technical support and advanced replacement option']",,,
1157657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tx 10 100 1000base t 1000base x desktop rack'],,,,['16 x poe 2 x rj 45 2 x expansion'],,,,,
1169331,,,,,,,,,,,,,,,,,,,,,,['100 2yr'],,,,,,,,,,,,['time 20 000'],['aspect 1920x1080'],,,,,,,['16 9'],,,,,
1177398,,['8GB (2 x 4GB)'],,,,,,,,,,,,,,,,,,,,,"['DDR3 (PC3-12800)', 'XMP, XMS3 Heatsink']",,,,['1.50-1.65v'],,,,,,,['cas 9'],,,['1600MHz'],,,,,['1600mhz ram'],,,,,
1180497,,,,,,,,,['3701 20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram gigabit ethernet'],,,,,,,,,,,['marvell armada'],,,,,,,['3 tb'],,,,,
1181799,,,,,,,,,['40 ghz'],,,,,,,,,,,,,,,['ieee 802'],,,,,,,,,,,,,,,,,,,,,,,
1182176,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['1866mhz', '5v', 'XMP', 'DDR3 (PC3-14900)']",,,,['1.50v'],,,,,,,,['xmp lifetime warranty'],,['1866MHz'],,,,,,,,,,
1183531,,['16GB (4 x 4GB)'],,,,,,,,['lifetime warranty'],,,,,,,,,,,,,"['DDR4 (PC4-21300)', 'Intel XMP 2.0 Memory Profile Dominator Platinum Heatsink Corsair Link Enabled']",['speed'],,,['1.2v'],,,,,,,,,,['2666 MHz'],,,,,['2666mhz ram'],,,,,
1186395,,,,['atx'],,,,,,['White / Red'],,,['gpu'],,,,,,,,,,,,['Carbide SPEC-ALPHA'],,,,,,,,,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['5.7kg'],,
1187811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mx silent gaming'],,,,,,,,,,,,
1190393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['dc lead acid'],,,,,,,,,,,,
1201084,,,,,,,['DIMM'],,,,,,,,,['PC4-28800 (3600MHz)'],,,,,,,"['Vengeance RGB', '64GB Kit (8 x 8GB)', 'DDR4']",,,,['1.35V'],['288'],,,,,,,,,['3600MHz'],,,,,,,['Limited Lifetime'],,,
1208158,,,,['atx'],,,,,,,,,,,,,,,,,,"['512 gb', '2 13 ghz']",['maximum ram'],['ddr4 sdram'],,,,,,,,,,,,,,,,,,,,,,,
1210176,,,,['ipad'],,,,,,['blue fabric'],,,,,,,,,['mini 2 ipad mini 3 tablet ipad mini 4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216576,,['32GB (4 x 8GB)'],,,,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3466mhz', 'DDR4 (PC4-27700)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,,['1.35V'],,,,,,,,,,['3466MHz'],,,,,,,,,,
1225865,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,,
1228607,,,,,,,,,,,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['intel atom d2700 dual core 2 core'],,,,,,,,,,['24 tb'],,,,,
1229971,,,,['marvell'],,,,,['3701 20'],,,,,,,,,,,,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['12 tb'],,,,,
1231592,,,,['b'],,,,,,,,,,,,,,,,,,,,['ddr3 2 x usb3'],,,,,,,,['i5 i3 4th gen micro atx'],,,['stock manufacturer repaired'],,,,,,,,,,,,
1241764,,,,,,,,,,,,,,,,,,,,,,,['166mm'],,,,,,,,,,,,,,,,,,,,,,,,
1242610,,,,['intel'],,,,,,,,,,,,,,,['usb 2 0 por'],,,['2 gb ram'],,['ddr3 sdram raid supported 0'],,,,,,,,['atom d2700 dual core 2 core'],,,['usb port s'],,,,,,,['16 tb'],,,,,
1245099,,,,,,,,,,,,,,,,,,,['usb 3 0 port s'],,,,,,,,,,,,,,,,['usb port s'],,,,,,,,,,,,
1259273,,,,['marvell'],,,,,,,,,,,,,,,,,,['256 mb ram'],['370800 mhz'],['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
1260468,,,,['arm'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,,,,,,,,,,,,,
1265077,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,,
1275737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd radeon vega base graphics cards'],,,,,,,,,,,,,,,
1283123,,,,['atx'],,,,,,,,,,,,,,,,,,,,['ddr4 3 x pcie 3 0 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
1289747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desktop'],,,,,,,,,,,,
1295646,,,,['read'],,,['530mb sec write'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['510mb sec 92k']
1298458,,,,['marvell armada'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,,,,,,,,,,,,,
1301114,,['32GB (4 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
1302629,,,,,,,,,,['mac'],,,,,,,,,['usb 2 0 port s'],,,,,,,,,,,,,,,,['usb port s'],,,,,,,,,,,,
1303108,,,,['mediatek'],,,,,['10 ghz'],,,,,,,,,,,,,['4 gb lpddr3'],,,,,,,,,,['quad core'],,,,,,,,,,['64 gb'],,,,,
1305827,,,,,,,,,,,,,,,,,,,,,,,['2400 mhz'],"['ddr4 sdram', 'ddr4 2400 pc4 19200 1 20 v']",,,,,,,,,,,,,,,,,,,,,,,
1315029,,,,['type'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb'],,,,,,,,,,,,
1319752,,['4GB (1 x 4GB)'],,,,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR4 (PC4-17000)'],,,,['1.2v'],,,,,,,,,,['2133MHz'],,,,,,,,,,
1322141,,,,,,,,,,,,,,,,,,,,,,,,,['sata sas minisas hd pcie 3 0 3'],"['0-55°C', '[+3.3V, +12V]']",,,,,,,,,['warranty'],,,,,,,['16 port'],,"['3 years, free advanced technical support and advanced replacement option']",,,
1324559,,,,['stack'],,,,['slots'],,,,,,,,,,,,,['rack mountable'],,,,,,,,,,,,,,,,,,,,,,,,,,
1324644,,,,['ddr4'],,,,,,,,,,,,,,,,,,,['2400mhz'],['cl17'],,,,,,,,,,,['warranty'],,,,,,,,,,,,
1326292,,,['Sleeve'],,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,['AK-FN091-BL (Blue)'],,['blue led 1200rpm'],['23.2 dB(A)'],,,['1200 RPM'],,,,,,,,
1327814,,,,['ipad'],,,,,,,,,,,,,,,['mini 2 ipad mini 3 tablet ipad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332112,,,,['usb'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346410,,['16GB'],,,,,,,,['lifetime warranty'],,,,,,,,,,,,,['2400mhz'],,,"['1.2V', '0°C to +85°C']",,,,,,,,,,,,,,,,,,['Limited Lifetime Warranty'],,,
1347889,,,,['ryzen a'],,,,,,,,,,,,,,,['series athlon 7th gen atx'],,,,,['ddr4 3 x usb 3'],,,,,,,,,,,['sli crossfirex'],,,,,,,,,,,,
1360395,,,,,,,,,,['Black'],,,,,,,,,,,,,,,['Carbide 600Q'],,,,,,,,,,"['gpu', 'support silent no psu']",,,,,,,,,['2 Years'],['10kg'],,
1361249,,,,['intel'],,,,,['40 ghz'],,,,,,,,,,,,,['8 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
1364898,,,,,,,,,['2 20'],,,,,,,,,,,,,['8 gb'],,['ddr3l sdram ram'],,,,,,,,['i5 5200u dual core 2 core'],,,,,,,,,,['128 gb'],,,,,['16 9']
1366599,,,,['sockets supported'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381437,,,,['pci'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385016,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120 v dc'],,,,,
1391917,,,,['atx'],,,,,,,,,,,,,,['370mm'],,,,,,,,,"['225mm', '170mm']",,,,,,,,['and below'],,,,,,,,,,,,
1392510,,,,['hdmi'],,,,,,,,,,,,,,['dp mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400150,,,,,,,,,,,,,,,,,['thermally controlled 140'],,,,['year warranty'],,,,['Non-Modular'],,,,,,,,,,,,,,,,,,,['5-Years'],['2.13KG'],,
1403793,,,,['size'],,,['120mm'],,['2350 RPM'],"['Red, White Or Blue']",,,,['2350 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['35 dBA'],,,,,,,,[],,,
1409424,,,,['intel'],,,,,['60 ghz'],,,,,,,,,,,,,['2 gb lpddr3'],,['hd graphics 400 lpddr3'],,,,,,,,,,,,,,,,,,['32 gb'],,,,,
1428338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['52 x rj 45 4 x expansion slots 10 100 1000base t'],,,,,
1428819,,,,['intel'],,,,,['86 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,,,,,,,,,,,,,,,,,,,
1432408,,,,,,,,,,,,,,,,,,,,,,"['32gb 4', '8gb rgb']",['3333mhz'],,,,,,,,,,,,,,,,,,,,,,,,
1437111,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['spill'],,,,,,,,,,,,
1440575,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,,
1446339,,['4GB (1 x 4GB)'],,,,,,,,,,,,['2v lifetime'],,,,,,,,,"['2400mhz', 'DDR4 (PC4-19200)']",['cl17'],,,['1.2v'],,,,,,,,['warranty'],,['2400MHz'],,,,,,,,,,
1451526,,,,['2serial'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459066,,,,,,,,,"['1275 quad core', '40 ghz']",,,,,,,,,,,,,['8 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['intel xeon'],,,,,,,,,,['72 tb'],,,,,
1487088,,,,,,,,,,,,,,,,,,,,,,,,,,"['[+3.3V, +12V]', '0-55°C']",,,,,,,,,,,,,,,,,,"['3 years, free advanced technical support and advanced replacement option']",,,
1490340,,,,,,,,,,,,,,,,,,,,,,"['2 13 ghz', '2 gb ram']",,['ddr3 sdram serial ata'],,,,,,,,['d2700 dual core 2 core'],,,,,,,,,,['24 tb'],,,,,
1507523,,,,"['b', 'b']",,,,,,,,,,,,,,,,,,,,"['ddr4 4 x usb3', 'ddr4 4 x usb3']",,,,,,,,"['i5 i3 6th gen mini itx', 'i5 i3 6th gen mini itx']",,,"['stock manufacturer repaired', 'stock manufacturer repaired']",,,,,,,,,,,,
1516111,,,,,,['315 mm'],,,,,,,,,,,,"['120mm', '78 9cfm']",,,,,,,['Kuhler H600 Pro'],,,,,,,,,,['radiator mount'],,,,['600-2400 RPM ± 10%'],,,['120mm'],,,,,
1517935,,,,['box'],,,,['unusued'],['4.3GHz'],,,,,,,,['AMD Radeon R7 Series Graphics'],,,,,,['4.1GHz'],['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,"['amd radeontm r7 series graphics quad core technology', 'A10-7890k']",,,['processor warranty'],,,,,,,,,,,,
1524730,,,,['plexi'],,,,,,,['g1'],,,,,,,,,,,,,,,,,,,,,,,,['nickel deisgn full cover'],,,,,,,,,,,,
1532468,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 6 x usb3'],,,,,,,,['i5 i3 6th gen atx'],,,,,,,,,,,,,,,
1532493,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 40C'],,,,,,,,,['warranty'],,,,,['92mm Thermally Controlled Fan'],,,,['7 Years'],,,
1538583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tx 1000base t'],,,,,,,['28 x rj 45 4 x expansion slots'],,,,,
1550189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desktop lifetime limited warranty'],,,,,,,,,,,,
1554998,,,,"['eps', 'Corsair']",,,,,,,,,,,,,,,,,,,,,['AX760'],,,,,,,,,,,,,,,,,,['Active'],['7 Year'],,,
1557440,,,,,,,,,,,,,,,,,,,['usb 2 x dvi d video 1u rack'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
