half_id,half_isbn,half_title,half_author,half_binding,half_pubdate,half_pages,half_publisher
half_255,9780440975342,Rumble Fish,S. E. Hinton,,"Oct. 1st, 1989",135,Laurel Leaf Library
half_256,9780689829833,The Dark Is Rising,Susan Cooper,Paperback,"Oct. 1st, 1999",232,Aladdin Paperbacks
half_257,9781558744639,Chicken Soup for the Teenage Soul,Jack Canfield,,"May. 14th, 1997",352,Chicken Soup for the Soul
half_258,9780887762413,A Child in Prison Camp,Shizuye Takashima,,"Dec. 14th, 1992",104,Tundra Books (NY)
half_259,9780385735308,The Sorceress,Michael Scott,Paperback,"Apr. 27th, 2010",502,Delacorte Press Books for Young Readers
half_260,9788478886548,Harry Potter y la Piedra Filosofal = Harry Potter and the Sorcerer's Stone,J. K. Rowling,Paperback,"Mar. 6th, 2001",502,Lectorum Publications
half_261,9780439272001,Witness,Karen Hesse,,"Feb. 1st, 2003",176,Scholastic Paperbacks
half_262,9780439636537,Private Peaceful,Michael Morpurgo,,"May. 1st, 2006",202,Scholastic
half_263,9780440238515,Ashes of Roses,Mary Jane Auch,,"Feb. 10th, 2004",256,Laurel Leaf Library
half_264,9780545081771,Storm Runners,Roland Smith,Paperback,"Feb. 1st, 2012",143,Scholastic Paperbacks
half_265,9780316027656,Eclipse,Stephenie Meyer,Paperback,"Aug. 4th, 2009",629,"Little, Brown Young Readers"
half_266,9780385735346,The Warlock,Michael Scott,Paperback,"Apr. 24th, 2012",385,Ember
half_267,9780140383096,The Odyssey,Homer,Paperback,"Dec. 1st, 1997",112,Puffin Books
half_268,9780440415800,Summer of the Monkeys,Wilson Rawls,,"Dec. 29th, 1998",288,Yearling Books
half_269,9780064461818,Harriet Tubman,Ann Petry,,"Dec. 15th, 1995",256,Amistad Press
half_270,9780064402019,The Great Gilly Hopkins,Katherine Paterson,,"Jun. 17th, 1987",148,HarperTrophy
half_271,9781442472068,The Mortal Instruments,Cassandra Clare,,"Oct. 2nd, 2012",2032,Margaret K. McElderry Books
half_272,9780312535636,Home of the Brave,Katherine Applegate,,"Dec. 23rd, 2008",267,Square Fish
half_273,9780553571332,The Giver,Lois Lowry,,"May. 11th, 1999",192,Starfire
half_274,9780758281463,Crimson Frost,Jennifer Estep,,"Dec. 24th, 2012",384,K-Teen
half_275,9780763644840,It's Perfectly Normal,Robie H. Harris,Paperback,"Sep. 8th, 2009",96,Candlewick Press (MA)
half_276,9780689842337,The Battle of Jericho,Sharon M. Draper,,"Dec. 28th, 2004",352,Simon Pulse
half_277,9780156013987,Le Petit Prince,Antoine de Saint-Exupery,,"Sep. 4th, 2001",96,Mariner Books
half_278,9780142412145,Let It Snow,John Green,,"Oct. 2nd, 2008",352,Speak
half_279,9780763645762,The Knife of Never Letting Go,Patrick Ness,,"Jul. 14th, 2009",479,Candlewick Press (MA)
half_280,9780385735322,The Necromancer,Michael Scott,Paperback,"Apr. 26th, 2011",403,Ember
half_281,9780765342409,Ender's Shadow,Orson Scott Card,,"May. 19th, 2002",480,Starscape Books
half_282,9780440492764,The War with Grandpa,Robert Kimmel Smith,,"Sep. 1st, 1984",140,Yearling Books
half_283,9781416971214,Extras,Scott Westerfeld,,"Apr. 30th, 2009",417,Simon Pulse
half_284,9780786817078,Artemis Fowl,Eoin Colfer,,"Jun. 30th, 2002",304,Hyperion Books for Children
half_285,9780375840401,Eldest,Christopher Paolini,Paperback,"Mar. 13th, 2007",704,Alfred A. Knopf Books for Young Readers
half_286,9780142411995,Fire from the Rock,Sharon M. Draper,,"Sep. 18th, 2008",231,Speak
half_287,9780440942504,Johnny Tremain,Esther Forbes,,"Nov. 3rd, 1987",272,Laurel Leaf Library
half_288,9780064405881,Bull Run,Paul Fleischman,,"Mar. 31st, 1995",128,HarperTrophy
half_289,9780439706391,The Great Cow Race,Jeff Smith,,"Aug. 1st, 2005",132,Graphix
half_290,9780877796381,Merriam-Webster's Student Atlas,Inc. Merriam-Webster,,"Apr. 1st, 2006",132,Merriam-Webster
half_291,9781423141914,It's Kind of a Funny Story,Ned Vizzini,,"Aug. 31st, 2010",444,Hyperion Books
half_292,9780439203074,The Great Fire,Jim Murphy,,"Oct. 1st, 2006",144,Scholastic Paperbacks
half_293,9780753469248,Basher History,Simon Basher,,"Jan. 8th, 2013",112,Kingfisher
half_294,9780805062991,The Number Devil,Hans Magnus Enzensberger,,"May. 1st, 2000",262,Metropolitan Books
half_295,9781596951273,Webster's Dictionary for Students [With Webster's Thesaurus for Students 3/E],Inc. Merriam-Webster,,"Jun. 1st, 2011",262,Federal Street Press
half_296,9780440238577,Crash,Jerry Spinelli,,"May. 11th, 2004",162,Laurel Leaf Library
half_297,9780802727947,How They Croaked,Georgia Bragg,,"Jul. 3rd, 2012",192,Walker Childrens
half_298,9780142415917,Fire,Kristin Cashore,Paperback,"Jan. 25th, 2011",461,Speak
half_299,9781416954231,Sent,Margaret Peterson Haddix,,"Aug. 3rd, 2010",313,Simon & Schuster Books for Young Readers
half_300,9780983576709,The Mad Art of Caricature!,Tom Richmond,,"Nov. 1st, 2011",170,Deadline Demon Publishing
half_301,9780385732604,Code Orange,Caroline B. Cooney,,"May. 8th, 2007",200,Laurel Leaf Library
half_302,9781442413344,Where Things Come Back,John Corey Whaley,,"Jul. 24th, 2012",228,Atheneum Books for Young Readers
half_303,9780142406120,Point Blank,Anthony Horowitz,Paperback,"Feb. 16th, 2006",274,Puffin Books
half_304,9780141321011,King Arthur and His Knights of the Round Table,Roger Lancelyn Green,Paperback,"Apr. 1st, 2008",384,Puffin Books
half_305,9780440407539,The River,Gary Paulsen,,"Jan. 1st, 1993",144,Yearling Books
half_306,9780440416791,Harriet the Spy,Louise Fitzhugh,,"May. 8th, 2001",320,Yearling Books
half_307,9780195304435,The United States Constitution,Founding Fathers,,"Sep. 17th, 2005",89,Oxford University Press
half_308,9780064470391,The Contender,Robert Lipsyte,,"Apr. 1st, 1987",240,HarperTrophy
half_309,9781423117100,The Lightning Thief,Rick Riordan,Paperback,"Oct. 12th, 2010",128,Hyperion Books
half_310,9780590458986,The Glory Field,Walter Dean Myers,,"Jan. 31st, 1996",375,Scholastic
half_311,9780618342488,Breaking Through,Francisco Jimenez,,"Oct. 1st, 2002",208,Houghton Mifflin Harcourt (HMH)
half_312,9781426304460,National Geographic Student Atlas of the World,National Geographic,,"Jun. 9th, 2009",143,National Geographic Society
half_313,9781416961451,Forge,Laurie Halse Anderson,,"Apr. 24th, 2012",297,Atheneum Books for Young Readers
half_314,9780316002578,Every Soul a Star,Wendy Mass,,"Sep. 1st, 2009",322,"Little, Brown Young Readers"
half_315,9780688131159,So Far from the Bamboo Grove,Yoko Kawashima Watkins,,"May. 24th, 1994",192,HarperTempest
half_316,9780061555268,Warriors: Omen of the Stars #5,Erin Hunter,,"Dec. 26th, 2012",384,HarperCollins
half_317,9780590465885,Daniel's Story,Carol Matas,,"Apr. 1st, 1993",136,Scholastic
half_318,9781592404599,Letters to a Young Sister,Hill Harper,,"May. 5th, 2009",278,Gotham Books
half_319,9781442468122,Michael Vey,Richard Paul Evans,,"Jul. 10th, 2012",326,Simon Pulse/Mercury Ink
half_320,9788427202139,En Llamas = Catching Fire,Suzanne Collins,,"Mar. 1st, 2012",407,Molino
half_321,9781590780114,Wham! It's a Poetry Jam,Sara Holbrook,,"Apr. 1st, 2002",64,Boyds Mills Press
half_322,9780786849079,Peter and the Starcatchers,Dave Barry,Paperback,"Apr. 25th, 2006",451,Disney Editions
half_323,9780060887353,Flawless,Sara Shepard,,"Feb. 19th, 2008",330,Harper Teen
half_324,9780802798220,Perfect Chemistry,Simone Elkeles,,"Dec. 23rd, 2008",360,Walker & Company
half_325,9780312551377,Enclave,Ann Aguirre,,"Aug. 7th, 2012",288,Square Fish
half_326,9780373210749,The Iron Legends,Julie Kagawa,,"Aug. 28th, 2012",304,Harlequin Teen
half_327,9780375861475,Milkweed,Jerry Spinelli,,"Mar. 23rd, 2010",208,Alfred A. Knopf Books for Young Readers
half_328,9780439254151,"Scholastic Dictionary of Synonyms, Antonyms, Homonyms",Inc. Scholastic,,"Apr. 1st, 2001",224,Scholastic Reference
half_329,9780062081025,Twisted,Sara Shepard,,"Jun. 5th, 2012",305,Harper Teen
half_330,9780545477116,The True Confessions of Charlotte Doyle,Avi,,"Sep. 1st, 2012",240,Scholastic Paperbacks
half_331,9780142411841,Twisted,Laurie Halse Anderson,,"May. 15th, 2008",250,Speak
half_332,9781580081412,What Color Is Your Parachute? for Teens,Carol Christen,,"Apr. 6th, 2010",178,Ten Speed Press
half_333,9780762445240,Seventeen Ultimate Guide to Beauty,Ann Shoket,,"Jul. 10th, 2012",192,Running Press Book s
half_334,9780142419403,Anna and the French Kiss,Stephanie Perkins,,"Aug. 4th, 2011",400,Speak
half_335,9780679885504,Crash,Jerry Spinelli,,"Mar. 18th, 1997",176,Yearling Books
half_336,9780375822339,Stargirl,Jerry Spinelli,,"May. 14th, 2002",186,Alfred A. Knopf
half_337,9780312551513,Ruby Red,Kerstin Gier,,"May. 22nd, 2012",324,Square Fish
half_338,9780142414736,Speak,Laurie Halse Anderson,,"Mar. 19th, 2009",197,Speak
half_339,9781442419797,Specials,Scott Westerfeld,,"May. 3rd, 2011",350,Simon Pulse
half_340,9780142501849,Journey to the River Sea,Eva Ibbotson,,"Oct. 13th, 2003",298,Puffin Books
half_341,9780545259095,Forever,Maggie Stiefvater,,"May. 1st, 2012",390,Scholastic Paperbacks
half_342,9780425182789,Across Five Aprils,Irene Hunt,,"Jan. 8th, 2002",224,Berkley
half_343,9780316002905,Max,James Patterson,,"Sep. 15th, 2009",309,"Little, Brown Young Readers"
half_344,9781582349213,Face,Benjamin Zephaniah,,"Oct. 5th, 2004",208,Bloomsbury U.S.A. Children's Books
half_345,9781423121367,The Demon King,Cinda Williams Chima,,"Aug. 31st, 2010",506,Hyperion Books
half_346,9780060887384,Perfect,Sara Shepard,,"May. 27th, 2008",336,Harper Teen
half_347,9781416989813,Torn,Margaret Peterson Haddix,,"Jun. 26th, 2012",345,Simon & Schuster Books for Young Readers
half_348,9780142420171,Close to Famous,Joan Bauer,,"Jan. 5th, 2012",272,Puffin Books
half_349,9780062017710,The Vampire Diaries: The Hunters,L. J. Smith,,"Dec. 1st, 2012",416,Harper Teen
half_350,9780316041454,Hate List,Jennifer Brown,,"Oct. 5th, 2010",408,"Little, Brown Books for Young Readers"
half_351,9781416991793,Pathfinder,Orson Scott Card,Paperback,"Oct. 4th, 2011",672,Simon Pulse
half_352,9780060093365,Vampire Kisses,Ellen Schreiber,Paperback,,253,Katherine Tegen Books
half_353,9780152062651,Buried Onions,Gary Soto,,"Dec. 1st, 2006",149,Harcourt Paperbacks
half_354,9780140345353,The Devil's Arithmetic,Jane Yolen,,"Oct. 1st, 1990",170,Puffin Books
half_355,9780440239383,Mexican Whiteboy,Matt de La Pena,,"Jan. 12th, 2010",249,Delacorte Press
half_356,9780689842092,Romiette and Julio,Sharon M. Draper,,"May. 1st, 2001",336,Simon Pulse
half_357,9780446617796,The Angel Experiment,James Patterson,,"May. 1st, 2006",440,Vision
half_358,9780439087599,The Last Book in the Universe,Rodman Philbrick,,"Mar. 1st, 2002",223,Scholastic Signature
half_359,9781416903574,Impulse,Ellen Hopkins,,"May. 20th, 2008",666,Simon Pulse
half_360,9780982621431,The Monster in the Hollows,Andrew Peterson,,"May. 10th, 2011",348,Rabbit Room Press
half_361,9780689832369,Parallel Journeys,Eleanor H. Ayer,,"Mar. 1st, 2000",244,Aladdin Paperbacks
half_362,9780440944591,The Chocolate War,Robert Cormier,,"Aug. 1st, 1986",272,Laurel Leaf Library
half_363,9781416954255,Sabotaged,Margaret Peterson Haddix,,"Aug. 23rd, 2011",377,Simon & Schuster Children's Publishing
half_364,9780064400589,Julie of the Wolves,Jean Craighead George,,"Jun. 6th, 1997",170,HarperTrophy
half_365,9780380731480,Sideways Stories from Wayside School,Louis Sachar,Paperback,"Jun. 1st, 1998",128,HarperTrophy
half_366,9780142418529,Incarceron,Catherine Fisher,,"Feb. 8th, 2011",442,Firebird
half_367,9780373210084,The Iron King,Julie Kagawa,,"Feb. 1st, 2010",363,Harlequin
half_368,9780060094898,Staying Fat for Sarah Byrnes,Chris Crutcher,,"Mar. 18th, 2003",304,Greenwillow Books
half_369,9781606416815,Slathbog's Gold,Mark Forman,,"Feb. 1st, 2011",406,Shadow Mountain
half_370,9781416971399,The Slave Dancer,Paula Fox,,"Sep. 1st, 2008",177,Aladdin Paperbacks
half_371,9780553494822,The Wanderings of Odysseus,Rosemary Sutcliff,,"Dec. 13th, 2005",134,Laurel Leaf Library
half_372,9780060510329,La Ciudad de las Bestias = The City of the Beasts,Isabel Allende,,"Sep. 16th, 2003",401,Rayo
half_373,9781584857112,A Smart Girl's Guide to Friendship Troubles,Patti Kelley Criswell,Paperback,"Jul. 1st, 2003",87,American Girl Publishing Inc
half_374,9780142415573,Wintergirls,Laurie Halse Anderson,,"Feb. 23rd, 2010",278,Speak
half_375,9780440226727,Swallowing Stones,Joyce McDonald,,"Jul. 13th, 1999",256,Laurel Leaf Library
half_376,9780439706384,Eyes of the Storm,Jeff Smith,,"Feb. 1st, 2006",174,Graphix
half_377,9780517880944,Children of the Dust Bowl,Jerry Stanley,,"Jan. 1st, 1997",85,Crown s
half_378,9781592402496,Letters to a Young Brother,Hill Harper,,"May. 1st, 2007",176,Gotham Books
half_379,9780142415566,Along for the Ride,Sarah Dessen,,"Apr. 5th, 2011",399,Speak
half_380,9780316075657,New Moon,Stephenie Meyer,Paperback,"Nov. 1st, 2009",563,"Little, Brown Books for Young Readers"
half_381,9780440407126,Guts,Gary Paulsen,,"Nov. 12th, 2002",160,Laurel Leaf Library
half_382,9780142412213,Looking for Alaska,John Green,,"Aug. 14th, 2008",221,Speak
half_383,9781423124542,The Arctic Incident,Eoin Colfer,,"Jun. 1st, 2009",277,Hyperion Books
half_384,9780316058254,A Mango-Shaped Space,Wendy Mass,,"Oct. 1st, 2005",221,"Little, Brown Books for Young Readers"
half_385,9781423105459,Disney After Dark,Ridley Pearson,Paperback,,324,Disney Editions
half_386,9780547773742,A Wizard of Earthsea,Ursula K. Le Guin,,"Sep. 11th, 2012",320,Graphia Books
half_387,9780061227288,Bridge to Terabithia,Katherine Paterson,,"Dec. 26th, 2006",163,HarperEntertainment
half_388,9780060525637,Warriors #4,Erin Hunter,,"Feb. 15th, 2005",336,HarperCollins
half_389,9780060525613,Forest of Secrets,Erin Hunter,,"Oct. 5th, 2004",312,Avon Books
half_390,9780888995193,Parvana's Journey,Deborah Ellis,,"Sep. 1st, 2003",199,Groundwood Books
half_391,9781423100041,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,,"Mar. 20th, 2007",284,Hyperion Books for Children
half_392,9780142406144,Skeleton Key,Anthony Horowitz,Paperback,"Feb. 16th, 2006",327,Puffin Books
half_393,9780440413240,The Incredible Journey,Sheila Burnford,,"Jan. 22nd, 1997",148,Yearling Books
half_394,9781596950955,Webster's Dictionary for Students,Inc. Merriam-Webster,,"May. 31st, 2010",533,Federal Street Press
half_395,9781250014450,Steve Jobs,Karen Blumenthal,,"Feb. 14th, 2012",320,Feiwel & Friends
half_396,9780590579643,Max the Mighty,Rodman Philbrick,,"Oct. 1st, 1998",176,Scholastic Paperbacks
half_397,9781442402362,Dust & Decay,Jonathan Maberry,,"Sep. 11th, 2012",544,Simon & Schuster Books for Young Readers
half_398,9780312380045,Everything on a Waffle,Polly Horvath,,"Apr. 15th, 2008",154,Square Fish
half_399,9781572248830,Don't Let Your Emotions Run Your Life for Teens,Sheri Van Dijk,,"Mar. 1st, 2011",160,Instant Help Books
half_400,9780440413790,Brian's Return,Gary Paulsen,,"May. 8th, 2001",128,Laurel Leaf Library
half_401,9780547248929,The Quest for the Tree Kangaroo,Sy Montgomery,Paperback,"Oct. 1st, 2009",80,Houghton Mifflin Harcourt (HMH)
half_402,9780060887414,Unbelievable,Sara Shepard,,"Dec. 1st, 2008",335,Harper Teen
half_403,9781423103868,Money Hungry,Sharon G. Flake,,"Aug. 1st, 2007",188,Jump at the Sun
half_404,9780152164508,The Coffin Quilt,Ann Rinaldi,Paperback,"Apr. 1st, 2001",240,Gulliver Books
half_405,9780380714759,The True Confessions of Charlotte Doyle,Avi,,"Apr. 1st, 1992",278,HarperTrophy
half_406,9780316176217,Monster High,Lisi Harrison,Paperback,"Sep. 5th, 2011",257,Poppy Books
half_407,9780439709101,Inkheart,Cornelia Funke,,"Jun. 1st, 2005",548,Scholastic Paperbacks
half_408,9780060764982,The Diary of Ma Yan,Ma Yan,,"Jun. 23rd, 2009",166,Collins
half_409,9781400077885,The Light in the Forest,Conrad Richter,,"Oct. 1st, 2004",179,Vintage Books USA
half_410,9780618226160,Cajas de Carton,Francisco Jimenez,,"Sep. 30th, 2002",208,Houghton Mifflin Harcourt (HMH)
half_411,9783551354013,Harry Potter Und der Stein der Weisen,J. K. Rowling,Paperback,"Jul. 1st, 2005",334,Carlsen Verlag GmbH
half_412,9780142405734,Red Kayak,Priscilla Cummings,,"Apr. 6th, 2006",209,Puffin Books
half_413,9780425193792,Tales of a Fourth Grade Nothing,Judy Blume,,"Jan. 6th, 2004",144,Berkley
half_414,9780061449116,Lies,Michael Grant,,"Apr. 5th, 2011",447,Katherine Tegen Books
half_415,9780375854897,The Red Umbrella,Christina Diaz Gonzalez,,"Dec. 13th, 2011",284,Yearling Books
half_416,9780385752169,Trash,Andy Mulligan,,"Oct. 11th, 2011",232,Ember
half_417,9781416914075,"M.C. Higgins, the Great",Virginia Hamilton,,"Apr. 1st, 2006",271,Aladdin Paperbacks
half_418,9780892551910,America Street,Anne Mazer,,"Jan. 17th, 1993",152,Persea Books
half_419,9780440238362,Acceleration,Graham McNamee,,"May. 10th, 2005",240,Laurel Leaf Library
half_420,9781423170884,Oz Junior Novel,,,"Jan. 22nd, 2013",144,Disney Press
half_421,9781250007117,Uses for Boys,Erica Lorraine Scheidt,,"Jan. 22nd, 2013",240,St. Martin's Griffin
half_422,9781585363254,Independence Hall,Roland Smith,Paperback,"Aug. 27th, 2008",302,Sleeping Bear Press
half_423,9780141305950,The Shakespeare Stealer,Gary L. Blackwood,,"Jul. 1st, 2000",216,Puffin Books
half_424,9780142501924,"Mississippi Trial, 1955",Chris Crowe,,"Nov. 24th, 2003",240,Speak
half_425,9781454902492,Tiger's Curse,Colleen Houck,,"May. 1st, 2012",402,Splinter
half_426,9780439865463,The Bully,Paul Langan,,"Jun. 1st, 2007",190,Scholastic Paperbacks
half_427,9780689856723,The White Mountains,John Christopher,Paperback,"Apr. 1st, 2003",195,Simon Pulse
half_428,9788427202146,Sinsajo = Mockingjay,Suzanne Collins,,"Mar. 1st, 2012",422,Molino
half_429,9781423120377,Artemis Fowl 5-Book Boxed Set,Eoin Colfer,,"Oct. 31st, 2008",1664,Hyperion Books
half_430,9780440229049,When Zachary Beaver Came to Town,Kimberly Willis Holt,,"Apr. 10th, 2001",240,Yearling Books
half_431,9781451674477,On Fire,Nancy Holder,,"Jul. 17th, 2012",245,MTV Books
half_432,9780439269988,The Dreamer,Pam Munoz Ryan,,"Mar. 1st, 2012",373,Scholastic Paperbacks
half_433,9780060090098,Ghost of Spirit Bear,Ben Mikaelsen,,"Mar. 30th, 2010",154,HarperCollins
half_434,9780307929600,Brian's Return,Gary Paulsen,,"Mar. 13th, 2012",115,Ember
half_435,9780060871246,The Quest Begins,Erin Hunter,,"Feb. 10th, 2009",293,HarperCollins
half_436,9780064472043,The Color of My Words,Lynn Joseph,,"Dec. 24th, 2001",144,HarperTrophy
half_437,9781600787775,One Direction,Triumph Books,,"Apr. 18th, 2012",112,Triumph Books (IL)
half_438,9780060525651,Warriors #5,Erin Hunter,,"May. 24th, 2005",336,HarperCollins
half_439,9780374430894,Hole in My Life,Jack Gantos,,"Sep. 8th, 2004",199,Farrar Straus Giroux
half_440,9780060525859,The Darkest Hour,Erin Hunter,,"Oct. 4th, 2005",315,Avon Books
half_441,9780316058490,Jeremy Fink and the Meaning of Life,Wendy Mass,,"Feb. 1st, 2008",289,"Little, Brown Young Readers"
half_442,9780439858045,The Night Is for Hunting,John Marsden,,"Jan. 1st, 2007",238,Scholastic Paperbacks
half_443,9780545123297,Linger,Maggie Stiefvater,,"May. 1st, 2011",360,Scholastic Paperbacks
half_444,9780385739139,Fallen,Lauren Kate,,"Sep. 28th, 2010",452,Delacorte Press Books for Young Readers
half_445,9780140389661,"That Was Then, This is Now",S. E. Hinton,,"Apr. 1st, 1998",159,Penguin Putnam Books for Young Readers
half_446,9780761384984,Lost in the River of Grass,Ginny Rorby,,"Jan. 1st, 2012",255,Carolrhoda Books
half_447,9780064402811,The Master Puppeteer,Katherine Paterson,,"Mar. 24th, 1989",192,Harper Teen
half_448,9780380788781,Honus & Me,Dan Gutman,Paperback,"Mar. 1st, 1998",144,HarperTrophy
half_449,9781416903550,Burned,Ellen Hopkins,,"Oct. 23rd, 2007",532,Simon Pulse
half_450,9780061980992,Warriors Super Edition,Erin Hunter,,"Apr. 24th, 2012",528,HarperCollins
half_451,9780618226184,Senderos Fronterizos = Breaking Through,Francisco Jimenez,,"Sep. 30th, 2002",208,Houghton Mifflin Harcourt (HMH)
half_452,9781416971788,Goliath,Scott Westerfeld,,"Aug. 21st, 2012",576,Simon Pulse
half_453,9781423129721,The Atlantis Complex,Eoin Colfer,,"May. 8th, 2012",357,Hyperion Books
half_454,9780373210442,Sacrifice,Cayla Kluver,,"Oct. 23rd, 2012",448,Harlequin Teen
