Base_x,Base_y,Capacity_x,Capacity_y,Category_x,Category_y,Color_x,Color_y,Finish_x,Finish_y,Height_x,Height_y,Material_x,Material_y,Product Type_x,Product Type_y,Shape_x,Shape_y,Style_x,Style_y,brand_x,brand_y,cluster_id,description_x,description_y,id_org_x,id_org_y,title_x,title_y
"'left thermostatic', 'left thermostatic', 'Standard/Convection Oven', 'Standard/Convection Oven'","'left thermostatic', '(1) standard oven, (1) convection oven'",,,,,,'ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'battery', 'battery', 'battery'","'battery', 'battery'","'lp gas', 'wavy grates', 'shelf 6 adjustable', 'wavy grates', 'shelf 6 adjustable'","'wavy grates', 'shelf 6 adjustable'",'restaurant range',,"'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'LP', 'NG'","'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",54324,"""Ultimate Restaurant Range, LP gas, 60"", (4) non-clog burners, wavy grates, (1) 36"" griddle left, thermostatic controls, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 249,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) non-clog burners, wavy grates, (1) 36"" griddle left, thermostatic controls, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 249,000 BTU, CSA, NSF
"" ",2817280,4308622," ""Southbend 4602AD-3TL 60"" 4-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4602AD-3TL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
'Space Saver Oven','(2) standard / space saver ovens','48 1',,,,'restaurant range',,'nsf','nsf','735.00','735.00 Pound(s)',,,"'lp gas', 'saut', 'standard grates'",'standard grates','oven','oven',"'rear', 'LP'","'ultimate', 'restaurant', 'rear'","""Southbend""@en","""Southbend""",54412,"""Ultimate Restaurant Range, LP gas, 48"", (1) star/sauté front, (1) non-clog burners rear, standard grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 220,000 BTU, CSA, NSF ""@en ","""
Ultimate Restaurant Range, gas, 48"", (1) star/sauté front, (1) non-clog burners rear, standard grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 220,000 BTU, CSA, NSF
"" ",2013815,5014643," ""Southbend 4484EE-3TR 48"" 2-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4484EE-3TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,,,'resistant refrigerant gel insulated dishwasher safe',,,,"'abs plastic black', 'nsf'","'abs plastic black', 'nsf'",,,,,,,,,'coldmaster food pan',"'food pan', 'resistant refrigerant gel insulated dishwasher safe'","""Carlisle""@en","""Carlisle""",54641,"""Coldmaster® Food Pan, 1/3-size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, black, NSF""@en ","""
Coldmaster Food Pan, 1/3-size, 6"" deep, impact-resistant, refrigerant gel insulated, dishwasher safe, ABS plastic, black, NSF
"" ",9413578,12493558," ""Carlisle CM110203 Third Size Food Pan - Plastic, Black""@en Black ""@en Plastic"," "" Carlisle CM110203 Coldmaster Food Pan ""Carlisle | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,,'ultimate',"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'standard grates', 'lp gas', 'standard grates'",'standard grates','restaurant',,"'oven', 'oven', 'NG', 'LP'","'restaurant', 'oven'","""Southbend""@en","""Southbend""",59440,"""Ultimate Restaurant Range, NG gas, 48"", (4) star/sauté burners, standard grates, (1) 24"" charbroiler, left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (4) star/sauté burners, standard grates, (1) 24"" charbroiler, left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF
"" ",15775424,13130187," ""Southbend 4483EE-2CL 48"" 4-Burner Gas Range with Charbroiler, NG""@en NG ""@en Charbroiler"," "" Southbend 4483EE-2CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
'Standard/Convection Oven',"'(1) convection oven, (1) cabinet'",'60 3',,,'front',,,'nsf','nsf','1075.00','1075.00 Pound(s)',"'front', 'pyromax burners', 'battery', 'battery'","'pyromax burners', 'battery', 'battery'","'lp gas', 'rear', 'shelf 6 adjustable'","'rear', 'shelf 6 adjustable'",'restaurant range','restaurant',"'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'LP'","'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",62458,"""Ultimate Restaurant Range, LP gas, 60"", (3) non-clog burners front, (2) pyromax burners rear, (1) 24"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 304,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (3) non-clog burners front, (2) pyromax burners rear, (1) 24"" griddle left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 304,000 BTU, CSA, NSF
"" ",12320245,15503435," ""Southbend 4605AD-2GL 60"" 5-Burner Gas Range with Griddle, LP""@en Griddle LP ""@en"," "" Southbend 4605AD-2GL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'flue riser with heavy duty shelf', 'flue riser with heavy duty shelf', 'Space Saver Oven', 'Space Saver Oven'","'flue riser with heavy duty shelf', '(2) standard / space saver ovens'",,,,,'restaurant range','ultimate',"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',"'stainless steel', 'stainless steel'",'stainless steel',"'standard grates standing pilot', 'lp gas', 'standard grates standing pilot'",'standard grates standing pilot','restaurant',,"'NG', 'LP'",'restaurant',"""Southbend""@en","""Southbend""",66887,"""Ultimate Restaurant Range, LP gas, 48"", (2) star/sauté burners with standard grates, standing pilot, 36"" griddle right, thermostatic controls, (2) space saver ovens with battery spark ignition, 22-1/2"" flue riser with heavy duty shelf, stainless steel front, sides and shelf, 6"" adjustable legs, 220,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (2) star/sauté burners with standard grates, standing pilot, 36"" griddle right, thermostatic controls, (2) space saver ovens with battery spark ignition, 22-1/2"" flue riser with heavy duty shelf, stainless steel front, sides and shelf, 6"" adjustable legs, 220,000 BTU, CSA, NSF
"" ",5134948,13394683," ""Southbend 4483EE-3TR 48"" 2-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4483EE-3TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,"'each 240', '6'",'each 240','n hold convection steamer includes','n hold boilerless',,'two steam',,,"'62.2', '426.00'",'426.00 Pound(s)',,,'mechanical timer',"'convection steamer includes', 'electric', 'mechanical timer'",,,"'two steam', 'deep pans each compartment'",'deep pans each compartment',"""Accutemp""@en","""AccuTemp""",69016,"""Two Steam'N'Hold™ Convection Steamer, includes stand with casters, electric, holds (3) 12"" x 20"" x 2-1/2"" deep pans each compartment, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 13kw each, 240/60/3ph, (2) 5' cords & NEMA L15-50P, ENERGY STAR®""@en ","""
Two Steam'N'Hold Boilerless Convection Steamer, includes stand with casters, electric, holds (3) 12"" x 20"" x 2-1/2"" deep pans each compartment, vacuum cooking, manual mechanical timer controls, NO water or drain connections required, 13kw each, 240/60/3ph, (2) 5' cords & NEMA L15-50P, ENERGY STAR
"" ",13545203,13158736," ""Accutemp S32403D130DBL Electric Floor Model Steamer w/ (6) Full Size Pan Capacity, 240v/3ph""@en 240v/3ph ""@en Capacity"," "" AccuTemp S32403D130 DBL Two Steam'N'Hold Boilerless Convection Steamer ""AccuTemp | Culinary Depot"""
'locking front','locking front',,'12 pan',,,'refrigerator',,,'stainless steel','223.00','223.00 Pound(s)',"'stainless steel', 'stainless steel', 'breathing rear'","'stainless steel', 'breathing rear'",,,,,"'top with', 'r404a refrigeration system', 'Mega Top'","'refrigerator', 'top with', 'r404a refrigeration system', 'doors'","""Delfield""@en","""Delfield""",69194,"""Mega Sandwich/Salad Top Refrigerator, one-section, 27"" W, 8.20 cubic feet, (1) door, stainless steel top with polyethylene cutting board & (12) 1/6 size plastic pans, stainless steel front & sides, ABS interior sides, 4"" backsplash, 5"" casters; 2 locking, front-breathing rear-mounted (R404A) refrigeration system, 1/5 hp, cUL, UL, NSF, 115v/60/1ph""@en ","""
Mega Sandwich/Salad Top Refrigerator, single-section, 27"" W, 8.20 cubic feet, (1) door, stainless steel top with polyethylene cutting board & (12) 1/6 size plastic pans, stainless steel front & sides, ABS interior sides, 4"" backsplash, 5"" casters; 2 locking, front-breathing rear-mounted (R404A) refrigeration system, 1/5 hp, cUL, UL, NSF
"" ",3781150,6568080," ""Delfield ST4427N-12M 27"" Sandwich/Salad Prep Table w/ Refrigerated Base, 115v""@en 115v ""@en Base"," "" Delfield ST4427N-12M Mega Sandwich/Salad Top Refrigerator ""Delfield | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,,,"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'standard grates', 'lp gas', 'standard grates'",'standard grates',"'restaurant', 'oven', 'oven'","'restaurant', 'oven'","'NG', 'LP'",,"""Southbend""@en","""Southbend""",69867,"""Ultimate Restaurant Range, LP gas, 48"", (2) non-clog burners, standard grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 220,000 BTU, CSA, NSF ""@en ","""
Ultimate Restaurant Range, gas, 48"", (2) non-clog burners, standard grates, (1) 36"" griddle right, thermostatic controls, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 220,000 BTU, CSA, NSF
"" ",3794288,17265350," ""Southbend 4481EE-3TR 48"" 2-Burner Gas Range with Griddle, LP""@en LP ""@en Griddle"," "" Southbend 4481EE-3TR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'Space Saver Oven', 'Space Saver Oven'",'(2) standard / space saver ovens',,,,,,,"'nsf', 'nsf'",'nsf',"'735.00', '735.00'",'735.00 Pound(s)',,,"'standard grates', 'lp gas', 'standard grates'",'standard grates',,'restaurant',"'oven', 'oven', 'NG', 'LP'",'oven',"""Southbend""@en","""Southbend""",70476,"""Ultimate Restaurant Range, NG gas, 48"", (4) non-clog burners, standard grates, (1) 24"" charbroiler left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 48"", (4) non-clog burners, standard grates, (1) 24"" charbroiler left, standing pilot, (2) space saver ovens with battery spark ignition, includes (1) rack per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 286,000 BTU, CSA, NSF
"" ",6111634,4773323," ""Southbend 4481EE-2CL 48"" 4-Burner Gas Range with Charbroiler, NG""@en Charbroiler NG ""@en"," "" Southbend 4481EE-2CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,'12',,,,,,,,"'12 x 20', '71.23', '512.00'","'12 x 20', '512.00 Pound(s)'",,,'not voided',"'not voided', 'star includes'",,,'deep pans each compartment digital','deep pans each compartment digital',"""Accutemp""@en","""AccuTemp""",83255,"""Two Connectionless Evolution™ Boilerless, Convection Steamers featuring Steam Vector Technology, includes stand with casters, electric, holds (6) 12"" x 20"" x 2-1/2"" deep pans each compartment, Digital Controls, NO water and drain connection required, warranty NOT voided by water quality, NO water filtration required, 11.0kw, 240/60/3ph, (2) 5' cords & NEMA L15-30P, ENERGY STAR®""@en ","""
(QUICK SHIP) Two Connectionless Evolution Boilerless, Convection Steamers featuring Steam Vector Technology, electric, holds (6) 12"" x 20"" x 2-1/2"" deep pans each compartment, Digital Controls, NO water and drain connection required, warranty NOT voided by water quality, NO water filtration required, 11.0kw, 240/60/3ph, (2) 5' cords & NEMA L15-30P, ENERGY STAR (Includes stand in configuration of choice)
"" ",10023063,4104514," ""Accutemp E62403D110DBL Electric Floor Model Steamer w/ (12) Full Size Pan Capacity, 240v/3ph""@en 240v/3ph ""@en Capacity"," "" AccuTemp E62403D110 DBL Two Connectionless Evolution Boilerless ""AccuTemp | Culinary Depot"""
"'Standard/Convection Oven', 'Standard/Convection Oven'","'(1) standard oven, (1) convection oven'",,,,,'restaurant range','ultimate',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'battery', 'battery', 'battery'","'battery', 'battery'","'lp gas', 'standard grates', 'shelf 6 adjustable', 'standard grates', 'shelf 6 adjustable'","'standard grates', 'shelf 6 adjustable'",'restaurant',,"'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front', 'LP', 'NG'","'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","""Southbend""@en","""Southbend""",86141,"""Ultimate Restaurant Range, LP gas, 60"", (4) star/sauté burners, standard grates, (1) 36"" charbroiler left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 305,000 BTU, CSA, NSF ""@en ","""
                                            Ultimate Restaurant Range, gas, 60"", (4) star/sauté burners, standard grates, (1) 36"" charbroiler left, standing pilot, (1) standard oven with battery spark ignition, (1) convection oven with battery spark ignition, includes (4) racks total, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 305,000 BTU, CSA, NSF 
                                        "" ",4413206,14331577," ""Southbend 4603AD-3CL 60"" 4-Burner Gas Range with Charbroiler, LP""@en LP ""@en Charbroiler"," "" Southbend 4603AD-3CL Ultimate Restaurant Range ""Southbend | Culinary Depot"""
"'convection ovens', 'convection ovens', 'Convection Oven', 'Convection Oven'","'convection ovens', '(2) convection ovens'",,,,,"'restaurant range', 'per oven', 'restaurant range', 'per oven'",'per oven',"'nsf', 'nsf'",'nsf',"'1075.00', '1075.00'",'1075.00 Pound(s)',"'battery', 'stainless steel', 'battery', 'stainless steel'","'battery', 'stainless steel'","'lp gas', 'burners', 'shelf 6', 'burners', 'shelf 6'","'burners', 'shelf 6'",,,"'LP', 'NG'","'ultimate', 'restaurant'","""Southbend""@en","""Southbend""",86513,"""Ultimate Restaurant Range, LP gas, 60"", (4) pyromax burners, (1) raised griddle/broiler, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 257,500 BTU, CSA, NSF""@en ","""
Ultimate Restaurant Range, gas, 60"", (4) pyromax burners, (1) raised griddle/broiler, standing pilot, (2) convection ovens with battery spark ignition, includes (3) racks per oven, 22-1/2"" flue riser with shelf, stainless steel front, sides, shelf & 6"" adjustable legs, 257,500 BTU, CSA, NSF
"" ",12663779,13265869," ""Southbend 4607AA-2RR 60"" 4-Burner Gas Range with Griddle & Broiler, LP""@en Broiler LP ""@en"," "" Southbend 4607AA-2RR Ultimate Restaurant Range ""Southbend | Culinary Depot"""
,,'11.75',,'Drink Dispensers',,'Navy Blue','blue','nsf','nsf','26.90',,,,,,,,"'h navy blue', 'Insulated'",,"""Cambro""@en","""Cambro""",94089,"""Camtainer Beverage Carrier, insulated plastic, 11-3/4 gallon, 20-3/4""D x 16-1/4""W x 24-3/4""H, navy blue, NSF""@en ","""
Camtainer Beverage Carrier, insulated plastic, 11-3/4 gallon, 20-3/4""D x 16-1/4""W x 24-3/4""H, navy blue, NSF
"" ",1594001,6596916," ""Cambro 1000LCD186 10-gal Camtainer Beverage Carrier - Insulated, Navy Blue""@en Blue ""@en Insulated"," "" Cambro 1000LCD186 11-3/4 Gallon Navy Blue Camtainer Beverage Carrier - 24.75"" H x 16.25"" W 20.75"" D ""Cambro | Culinary Depot"""
