cluster_id,Product Type_x,Category_x,Brand_x,Storage Capacity_x,Memory Type_x,Interface_x,Memory Speed_x,Color_x,Model_x,Processor_x,Product Type_y,Category_y,Brand_y,Storage Capacity_y,Memory Type_y,Interface_y,Memory Speed_y,Color_y,Model_y,Processor_y
780325,,,['with'],,,,,,,,,,,,,,,['all coolers'],,
780718,"['gtx 1080 sea hawk ek x core', 'years warranty']",,['geforce'],,,,['8192mb 10108mhz'],,,,['boost waterblock'],,,,,,"['1683 mhz', '1822 mhz']",,,
780918,,,['compatible'],,,"['sassata 6gbits drives', '25 device bay']",,,,,['aluminium black'],,['silverstone'],,,,,,,['dual 5 25 device bay to 8x']
782945,,['lifetime warranty'],,,['vdimm'],,['35v'],,,,,,,"['16gb', '2x8gb']",,,"['DDR4', 'Vengeance LPX Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-25600 (3200)']",['Anodised Aluminium Heatspreader'],,
783916,,,['akasa'],,,,,,,,,['akasa'],,['3 5'],,,,,,
784162,['usb connector'],,,,,['usb connector'],,"['protection', 'protection']",,,,,,['32gb'],,['up to'],,,,
784816,['pciex16 2x pciex1 2x m 2 2x u'],,,,['ddr4'],['8x'],['kabylake'],,,,,,['gigabyte'],,,"['intel z270 s 1151', 'usb 3']",,,,
787316,,,['socket compatibility'],,,,,,,,"['cpu cooler 4 heatpipes', 'pwm quiet fan red leds for']",,['thermaltake riing silent'],,,,,,,['intel amd']
790846,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['35v'],,,,,,,['64gb'],['black pc4 19200'],,"['Vengeance LPX Black', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
792620,,['sleek'],['flash'],,,['usb 3 0 interface'],,,,,"['corsair', 'upto 270mbs']",,,['256gb'],,,,,,
797477,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['20v'],,,,['corsair'],,,['8gb'],,,"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
797823,['determination to push'],,['creation'],,,,,,,,['psu'],,,,,,,,,
798340,,,['dir 868l'],,,,,,,,,,,,,,,,,
799761,,,['2400mhz ram'],,['vdimm'],,,,,,['lpx red pc4 19200'],,,"['16gb', '4x4gb']",,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['Heat Spreader'],,
801836,"['offers', 'usb hub out']",,"['superspeed connectivity with', 'akasa now']",,,,,,['streamline design'],,['usb powered self power mode'],,,['4 port'],,,,,['usb 3 0 hub with'],
804997,"['silverstone sst', 'air penetrator', 'channeling technology']",,,['120mm'],,,,,,,"['silverstone sst', 'air penetrator']",['blue led'],,['120mm'],,,,,,
805784,"['phantom pro', '7200rpm']",['i7'],['gs43vr'],,,,,['2400mhz'],,,,,,,,,,,,
807411,['selection'],,['core'],,,,,,,,"['mini itx cube case', 'psu support black', '1x silent series r3']",,['fractal design'],,,,,,,
809618,,,,,,,,,,,,,,['120gb'],,,,,,
810298,,['lifetime warranty'],,['3000mhz ram'],['vdimm'],['timings 1'],['35v'],,,,['lpx red pc3 24000'],,,"['16gb', '4x4gb']",,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC3-24000 (3000)']",['Heat Spreader'],,
811981,['systems'],,,,,,,,,,['ek vardar'],,,['120mm'],,,,,,['white']
813942,"['nvidia gtx sli 1080', 'Intel Core i7']",,['msi'],,,['fhd 1920x1080 i7 6920hq'],,,,,,['r win10'],,['18 4'],,['msi gt83vr'],,['i7 6920hq'],,
817800,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],['timings 1 20'],['35v'],,,,,,,"['32gb', '2x16gb']",,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
821957,,,['corsair'],['1x8gb'],['ddr4 so dimm pc4 17000'],,,,,,['corsair'],['value'],,['8gb'],['ddr4 sodimm'],,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4 SO-DIMM', 'Value Select', 'PC4-17000 (2133)']",['\xa0'],['select pc4 17000'],
822525,['system'],,,,,,,,,,"['computer chassis', 'matx mitx', 'usb 3 0']",,,,,['window wheels 4x'],,,,
823364,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,,,['gpu'],,['6gb evga'],['gddr5'],,,,,
824032,['300k 100k iops'],,['samsung'],['256gb'],,,,,['sm950'],,['samsung 950'],,,['256gb'],,['0 x4 nvme'],,,,
825203,,,,,,,,,,,"['samsung', 'mb s']",,,['500gb'],,,,,"['750 evo', '98k 88k']",
827917,,,,,['ddr3 x4 pci e x16 x1 pci e x1 x1 pci x6'],,,,,['amd 990fx chipset x4'],"['crosshair v', 'amd 990fx s', 'usb atx']",,['asus'],,['ddr3 pcie 2 0 x16'],,,,,
828132,['years warranty'],,['geforce'],,,,,,,,,,['msi geforce'],,,,,,,
828519,,['ncq streaming'],['serial'],,,['audio and video'],,,,,['sata3 cable'],['akasa'],,,,,,,,['bluv']
831263,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],,['35v'],,,,,,,"['16gb', '2x8gb']",,,"['Non-ECC', 'Vengeance LPX White', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['Anodised Aluminium Heatspreader'],,
832930,['case'],,['only'],,,,,,,,"['obsidian series 350d performance mini tower', 'mini itx']",,['corsair'],,,['usb 3 0'],,,,
833649,['quiet and efficient'],,['finding'],,,,,['every enthusiast'],,,['fan grille and filter kit'],,,,,,,,,
838592,"['pwm', 'settings silent quiet performance']",,['airpressure'],,,,['2750 rpm'],,,,['noise reduction'],,['cooler master'],,,,,,['masterfan pro 140 ap'],
838616,,,,,,,,,,['geforce gtx 1080 strix gtx 1070 and gtx 1060 series graphics cards'],,,['ekwb'],,,,,,['ek fc1080 gtx strix waterblock acrylic'],['geforce gtx 1080 1070 graphics cards']
839302,"['xts 1000w psu', 'fully modular and made by', 'platinum']",,['xfx'],,,,,,,,"['xts series 80plus', 'psu']",,,,,,,,,
840378,"['seek time', '5 year warranty']",,,['300gb'],,,,,['sas interface'],,['cheetah 15k'],,,['300 gb'],,,,,,
845085,['improved heatsink'],,['air'],,,,,,['sp120'],,['corsair air series'],,,['120mm'],,,,,,
849551,['amd block suitable for'],,['ek supremacy'],,,,,,['mx'],,['amd waterblock copper base designed for'],,['ek'],,,,,,['mx'],
850079,['79k iops'],,['wds250g1b0a'],,,,,,['97k'],,,,,['250gb'],,['ssd 2'],['97k'],,,
851058,,,,,,,,,,['geforce gtx 1080 ti graphics card based on nvidia pascal architecture gp102'],,,,,,,,,,['geforce gtx 1080 ti graphics card']
851163,"['processors 1920 sli ready', 'power delivery']",['stream'],['geforce'],,['gddr5'],,['8192mb 8108mhz'],,,,['geforce gtx 1070 quick'],,['msi'],,,,['1920 core 1582mhz gpu'],,,
852239,,['lifetime warranty'],,"['3600mhz ram', '3600mhz ram']",['vdimm'],,['35v'],,,,"['corsair', 'lpx red pc4 28800 3600']",,,['16gb'],,,"['DDR4', 'PC4-28800 (3600)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
854784,,,,,,,,,,,,,,,,,,,,
861804,['thermaltake represents thermaltake s'],,['tower'],,,,,,,,"['computer chassis full', 'turbo fans']",,"['thermaltake', 'tower']",,,,,,['900 super tower'],
862413,,,,,,,,,,['amd 970 chipset x4 ddr3 x2'],,,['gigabyte'],,['ddr3'],,,,,"['ga', 'amd 970 s am3 am3']"
863888,,['lifetime warranty'],,,['vdimm'],,['35v'],,,,['corsair'],,,['8gb'],,,"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['Anodised Aluminium Heatspreader'],,
864205,['smart design'],,['flash'],,,"['usb connector', 'compact usb 3', 'usb connector']",,"['protection', 'protection']",,,"['corsair', 'write upto']",,,['128gb'],,['usb 3 0 capless design read upto'],,,,
864295,"['hbm2 stream processors 4096', 'hbm2 stream processors 4096']",,"['axrx', 'axrx']",,,,"['8192mb', '945mhz', '945mhz']",,,,['power color radeon rx vega'],,,['8gb'],,"['hbm2 dp', 'hdmi']",['945mhz'],,,
864829,['desktop footprint expandability and affordability'],,['corsair'],,,,,,['carbide clear 400c'],,"['computer chassis', 'mini itx']",,['corsair'],,,"['micro atx', 'side', 'window and usb 3 0']",,,,
866702,['wide view'],,,['128gb'],['ddr4'],,,,,['intel core i7 6700hq 2'],,,['gigabyte'],,,,,,,
867171,['real interactive'],['with'],['get'],,,,,,,,['nvidia quadro'],,,"['8gb', '211gb']",,,,['dual slot'],['2048 cores 256bit'],
867788,"['air series led', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series'],,,['120mm'],,,,,,
869816,,['stream'],,,['gddr5'],,"['1176mhz', '5400mhz']",['years warranty'],,,,,,['2gb evga'],['gddr5 gpu'],,['5400mhz'],,,
869858,['5 year warranty'],,,['10tb'],,['sata 6gb s'],,,,,,,,['10tb'],,,,,,
874367,,,['hard drive'],,,,,,,,['2 bay icybox docking clone station'],,['raidsonic'],,,,,['uasp support'],,
874745,"['keys integrated wireless keyboard', 'touchpad']",,['bright backlit'],,,,,['dual connectivity'],,,['blutooth unifying'],,['logitech'],,,,,,,
876919,,,['intel'],,,,,,,,,,,,,,,,,"['arctic freezer 13 tower cpu cooler for', 'intel amd processors']"
880660,['aluminum housing'],,,,,,,,,,['corsair'],,,['32gb'],,['usb 3 0 pendrive'],,['aluminium epdm'],,
880816,"['intel 900p pcie 3 0 x4', 'iops 5yr warranty']",,['ssdpe21d280gasm'],,,,,,,,['intel optane 900p'],,,['280gb'],,,,,['write 550 500k'],
882078,['systems'],,,,,,,,,,"['core x2', 'cube case stackable']",,,,,"['window', 'usb 3 0']",,,,
882194,,,['deca core technology'],,['ddr4 controller 3 year warranty'],,,,,,,,['intel'],,['turbo 13 75'],,,,,
884781,"['2 year warranty', '2 year warranty', '2 year warranty']",,,"['2tb', '2tb', '2tb']",,['sata 6gb s'],"['7200rpm', '7200rpm']",,"['sata 6gb s', 'sata 6gb s']",,,,,['2tb'],,,,,['7200rpm'],
884865,['determination to push'],,['creation'],,,,,,,,['psu'],,,,,,,,,
886754,['processors 2048 directx'],"['stream', 'amd crossfire']",,,['gddr5'],,['7000 mhz'],['years warranty'],,,['sapphire'],['2xdp'],,['4gb'],['7000mhz gddr5'],,,,,
888040,,['stream'],,,['gddr5'],['amd crossfire amd eyefinity'],['7000mhz'],['years warranty'],,,,,,['4gb'],['gddr5'],['hdmi dvi d dl'],['7000mhz'],,,
891452,,,['icy dock'],,,,,,['mb982ip 1s'],,,,['icy dock'],,,,,,['mb982ip 1s'],
893475,['usb connector'],,,,,['usb connector'],,"['protection', 'protection']",,,,,,['64gb'],,['up to'],,,,
895398,"['speeds', 'sdhc cards']",,,,,,,,,,"['kingston sdhc memory card', 'write']",,,['16gb'],,"['uhs i', 'mb s']",,,,
896232,"['processors 2304 crossfire ready', 'years warranty']",['stream'],['axrx'],,['gddr5'],,['8192mb 8000mhz'],,['480 8gbd5 3dhd'],,['power color radeon'],,,['8gb'],['gddr5'],['polaris pcie 3 0 8000mhz'],,,,
896458,,,['fits'],,,,,,,,['front device bay industrial full metal case'],,['icy dock'],,,['1 x SATA'],,['Black'],,
899403,"['conventional', 'architecture']",,['samsung'],,,,,,,,"['samsung 850 evo m', '89k iops']",,,['1tb'],,['mgx 3d'],,,,
903723,['3 year warranty'],,,['5tb'],,['sata 6gb s'],,,,,,,,['5tb'],,,,['purple'],,
906401,"['silverstone sst', 'channeling technology']",,,['120mm'],,,,,,,"['air penetrator', 'cases coolers', 'rads']",,,['120mm'],,,,,['red led 1500rpm'],
906555,,,['socket'],,,,,,,,['nitrogon cpu cooler low'],,,['nt07 115x'],,,,,,['silverstone']
906561,,,['bx80677g4620'],,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],,,,,['dual core technology'],,,['intel'],,,,,,,
907444,['memory card'],,,,['slot'],,,['5 bay'],,,['icr 07u3'],,"['akasa', 'reader']",,,"['micro sd', 'usb 3 0 port via passthrough', 'USB 3.0']",,['Black'],,
912450,['7qf 1007uk'],,['msi'],,['7200rpm'],"['fhd 1920x1080 i7', 'windows 10']",,"['gddr5', 'warranty']",['gl72'],,['win'],,['msi'],,,,,,,['7qf core i7 7700hq']
913989,['usb connector'],,,,,,,['protection'],,,['upto 90mbs blue led'],,,,,,,,,
917262,"['usb connector', 'usb connector']",,,,,,,"['protection', 'protection']",,,['corsair'],,,['256gb'],,['upto 130mb s'],,,,
922627,,,['amd'],,,,,,['w7100 graphics cards deliver high end graphics'],,['amd firepro w7100 pcie 3 0 x16'],,,['8gb'],['256bit gddr5 4x'],,,,,
922952,,,,,['ddr4'],,,,,,,,['intel'],,,,,,,
941334,"['some of noctua s', 'quiet coolin']",,['redux product line reissues'],,,,,,,,,,,,,,,,,
941575,"['nzxt s', 'case features a unique']",,['h400'],,,,,,,,"['chassis tempered glass', 'fans']",['red microatx computer'],['nzxt'],,,,,,,
942315,,,['tp link s'],,,,,,,,,,['tp link archer'],,,,,,,
946280,['usb connector'],,,,,['usb connector'],,"['protection', 'protection']",,,"['corsair', 'upto 90mbs']",,,['256gb'],,['usb 3 0 capless design read upto 200mbs'],,,,
948695,['leading graphics compute power and ultra high'],,,,,,,,,,['minidp stereo graphics'],,,['16gb'],,,,,,
949185,['small'],,,,,"['usb 3 0 port', 'usb 3 0 port']",,,,,['compact design'],,,['32gb'],,,,,,
955286,,,,,['ddr4 windows'],,,,,['7rf titan pro 286uk'],,,['msi'],,,,,['7rf titan pro g'],,['core i7 7820hk']
959874,"['cf2', 'Intel Core i7']",,['15'],,,['windows 10'],['7200rpm'],['warranty'],,,,,['15'],,,,,,,['cf2 fhd i7 6700hq']
959885,,,['corsair'],,,,,,,,['psu'],,,,,,,,,['corsair']
968103,['compact and capless design'],['metal casing'],['datatraveler'],['128gb'],,,,,,,['kingston datatraveler50 usb'],,,['16gb'],,,,['metal casing'],,
969164,['processors 1920 sli ready'],['stream'],,['08g'],['gddr5'],['vr ready physx cuda'],['8192mb 8000mhz'],,,,,['graphics card'],,,,,,,,['1920 core 1594mhz']
972468,"['rmx series power supplies give you extremely tight voltage', 'control quiet']",,['corsair'],,,,,,,,"['modular 80', 'psu']",,['corsair'],,,['8a 135'],,,,
974088,['processors 2048 sli ready'],['stream'],,,['gddr5'],['vr ready physx cuda'],['7010mhz'],,,,,,,['4gb evga'],['gddr5 gpu'],,,,,
974463,['dual core technology'],,,,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],,,,,,,,['intel'],,['7350k s'],,,,,
978107,['pci e x16 x2'],,['amd'],,,"['pci e x1 x2', 'pci x6 sata 6gb s']",,,"['chipset x4 ddr3 x2', 'usb 3 1 x4 usb 3 0 x12']",,['ga'],,['gigabyte'],,['ddr3'],,,,,
980734,"['air series led', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series'],,,['120mm'],,['white led high static'],,,,
985609,['directx'],['2'],['02'],,,,['1544mhz'],['years warranty'],,,,,,,,,['gpu'],,,['384 core 1290mhz']
988272,,['lifetime warranty'],,,['vdimm'],,"['3000mhz ram', '35v']",,,,,,,"['32gb', '2x16gb']",,['white led xmp 2'],"['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Vengeance LED']",['Anodised Aluminium Heatspreader'],,
989097,"['another evolutionary step toward', 'power supply category']",,,,,,,,,,"['sx650 g full modular 80plus', 'sfx psu']",,['650w silverstone'],,,,,,,
991364,"['speeds', 'sdhc cards']",,,,,,,,,,"['kingston sdxc memory card', 'write']",,,['128gb'],,"['uhs i', 'mb s']",,,,
994103,,,[],,,,,,,,,,,,,,,,['2011 six core'],['intel xeon e5 2620 v2']
996730,"['created the grandia', 'again raise the', 'enthusiasts have']",['home theater personal computer chassis'],['silverstone'],,,,,,,,"['gd06b', 'microatx case w o psu']",['gradia black'],,,,,,,,
996942,"['is powered by', 'is powered by']",,['ds416'],,,,,,,"['dual core cpu and delivers an average', 'dual core cpu and delivers an average']","['synology disk station', 'raid jbod', 'iscsi 2x usb 3 0']",,,,,,,,,['dual core']
999057,"['air series led', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series'],,,['120mm'],,['green led'],,,,
1000377,"['write', '80k iops']",,['wds100t1b0a'],,,,,,,,['write'],,,['1tb'],,,,,,['80k iops 400 tbw']
1000663,,['lifetime warranty'],,['3000mhz ram'],['vdimm'],['timings 1 20'],['35v'],,,,"['corsair', 'lpx red pc4 24000']",,,['8gb'],,,"['Vengeance LPX Red', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Anodised Aluminium Heatspreader'],,
1000919,,,['p56xt cf1'],,['7700hq nvidia gtx 1070'],['7200rpm'],,['2400mhz'],,,"['i7 7700hq', 'nvme ssd']",,,['256gb'],,,['1070 bd rw thunderbolt 3 win10'],,,
1003866,['warranty'],,,['10tb'],,,,,['sata 6gb s'],,['ncq'],,,['10tb'],,,,,['5400rpm'],
1005519,['years warranty'],,,,,,['10400mhz'],,,,,,,,,,['2560 core 1759mhz gpu'],,,['geforce gtx 1080 ichill x4']
1010890,['management'],,['pp07'],,,,,,,,,,,,,,,,,
1013489,['kc1000 solid state drive'],['7200rpm hard disk drive'],['kingston s'],,,,,,,,,,,['240gb'],,['0 x4'],,,['write'],
1015101,,,"['with new', 'noise']",,,,,,,,"['silverstone sst ap123', 'air penetrator series']",,,['120mm'],,,,,,
1017169,,,['core x5'],,,,,,,,"['cube computer', 'mini itx stackable']",,['thermaltake core x5'],,,['window 2x usb 3 0'],,,,
1021745,['platinum dominator fan'],,['4000mhz'],,,,['35v'],,,,,,,['32gb'],"['ddr4', 'platinum pc4 32000 4000']",,"['Non-ECC', 'Dominator Platinum', 'UDIMM (Unbuffered)', 'PC4-32000 (4000)', 'DDR4']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
1022682,['nzxt s'],,['showcases'],,,,,,,,"['computer chassis tempered glass', 'matx 4x fans']",,['nzxt'],,,,,,,
1023415,['stream processors 640'],,,['02g p4 6150 kr core clock'],['gddr5'],,['7010mhz'],['enabled 3'],,,,,,,,,,,,
1029688,['stream processors 640'],,,,"['n1050d5', 'gddr5']",,['7010mhz'],['enabled 3'],,,,,['gigabyte'],,['gddr5 graphics card'],,,,,['geforce gtx 1050 d5']
1031384,['years warranty'],,,,,,,,,,,,,['11gb'],,['gddr5x vr ready graphics card'],,,,['geforce gtx 1080 ti founders']
1041831,,,['socket'],,,,,,,,"['x99 micro v2', 'intel x99 s']",,,,['ddr4 sata3'],,,,['2011 3'],
1044513,,,['socket'],,,"['pci e 3 0 x16', '8x usb 3 0']",,,['2011 3'],,['ga x99'],,['gigabyte'],,['ddr4'],['sata iii'],,,['2011 3'],
1047981,,,['corsair'],['sp120 rgb led 120mm'],,,,,,,"['corsair', 'blade static pressure', 'multi colour single fan expansion pack']",,,,['sp120 rgb led'],,,,,
1048693,['ever growing datasets'],,,,,,,,,,['amd firepro'],,,['8gb'],,,,,['w8100 graphics card'],
1054509,['gaming case'],,['h440'],,,,,,,,['fans included'],,['nzxt'],,,,,,,
1055495,,['sleek'],,,,,,,,,['write upto'],,,['64gb'],,,,,,
1055527,,,['ek fc1080 gtx'],,,,,,,,['ek fc1080 waterblock pom acetal copper'],,['ekwb'],,,,,,,['nvidia geforce gtx 1080 founders edition graphics card']
1060865,"['leds n key rollover polling', 'all keys programmable', 'brown switches']",['rog support'],,,,,,,['1000 hz macro keys'],,"['rog', 'mechanical keyboard full']",['cherry'],['asus'],,,,,,,
1063151,['those'],,,,,,,,,,,,,,,,,,,
1064444,,,['quad core technology'],,['ddr3 controller integrated hd 4600 graphics 3'],['22nm'],,,,,,,['intel'],,,,['1150mhz gpu'],,,['core i5']
1065824,,,['8370d graphics dual core technology'],,,,['723mhz'],,,,,,,,,,"['7ghz', '8370d 760mhz']",,,['amd a4 6300 fm2 richland dual core']
1067165,['processors 1280 vr ready'],"['stream', 'physx cuda']",,['06g p4'],['gddr5'],,['8008mhz'],,,,,,,,,,,,,
1070321,,,"['socket', 'e5 2690v3']",,,,,,['2011 3'],,,,['intel'],,,,,,,
1071111,['backplane raid cage'],,,,,,,,,,['backplane raid cage'],,,,,,,,,['icy dock']
1074980,['engineered'],,['we ve'],,,,,,,,"['computer chassis', 'smoked tempered glass', 'steel 2x']",,['corsair'],,,,,,['crystal series'],
1077119,['core clock'],['stream'],['rx 550p2sfg5'],,['gddr5'],,"['1203mhz', '7000mhz']",['years warranty'],,,"['xfx', 'single fan']",,,['2gb'],['7000mhz gddr5'],['hdmi dvi d dl'],,,,['radeon rx 550 dual']
1080111,,['stream'],,,['gddr5'],,['7000mhz'],['years warranty'],,,['xfx'],,,['2gb'],['7000mhz gddr5'],['hdmi dvi d dl'],,,,['radeon rx 550']
1081348,['half height card'],,['radeon'],,,,,,,,['amd radeon pro wx 4100 pcie 3 0'],,,['4gb'],,,,,,
1084130,"['corsair', 'write']",,['cssd'],['960gb'],,,,,"['f960gbleb', '85k 60k']",,['corsair'],,,['960gb'],,,,,['85k 60k iops'],
1084292,,,,,,,['520mb'],,,,"['samsung', '80k iops']",,,['256gb'],,['mcx read 520mb s'],,,,
1084889,"['complete liquid', 'rog rampage']",,['ek fb kit'],,,,,,,,,,['ekwb'],,,['acetal acrylic pch vrm waterblock kit'],,,['r5e e10'],
1086365,,,['unconventional design of carbide'],,,,,,,,"['carbide series air', 'atx cube case']",,['corsair'],,,,,,,
1086499,['pciex1'],,['skylake'],,['usb3 0 5x usb2'],,,,['kabylake ddr4'],,,,,,['ddr4'],,['1151'],,,
1088657,,,,,,,,,,,['toshiba n300 3 5'],,,['6tb'],,,,,,
1091367,"['5 year warranty', '5 year warranty', '5 year warranty']",,,"['1tb', '1tb', '1tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,,,,['1tb'],,,,,,
1093996,['great case'],,['carbide series'],,,,,,,,,,['corsair'],,,['usb 3 0 w o psu'],,,['carbide series 300r'],
1094039,"['datatraveler vault', 'affordable business grade security with']",['aes hardware'],['kingston s'],,,['bit'],,,,,"['kingston datatraveler vault', 'write']",,,['32gb'],,,,,,
1099114,,,,,,,['550mb'],,,,"['kingston ssdnow', 'iops max']",,,['120gb'],,['msata sata'],,,"['ms200', '17000 iops 45000']",
1100304,['archer c50 comes'],,,,,,,,,,['dsl cable router'],,['tp link archer'],,,"['10 100', 'usb 2 0']",,,,
1100994,,,,['2666mhz ram'],,,,,,,,,,"['32gb', '2x16gb']",,['white led xmp2 0'],"['Non-ECC', 'Vengeance LED', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['Anodised Aluminium Heatspreader'],,
1103206,,,,,,,,,,,"['corsair force series gs', '90k iops max']",,,['240gb'],,,,,,
1105571,['nzxt s'],,['showcases'],,,,,,,,"['black mid tower', 'computer chassis tempered glass', 'matx mitx', 'fans']",,['nzxt'],,,,,,,
1117493,,,,,,,,,,,['kelvin'],,['fractal design'],,,,,,,
1120970,,['stream'],['gv'],,['gddr5'],,['8008mhz'],['enabled 3'],,,,,['gigabyte'],,,,,,,['geforce gtx 1060']
1122483,"['retention', 'series water block']",,['aesthetic'],,,,,,,,"['ek fc1080 gtx', 'g1 waterblock retention']",,['ekwb'],,,,,,,['geforce gtx 1080 g1 gpu waterblocks']
1127438,['storage'],,,,,,,,,,,"['hard drive', 'primo']","['phanteks', 'bracket']",,,,,,,
1135838,['dual bay'],,['icy dock'],,,,,,,,['dual bay'],,['icy dock'],,,,,,,
1137028,,,,,,,,,,['amd 970 chipset x4 ddr3 x2'],['socket am3 4ddr3'],,,,,,,,,
1140454,['7200rpm win10'],,,['15 6 1920x1080'],['ddr4'],,,,,['intel core i7 6700hq 2'],['i7 6700hq'],,['15'],,,,,,,
1140853,,,['after bringing'],,,,,,['mini itx'],,['sst sg13wb'],,['mini itx'],,,,,,,
1142492,,,,['3200mhz ram'],,,,['vdimm lifetime'],,,,,,['32gb'],['ddr4 vengeance rgb pc4 25600 3200 non'],,"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance RGB Black']",['Anodised Aluminium Heatspreader'],,
1142522,,['solid state hybrid drives'],['toshiba'],['500gb'],,,,,['mq02abf050h'],,['mobile solid state hybrid drive'],,,['500gb'],,,,,,
1143091,['years warranty'],,,['08g p4'],,,"['1860mhz', '8192mb 10000mhz']",,,,['1860mhz boost'],,,,,['gddr5x vr ready graphics card'],,,,
1152148,"['tower cooler from silverstones argon', 'pwm connector now']",,,,,,,,,,"['argon ar01 v2', 'cpu cooler 3 heatpipes', 'support']",,['silverstone'],,,,,,,
1156288,['stream processors 640'],,,,['gddr5'],,['7010mhz'],['enabled 2'],,,['3d'],,['innovision'],,['gddr5 graphics card'],,,,,['geforce gtx 1050 twin x2']
1159686,,,,,,"['sata 6gb s', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0']",,,,,['intel h170 s'],,['asus'],,,,['1151'],,['h170 pro'],
1167911,"['processors 2304 directx', 'years warranty']",['stream'],['gv'],,['gddr5'],['amd crossfire amd eyefinity'],['7000mhz'],,['vr ready premium 3'],,,['3xdp'],,['4gb'],['gddr5'],,,,,['tbdmhz gpu']
1175958,['portable hard drive'],,,['1tb'],,['usb 3 0 suitable'],,['year warranty'],,,,,,['1tb'],,['ultra 2 5 external hdd'],,,,
1182772,,,,['support for'],,,,,,,['mini itx'],,['asrock'],,['ddr4'],['usb 3 1'],['1151'],,,
1183531,,,['2666mhz'],,['vdimm'],['timings 1 20'],['25v'],,,,['platinum kit pc4 21300 2666'],['dominator'],,"['16gb', '4x4gb']",,,"['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['Heat Spreader'],,
1183692,['processors 2048 directx'],"['stream', 'amd crossfire']",['axrx'],,['gddr5'],,"['1320 mhz', '7000mhz']",['years warranty'],['570 4gbd5'],,['powercolor radeon'],['3xdp'],,"['4gb', '14nm']",['gddr5'],['polaris 2048 streams'],['7000mhz'],['red devil'],['rx 570'],
1187811,,,['built'],,,,,,,,['mx silent switches wired anti ghosting usb'],,['corsair'],,,,,,['strafe mx silent red back lit'],
1193368,,,['smart'],,,,,,,,,,['akasa'],,,,,,,
1193477,,,['mastercase'],,,,,,,,"['tempered glass', 'matx mitx 2x']",,['cooler master'],,,,,,,
1195762,,,['designed'],,,['mini dtx and mini itx'],,,,,['sugo sg06s usb 3 0 sff mini itx silver'],['sfx psu 80'],['silverstone'],,,,,,,
1201200,['p57x v6 cf1'],,['gigabyte'],['256gb'],,"['fhd ips 1920 x 1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,['warranty'],,,"['gigabyte p57x v6 cf1', 'r win10']",,,['17 3'],,,,,,
1202177,['3 year warranty backwards compatible'],,,['6tb'],,['sata 6gb s'],,,,,,,,['6tb'],,,,,,
1202612,"['sdhc sdxc', 'video and 3d video']",,['kingston s'],,,,,,,,"['kingston sdxc memory card', 'write']",,,['64gb'],,['uhs i'],,['45mb s'],,
1204562,['v7 cf1'],,['gigabyte'],,,,['2400mhz'],,,,['lake i7'],,,['14 gigabyte p34g'],,,,,,
