id,hotel_name,address_street,address_locality,phone_number,stars,price_range_in_euro,number_rooms,room_types,hotel_style,rating,count_reviews,user_rating,ta_certificate_of_excellence,ta_travelers_choice,suites,family_rooms,accessible_rooms,non_smoking_rooms,kitchenette,hotel_style_business,hotel_style_luxury,hotel_style_romantic,hotel_style_family,hotel_style_spa,hotel_style_onsen,price_range_lower,price_range_upper,hotel_name-href,all_hotel_details_link-href
54,Hotel Mari 1,Via Palestro 55,00185 Rome,,2.0,35 - 71,14.0,"Non-Smoking, Family ",nan,"#3,517 of 3,898 B&Bs / Inns in Rome",50.0,2.5,False,False,False,True,False,True,False,False,False,False,False,False,False,35.0,71.0,https://www.tripadvisor.com/Hotel_Review-g187791-d529838-Reviews-Hotel_Mari_1-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d529838-Reviews-Hotel_Mari_1-Rome_Lazio.html#ABOUT_TAB
55,San Pietro B&B,Via Barletta 17,00192 Rome,,0.0,58 - 153,3.0,"Suites, Non-Smoking, Family ",nan,"#610 of 3,898 B&Bs / Inns in Rome",61.0,4.5,False,False,True,True,False,True,False,False,False,False,False,False,False,58.0,153.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10415970-Reviews-San_Pietro_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10415970-Reviews-San_Pietro_B_B-Rome_Lazio.html#ABOUT_TAB
56,Empire Palace Hotel,Via Aureliana 39,00187 Rome,,4.0,96 - 308,110.0,"Suites, Non-Smoking, Family ","Business, Romantic, Luxury","#447 of 1,272 Hotels in Rome",1164.0,4.0,False,False,True,True,False,True,False,True,True,True,False,False,False,96.0,308.0,https://www.tripadvisor.com/Hotel_Review-g187791-d506490-Reviews-Empire_Palace_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d506490-Reviews-Empire_Palace_Hotel-Rome_Lazio.html#ABOUT_TAB
57,Maranto B&B,Via Teodorico 54,00162 Rome,,0.0,,,nan,nan,"#3,289 of 3,898 B&Bs / Inns in Rome",1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1234694-Reviews-Maranto_B_B-Rome_Lazio.html,
58,Rose Antiche Vatican B&B,Via Agostino Valiero 12,00165 Rome,,0.0,61 - 92,3.0,"Non-Smoking, Family ",nan,"#160 of 1,251 Specialty Lodging in Rome",37.0,4.5,True,False,False,True,False,True,False,False,False,False,False,False,False,61.0,92.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6635582-Reviews-Rose_Antiche_Vatican_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6635582-Reviews-Rose_Antiche_Vatican_B_B-Rome_Lazio.html#ABOUT_TAB
59,Residenza Romana,Via Emanuele Gianturco 1,00196 Rome,,0.0,89 - 454,4.0,"Suites, Kitchenette, Non-Smoking, Family ",nan,"#201 of 1,251 Specialty Lodging in Rome",33.0,4.5,False,False,True,True,False,True,True,False,False,False,False,False,False,89.0,454.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8776959-Reviews-Residenza_Romana-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8776959-Reviews-Residenza_Romana-Rome_Lazio.html#ABOUT_TAB
60,Gregori Guest House,Via Gregorio VII 295,00165 Rome,,0.0,60 - 105,6.0,Suites ,nan,"#698 of 3,898 B&Bs / Inns in Rome",50.0,4.5,True,False,True,False,False,False,False,False,False,False,False,False,False,60.0,105.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7938942-Reviews-Gregori_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7938942-Reviews-Gregori_Guest_House-Rome_Lazio.html#ABOUT_TAB
61,Homs Sweet Home,Via Homs 14,00199 Rome,,0.0,,,nan,nan,"#2,310 of 3,898 B&Bs / Inns in Rome",5.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10150056-Reviews-Homs_Sweet_Home-Rome_Lazio.html,
62,Hotel Centrale,Via Laurina 34,00187 Rome,,3.0,80 - 255,21.0,"Suites, Non-Smoking, Family ",nan,"#767 of 1,272 Hotels in Rome",459.0,4.0,True,False,True,True,False,True,False,False,False,False,False,False,False,80.0,255.0,https://www.tripadvisor.com/Hotel_Review-g187791-d798666-Reviews-Hotel_Centrale-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d798666-Reviews-Hotel_Centrale-Rome_Lazio.html#ABOUT_TAB
63,Vatica B&B Roma,Viale delle Milizie 15,00192 Rome,,0.0,95 - 140,3.0,"Suites, Non-Smoking, Family ",nan,"#233 of 3,898 B&Bs / Inns in Rome",80.0,5.0,True,False,True,True,False,True,False,False,False,False,False,False,False,95.0,140.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7729917-Reviews-Vatica_B_B_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7729917-Reviews-Vatica_B_B_Roma-Rome_Lazio.html#ABOUT_TAB
64,TongFuB&B,Piazza Vittorio Emanuele II 8,00185 Rome,,0.0,75 - 105,5.0,nan,nan,"#2,430 of 3,898 B&Bs / Inns in Rome",24.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,105.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7745995-Reviews-TongFuB_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7745995-Reviews-TongFuB_B-Rome_Lazio.html#ABOUT_TAB
65,Rome 55,Via delle Carrozze 55,00187 Rome,,3.0,133 - 421,5.0,Non-Smoking,nan,"#1,188 of 3,898 B&Bs / Inns in Rome",98.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,133.0,421.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1142807-Reviews-Rome_55-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1142807-Reviews-Rome_55-Rome_Lazio.html#ABOUT_TAB
66,Hotel Franklin Feel The Sound,Via Rodi 29,00195 Rome,,3.0,69 - 155,22.0,"Non-Smoking, Suites ",Romantic,"#235 of 1,272 Hotels in Rome",656.0,4.0,True,False,True,False,False,True,False,False,False,True,False,False,False,69.0,155.0,https://www.tripadvisor.com/Hotel_Review-g187791-d232867-Reviews-Hotel_Franklin_Feel_The_Sound-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d232867-Reviews-Hotel_Franklin_Feel_The_Sound-Rome_Lazio.html#ABOUT_TAB
67,Casa Giulia a Valadier,Via Valadier n. 44,00193 Rome,,0.0,,,nan,nan,"#588 of 1,251 Specialty Lodging in Rome",3.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7119962-Reviews-Casa_Giulia_a_Valadier-Rome_Lazio.html,
68,Affittacamere Villa Drusilla,Via della Villa di Livia 122,00188 Rome,,0.0,38 - 59,5.0,"Kitchenette, Non-Smoking, Family ",nan,"#1,164 of 3,898 B&Bs / Inns in Rome",49.0,4.5,True,False,False,True,False,True,True,False,False,False,False,False,False,38.0,59.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6585825-Reviews-Affittacamere_Villa_Drusilla-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6585825-Reviews-Affittacamere_Villa_Drusilla-Rome_Lazio.html#ABOUT_TAB
69,Dem Hotel,Via Venezia 15,00184 Rome,,0.0,,,nan,nan,"#1,963 of 3,898 B&Bs / Inns in Rome",12.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d14014044-Reviews-Dem_Hotel-Rome_Lazio.html,
70,Room with a View 105,Via Merulana 105,00185 Rome,,0.0,82 - 117,,nan,nan,"#779 of 3,898 B&Bs / Inns in Rome",31.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,82.0,117.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10236312-Reviews-Room_with_a_View_105-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10236312-Reviews-Room_with_a_View_105-Rome_Lazio.html#ABOUT_TAB
71,Dormo da Pablo - B&B,"Via A. Bellani, 45",00153 Rome,,0.0,64 - 89,2.0,Non-Smoking,nan,"#2,320 of 3,898 B&Bs / Inns in Rome",5.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,64.0,89.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5788490-Reviews-Dormo_da_Pablo_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5788490-Reviews-Dormo_da_Pablo_B_B-Rome_Lazio.html#ABOUT_TAB
72,B&B Nonna Lina,Via Baldo Degli Ubaldi 190,00167 Rome,,0.0,80 - 400,3.0,Non-Smoking,nan,"#2,798 of 3,898 B&Bs / Inns in Rome",2.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,80.0,400.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4945096-Reviews-B_B_Nonna_Lina-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4945096-Reviews-B_B_Nonna_Lina-Rome_Lazio.html#ABOUT_TAB
73,Best Western Hotel Astrid,Largo Antonio Sarti 4,00196 Rome,00 39 06 323 6371,3.0,60 - 188,52.0,Non-Smoking,Romantic,"#248 of 1,272 Hotels in Rome",896.0,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,60.0,188.0,https://www.tripadvisor.com/Hotel_Review-g187791-d205879-Reviews-Best_Western_Hotel_Astrid-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d205879-Reviews-Best_Western_Hotel_Astrid-Rome_Lazio.html#ABOUT_TAB
74,Bread & Butter,Piazza Dei Navigatori 23,00147 Rome,,0.0,69 - 78,,nan,nan,"#2,749 of 3,898 B&Bs / Inns in Rome",2.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,69.0,78.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1061695-Reviews-Bread_Butter-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1061695-Reviews-Bread_Butter-Rome_Lazio.html#ABOUT_TAB
75,The RomeHello,Via Torino 45,00184 Rome,00 39 06 9686 0070,0.0,34 - 221,60.0,"Kitchenette, Non-Smoking, Family ",nan,"#4 of 1,251 Specialty Lodging in Rome",127.0,5.0,False,False,False,True,False,True,True,False,False,False,False,False,False,34.0,221.0,https://www.tripadvisor.com/Hotel_Review-g187791-d13232396-Reviews-The_RomeHello-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d13232396-Reviews-The_RomeHello-Rome_Lazio.html#ABOUT_TAB
76,Il Granello di Senape,Via Giuseppe Veronese 86,00146 Rome,,0.0,69 - 90,5.0,Non-Smoking,nan,"#1,489 of 3,898 B&Bs / Inns in Rome",34.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,69.0,90.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2170784-Reviews-Il_Granello_di_Senape-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2170784-Reviews-Il_Granello_di_Senape-Rome_Lazio.html#ABOUT_TAB
77,Il Giardino di Daniela,via Principe Amedeo 149,00000 Rome,,0.0,62 - 142,4.0,Family ,nan,"#1,985 of 3,898 B&Bs / Inns in Rome",25.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,62.0,142.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1747654-Reviews-Il_Giardino_di_Daniela-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1747654-Reviews-Il_Giardino_di_Daniela-Rome_Lazio.html#ABOUT_TAB
78,B&B La Fontana di Carlotta,Via delle Sette Chiese 132,00145 Rome,,0.0,64 - 92,3.0,"Non-Smoking, Suites, Family ",nan,"#1,152 of 3,898 B&Bs / Inns in Rome",82.0,5.0,True,False,True,True,False,True,False,False,False,False,False,False,False,64.0,92.0,https://www.tripadvisor.com/Hotel_Review-g187791-d5428520-Reviews-B_B_La_Fontana_di_Carlotta-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d5428520-Reviews-B_B_La_Fontana_di_Carlotta-Rome_Lazio.html#ABOUT_TAB
79,A Casa Di Rita B&B,Via Gian Luca Squarcialupo 20,00162 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d9738919-Reviews-A_Casa_Di_Rita_B_B-Rome_Lazio.html,
80,Marc'Aurelio Hotel,Via Gregorio XI 141,00166 Rome,,4.0,40 - 405,120.0,"Non-Smoking, Family, Accessible ","Best Value, Business, Luxury","#580 of 1,272 Hotels in Rome",464.0,3.5,False,False,False,True,True,True,False,True,True,False,False,False,False,40.0,405.0,https://www.tripadvisor.com/Hotel_Review-g187791-d277160-Reviews-Marc_Aurelio_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d277160-Reviews-Marc_Aurelio_Hotel-Rome_Lazio.html#ABOUT_TAB
81,Monastero,Via Cadlolo 51,00100 Rome,,0.0,,,nan,nan,"#757 of 1,251 Specialty Lodging in Rome",2.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d6405850-Reviews-Monastero-Rome_Lazio.html,
82,Giubileum Boutique Hotel,Via Boezio 6,00000 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10372992-Reviews-Giubileum_Boutique_Hotel-Rome_Lazio.html,
83,aRoma B&B,Via Palestro 49,00185 Rome,,2.0,75 - 120,3.0,"Kitchenette, Non-Smoking, Family ",nan,"#1,504 of 3,898 B&Bs / Inns in Rome",44.0,4.5,False,False,False,True,False,True,True,False,False,False,False,False,False,75.0,120.0,https://www.tripadvisor.com/Hotel_Review-g187791-d564811-Reviews-ARoma_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d564811-Reviews-ARoma_B_B-Rome_Lazio.html#ABOUT_TAB
84,Urban Garden Hotel,Via di Rebibbia 18/34,00156 Rome,,3.0,43 - 102,51.0,"Non-Smoking, Family, Accessible ",Best Value,"#512 of 1,272 Hotels in Rome",107.0,4.0,False,False,False,True,True,True,False,False,False,False,False,False,False,43.0,102.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12296470-Reviews-Urban_Garden_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12296470-Reviews-Urban_Garden_Hotel-Rome_Lazio.html#ABOUT_TAB
85,Rhea Silvia Luxury Trastevere 2,Piazza di San Cosimato 63,00153 Rome,,0.0,103 - 202,4.0,Family ,nan,"#971 of 3,898 B&Bs / Inns in Rome",24.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,103.0,202.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12507810-Reviews-Rhea_Silvia_Luxury_Trastevere_2-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12507810-Reviews-Rhea_Silvia_Luxury_Trastevere_2-Rome_Lazio.html#ABOUT_TAB
86,VeioGreen,Via della Giustiniana 660H,00189 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d4586089-Reviews-VeioGreen-Rome_Lazio.html,
87,Andy e Lu Bed and Breakfast,"Via Castelfidardo,31",00000 Rome,,2.0,44 - 92,4.0,"Non-Smoking, Family ",nan,"#2,017 of 3,898 B&Bs / Inns in Rome",72.0,3.5,False,False,False,True,False,True,False,False,False,False,False,False,False,44.0,92.0,https://www.tripadvisor.com/Hotel_Review-g187791-d635400-Reviews-Andy_e_Lu_Bed_and_Breakfast-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d635400-Reviews-Andy_e_Lu_Bed_and_Breakfast-Rome_Lazio.html#ABOUT_TAB
88,1 Step from St. Peter,"Via Giovanni Bettolo, 52",00000 Rome,,0.0,56 - 89,8.0,Non-Smoking,nan,"#837 of 3,898 B&Bs / Inns in Rome",59.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,56.0,89.0,https://www.tripadvisor.com/Hotel_Review-g187791-d736475-Reviews-1_Step_from_St_Peter-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d736475-Reviews-1_Step_from_St_Peter-Rome_Lazio.html#ABOUT_TAB
89,Villa Fonseca Suite,Via di Villa Fonseca 1,00184 Rome,,0.0,,,nan,nan,"#766 of 1,251 Specialty Lodging in Rome",10.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d12563170-Reviews-Villa_Fonseca_Suite-Rome_Lazio.html,
90,B&B Relais La Maison,Via Agostino Depretis 70,00184 Rome,,3.0,59 - 152,6.0,Non-Smoking,nan,"#609 of 3,898 B&Bs / Inns in Rome",165.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,59.0,152.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1005654-Reviews-B_B_Relais_La_Maison-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1005654-Reviews-B_B_Relais_La_Maison-Rome_Lazio.html#ABOUT_TAB
91,Relais Merulana Guest House,Via Merulana 191,00185 Rome,00 39 06 9480 3733,0.0,63 - 813,6.0,Non-Smoking,nan,"#47 of 3,898 B&Bs / Inns in Rome",156.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,63.0,813.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7399005-Reviews-Relais_Merulana_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7399005-Reviews-Relais_Merulana_Guest_House-Rome_Lazio.html#ABOUT_TAB
92,Bed and Breakfast - Le Stanze del Re,Via Amedeo VIII,00185 Rome,,0.0,43 - 78,4.0,Kitchenette ,nan,"#2,372 of 3,898 B&Bs / Inns in Rome",6.0,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,43.0,78.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6477157-Reviews-Bed_and_Breakfast_Le_Stanze_del_Re-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6477157-Reviews-Bed_and_Breakfast_Le_Stanze_del_Re-Rome_Lazio.html#ABOUT_TAB
93,Vertex Palace,Via Principe Amedeo 79,00185 Rome,,0.0,,,nan,nan,"#3,461 of 3,898 B&Bs / Inns in Rome",6.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d14095906-Reviews-Vertex_Palace-Rome_Lazio.html,
94,Be First,Via Principe Amedeo 165,00185 Rome,,0.0,56 - 96,4.0,"Non-Smoking, Kitchenette ",nan,"#927 of 3,898 B&Bs / Inns in Rome",117.0,4.5,False,False,False,False,False,True,True,False,False,False,False,False,False,56.0,96.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2634849-Reviews-Be_First-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2634849-Reviews-Be_First-Rome_Lazio.html#ABOUT_TAB
95,Veneto Palace Hotel,Via Piemonte 63,00187 Rome,,4.0,87 - 943,70.0,"Non-Smoking, Suites ","Luxury, Romantic","#397 of 1,272 Hotels in Rome",906.0,4.0,False,False,True,False,False,True,False,False,True,True,False,False,False,87.0,943.0,https://www.tripadvisor.com/Hotel_Review-g187791-d226625-Reviews-Veneto_Palace_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d226625-Reviews-Veneto_Palace_Hotel-Rome_Lazio.html#ABOUT_TAB
96,MDM Guesthouse,Via Degli Scipioni 71,00192 Rome,00 39 06 3265 1559,4.0,67 - 160,10.0,Non-Smoking,nan,"#497 of 3,898 B&Bs / Inns in Rome",285.0,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,67.0,160.0,https://www.tripadvisor.com/Hotel_Review-g187791-d655355-Reviews-MDM_Guesthouse-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d655355-Reviews-MDM_Guesthouse-Rome_Lazio.html#ABOUT_TAB
97,Smooth Hotel Rome Repubblica,Via Gaeta 61,00185 Rome,00 39 06 9480 6363,3.0,82 - 296,73.0,Non-Smoking,nan,"#523 of 1,272 Hotels in Rome",65.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,82.0,296.0,https://www.tripadvisor.com/Hotel_Review-g187791-d203125-Reviews-Smooth_Hotel_Rome_Repubblica-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d203125-Reviews-Smooth_Hotel_Rome_Repubblica-Rome_Lazio.html#ABOUT_TAB
98,Casa Olivieri,Via Temistocle Onesti Calzecchi 30,00146 Rome,,0.0,63 - 74,,nan,nan,"#2,755 of 3,898 B&Bs / Inns in Rome",3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,74.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12106257-Reviews-Casa_Olivieri-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12106257-Reviews-Casa_Olivieri-Rome_Lazio.html#ABOUT_TAB
99,Li Rioni Bed & Breakfast,Via Dei Santissimi Quattro 85,00184 Rome,,0.0,86 - 162,3.0,Non-Smoking,nan,"#417 of 3,898 B&Bs / Inns in Rome",70.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,86.0,162.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6439275-Reviews-Li_Rioni_Bed_Breakfast-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6439275-Reviews-Li_Rioni_Bed_Breakfast-Rome_Lazio.html#ABOUT_TAB
100,Dreams Roma,Via Domenichino 7,00185 Rome,,0.0,,,nan,nan,"#983 of 1,251 Specialty Lodging in Rome",28.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7375451-Reviews-Dreams_Roma-Rome_Lazio.html,
101,Guest House Re di Roma,Via Cerveteri 16,00183 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10054344-Reviews-Guest_House_Re_di_Roma-Rome_Lazio.html,
102,Top Floor Trastevere,Viale di Trastevere 70,00153 Rome,,0.0,,,nan,nan,"#2,302 of 3,898 B&Bs / Inns in Rome",4.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d14193489-Reviews-Top_Floor_Trastevere-Rome_Lazio.html,
103,Palma Residences,Viale Castro Pretorio 25,00185 Rome,,2.0,41 - 109,16.0,Family ,nan,"#738 of 1,251 Specialty Lodging in Rome",46.0,3.0,False,False,False,True,False,False,False,False,False,False,False,False,False,41.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2358926-Reviews-Palma_Residences-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2358926-Reviews-Palma_Residences-Rome_Lazio.html#ABOUT_TAB
104,Affittacamere Eur Nuvola,Viale Dell'Arte 91,00144 Rome,,0.0,61 - 98,4.0,"Kitchenette, Non-Smoking",nan,"#2,009 of 3,898 B&Bs / Inns in Rome",85.0,3.5,False,False,False,False,False,True,True,False,False,False,False,False,False,61.0,98.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3773431-Reviews-Affittacamere_Eur_Nuvola-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3773431-Reviews-Affittacamere_Eur_Nuvola-Rome_Lazio.html#ABOUT_TAB
