ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_1242_cdi_186,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'48 griddle','48 griddle',,,242233,242233,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_1242,cdi_186,'battery' 'stainless steel','battery' 'stainless steel','wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant',,'ng','restaurant',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_23182_cdi_186,0,'standard/convection oven','convection ovens' '(2) convection ovens',southbend,southbend,,'48 griddle',,,14190504,242233,'restaurant range','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_23182,cdi_186,'battery','battery' 'stainless steel','standard grates' 'shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6 adjustable','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8528_cdi_186,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,,'48 griddle',,,1534804,242233,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_8528,cdi_186,'battery' 'stainless steel','battery' 'stainless steel','standard grates' 'shelf 6 adjustable' 'lp gas' 'burners','wavy grates' 'shelf 6 adjustable','restaurant',,'burners' 'rear' 'ng' 'lp','restaurant',"60"" 4-burner gas range with charbroiler, ng""@en charbroiler ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_1242_cdi_1583,0,'convection ovens' 'convection oven','(1) convection oven (1) cabinet',southbend,southbend,'48 griddle',,,'front' 'raised griddle broiler standing pilot 1 standard',242233,2225409,'per oven','ultimate','nsf','nsf','1075.00','1075.00 ',katom_1242,cdi_1583,'battery' 'stainless steel','pyromax burners' 'battery','wavy grates' 'shelf 6 adjustable','rear' 'shelf 6 adjustable','restaurant',,'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_1242_cdi_5394,0,'convection ovens' 'convection oven','(1) standard oven (1) convection oven',southbend,southbend,'48 griddle',,,,242233,10797272,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_1242,cdi_5394,'battery' 'stainless steel','battery','wavy grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant','restaurant','ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_5775_cdi_5394,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1051859,10797272,,,'nsf','nsf','1075.00','1075.00 ',katom_5775,cdi_5394,'battery','battery','lp gas' 'shelf 6 adjustable' 'burners right standard grates standing pilot 1 standard','standard grates' 'shelf 6 adjustable','restaurant range' 'restaurant','restaurant','grates standing pilot 1 standard' 'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 8-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_270_cdi_5394,0,'convection ovens' 'convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,,,53422,10797272,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_270,cdi_5394,'battery' 'stainless steel','battery','rear' 'shelf 6 adjustable' 'lp gas' 'saut burners','standard grates' 'shelf 6 adjustable','restaurant','restaurant','restaurant' 'rear' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_9957_cdi_5394,0,'standard oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1778280,10797272,,,'nsf','nsf','660.00','1075.00 ',katom_9957,cdi_5394,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8804_cdi_5394,0,'convection ovens' 'convection oven','(1) standard oven (1) convection oven',southbend,southbend,'48 griddle',,,,1582401,10797272,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_8804,cdi_5394,'left thermostatic' 'battery' 'stainless steel','battery','lp gas' 'standard grates' 'shelf 6','standard grates' 'shelf 6 adjustable',,'restaurant','ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_1242_cdi_704,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'48 griddle',,,,242233,969013,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_1242,cdi_704,'battery' 'stainless steel','saut burners' 'battery' 'stainless steel','wavy grates' 'shelf 6 adjustable','left thermostatic' 'shelf 6 adjustable','restaurant',,'ng','restaurant' 'rear',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_5291_cdi_704,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,969013,969013,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_5291,cdi_704,'battery' 'stainless steel','saut burners' 'battery' 'stainless steel','burners' 'left thermostatic' 'shelf 6 adjustable' 'lp gas' 'saut burners','left thermostatic' 'shelf 6 adjustable','restaurant range',,'rear' 'ng' 'lp','restaurant' 'rear',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_5262_cdi_1153,0,'standard oven','(2) standard ovens',southbend,southbend,,,,'front',963686,1504360,,'ultimate','nsf','nsf','660.00','1075.00 ',katom_5262,cdi_1153,'battery','oven','lp gas' 'wavy grates' 'shelf 6 adjustable','burners rear','restaurant','left','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'standard ovens with battery' 'per',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8362_cdi_1153,1,'standard oven','(2) standard ovens',southbend,southbend,'60 3',,,'front',1504360,1504360,'ultimate','ultimate','nsf','nsf','1075.00','1075.00 ',katom_8362,cdi_1153,'front' 'oven','oven','burners rear' 'lp gas','burners rear','restaurant' 'left' 'restaurant range','left','standard ovens with battery' 'per' 'ng' 'lp','restaurant' 'standard ovens with battery' 'per',"60"" 9-burner gas range, lp""@en range lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_5262_cdi_694,1,'standard oven','(1) standard oven',southbend,southbend,,,,,963686,963686,,,'nsf','nsf','660.00','660.00 ',katom_5262,cdi_694,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_20999_cdi_694,0,'convection ovens' 'convection oven','(1) standard oven',southbend,southbend,,,,,12023390,963686,'per oven',,'nsf','nsf','1075.00','660.00 ',katom_20999,cdi_694,'battery' 'stainless steel','battery','wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant','restaurant','ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_1346_cdi_446,0,'standard/convection oven','(2) standard ovens',southbend,southbend,'60 6','48 griddle',,,259217,633377,,,'nsf','nsf','1075.00','1075.00 ',katom_1346,cdi_446,'battery','left standing pilot' 'oven','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates','restaurant','ultimate','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant' 'standard ovens with battery' 'per',"60"" 6-burner gas range with griddle & broiler, lp""@en broiler lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_3416_cdi_446,1,'standard oven','(2) standard ovens',southbend,southbend,'48 griddle','48 griddle',,,633377,633377,,,'nsf','nsf','1075.00','1075.00 ',katom_3416,cdi_446,'left standing pilot' 'oven','left standing pilot' 'oven','lp gas' 'standard grates','standard grates','restaurant range','ultimate','standard ovens with battery' 'per' 'lp' 'ng','restaurant' 'standard ovens with battery' 'per',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_1346_cdi_1298,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,'60 6',,,'front',259217,1660843,,,'nsf','nsf','1075.00','1075.00 ',katom_1346,cdi_1298,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','burners rear' 'left wavy grates standing pilot 1' 'shelf 6 adjustable','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle & broiler, lp""@en broiler lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_23200_cdi_1383,0,'standard/convection oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,14202196,1758741,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_23200,cdi_1383,'battery','battery' 'oven','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates',,,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'per',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_9137_cdi_1383,0,'convection ovens' 'convection oven','standard ovens' '(2) standard ovens',southbend,southbend,'60 6',,,,1638552,1758741,'per oven','ultimate','nsf','nsf','1075.00','1075.00 ',katom_9137,cdi_1383,'battery' 'stainless steel','battery' 'oven','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates','restaurant',,'lp' 'ng','restaurant' 'per',"60"" 6-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_9849_cdi_1383,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,'60 6',,,,1758741,1758741,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_9849,cdi_1383,'battery' 'oven','battery' 'oven','standard grates' 'lp gas','standard grates','restaurant',,'per' 'ng' 'lp','restaurant' 'per',"60"" 6-burner gas range with charbroiler, ng""@en charbroiler ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_23200_cdi_7479,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,14202196,15867213,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_23200,cdi_7479,'battery','saut burners' 'battery','lp gas' 'standard grates' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_6770_cdi_7479,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,'60 3',,,,1220186,15867213,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_6770,cdi_7479,'saut burners' 'oven','saut burners' 'battery','lp gas' 'burners rear','burners rear' 'shelf 6 adjustable','restaurant range' 'restaurant',,'standard ovens with battery' 'per' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en range lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_18470_cdi_7479,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,'60 3',,,,9776094,15867213,,'ultimate','legs' 'nsf','nsf','1075.00','1075.00 ',katom_18470,cdi_7479,'saut burners' 'battery','saut burners' 'battery','lp gas' 'burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable','restaurant range' 'left' 'restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'burners' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_23200_cdi_985,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,14202196,1299076,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_23200,cdi_985,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_3785_cdi_985,0,'left thermostatic' 'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,700981,1299076,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_3785,cdi_985,'battery','battery','standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable',,,'oven' 'flue riser with shelf stainless steel' 'front' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_21061_cdi_985,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,12061750,1299076,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_21061,cdi_985,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_4440_cdi_577,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,818030,818030,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_4440,cdi_577,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant range' 'restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 8-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_16253_cdi_577,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,7829294,818030,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_16253,cdi_577,'battery','battery','shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant',,'rear' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_560_cdi_577,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,116696,818030,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_560,cdi_577,'battery','battery','burners rear' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable',,,'burners' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 5-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6662_cdi_577,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 6',,,,1203052,818030,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_6662,cdi_577,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_4440_cdi_3464,0,'standard/convection oven','(1) standard oven',southbend,southbend,,,,,818030,6108783,,'ultimate','nsf','nsf','1075.00','660.00 ',katom_4440,cdi_3464,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates standing pilot 1' 'shelf 6 adjustable','restaurant range' 'restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 8-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_8668_cdi_108,0,,'legs with boxed crossrails',advance tabco,advance tabco,,'18 gauge',,,1559159,142030,,'regaline sink 3','nsf',,'418.00',"'364.00 ' '8""'",katom_8668,cdi_108,'stainless steel overall','nsf',,'open frame',,,'compartment with left right hand drainboards' 'deep with 11 high splash' 'legs with welded front to rear adjustable','compartment with left right hand drainboards' 'deep with',"133"" 3-compartment sink w/ 18""l x 24""w bowl, 14"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
