ids,label,katom_base,rewo_base,katom_brand,rewo_brand,katom_capacity,rewo_capacity,katom_category,rewo_category,katom_cluster_id,rewo_cluster_id,katom_color,rewo_color,katom_finish,rewo_finish,katom_height,rewo_height,katom_id,rewo_id,katom_material,rewo_material,katom_product_type,rewo_product_type,katom_shape,rewo_shape,katom_style,rewo_style,katom_title,rewo_title
katom_512_rewo_8370,0,'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,,103564,415476,'top','top',,,'73.00',,katom_512,rewo_8370,'table' 'stainless steel','stainless steel',,'table' 'undershelf and posts',,,'top riser' 'undershelf posts' 'backsplash','top and riser' 'gauge type',"24"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en top backsplash ""@en"," ""e 316s-3084-5r work table, 73"" - 84"", stainless steel top""@en "" e table 84"" top | worktable open base with backsplash""@en"
katom_2210_rewo_8370,1,'h riser' 'undershelf','open w/undershelf',duk,duk,'30 wide','30 wide',,,415476,415476,'top','top',,,'176.00',,katom_2210,rewo_8370,'table' 'stainless steel','stainless steel','undershelf posts','table' 'undershelf and posts',,,'top riser' 'backsplash','top and riser' 'gauge type',"84"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en top backsplash ""@en"," ""e 316s-3084-5r work table, 73"" - 84"", stainless steel top""@en "" e table 84"" top | worktable open base with backsplash""@en"
katom_12381_rewo_8370,0,'undershelf','open w/undershelf',duk,duk,,'30 wide',,,3883620,415476,'stainless steel','top',,,'119.00',,katom_12381,rewo_8370,'table' 'stainless steel','stainless steel',,'table' 'undershelf and posts',,,'top riser' 'undershelf posts' 'backsplash','top and riser' 'gauge type',"72"" 14-ga work table w/ undershelf & 300-series stainless marine top""@en top ""@en"," ""e 316s-3084-5r work table, 73"" - 84"", stainless steel top""@en "" e table 84"" top | worktable open base with backsplash""@en"
katom_19645_rewo_64233,0,,'5103',bon chef,bon chef,,,,,10770750,9429313,,,'nsf','nsf','12 3','20 13',katom_19645,rewo_64233,,,'ceramic look','ceramic look',,,,,"wh 1/2-size tile, aluminum/white""@en tile aluminum/white ""@en"," "" 52025s tile inset""@en "" bon"
katom_21660_rewo_25711,0,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,12662683,1168445,,,,,'75.00',,katom_21660,rewo_25711,'stainless steel','stainless steel',,,,,'soil dishtable left to right' 'legs with no crossrails' 'straight' 'soil dishtables','soil dishtable right to left' 'legs with no crossrails',"48"" l-r straight soil dishtable - 10.5"" backsplash, galvanized legs, 16-ga stainless""@en backsplash stainless ""@en legs"," "" dts-s60-48r-x dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_24551_rewo_25711,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,15361861,1168445,,,,,'200.00',,katom_24551,rewo_25711,'stainless steel','stainless steel',,,,,'soil dishtable right to left' 'legs with crossrails' 'straight' 'soil dishtables','soil dishtable right to left' 'legs with no crossrails',"107"" r-l straight soil dishtable - 10.5"" backsplash, stainless legs, 16-ga stainless""@en legs ""@en backsplash"," "" dts-s60-48r-x dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_2634_rewo_9256,0,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,491250,456507,,,,,'270.00',,katom_2634,rewo_9256,'soil' 'stainless steel',,'dishtable l shaped','soil dishtable l shaped',,,'legs with no crossrails' 'soil dishtables' 'dishlanding','legs with no crossrails',"95"" l-r dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_2432_rewo_9256,1,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,456507,456507,,,,,'285.00',,katom_2432,rewo_9256,,,'soil dishtable l shaped','soil dishtable l shaped',,,'legs with no crossrails' 'dishlanding' 'soil dishtables','legs with no crossrails',"107"" l-r dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_12994_rewo_9256,0,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,4495156,456507,,,,,'345.00',,katom_12994,rewo_9256,'stainless steel',,'soil dishtable l shaped','soil dishtable l shaped',,,'legs with crossrails 143 long 16 304 series' 'dishlanding' 'soil dishtables','legs with no crossrails',"143"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d60-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_21660_rewo_10100,0,'h backsplash','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,12662683,493537,,,,,'75.00',,katom_21660,rewo_10100,'stainless steel','stainless steel',,'legs with' 'bar only',,,'soil dishtable left to right' 'legs with no crossrails' 'straight' 'soil dishtables','soil dishtable right to left',"48"" l-r straight soil dishtable - 10.5"" backsplash, galvanized legs, 16-ga stainless""@en backsplash stainless ""@en legs"," "" dts-s30-72r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_6706_rewo_10100,0,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1209217,493537,,,,,'120.00',,katom_6706,rewo_10100,'stainless steel','stainless steel','legs with' 'bar only','legs with' 'bar only',,,'soil dishtable right to left' 'straight' 'soil dishtables','soil dishtable right to left',"83"" r-l straight soil table - 10.5"" backsplash, stainless legs, 14-ga 304-stainless""@en legs backsplash 304-stainless ""@en"," "" dts-s30-72r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_21660_rewo_27945,0,'h backsplash','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,12662683,1257316,,,,,'75.00',,katom_21660,rewo_27945,'stainless steel','stainless steel',,'left to right',,,'soil dishtable left to right' 'legs with no crossrails' 'straight' 'soil dishtables','legs with no crossrails',"48"" l-r straight soil dishtable - 10.5"" backsplash, galvanized legs, 16-ga stainless""@en backsplash stainless ""@en legs"," "" dts-k60-60l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_7001_rewo_27945,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1257316,1257316,,,,,'215.00',,katom_7001,rewo_27945,'stainless steel','stainless steel','left to right','left to right',,,'legs with no crossrails' 'corner' 'soil dishtables','legs with no crossrails',"59"" l-r korner soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en stainless ""@en legs backsplash"," "" dts-k60-60l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_22093_rewo_27945,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,13073092,1257316,,,,,'115.00',,katom_22093,rewo_27945,'stainless steel','stainless steel',,'left to right',,,'soil dishtable left to right' 'legs with crossrails' 'soil dishtables' 'straight','legs with no crossrails',"96"" l-r straight soil dishtable - 10.5"" backsplash, stainless legs, 16-ga stainless""@en legs backsplash ""@en"," "" dts-k60-60l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_21660_rewo_3953,0,'h backsplash','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,12662683,205873,,,,,'75.00',,katom_21660,rewo_3953,'stainless steel','stainless steel',,,,,'soil dishtable left to right' 'legs with no crossrails' 'straight' 'soil dishtables','soil dishtable left to right' 'legs with crossrails',"48"" l-r straight soil dishtable - 10.5"" backsplash, galvanized legs, 16-ga stainless""@en backsplash stainless ""@en legs"," "" dts-s70-84l dishtable, soiled""@en soiled | soil dishtable""@en "" advance dishtable"
katom_7125_rewo_3953,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1281907,205873,,,,,'305.00',,katom_7125,rewo_3953,'landing left to right' 'stainless steel','stainless steel','soil dishtable l shaped',,,,'legs with crossrails' 'dishlanding' 'soil dishtables','soil dishtable left to right' 'legs with crossrails',"119"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-s70-84l dishtable, soiled""@en soiled | soil dishtable""@en "" advance dishtable"
katom_1037_rewo_3953,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,205873,205873,,,,,'105.00',,katom_1037,rewo_3953,'stainless steel','stainless steel',,,,,'soil dishtable left to right' 'legs with crossrails' 'straight' 'soil dishtables','soil dishtable left to right' 'legs with crossrails',"83"" l-r straight soil dishtable - 10.5"" backsplash, stainless legs, 16-ga stainless""@en legs ""@en backsplash"," "" dts-s70-84l dishtable, soiled""@en soiled | soil dishtable""@en "" advance dishtable"
katom_4476_rewo_3953,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,823011,205873,,,,,'265.00',,katom_4476,rewo_3953,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only',,,,'soil dishtables' 'corner','soil dishtable left to right' 'legs with crossrails',"83"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-s70-84l dishtable, soiled""@en soiled | soil dishtable""@en "" advance dishtable"
katom_418_rewo_3953,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,84983,205873,,,,,'250.00',,katom_418,rewo_3953,'stainless steel','stainless steel','soil dishtable l shaped',,,,'legs with crossrails' 'dishlanding' 'soil dishtables','soil dishtable left to right' 'legs with crossrails',"83"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-s70-84l dishtable, soiled""@en soiled | soil dishtable""@en "" advance dishtable"
katom_24783_rewo_25472,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,15605969,1157851,,,,,'230.00',,katom_24783,rewo_25472,'stainless steel','stainless steel','right to left',,,,'legs with crossrails' 'soil dishtables' 'corner','legs with no crossrails',"71"" r-l korner soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en crossrails legs 304-stainless ""@en"," "" dts-k60-120r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_6825_rewo_25472,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,1229984,1157851,,,,,'270.00',,katom_6825,rewo_25472,'stainless steel','stainless steel','soil dishtable l shaped',,,,'legs with crossrails' 'soil dishtables' 'dishlanding','legs with no crossrails',"95"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-k60-120r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_18298_rewo_17591,0,'304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,9619145,829162,,,,,'190.00',,katom_18298,rewo_17591,'stainless steel','stainless steel','legs with crossrails','left to right' 'legs with crossrails',,,'h backsplash' 'island' 'soil dishtables',,"47"" r-l island soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en legs 304-stainless ""@en crossrails"," "" dts-g70-60l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_10079_rewo_17591,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1802491,829162,,,,,'270.00',,katom_10079,rewo_17591,'stainless steel','stainless steel','soil dishtable l shaped','left to right' 'legs with crossrails',,,'legs with crossrails' 'soil dishtables' 'dishlanding',,"95"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-g70-60l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_23505_rewo_62104,0,,,bon chef,bon chef,'11 d','11 d',,,14507031,8834364,,,,,,,katom_23505,rewo_62104,,,'ceramic look','ceramic look',,'round','h aluminum','h aluminum',"red 5-qt tulip bowl, aluminum/red""@en aluminum/red ""@en bowl"," "" 9068s serving bowl, metal""@en "" bon bowl metal | melamine dinnerware""@en"
katom_10493_rewo_57017,0,,,bon chef,bon chef,,,,,2146185,7228118,'aluminum with','aluminum with',,,'11 1',,katom_10493,rewo_57017,'16','chafer food','ceramic look','ceramic look','oval',,,,"blk 3-qt oval pasta bowl, aluminum/black""@en aluminum/black ""@en bowl"," "" 5083s chafing dish pan""@en "" bon pan | universal wire lid holder""@en"
katom_13128_rewo_57078,0,,,bon chef,bon chef,,,,,4612883,7229213,,'aluminum with','nsf','nsf',,,katom_13128,rewo_57078,,'clam plate','ceramic look','ceramic look',,,'h aluminum','round',"blks 6.75"" bread holder, aluminum/black speckled""@en speckled ""@en holder"," "" 5017s oyster plate""@en "" bon plate | melamine dinnerware""@en"
katom_14734_rewo_57078,0,,,bon chef,bon chef,'9 1',,,,6266205,7229213,'aluminum with','aluminum with','nsf','nsf','12 3',,katom_14734,rewo_57078,,'clam plate','ceramic look','ceramic look','oval',,'qt','round',"blk 2.75-qt oval pan, aluminum/black""@en aluminum/black ""@en pan"," "" 5017s oyster plate""@en "" bon plate | melamine dinnerware""@en"
katom_20965_rewo_56999,0,,,bon chef,bon chef,'11 3','8 qt',,,11996013,7227741,'aluminum with','aluminum with',,,,,katom_20965,rewo_56999,,'food pan','ceramic look','ceramic look','oval',,,,"blk 7-qt oval casserole dish, aluminum/black""@en aluminum/black ""@en dish"," "" 5073s chafing dish pan""@en "" bon pan | universal wire lid holder""@en"
katom_20918_rewo_64234,0,,'9501 aluminum',bon chef,bon chef,,,,,11945431,9429352,,,'nsf','nsf','20 13' '9202 aluminum','20 13',katom_20918,rewo_64234,,,'ceramic look','ceramic look',,,,,"wh custom cut tile for 9202, aluminum/white""@en aluminum/white ""@en 9202"," "" 52026s tile inset""@en "" bon"
katom_20470_rewo_64234,0,,'9501 aluminum',bon chef,bon chef,,,,,11552992,9429352,,,'nsf','nsf','20 13','20 13',katom_20470,rewo_64234,'for 5500 aluminum',,'e z' 'ceramic look','ceramic look',,,,,"wh custom cut tile for 5500, aluminum/white""@en 5500 aluminum/white ""@en"," "" 52026s tile inset""@en "" bon"
katom_19825_rewo_48621,0,'h aluminum','h free',bon chef,bon chef,'20 l','2 l',,,10944998,4279295,,,,,,,katom_19825,rewo_48621,,,'ceramic look','ceramic look',,,,,"blk platter, 20 x 8 4.5"", aluminum/black""@en aluminum/black ""@en platter 4.5"""," "" 70067s platter, aluminum""@en aluminum | melamine dinnerware""@en "" bon platter"
katom_13137_rewo_52036,0,,,bon chef,bon chef,,,,,4623127,5587285,,,'nsf','nsf',,,katom_13137,rewo_52036,,'11 aluminum','ceramic look','ceramic look',,,'h aluminum','dinner',"cgrn 6.75"" bread holder, aluminum/calypso green""@en holder green ""@en"," "" 1003s plate, metal""@en "" bon plate metal | melamine dinnerware""@en"
katom_21123_rewo_52036,0,,,bon chef,bon chef,,,,,12120239,5587285,,,'nsf','nsf','2105 aluminum',,katom_21123,rewo_52036,,'11 aluminum','ceramic look','ceramic look',,,'fit tile','dinner',"blk double size tile tray for 2105, aluminum/black""@en aluminum/black ""@en 2105"," "" 1003s plate, metal""@en "" bon plate metal | melamine dinnerware""@en"
katom_20470_rewo_52036,0,,,bon chef,bon chef,,,,,11552992,5587285,,,'nsf','nsf','20 13',,katom_20470,rewo_52036,'for 5500 aluminum','11 aluminum','e z' 'ceramic look','ceramic look',,,,'dinner',"wh custom cut tile for 5500, aluminum/white""@en 5500 aluminum/white ""@en"," "" 1003s plate, metal""@en "" bon plate metal | melamine dinnerware""@en"
