m4_id,m4_cid,m4_number,m4_length,m4_title,m4_artist,m4_year,m4_language,m4_filtering_attr,m2_id
205,7491,2,0m 52sec,002-For Home and Country,,,Eng.,002forhomeandcountry#frontmission5scarsofthewarost,m4_205
206,528,10,4m 8sec,010-She's Got a Way,Yale University Alley Cats,,Eng.,010shesgotawayyaleuniversityalleycatsest1943,m4_206
207,532,14,2m 3sec,014-Adios Adios,The BlDue Chips,,Eng.,014adiosadiostheblduechipsfromthebeginning,m4_207
208,536,5,3m 40sec,005-Bagatelles for Piano: V, ,n ull,unknown,005bagatellesforpianovpianoworks,m4_208
209,284,8,5m 11sec,008-Piano Quintet in C minor: I. Andante (Prazak Quartet feat. piano: Jaromir Klepac),  ,,Eng.,008pianoquintetincminoriandante,m4_209
210,541,3,unknown,"2007-05-17: A State of Trance #300, ""Part 3: Menno de Jong"": Pettelaarse Schans, Hertogenbosch, The Netherlands",Armin van Buuren,,Eng.,20070517astateoftrance#300part3mennodejongpettelaarseschanshertogenboschthenetherlandsarminvanbuuren20070517astateoftrance#300pettelaarseschanshertogenboschthenetherlands,m4_210
211,1538,2,5m 13sec,(Radio,Mooryc,,Eng.,,m4_211
212,543,7,15m 33sec,"007-Felona & Serona (Part A, B, C, D)",Le Orme,,unknown,007felona&serona,m4_212
213,558,2,1m 55sec,002-Login (Self Destruct),Manifesto,,Eng.,002login,m4_213
214,559,2,3m 12sec,002-Devenir folle,Erik Arnaud,,Fre.,002devenirfolleerikarnaudcommentjevis,m4_214
215,8985,10,2m 12sec,"010-Zum Abendsegen ""Herr, sei gnadig unserm Flehn""",Felix Mendelssohn,,Ger.,010zumabendsegenherrseignadigunsermflehnfelixmendelssohnmtoetsop2369&7&psaumé100missabreve,m4_215
216,562,12,3m 13sec,012-Used to Love Her,Guns N Roses,,Eng.,012usedtolovehergunsnrosesgreatesthits,m4_216
217,4273,12,1m 5sec,012-Lamento per la morte di Pasolini (b),Giovanna Marini,,Ita.,012lamentoperlamortedipasolini,m4_217
218,568,254,6m 23sec,254-Firnen 4,"Paolini, Christopher",,Ger.,254firnen4paolinichristophereragondaserbedermacht,m4_218
219,572,10,3m 25sec,010-Retki meren rantaan,Edu Kettunen,,Fin.,010retkimerenrantaanedukettunengrandprix,m4_219
220,573,1,4m 48sec,001-Doble opuesto,La Ley,,Sap.,001dobleopuestolaleydobleopuesto,m4_220
221,576,7,3m 57sec,007-Josephine,Chris Rea,,Eng.,007josephinechrisrealemeilleurdelamusique2u,m4_221
222,8763,20,2m 1sec,020-Casimir,Bourvil,,Fre.,020casimirbourvildurireauxlarmes,m4_222
223,4873,9,3m 16sec,009-El Amor De Mi Boho,OmGara Portuondo,,Spa.,009elamordemibohoomgaraportuondobuenavistasocialclub5,m4_223
224,583,81,2m 26sec,081-Country RadUio (full mix),Antony Cooper & Peter Jaksic,,Eng.,081countryraduio,m4_224
225,9598,10,17m 42sec,010-Don Juan op. 20,Richard Strauss,,er.,010donjuanop20richardstraussalsosprachzarathustradonjuantilleulenspiegel,m4_225
226,587,21,0m 43sec,21z-,,,Jap.,21z#3,m4_226
227,589,2,unknown,002-  ,Schizo,,unknown,002schizofightagainsttheworld,m4_227
228,8352,15,unknown,015-Weekend,Earth and Fire,,Eng.,015weekendearthandfirenighttoremembertheeightiesedition,m4_228
229,7610,3,3m 38sec,003-Pride (In the Name of Love),Friction Bailey,,En.g,003pride,m4_229
230,596,6,4m 26sec,006-Transitional Bird (Clever Girl),Candy Claws,,Eng.,006transitionalbird,m4_230
231,600,13,4m 4sec,013-Any Other Way,The Smithereens,,Eng.,013anyotherwaythesmithereensliveinconcertgreatesthitsandmore,m4_231
232,601,3,4m 21sec,003-Public Enemy #1,Motley Crue,,Eng.,003publicenemy#1motleycruetoofastforlove,m4_232
233,5300,8,4m 45sec,008-Innervisions,DJ Cam,,Eng.,008innervisionsdjcamsubstances,m4_233
234,606,5,2m 14sec,"005-Pisma o ribaru Marinu, Mari i moru",KUD Idijoti,,Cro.,005pismaoribarumarinumariimorukudidijotiglupostjeneunistiva,m4_234
235,6004,1,5m 34sec,001-Subdivisions,Rush,,Eng.,001subdivisionsrushsignals,m4_235
236,149,3,2m 50sec,003-September in the Rain,The Ralph Sharon Trio,,Eng.,003septemberintheraintheralphsharontriotheralphsharontrioplaystheharrywarrensongbook,m4_236
237,616,8,5m 49sec,008-Russia's on Fire,Stormwitch,,Eng.,008russiasonfirestormwitchliveinbudapest,m4_237
238,618,11,0m 16sec,Mikron's Ray,[no artist],,Eng.,mikronsraynoartistsoundsfromafantasyspacemission,m4_238
239,1211,4,unknown,004-Mother Forest,Wotan,,Eng.,004motherforestwotanepos,m4_239
240,6554,10,0m 6sec,010-, starring ,,Jap.,010starringcd2ndseries04,m4_240
241,6602,5,12m 34sec,"005-Fast Jam (incl. Sunshine Of Your Love, Come On, Star Spangled Banner)",Jimi Hendrix,,Eng.,005fastjam,m4_241
242,7509,6,4m 15sec,006-Torspar-julaftas-vaggvisa (The Crofter's Christmas Eve Lullaby),Triakel,,unknown,006torsparjulaftasvaggvisa,m4_242
243,625,10,3m 20sec,010-Bonecrusher,Phantom,nul l,Eng.,010bonecrusherphantomthebestoftherest,m4_243
244,627,16,3m 21sec,016-If You Let Me Love You 2,Andy Taylor,,Eng.,016ifyouletmeloveyou2andytaylorgirltalk,m4_244
245,633,2,3m 2sec,002-Route 66,Natalie Cole,,Eng.,002route66nataliecolepapermoon,m4_245
246,6847,14,4m 1sec,014-Crash Site,Adorable,,Eng.,014crashsiteadorablefootnotes9294,m4_246
247,4535,8,3m 44sec,008-Girls,Nazareth,,Eng.,008girlsnazarethsnakesnladders,m4_247
248,8966,7,1m 41sec,007-Hidden Propolsion Unit (Element 115 mix),Ponga,,Eng.,007hiddenpropolsionunit,m4_248
249,9668,1,10m 41sec,001-Growing Up,Peter Gabriel,,Engg.,001growinguppetergabrielsummer03westpalmbeach,m4_249
250,8448,2,12m 9sec,002-Heaven and Hell,Black Sabbath,,Eng.,002heavenandhellblacksabbathliveevil,m4_250
251,645,2,4m 42sec,002-Gannabara's Cafe,Reminiscence Quartet,,unknown,002gannabarascafereminiscencequartetritmobrasileiro,m4_251
252,648,12,6m 6sec,012-Smart Patrol / Mr. DNA,DEOV,,unknown,012smartpatrolmrdnadeovdutynowforthefuture,m4_252
253,6348,17,unknown,017-La Recuerdo Asi,Edgar Oceransky,,Spa.,017larecuerdoasiedgaroceranskyenvivodesdecostarica,m4_253
254,5386,7,7m 18sec,"007-Piano Sonata in D, K. 311: I. Allegro con spirito",Wolfgang Amadeus Mozart,,unknown,007pianosonataindk311iallegroconspiritowolfgangamadeusmozartarraueditionmzart,m4_254
255,662,15,3m 31sec,015-Extacy,Shades of Rhythm,,Eng.,015extacyshadesofrhythmthealltimegreatesthitsofdance2,m4_255
256,664,3,3m 30sec,003-I've Changed My Number,Plush,,Eng.,003ivechangedmynumberplushroughtradeshopssingersongwriter1,m4_256
257,1515,7,unknown,007-Nachwort,The Albert Mangelsdorff Quartet,,unknown,007nachwortthealbertmangelsdorffquartetneverletitend,m4_257
258,668,11,4m 58sec,011-I Watch You Sleeping,John Denver,,Eng.,011iwatchyousleepingjohndenvercollection,m4_258
259,672,19,2m 18sec,019-Lover Come Back,Doris Day,,Eng.,019lovercomebackdorisdaygoldengirl,m4_259
260,2583,12,5m 1sec,012-Chapter 13: Confessions 3,Stephenie Meyer,,Eng.,012chapter13confessions3stepheniemeyertwilight,m4_260
261,679,17,3m 43sec,017-Pass That Dutch,Missy Elliott,,Eng.,017passthatdutchmissyelliotttriplejhottest100volxi,m4_261
262,680,13,2m 17sec,013-A Couple of Song and Dance Men,Fred Astaire,,Eng.,013acoupleofsonganddancemenfredastairegoldengreats,m4_262
263,684,6,3m 58sec,006-To Be Free (Spanish version radio edit),Mike Oldfield,,Eng.,006tobefree,m4_263
264,9027,10,2m 52sec,010-Hola tu,Paco Bello,,Spa.,010holatupacobellonauta,m4_264
265,4519,27,3m 26sec,027-Rocker,Alter Ego,,Eng.,027rockeralteregoessentialundergroundvolume9stockholm,m4_265
266,689, 3,0m 15sec,Actionize 3,Art Phillips,,Eng.,actionize3artphillipsimpacttrailers,m4_266
267,8454,6,8m 38sec,006-,,,Jap.,006#(20,m4_267
268,698,276,0m 2sec,276-Brass Bit 2,Harry BluVestone,,Eng.,276brassbit2harrybluvestonecomedpycartoon,m4_268
269,701,11,3m 18sec,011-Nickel in the Well,Shenandoah,,Eng.,011nickelinthewellshenandoahbestofshenandoah,m4_269
270,2630,4,unknown,004-Kollegium,Sweet 'n Candy,,unknown,004kollegiumsweetncandydishes,m4_270
271,3755,5,2m 41sec,005-Pigmalion,Astor Piazzolla,,unknown,005pigmalionastorpiazzollahommageaastorpiazzolla,m4_271
272,703,44,0m 30sec,044-Laughter at the Royal Court,Jean-Marie Philibert & Yohann Bourdin,,Eng.,044laughterattheroyalcourtjeanmariephilibert&yohannbourdinfxinthemix,m4_272
273,704,3,10m 8sec,"003-Concerto for Piano and Orchestra No. 9 in E-flat major, K. 271: III. Rondo. Presto",Wolfgang Amadeus Mozart,,Eng.,003concertoforpianoandorchestrano9ineflatmajork271iiirondoprestowolfgangamadeusmozartspectacularclassics,m4_273
274,705,19,2m 13sec,019-Mission of theD arians: The Daria (100 Square Miles / Macrocosm),Robert Farnon & Frank Cordell,,Eng.,019missionofthedariansthedaria,m4_274
275,6604,10,1m 6sec,010-~,Uratsakidogi,,Rus.,010~uratsakidogizbornik,m4_275
276,5099,11,4m 0sec,011-I've Never Been to Me,Charlene,,Eng.,011iveneverbeentomecharlenehits,m4_276
277,711,13,2m 23sec,013-Domek bez adresu,Czesaw Niemen,,Pol.,013domekbezadresuczesawniemengoldedition,m4_277
278,266,5,5m 42sec,005-,,,Jap.,005#,m4_278
279,5244,8,4m 3sec,008-Mr. Tough Guy,Ugly Duckling,,unknown,008mrtoughguyuglyducklingtastethesecret,m4_279
280,714,1,6m 43sec,001-Vessels,Wolf & Cub,,Eng.,001vesselswolf&cubvessels,m4_280
281,6920,7,3m 9sec,007-DoCes Your Mama Know About Me,Jermaine Jackson,,Eng.,007docesyourmamaknowaboutmejermainejacksoncomeintomylife,m4_281
282,716,6,2m 7sec,Memo,Randy Newman,,Eng.,memorandynewmanthenatural,m4_282
283,718,1,3m 45sec,001-I Got a Guy,Ella Fitzgerald,,Eng.,001igotaguyellafitzgeraldellaforlovers,m4_283
284,80,6,1m 32sec,006-Haste Suraj Ki,Nadeem-Shravan,,Hin.,006hastesurajkinadeemshravandilkarishta,m4_284
285,663,8,2m 56sec,008-How High the Moon,Harry James,,Eng.,008howhighthemoonharryjamesworldofjazzthejazztrumpet,m4_285
286,721,18,2m 44sec,018-Back Bay Shuffle,Terry Gibbs,,Eng.,018backbayshuffleterrygibbsjazzclubmainstreambigbands,m4_286
287,722,5,unknown,005-For Love,Na Ying,,Eng.,005forlovenayingconquer,m4_287
288,725,3,4m 56sec,003-A Dance With the Devil,Chinchilla,,Eng.,003adancewiththedevilchinchillamadttropolis,m4_288
289,733,5,2m 51sec,005-Springhead Motorshark,Britny Fox,,Eng.,005springheadmotorsharkbritnyfoxspringheadmotorshark,m4_289
290,1715,13,7m 58sec,013-He Aloha Mele,Sprung Monkey,,Eng.,013healohamelesprungmonkeymrfunnyface,m4_290
291,739,7,3m 12sec,007-She Wore Red,House of Freaks,,Eng.,007sheworeredhouseoffreaksinvisiblejewel,m4_291
292,8775,4,unknown,Chiffren der Transzendenz 064,Karl Jaspers,,Ger.,chiffrendertranszendenz064karljasperschiffrendertranszendenz,m4_292
293,1035,4,2m 45sec,004-Please Be Nice (I've Got a Bomb),Greenhouse AC,,Eng.,004pleasebenice,m4_293
294,745,20,3m 25sec,020-Street Dancer,Avicii,,Eng.,020streetdanceraviciithedomevolume571,m4_294
295,4840,10,3m 3sec,"010-Miserere (Psaume 50): I. Simphonie / II. Miserere mei, Deus",Sebastien de Brossard,,unknown,010miserere,m4_295
296,823,7,7m 1sec,007-Thee Cult of Henry Flynt,Horsebck,,Eng.,007theecultofhenryflynthorsebckaplagueofknowingsinglessplitsandrarities,m4_296
297,3659,16,3m 32sec,016-Eeparisbagu,T. Brinda & T. Mukta,,unknown,016eeparisbagutbrinda&tmuktatbrinda&tmuktaconcertatmadrasmusiccircle1968,m4_297
298,1869,5,5m 24sec,005-Narstrand,Fimbultyr,,Swee.,005narstrandfimbultyrgryendetidevarv,m4_298
299,757,3,3m 53sec,003-Tantas Horas Contigo,Suburbios,,Spa.,003tantashorascontigosuburbiosexilio,m4_299
300,8787,2,unknown,002-Better Love (Voodoo dub),Deep Sensation,,Eng.,002betterlove,m4_300
301,758,1,2m 55sec,001-Arnold Layne,Pink Floyd,,Eng.,001arnoldlaynepinkfloydthepiperatthegatesofdawn,m4_301
302,759,3,13m 15sec,003-Get Your Chillums Out,Move D / Namlook,,Eng.,003getyourchillumsoutmovednamlookmovednamlookxviiisexoid,m4_302
303,7996,10,3m 20sec,010-Downderry Daze,Bridget St. John,,,010downderrydazebridgetstjohnsongsforthegentleman,m4_303
304,6921,22,1m 43sec,022-Five Little Monkeys,The Countdown Kids,,unknown,022fivelittlemonkeysthecountdownkids50sillysongs,m4_304
305,770,8,5m 36sec,008-The Fire Still Burns,Russ Ballard,,ng.,008thefirestillburnsrussballardthefirestillburns,m4_305
306,774,7,3m 19sec,007-Cheat in Our Hometown,Ricky Skaggs,,Eng.,007cheatinourhometownrickyskaggssuperhits,m4_306
307,775,1,5m 43sec,001-Brother Green (The Disco King),Roy Ayers Ubiquity,,Eng.,001brothergreen,m4_307
308,6215,5,5m 34sec,005-Of Glorious Remains pt. I - The Poisoned,Worth Dying For,,Eng.,005ofgloriousremainsptithepoisonedworthdyingfortearsandashes,m4_308
309,6972,6,5m 46sec,"006-Konzert fur Klavier und Orchester a-moll op. 54: II. Intermezzo, Andantino grazioso - attacca",Robert Schumann,,Ger.,006konzertfurklavierundorchesteramollop54iiintermezzoandantinograziosoattaccarobertschumannsymphonienr1fruhlingklavierkonzert,m4_309
310,785,3,4m 23sec,0003-Belalm,Mahsun Krmzgul,,Tur.,0003belalmmahsunkrmzgulyklmadm,m4_310
311,788,2,3m 42sec,002-The Metallophone Song No. 1,Sebastien Roux,,Eng.,002themetallophonesongno1sebastienrouxs,m4_311
312,792,19,unknown,019-Purple Sky (Lomax remix),Electrosoul System,,Eng.,019purplesky,m4_312
313,796,,0m 33sec,017-Tid Bit,Scaterd Few,,Eng.,017tidbitscaterdfewoutoftheattic,m4_313
314,800,9,5m 13sec,009-Mes morts,Superflu,,Fre.,009mesmortssuperflutchintchin,m4_314
315,8065,,7m 4sec,007-Streaming,Dan Gibson,,ng.,007streamingdangibsonsolitudesstreamofdreams,m4_315
316,2836,12,4m 24sec,012-Owner of a Lonely Heart,Yes,,Eng.,012ownerofalonelyheartyes100hitselectriceighties,m4_316
317,6619,16,4m 38sec,016-Call Me Mr Tibbs (main title),Quincy Jones,,Eng.,016callmemrtibbs,m4_317
318,7041,16,5m 55sec,016-M0nE(y) 4 n0THING,V/Vm,,Eng.,016m0ne,m4_318
319,809,2,6m 38sec,002-Dancing in the Sun,George Howard,,Eng.,002dancinginthesungeorgehowarddancinginthesun,m4_319
320,812,13,2m 55sec,"013-You're Lovely, Madame",Benny Goodman,,Eng.,013yourelovelymadamebennygoodmansmokehouserhythm,m4_320
321,4197,8,3m 26sec,"008-Pilseta, kura piedzimst vejs",Austra Pumpure,,Lat.,008pilsetakurapiedzimstvejsaustrapumpurelabakasdziesmas,m4_321
322,7910,4,2m 0sec,-Hma HockS ESPANOL,Jimmy Castor,,Eng.,hmahocksespanoljimmycastorheyleroy,m4_322
323,2242,17,2m 33sec,017-Stavin' Chain,Zuzu Bollin,,Eng.,017stavinchainzuzubollinboogieuproartexasbluesandr&b,m4_323
324,6166,9,3m 56sec,009-Je survivrai (I Will Survive),Larusso,,Fre.,009jesurvivrai,m4_324
325,817,13,3m 25sec,I'v eGot You Under My Skin,Bill Evans & Jim Hall,,Emg.,ivegotyouundermyskinbillevans&jimhallanythinggoesthecoleportersongbookinstrumentals,m4_325
326,8499,2,2m 18sec,002-Las batallas,Cafe Tacvba,,Spa.,002lasbatallascafetacvbaunviaje,m4_326
327,822,18,2m 34sec,018-Sweet Pea,Mrs. Miller,,Eng.,018sweetpeamrsmillerultraloungewildcool&swingintheartistcollectionvoliii,m4_327
328,831,9,5m 27sec,009-Let's find a way,Mamas Gun,,Eng.,009letsfindawaymamasgunroutestoriches,m4_328
329,832,11,2m 35sec,"011-Amen, Amen,",The Winstons,,Eng.,011amenamenthewinstonscolorhimfather,m4_329
330,834,1,2m 30sec,001-Pygmalion's Dream (edit),The Cruxshadows, 2007,Eng.,001pygmalionsdreamthecruxshadows20070121dnaloungesanfranciscocausa,m4_330
331,7131,1,6m 18sec,001-Evil TV,Risingson,,83858-A061,001eviltvrisingsoneviltv,m4_331
332,841,11,3m 5sec,011-Tjernobilleke,Urbanus,,Dut.,011tjernobillekeurbanusurbanusintecht,m4_332
333,844,11,3m 17sec,011-Oursel ves to Know,Warren Zevon,,Eng.,011ourselvestoknowwarrenzevonlifellkillya,m4_333
334,4353,3,unknown,0003-Autowalker,OUTABERO,,Eng.,0003autowalkeroutaberocuprunoid,m4_334
335,5176,25,unknown,025-Mish Mash,TC,,Eng.,025mishmashtcevolution,m4_335
336,850,7,2m 42sec,007-I Promise Myself,ATeens,,Eng.,007ipromisemyselfateensbodyworkiv,m4_336
337,2761,15,0m 10sec,015-Empty Pocket Blues (b),Richard Myhill,,Enq.,015emptypocketblues,m4_337
338,5510,1,4m 44sec,001-Quase Nada,Mo' Horizons,,Eng.,001quasenadamohorizonsthelatinloungesession,m4_338
339,7716,12,3m 2sec,012-destiny,Silver Forest,2012,Jap.,012destinysilverforestsilverforest20062012best1,m4_339
340,857,6,4m 42sec,006-Fate Worse Than Death,Enforcer,,Eng.,006fateworsethandeathenforcerclassicchicagometal,m4_340
341,862,10,3m 55sec,010-Presentimento,Rondi Rondi,,Iat.,010presentimentorondirondimarechiaro,m4_341
342,864,2,3m 58sec,002-Run This Race,Aslan,,Eng.,002runthisraceaslanforsomestrangereason,m4_342
343,515,2,4m 4sec,002-Cent mille raisons,Mes Aieux,,Fre.,002centmilleraisonsmesaieuxfioriunmusicienparmitantdautres,m4_343
344,875,1,2m 56sec,001-Moanin' at Midnight,Howlin Wolf,,Eneg.,001moaninatmidnighthowlinwolfhisbest,m4_344
345,1277,3,2m 34sec,003-Karu,Alkymia,,unknown,003karualkymiaalkymia,m4_345
346,882,7,4m 22sec,007-Crashing on Steel,SAINTS ANGER,,Eng.,007crashingonsteelsaintsangerdangermetal,m4_346
347,883,11,5m 58sec,011-Close Your Eyes / Light of Hope,Steve Wynn,,Eng.,011closeyoureyeslightofhopestevewynndazzlingdisplay,m4_347
348,886,10,6m 35sec,010-Marvellous Moses,Nektar,,Eng.,010marvellousmosesnektarrecycled,m4_348
349,4129,8,9m 29sec,008-Le Minestrone qui dope,Pierre Dac & Francis Blanche,,Fre.,008leminestronequidopepierredac&francisblanchesignefuraxlalumierequieteint,m4_349
350,888,11,3m 40sec,011-Ice Is on My Hands,Ralfe Band,,Eng.,011iceisonmyhandsralfebandatticthieves,m4_350
351,891,10,unknown,010-So Very Odd,Here Comes the Metric System,,Eng.,010soveryoddherecomesthemetricsystemherecomesthemetricsystem,m4_351
352,892,5,2m 54sec,005-Ring a Ding Do,Little Ester Jones,,Eng.,005ringadingdolittleesterjonesbumpjumpjivevolxiii,m4_352
353,896,11,3m 21sec,011-Everyday (Nick McCarthy & Sugar Rongs Franz Ferdinand Nightmare remix),Killa Kela,,E ng.,011everyday,m4_353
354,854,5,5m 6sec,005-Sex (I'm A ...),Berlin,,Eng.,005sex,m4_354
355,904,64,9m 58sec,Breathe,Dead End Space,,Eng.,breathedeadendspaceprogstravaganza13,m4_355
356,914,1,27m 7sec,001-Gringo Nero,Klaus Schulze,,unknown,001gringoneroklausschulzebeyondrecall,m4_356
357,915,2,2m 56sec,002-Si Me Vas A Dejar,Pete Anstudillo,,,002simevasadejarpeteanstudillocomoteextrano,m4_357
358,4971,,4m 16sec,005-Kaksi puuta,Juha Tapio,,Fin.,005kaksipuutajuhatapio14,m4_358
359,916,19,3m 46sec,019-Emina,Hari Mata Hari,,unknown,019eminaharimataharibalade19922002,m4_359
360,924,C5,1m 53sec,0C5-Down Among The Budded Roses,Merle Travis & Joe Maphis,,Eng.,0c5downamongthebuddedrosesmerletravis&joemaphiscountryguitargiants,m4_360
361,926,6,3m 22sec,006-Freed From Desire (radio mix),Gala,,Eng.,006freedfromdesire,m4_361
362,746,12,4m 22sec,012-Stuck With You,Huey Lewis & The News,,Eng.,012stuckwithyouhueylewis&thenews80spopparty,m4_362
363,7416,13,unknown,013-Etudes 4 Dudes,Extreme Animals,,Eng.,013etudes4dudesextremeanimalsbreal,m4_363
364,930,3,3m 7sec,"003-Piano Sonata No. 2 in A major, Op. 2 No. 2: III. Scherzo. Allegretto",Ludwig van,, Eng.,003pianosonatano2inamajorop2no2iiischerzoallegrettoludwigvanpianosonatas,m4_364
365,934,4,3m 30sec,004-Someday,Roachford,,Eng.,004somedayroachfordfeel,m4_365
366,3337,2,3m 0sec,001-Tawa Akhir Pecundang,Xpembunuhx,,unknown,001tawaakhirpecundangxpembunuhxdekadensimoralbetina,m4_366
367,3016,9,unknown,009-Ronu Wanga (My Island Home),George Rrurrambu,,unknown,009ronuwanga,m4_367
368,942,14,3m 19sec,014-Cornet Chop Suey,Louis Armstrong,,Eng.,014cornetchopsueylouisarmstronghearmetalkintoya,m4_368
369,944,5,2m 10sec,005-Feedback (Slash remix),DJ Flex,,Eng.,005feedback,m4_369
370,1784,3,3m 7sec,003-Menina Sem Carinho,Odeon,2010,Por.,003meninasemcarinhoodeondemo2010,m4_370
371,7614,14,5m 1sec,014-The Whole of the Moon,The Waterboys,,Eng.,014thewholeofthemoonthewaterboysdavefanningsfab50,m4_371
372,948,15,5m 2sec,015-Fallait pas commencer (long version club),Lio,,Fre.,015fallaitpascommencer,m4_372
373,949,15,6m 17sec,015-Bla Bla Bla 2003,Gigi DAgostino,,Eng.,015blablabla2003gigidagostinotranceonrequestvoli,m4_373
374,3272,24,2m 43sec,024-I Am the Bus Driver,Tom Daily,,Eng.,024iamthebusdrivertomdailymagneticcursesachicagopunkrockcompilation,m4_374
375,9554,unk.,11m 25sec,001-Flithy McNasty,The Horace Silver Quintet,,Eng.,001flithymcnastythehoracesilverquintetdointhethingliveatthevillagegate,m4_375
376,7130,11,2m 19sec,011-Manha de Carnival (Carnival),Harry Belafonte,,Eng.,011manhadecarnival,m4_376
377,3082,1,4m 53sec,001-I Surrender (single edit),David Sylvian,,Eng.,001isurrender,m4_377
378,2375,67,2m 46sec,067-Oh Come All Ye Faithful Rock,[unknown],,Eng.,067ohcomeallyefaithfulrockunknownchristmasremixed,m4_378
379,965,4,4m 29sec,004-Hearts,AdaKaiN,,Eng.,004heartsadakaintogetherintheheart,m4_379
380,967,5,5m 16sec,005-Dio ha fatto cose grandi,Gianni Paderi,,Ita.,005diohafattocosegrandigiannipaderisentocheforte,m4_380
381,7638,7,3m 35sec,"007-Contrapunctus 6, a 4, in Stylo Francese",Johann Sebastian Bach,,Ger.,007contrapunctus6a4instylofrancesejohannsebastianbachdiekunstderfugebwv1080,m4_381
382,969,14,4m 4sec,014-Bubble Star,Les Enfoires,,Fre.,014bubblestarlesenfoireslesenfoiresdanslespace,m4_382
383,6777,1,unknown,001-The Christmas Can-Can (Album Version),Straight No Chaser,,unknown,001thechristmascancanstraightnochaserchristmas,m4_383
384,974,10,47664-A068,010-You're Nobody 'Til Somebody Loves You,Wheelhouse,,Eng.,010yourenobodytilsomebodylovesyouwheelhousespebsqsa2003toptwentyquartets,m4_384
385,976,4,4m 45sec,004-Selection Op. 37  2 (Dear Leader),Camden Stoddard,2014,unknown,004selectionop372camdenstoddardamnesiafortnight2014officialsoundtrack,m4_385
386,980,24,2m 27sec,024-T.V. Is the Thing,Dinah Washington,,Eng.,024tvisthethingdinahwashingtonthequeenoftheblues,m4_386
387,983,4,12m 18sec,"Concerto for Piano No. 20 in D minor, K. 466: II. Romanze",Wolfgang Amadeus Mozart,,unknown,concertoforpianono20indminork466iiromanzewolfgangamadeusmozartmoremusicfromthefilmamadeus,m4_387
388,6117,8,6m 35sec,008-Year of the Cat,Al Stewart,,Eng.,008yearofthecatalstewartmissingyou,m4_388
389,985,52,0m 2sec,052-Swinging Valentine,Stephane Huguenin & Christian Padovan & Yves Sanna,,Eng.,052swingingvalentinestephanehuguenin&christianpadovan&yvessannaswingingshopping,m4_389
