oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_323,71516,['years warranty'],,['gv'],,,['vr ready physx cuda'],['8192mb 10211mhz'],,,
oc_324,71553,['electrical circuitry'],,['tp link s'],,,,,,,
oc_325,71614,,,['fz'],,,,,,,
oc_326,72278,"['external hard drive', 'hard drive']",,,,,['if'],,,,
oc_327,72300,['great value'],,,,,,,,,
oc_328,72518,,,['nf'],,,,,,,
oc_329,72621,,"['hard drives', 'hard drives']",,,,"['use in small', 'use in small']",,,,
oc_330,72798,['processors 384 physx cuda'],['stream'],,,['gddr3'],,"['933mhz', '1782mhz']",['years warranty'],,['enabled directx']
oc_331,72867,,['stream'],,,['gddr5'],,['8008mhz'],['enabled 3'],,
oc_332,72881,,,['tp link s'],,,,,,,
oc_333,72925,,,,"['3tb', '3tb']",,"['sata 6gb s', 'sata 6gb s']",,,,
oc_334,73226,['laptop thin'],,,,,,,,,
oc_335,74664,['processors 1280 vr ready'],"['stream', 'physx cuda']",,,['gddr5'],,['8008mhz'],,,
oc_336,74687,,,['maxtor'],,,,,,,
oc_337,74735,['resistant hard chrome plated zinc alloy housing is so'],,"['flash voyager', 'scratch']",,,,,,,['scratch resistant hard chrome plated zinc alloy housing is so']
oc_338,74810,,,,,['ddr3 controller integrated hd 4600 graphics 3'],,,,,
oc_339,74857,,,,['support for'],,['sata ports'],,,,
oc_340,74887,,,,,,,,,,['amd 970 chipset x4 ddr3 x2']
oc_341,74920,['5 year warranty'],,,['1tb'],,,['32mb'],,['sata ii interface'],
oc_342,75271,['1x pcie x16 2x pci e x1 4x'],,"['skylake', 'audio 2x usb 3']",,,"['sata 6gb s', 'usb3 0 6x']",,,['6th gen ddr3'],
oc_343,75346,['usb connector'],,,,,,,['protection'],,
oc_344,75367,['warranty'],,,,,,['550mb'],,,
oc_345,75561,,,['tp link s'],,,,,,,
oc_346,76173,['1x pcie x16'],,['skylake'],,['ddr4'],['sata 6gb s'],['kabylake'],,,
oc_347,76234,"['whisper quiet the', 'spectre pwm fan']",,['powerful'],,,,,,,
oc_348,76575,,,['intel'],,['ddr3 x3 pci e x16 x1 pci e x1 x2 pci x1'],['mini pci x4 sata 6gb s x4 sata 3gb s'],,,,
oc_349,76790,['renowned durability'],['tempered glass'],,,,,,,,
oc_350,77050,['chassis features'],['mid tower'],['perfectly'],,,,,['gamers'],,
oc_351,77175,,['data'],,,,,,,,
oc_352,77262,"['amd mantle', 'vr ready']",,,,,,,,,
oc_353,77272,['pc case'],,['thermaltake'],,['white led 1500rpm'],,,,,
oc_354,77338,,,,,['ddr3 x4 pci e x16 x2 pci e x1 x5'],,,,,['amd 990fx chipset x4']
oc_355,77705,['flow efficient design this case'],,['air'],,,,,,,
oc_356,78006,['processors 2048 sli ready'],"['stream', 'physx cuda']",['core'],,['gddr5'],,['7010mhz'],,,
oc_357,78154,"['intel 600p', 'intel 600p']",,['ssdpekkw010t7x1'],,,"['0 x4', '0 x4']",,,,
oc_358,79133,['space'],,,,,,,,,
oc_359,79248,"['savage solid state drive', 'offers']",,['hyperx'],,,,,,,['quad core']
oc_360,79457,,['lifetime warranty'],['2666mhz ram'],,['vdimm'],,['35v'],,,
oc_361,80336,,,['bx80684i58600k'],,['ddr4 controller integrated dx12 graphics 3'],,,,,
oc_362,81275,"['ati stream', 'ati avivo hd']",['stream'],,,['gddr5'],,['6400mhz'],['ati crossfirex'],,
oc_363,81693,"['stylish capless design means there s', 'stylish capless design means there s']","['lifestyle datatraveler se9', 'lifestyle datatraveler se9']",,,,,,,,
oc_364,81789,,,['tp link s'],,,,,,,
oc_365,81919,['series power supplies'],,,,,,,,,
oc_366,81967,['1x pcie x1 6x'],,['skylake'],,,"['sata pcie gigabit lan hd audio 6x', 'usb3 0 6x']",,,['kabylake ddr4 2x pcie x16'],
oc_367,82722,,,['850 evo'],,,,,,,
oc_368,82827,,"['stream', 'physx cuda']",,,['gddr5'],,['8208mhz'],['enabled 5'],,
oc_369,83046,,"['5', 'year warranty']",['intel'],,['ddr4'],,,,,['xeon d 1521 quad core']
oc_370,83463,,,"['socket', 'socket compatibility']",,,,,,,
oc_371,83701,,['lifetime warranty'],,['2133mhz ram'],,,,,,
oc_372,83744,"['power supply', 'from silverstone']",,['use'],,,['mini dtx and mini itx'],,,['usb 3 0 and 300'],
oc_373,83931,,,['quad core technology'],,"['ddr3 ddr4 controller integrated iris dx12 graphics 3', 'ddr3 ddr4 controller integrated iris dx12 graphics 3']",,,,,
oc_374,84092,"['whisper quiet the', 'spectre pwm fan']",,,,,,,,,
oc_375,84159,"['seek time', '5 year warranty']",,,['300gb'],,,,,['sas interface'],
oc_376,84559,"['face led s', 'stealthy keyboard']",,['ever popular ducky'],,,,,,,
oc_377,84721,,,['socket compatibility'],,,,,,,
oc_378,84854,"['wireless n router', 'mobile connection']",,['tp link s'],,,['300mbps wireless network on the'],,,,
oc_379,84945,"['rmx series power supplies give you', 'control quiet']",,['corsair'],,,,,,,
oc_380,85068,,,['sshd'],,,['5400rpm'],,['year warranty'],,
oc_381,85071,"['fastest and most efficient', 'companion processors']",,['with'],,,,,,,
oc_382,85297,,,['skylake'],,,,['usb3'],,['6th gen ddr4'],
oc_383,85327,['individually sleeved strands'],,,,,,,,,
oc_384,86732,['pc case features generous'],"['full', 'for']",['trailblazing design of'],,,,,['Black'],,
oc_385,87102,,,['intel'],,,,,,,
oc_386,87189,['mouse'],['laser'],['whether'],,,,,,,
oc_387,87227,,,['socket compatibility'],,,,,,,
oc_388,87407,,['lifetime warranty'],['1600mhz ram'],,['vdimm'],,,,,
oc_389,87447,"['time 1x', '3 year on site warranty', '2560x1440', 'time 1x', '3 year on site warranty']",,['led backlit'],,,,,,['2560x1440'],
oc_390,87624,,,['intel'],,['support 7 1 hd audio 2x'],,,,['sata express'],
oc_391,87656,"['combines ek s', 'csq design', 'radiator core engine']",,['which'],,,,,,,
oc_392,88058,,,['yd150xbbaebox'],,['ddr4 controller 3 year warranty'],,,,,['quad core with eight threads']
oc_393,88197,"['nzxt s', 'case features a unique']",,,,,,,,,
oc_394,88233,['newly evolved design'],,['silverstone'],['sg13 a'],,,,,,
oc_395,88321,"['5 year warranty enterprise', '5 year warranty enterprise']",,,"['500gb', '500gb']",,,,,"['sata ii interface', 'sata ii interface']",
oc_396,89246,,,['8570d graphics quad core technology'],,,,['844mhz'],,,
oc_397,90105,['modern look'],,,,,,,,,
oc_398,90522,,,"['tp link', 'tp link']",,,,,,,
oc_399,90663,"['nzxt s', 'case features a unique']",,['h400'],,,,,,,
oc_400,90817,['year warranty'],,['pc case'],,['1500rpm max 61 4cfm max pwm 2'],,,,,
oc_401,90927,,,,,,,,,,['socket compatibility']
oc_402,91266,,,"['dual', 'dual']","['22nm', '22nm']","['ddr3 controller integrated hd', 'ddr3 controller integrated hd']",,,,,
oc_403,91323,,"['5', 'year warranty']","['intel', 'intel']",,['ddr4'],,,['year warranty'],,"['xeon d 1531 six core', 'quad core 3']"
oc_404,91590,['optional accessories'],,,,,,,,,
oc_405,92115,"['crafted and', 'from phanteks']",['flexibiltiy'],['beautifully'],,,,,,,
oc_406,92366,,"['lifetime warranty', 'lifetime warranty']",,['3200mhz ram'],"['vdimm', 'vdimm']",,['35v'],,,
oc_407,92432,"['citygear', 'laptop case black versatile laptop', 'limited lifetime warranty']",['protection system'],,,,,,,,
oc_408,92442,,,['antec'],,,,,,,
oc_409,92731,['and rear'],,['silencio'],,,,,,,
oc_410,93149,['time'],,,,,,,,,
oc_411,93237,,,['add'],,,,,,,
oc_412,93829,"['power supply power supply', 'project 7 series encompassing aesthetically coordinated pc']",,['p7'],,,,,,,
oc_413,94057,['games'],,,['4tb'],,,,,,
oc_414,94726,,,['quad core technology'],,"['ddr3 1866 support 95w tdp 3 year warranty', 'ddr3', '1866 support 95w tdp 3 year warranty']",,,,,
oc_415,94839,['form factor housing'],,,,,,,,,
oc_416,95342,,,['ecm20'],,,,,,,
oc_417,95675,['adapter'],,['kryom'],,,,,,,
oc_418,95960,"['four 4k displays the', 'works']",,['offering incredible'],,,,,,['3d'],['nvidia quadro k1200 includes a full height bracket']
oc_419,96001,"['award winning predecessor', 'home or office', 'indirect intake vents']",,['like'],,,,,,,
oc_420,96055,"['range', '5 year warranty']",,,['2tb'],,['sata 6gb s'],,,,
oc_421,96062,['these days quality fans'],,['case'],,,,,,['is becoming more essential'],
oc_422,96063,,['stream'],,,['gddr5'],,['8500mhz'],,,
oc_423,96364,,['stream'],,,['gddr5'],,['7200mhz'],['physx cuda'],,
oc_424,96578,['cores'],['cuda'],,,['gddr3'],,"['954mhz', '1600mhz']",['enabled 3'],,
oc_425,96641,"['processors 1792 directx', 'amd mantle dolby truehd gcn']","['stream', 'amd crossfirex ready']",['amd eyefinity'],,['gddr5'],,"['990mhz', '5500mhz']",,,
oc_426,96819,,,['experience reliable portable storage'],,,['sandisk cruzer'],,,,
oc_427,97495,,,['dual'],,"['ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3']",['22nm'],,,,
oc_428,97660,"['nzxt s', 'case features a unique']",,['h400'],,,,,,,
oc_429,98149,"['more videos more pictures more games', 'more videos more pictures more games']",,"['microsdhc', 'microsdhc']",,,,,,,
oc_430,98188,,,['tl'],,,,,,,
oc_431,98358,['external usb 3'],,['hot swap'],,,,,,,
oc_432,98374,,,,,['kabylake ddr4'],,,,,
oc_433,98536,,,,,,,"['1920x1080', '10000000']",,,
oc_434,98621,,,,,,,,,,
oc_435,99440,"['pwm', 'settings silent quiet performance']",,['airpressure'],,,,['2750 rpm'],,,
oc_436,99735,['time'],,,,,,,,,
oc_437,99895,,,['the'],,,,,,,['nvidia quadro']
oc_438,99940,,,['nvidia'],,,,,,,
oc_439,100273,"['narrow bezel', 'smaller package']",,,,,,,,,
oc_440,100371,['clean and beautiful system'],,['phanteks'],,,,,,['series p400 without'],
oc_441,100492,,,['build'],,,,,,,
oc_442,100806,['workload environments'],,['hard drives offer'],,,,,,,
oc_443,101004,,,['corsair'],,,,,,,
oc_444,101034,,,['samsung electronics announces portable'],,,,,,,
oc_445,101066,,['stream'],['core'],,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_446,101282,,,['corsair'],,,,,,,
oc_447,101319,"['cover seamlessly hides', 'optical drives', 'from view preserving']",,['a'],,,,,,,
oc_448,101350,['small but'],,"['it s', 'it s']",,,"['usb 3 0 port', 'usb 3 0 port', 'usb 3 0 port']",,,"['small but', 'small but']",
oc_449,101469,['stream processors 640'],,,,['gddr5'],,['7010mhz'],['enabled 2'],,
oc_450,101543,['emphasis on'],['renewed'],,,,,,,,
oc_451,101841,,,,,,,,['conveniently extend'],['tl wa860re is'],
oc_452,101891,['corsair'],,['1600mhz ram'],,,,,,,
oc_453,102271,['physx cuda'],['stream'],,,['gddr5'],,['8000mhz'],,,
oc_454,102548,['sst cps01'],,,,,,,,,
oc_455,102784,['fan mounts'],,['customise'],,,,,,,
oc_456,102974,['seamless link'],,['tl'],,,,,,,
oc_457,103298,,,['air'],,,,,,,
oc_458,103447,"['wireless n nano travel router', 'usb powered router', 'ap client bridge repeater modes']",,['tp link'],,,,['300 mbps'],,['tl wr802n'],
oc_459,103516,['desktop or notebook computer'],,['tp link s'],,,,,,,
oc_460,103653,"['fury solid state drive delivers', 'form factor']",,['hyperx'],,,,,,,
oc_461,103674,"['with tempered glass', 'side panel extensive water', 'mounting reservoir']",,['small'],,,,,,"['black red mini tower', 'support incl']",
oc_462,104025,,,['blue'],,,,,,,
oc_463,104137,['stream processors'],,,,['gddr5'],,"['rx460wf2oc 2gd core clock', '7000mhz']",,,
oc_464,104173,"['surveillance drive', '3 year warranty']",,,['1tb'],,['sata 6gb s'],,,,
oc_465,104235,"['silverstone sst', 'air penetrator', 'channeling technology']",,,['140mm'],,,,,,
oc_466,104430,"['years warranty', 'years warranty']",,['gv'],,,['core clock'],"['8192mb 10211mhz', '10211mhz']",,,
oc_467,104753,,,['socket compatibility'],,,,,,,
oc_468,104878,,['computer system s'],['dust'],,,,,,['can be a'],
oc_469,104957,['desktop drive'],,['backup'],,,,,,,
oc_470,104964,,['3'],,,,,['11400mhz'],,,
oc_471,105334,,,['clean'],,,,,,,
oc_472,105469,,,,,['ddr4 controller integrated dx12 graphics 3'],,,,,['dual core technology']
oc_473,105609,['outputs and capacitors'],,['flexible'],,,,,,,
oc_474,105650,['storage device'],,['designed'],,,,,,,
oc_475,105781,,['lifetime warranty'],,['1866mhz ram'],['vdimm'],,['65v'],,,
oc_476,106097,,,['socket compatibility'],,,,,,,
oc_477,106101,,,,,['ddr4'],,,,,
oc_478,106196,"['processors 2048 directx', 'years warranty']","['stream', 'amd crossfire']",['gv rx570aorus'],,['gddr5'],,['7000mhz'],,['vr ready premium 3'],
oc_479,106852,['workload environments'],,['hard drives offer'],,,,,,,
oc_480,107282,,,,,,['eco'],,,,
oc_481,107415,,['stream'],['gv'],,['gddr5'],,['7000mhz'],['years warranty'],['oc'],
oc_482,107431,,,['dual'],,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,
oc_483,107489,"['5 year warranty', '5 year warranty']","['guardian range', 'guardian range']","['part', 'part']",,,"['sata 6gb s', 'sata 6gb s']",,,,
oc_484,107740,,,,"['4tb', '4tb']",,"['sata 6gb s', 'sata 6gb s']",,,,
oc_485,108095,,,,,,,,,,
oc_486,108138,,,['eighteen'],,['ddr4 controller 3 year warranty'],,,,,
oc_487,108141,['white'],,,,,,,,,
oc_488,108226,"['range', '2 year warranty', 'range', '2 year warranty']",,['part'],,,"['sata 6gb s', 'sata 6gb s']",,,,
oc_489,108669,['control virtually silent operation and a'],,['corsair'],,,,,,,
oc_490,108709,['sata raid micro atx'],,,,['ddr3'],,,,,
oc_491,108972,,,['seventh generation'],,,['seagate'],,,,
oc_492,109084,['geforce gtx titan x series graphics cards'],,,,,,,,,
oc_493,109216,,,,['3600mhz ram'],,,,['vdimm lifetime'],,
oc_494,109289,,,,,,,,,,['geforce gtx 1080 g1 gtx 1070 g1 and gtx 1060 g1 series graphics cards']
oc_495,109480,,"['lifetime warranty', 'lifetime warranty']",['hx430c15pb3k4 64'],,"['vdimm', 'vdimm']",,"['3000mhz ram', '35v', '35v']",,,
oc_496,109570,['corsair'],,['1600mhz ram'],,,,,,,
oc_497,109739,,,['tl'],,,,,,,
oc_498,109916,,,,['support for x series'],,,,,,
oc_499,110673,,,['following'],,,['pwm ups'],,['all new'],,
oc_500,110798,,,['ct1050mx300ssd1 read speed'],,,,['530mb'],,,
oc_501,111135,['other similar'],,['lite'],,,,,,['on 24x'],
oc_502,111249,['power supplies meet'],,['offering'],,,,,,,
oc_503,111379,"['air series led high', 'air delivery']",,['corsair'],,,,,,,
oc_504,111467,,,['2560x1440'],,,,,,,
oc_505,111524,,,['arctic'],,,,,,,
oc_506,111694,['warranty'],,['socket'],,,,,,,['support intel 1150']
oc_507,112262,"['2560x1080', 'time 1x', '2 year warranty']",,['led backlit'],,,,,,,
oc_508,112584,"['amd mantle', 'vr ready']",['stream processors 2816 directx'],"['core', 'amd eyefinity']",,['gddr5'],,['6100mhz'],['amd crossfirex'],,
oc_509,112894,,,"['arctic', 'arctic']",,,,,,,
oc_510,113119,"['compliant', 'and satisfies']",['sdhc'],['fully'],,,,,,,
oc_511,113167,['project 7 series encompassing aesthetically coordinated pc'],,['p7'],,,,,,,
oc_512,113280,['2 year warranty'],,,['5tb'],,,['7200rpm'],,['sata 6gb s'],
oc_513,113348,,,['skylake'],,['kabylake ddr4'],,,,,
oc_514,113860,,,['skylake'],,,['sata 6gb s'],"['usb3', '7x']",,"['6th gen ddr4 2x pcie x16 2x pcie x1 2x pci 6x', 'sata express m 2']",
oc_515,113898,,,['mission'],,,,,,,
oc_516,113915,,,,['support for'],,['sata ports'],,,,
oc_517,114020,['time 250'],,['u32h850umu'],,,,,,,
oc_518,114043,['blaster quality'],,['legendary sound'],,,,,,,
oc_519,114283,"['range', '2 year warranty']",,,['3tb'],,,,,,
oc_520,114548,"['factor design made exclusively for antec', 'most cutting']",['form'],['antec'],,,,,,,
oc_521,114599,['p34k v7 cf1'],,['gigabyte'],,,,['2400mhz'],,,['2560x1440 i7 7700hq nvidia gtx 1050ti']
oc_522,114612,,['lifetime warranty'],['1866mhz ram'],,['vdimm'],,['65v'],,,
oc_523,115970,['more videos more pictures more games'],,"['microsdhc', 'microsdhc']",,,,,,,
oc_524,116002,"['range', '5 year warranty', '5 year warranty']",,['part'],"['10tb', '10tb']",,"['sata 6gb s', 'sata 6gb s']",,,,
oc_525,116023,"['sdhc sdxc', 'write']",,['move'],,,,,,,
oc_526,116171,,,,['support for'],,['sata ports'],,,,
oc_527,116364,"['created another new line', 'form factor cases thus']",,,,,,,['all metal'],,
oc_528,116481,,,,['2tb'],,"['external usb 3', 'usb 3 0', 'usb 2 0']",,['waterproof shockproof'],,
oc_529,116625,['white'],['seasonic power supply other'],,,,,,,,
oc_530,116893,,,,,['45cm'],,,,,
oc_531,117679,"['stryker case', 'stryker case']","['storm', 'storm']","['join', 'join']",,,,,,,
oc_532,117750,['aluminum'],,"['flash', 'plus']",,,,,,,
oc_533,117767,['scandinavian design'],,['fractal design'],,,,,,,
oc_534,117853,,,['tp link s'],,,,,,,
oc_535,117860,,,['quad core technology'],,['ddr3 controller integrated hd 4600 graphics 3'],['22nm'],,,,
oc_536,118028,,,,,,,,,,
oc_537,118185,"['quad core technology', 'year warranty']",,,,['ddr4 controller integrated iris dx12 graphics 1'],,,,,
oc_538,118494,['analogue input 2x hdmi'],,,,,,['80000000'],,,
oc_539,118519,,,,,['ddr4'],,,,,
oc_540,118602,"['solid state drive', 'offers']",,['hyperx savage'],,,,,,,['quad core']
oc_541,118649,,,['skylake'],['0 4x'],,,,,['6th gen ddr4 2x pcie x16 2x pcie x1 6x'],['8x usb3']
oc_542,118887,,,"['led backlit', 'led backlit']",,,,"['2000000', '2000000']",,"['1920x1080', '1920x1080']",
oc_543,118986,['powerful pwm controlled'],,,,,,,,,
oc_544,119272,,,,,['12v 20cm red'],,,,,
oc_545,119637,['5 year warranty'],['guardian range'],['part'],,,['sata 6gb s'],,,,
oc_546,119655,"['redux product line reissues', 'some of noctua s']",['quality quiet cooli'],,,,,,,,
oc_547,120254,,,,,,,,,,"['amd fm2 fm2', 'amd fm2 fm2']"
oc_548,120796,,,['socket compatibility'],,,,,,,
oc_549,120822,,,['provides'],,,['data'],,,,
oc_550,121151,,['ncq streaming'],['serial'],,,['audio and video'],,,,
oc_551,121339,['usb adapter cable'],,,,,['socket'],,,,
oc_552,121883,,,['skylake'],,,,,,['kabylake ddr4'],
oc_553,121890,"['speeds', 'sdhc cards']",,,,,,,,,
oc_554,121988,['budget'],,,,,,,,,
oc_555,122376,,,['850 evo'],,,,,,,
oc_556,122686,['processors 2816 sli ready'],['stream'],['core'],,['gddr5'],['vr ready physx cuda'],['7100mhz'],,,
oc_557,122762,,['lifetime warranty'],,,['vdimm'],,['65v'],,,
oc_558,123014,['warranty'],,,,,,['800rpm'],,,
oc_559,123028,['memory 2x sataiii internal capacity 2x usb'],,,['1 33ghz'],,,,,,
oc_560,123363,,,['hx'],,,,,,,
oc_561,123532,['platinum levels'],,['fully modular corsair'],,,,,,,
oc_562,123971,['warranty'],,,,,,['530mb'],,,
oc_563,124045,"['advanced scd2 technology', 'optimised blade geometry']",,,,,,,,,
oc_564,124284,"['economical power today', 'bronze series antec s', 'bronze certified supply solution']",,,,,,,,,
oc_565,125188,['intel hyper threading'],,['six'],,['ddr3 controller 6'],,,,,
oc_566,125224,"['sdrw', 'external slimline']",,['asus'],,,,,,,
oc_567,125382,,,['socket'],,"['support 4x', 'ddr4 dimm 2x pcie x16']",,,,,
oc_568,125498,,,['arctic'],,,,,,,
oc_569,127319,['processors 640'],"['stream', 'enabled 3']",,,['gddr5'],,['7008mhz'],,,
oc_570,127561,,,['3ghz'],,,,,,['40 pci e lanes'],
oc_571,128079,"['air series led', 'dual pack']",,['corsair'],,,,,,,
oc_572,128569,,,['following'],,,,,,,
oc_573,128779,,,['node'],,,,,,,
oc_574,128988,['black'],,,,,,,,,
oc_575,129220,,,['support'],,,['sata ports'],,,,
oc_576,129293,,,['maxtor'],,,,,,,
oc_577,129361,,,['quad core technology'],,['ddr3 controller integrated hd 4600 graphics 3'],['22nm'],,,,
oc_578,129947,,,['fp58'],,,['those'],,['front panel'],,
oc_579,130212,,,['2400mhz ram'],,['vdimm'],,,,,
oc_580,131651,,,['core'],,['gddr3'],,['589mhz'],,,
oc_581,132098,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,
oc_582,132518,,,,,,,,,,['intel optane memory']
oc_583,132534,,,['introduction of'],,,,,,,
oc_584,132766,"['modern exterior design', 'all users can agree']",,['carbide series'],,,,,,,
oc_585,133192,['cost effective platform the'],,['right'],,,['hard drive'],,,['in a'],
oc_586,133723,['processors 1920 sli ready'],['stream'],['zt'],,['gddr5'],['vr ready physx cuda'],['8192mb 8000mhz'],,,
oc_587,133784,,['lifetime warranty'],,,,,,,,
oc_588,133961,['corsair'],,['1600mhz ram'],,,,,,,
oc_589,133995,,,['provides'],,,,,,,
oc_590,134045,['lan'],,['intel'],,,"['pci e x16', 'sata 6gb s']",,,['sata express'],
oc_591,134279,"['conventional', 'architecture']",,,,,,,,,
oc_592,134309,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,,['gddr5'],,['7008mhz'],,,['gtx1050ti']
oc_593,134704,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,['04g p4'],['gddr5'],,"['6253', '7010mhz']",,,
oc_594,134709,,['lifetime warranty'],['cmk8gx4m2b3600c18'],,['vdimm'],,"['3600mhz ram', '35v']",,,
oc_595,134888,,,['clean'],,,,,,,
oc_596,135090,['more videos more pictures more games'],,['microsdhc'],,,,,,,
oc_597,135540,,,['liquid cooled'],,['ddr4 ram'],,,,,['intel core i7']
oc_598,136006,,['lifetime warranty'],['1600mhz ram'],,['vdimm'],,['65v'],,,
oc_599,136028,,,['dgs'],,,,,,,
oc_600,136169,['compact and capless design'],['metal casing'],['datatraveler'],['128gb'],,,,,,
oc_601,136406,['Intel Core i7'],,['p57x gaming laptop'],['256gb'],,"['fhd ips 1920x1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,['warranty'],,
oc_602,136516,"['white extension cord', 'individually sleeved strands']",,,,,['sata silverstone'],,,,
oc_603,136586,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['20v'],,,
oc_604,138939,['aluminum housing'],,,,,,,,,
oc_605,139113,,,['connect'],,,,,,,
oc_606,140791,"['resistant upto', 'year warranty']",,,,,['usb 3'],,,,
oc_607,140947,,,['nvidia quadro'],,,,,,,
oc_608,141113,"['seek time', '5 year warranty']",,,,,,,,['sata ii interface'],
oc_609,141229,['all rubber housing is'],,,,,,,,['proprietary'],
oc_610,141261,,,"['quad core', 'quad core']",,"['ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3']","['22nm', '22nm']",,,,
oc_611,141277,['intel hyper threading'],,,,['ddr3 controller 6'],,,,,
oc_612,141314,['video calling and recording'],,,,,,,,,
oc_613,141589,"['processors 2304 crossfire ready', 'years warranty']",['stream'],['axrx'],,['gddr5'],,['8000mhz'],,['480'],
oc_614,141731,['angular hard'],,['carbide'],,,,,,,
oc_615,142302,"['compact mechanical keyboard', 'you demand', 'tenkeyless design']","['keyboard', 'keyboard quality', 'compact']",['introducing'],,,,,,['4c'],
