scan_id,scan_cluster_id,scan_product_type,scan_category,scan_brand,scan_storage_capacity,scan_memory_type,scan_interface,scan_memory_speed,scan_color,scan_model,scan_processor
scan_309,103291,,,['msi'],,,"['sata iii', 'dvi d micro atx']",,,['1150 ddr3'],
scan_310,103298,['corsair air series af120 quiet'],,,['120mm'],,,,,,
scan_311,103447,,,['tp link'],,,,,,['tl wr802n'],
scan_312,103998,,,,,,,,,,
scan_313,104025,"['ssd 2', 'write']",,,['500gb'],,,,,,
scan_314,104137,,,,['2gb'],['gddr5'],"['polaris pcie 3 0', 'hdmi dvi d']","['7000mhz', '1212mhz gpu']",,,
scan_315,104173,"['surveillance hard drive', 'year workload rate']",['skyhawk'],,"['1tb', '180tb']",,,['7200rpm'],,['sata iii'],
scan_316,104235,"['silverstone sst', 'uv quiet air penetrator fan']",,,['140mm'],,,,,,
scan_317,104430,['gddr5x graphics card'],['aorus'],,,,,,,,"['geforce gtx 1080 rev2', '2560 core']"
scan_318,104549,['standing'],,,,,,,,,
scan_319,104878,"['silverstone sst ff122b', 'fan filter']",,,['120mm'],,,,,,
scan_320,104964,,,['inno3d geforce'],,,,,,,
scan_321,105165,"['video calling', 'degree swivel foldable usb']",['webcam'],['logitech'],,,,['b525'],,,
scan_322,105469,,,,,,,['1050mhz'],,,['intel celeron g3930 s 1151 kaby lake dual core']
scan_323,105625,"['corsair', 'lpx red pc4 28800 3600']",,,['8gb'],,,,,,
scan_324,106101,,,['intel'],,,,,,,
scan_325,106601,['95w cpu'],,,,,,['0ghz'],,,"['intel xeon e5 2640 v2', 'lga 2011 ivy bridge']"
scan_326,106852,,,,['500gb'],,,,,,
scan_327,107152,,,['gigabyte'],,,,,['gddr5 graphics'],,"['geforce gtx 1050', '768 core']"
scan_328,107415,,,,['2gb'],['gddr5'],['hdmi dvi d dl'],,,,
scan_329,107431,,,['intel'],,,,['950mhz'],,,['dual core']
scan_330,107497,['crucial'],,,['16gb'],['ddr3 pc3 12800 1600'],,"['DDR3', 'RDIMM', 'ECC', 'PC3-12800 (1600)']",['\xa0'],,
scan_331,107740,"['ncq', 'ncq']",,,"['4tb', '4tb']",,['sata iii'],,,"['5400rpm', '5400rpm']",
scan_332,108226,['seagate'],,,['1tb'],,,['7200rpm'],,,
scan_333,108669,['psu'],,,,,,,,,
scan_334,108972,,,,['1tb'],,,['7200rpm'],,,
scan_335,109153,['37x ratio 80w cpu'],,,,,,,,,['intel xeon']
scan_336,109216,,,,['32gb'],['ddr4 vengeance rgb pc4 28800 3600'],,"['Non-ECC', 'Vengeance RGB Black', 'DDR4', 'PC4-28800 (3600)', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
scan_337,109289,"['ek fc1080 gtx', 'g1 waterblock pom acetal nickel plated for']",,['ekwb'],,,,,,,
scan_338,109570,['corsair'],,,['16gb'],,,"['DDR3', 'Vengeance Low Profile Jet Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['Heat Spreader'],,
scan_339,110546,['sdhc memory card'],,,['16gb'],,,,,,
scan_340,110846,,,,,['30x ratio 80w'],,,,,['intel xeon']
scan_341,111135,,,['liteon'],,,,,,,
scan_342,111198,,,,,,['usb 3 0'],,,,['intel core i3 4150']
scan_343,111379,['corsair air series sp140'],['green led'],,['140mm'],,,,,,
scan_344,111568,['performance case'],,['nzxt phantom'],,,['side window usb 3 0 w'],,,,
scan_345,111694,"['liquid freezer', 'deep radiator']",,['arctic'],,,,['38mm'],,,['intel amd ryzen']
scan_346,111725,"['lga 2011 ivy bridge', '95w cpu']",,['intel'],,,,,,,['xeon e5 2660 v2']
scan_347,112805,,,['asrock'],,,['bt 4 0 remote'],,,,
scan_348,112958,,,,,,['sata iii'],,,,
scan_349,113280,,,,['5tb'],,,['7200rpm'],,['st5000dm002'],
scan_350,113294,['jet black pc3 12800 1600'],['vengeance'],,"['16gb', '2x8gb']",,,"['DDR3', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Jet Black', 'PC3-12800 (1600)']",['Heat Sink Heat Spreader'],,
scan_351,113359,,,,['32gb'],,,,,['vengeance pro'],
scan_352,113860,['motherboard'],,['gigabyte'],,['ddr4'],,['1151'],,,
scan_353,113915,,,,,,,,,,['sata3']
scan_354,113973,['35x ratio 80w cpu'],,['intel xeon'],,,,,,,
scan_355,114283,,,,['3tb'],['5400rpm'],,,,,
scan_356,114548,,,,,,,,,,
scan_357,115333,"['corsair kit', 'unbuffered c9']",,,['16gb'],"['ddr3', 'sodimm']",,"['1333mhz', '5v', 'UDIMM (Unbuffered)', 'DDR3 SO-DIMM', '\xa0', 'PC3-10600 (1333)']",['\xa0'],,
scan_358,115970,"['kingston microsdhc memory card', 'kingston microsdhc']",,,"['16gb', '16gb']",,['uhs i card'],,"['adapter included', '45mb']",,
scan_359,116625,['seasonic snow silent edition psu fully modular 80plus'],,,,,,,,,
scan_360,116799,,,,,,,,,,['akasa noir']
scan_361,116893,,['akasa'],['45cm'],,,,,,,
scan_362,116963,,,,"['16gb', '1x16gb']",,,"['Non-ECC', 'Value Select', 'DDR4', 'PC4-17000 (2133)', 'UDIMM (Unbuffered)']",['\xa0'],['select pc4 17000'],
scan_363,117679,['storm stryker'],,['cooler master'],,,,,,,
scan_364,117750,,,,['32gb'],,['usb 3 0 pendrive'],,['aluminium waterproof'],,
scan_365,117767,"['pearl mid tower', 'ultra low']",,['fractal design define r4'],,,,,,,
scan_366,117853,,,['tp link'],,,,,,,
scan_367,118608,['thunderboltex 3 card integrates thunderbolt 3 reversible'],,,,,['pci express 3 0 x4'],,,,
scan_368,118887,,,,,,['5ms 200'],,,,
scan_369,119637,['7200rpm'],,,['2tb'],,,,,,
scan_370,120254,"['masterliquid', 'amd am4']",,['cooler master'],,,,,,,
scan_371,120717,,,['2 bay'],['12tb'],,"['wd', 'cloud']",,,,
scan_372,120725,"['tomahawk arctic', 'amd b350 s am4']",,['msi'],,,,,,,
scan_373,120822,['gigabit passthrough powerline'],,['tp link'],,,,,,,
scan_374,120880,['geforce gtx 1060 mini itx'],,['zotac'],,['gddr5'],,['1506mhz gpu'],,,
scan_375,121336,"['corsair', 'lpx blue']",,,['16gb'],,,"['Vengeance LPX Blue', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
scan_376,121890,"['kingston sdxc memory card', 'write']",,,['64gb'],,"['uhs i', 'mb s']",,,,
scan_377,121988,['psu'],,,,,,,,,
scan_378,122322,['pwm fans'],,['corsair'],,,,,,['hydro series h75'],
scan_379,123296,,,['port netgear'],,,,,,,
scan_380,124284,"['bronze', 'psu']",,['vpf550 80'],,,,,,,
scan_381,124577,,,,['10 port cisco'],,['combo mini gbic'],,['ports layer'],,
scan_382,125186,['single'],,,,,,,,['sata sas pci e'],
scan_383,125224,['sdrw'],,,,,,,,,
scan_384,125466,"['computer chassis', 'matx mitx']",,['thermaltake'],,,['window 2x usb 3 0 2x'],,,,
scan_385,127319,,['card'],['asus'],,,,,['gddr5 graphics'],,['geforce gtx 1050 expedition']
scan_386,127561,,,['intel'],,,,,,,['core i7']
scan_387,128079,"['corsair quiet led fan', 'dual pack']",,,,,,,,,
scan_388,128151,['protection sleeve'],,['icy box'],,,,,,,
scan_389,128779,['node'],,['fractal design'],,,,,,,
scan_390,129202,['sandisk ixpand'],,,['128gb'],,"['usb 2 0', 'apple lightning connector for']",,,,
scan_391,129293,,['maxtor'],,['2tb'],,,,"['windows mac', 'Black']",['m3 portable external'],
scan_392,129575,['usb monitor'],,['b2x'],,,,,,,
scan_393,130212,,,,['32gb'],['black pc4 19200'],,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Heat Spreader'],,
scan_394,130996,['corsair'],['dominator'],,['8gb'],['platinum pc4 32000 4000'],,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Dominator Platinum', 'PC4-32000 (4000)']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_395,132098,,,,,,,,,,"['intel core i3 6320 s', 'dual core']"
scan_396,132518,['intel optane'],,,['32gb'],,['nvme 3d xpoint read 1350mb s'],,,,
scan_397,132766,['computer chassis'],,['corsair'],,,['side window usb 3 0 cable management w'],,,['carbide series 100r mid tower'],
scan_398,133192,['ncq'],,,['4tb'],,['se 3 5'],['7200rpm'],,,
scan_399,133492,,,,['18 port d link gigabit smart switch'],,,,,,
scan_400,133593,,['st9300653ss'],,['300gb'],['seagate'],,,,,['savvio 15k']
scan_401,133757,['usb adapter'],['wireless'],,,,,,,,
scan_402,133961,"['corsair', 'jet black pc3 12800 1600']",['vengeance'],,['4gb'],,,,,,
scan_403,133993,,,['asus'],,,,['1151'],,,['intel h170 s']
scan_404,134279,"['samsung', 'mgx controller 3d', '97k iops']",,,['250gb'],,,,,['850 evo m 2'],
scan_405,134303,,,,['2tb'],,,,,,
scan_406,134426,,,,,,,,,,['icy dock mb982sp 1s full']
scan_407,134704,,,,,,,,,,['768 core 1354mhz']
scan_408,135090,['kingston microsdxc'],,,['128gb'],,,,,,
scan_409,135489,"['corsair quiet led fan', 'red dual pack']",,,['120mm'],,,,,,
scan_410,135565,,,['gigabyte'],,,['usb 3 0'],,,['ultra compact pc'],['dual core i7 6500u cpu intel hd graphics m 2 slot']
scan_411,136169,['kingston datatraveler50 usb'],,,['32gb'],,,,['metal casing'],,
scan_412,136586,,,,"['16gb', '4x4gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
scan_413,137891,"['computer chassis fan controller red led', 'fans 2x usb 3 0 ports']",,['cooler master'],,,,,,,
scan_414,138149,['safestream gigabit dual wan vpn router'],,['tp link'],,,['2 gigabit lan ports'],,,['tl er6020'],
scan_415,138901,['elite performance'],,,['64gb'],,,,,,
scan_416,138939,['corsair'],,,['256gb'],,['usb 3 0 pendrive'],,['aluminium epdm'],,
scan_417,139449,,,['msi'],,,,,,['011beu b5520uxx cubi'],['intel core i5 5200u']
scan_418,139522,,,,['525gb'],,,,,['92k 83k'],
scan_419,139834,,,['microsoft'],,,,,,['windows 10'],
scan_420,140947,['nvidia quadro k420'],['pny'],,['2gb'],['128bit gddr3'],,,['single slot'],,
scan_421,141137,"['crucial', 'server pc3 12800 1600 non']",,,['8gb'],['ddr3l so dimm'],,"['DDR3L SO-DIMM', 'Server', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['\xa0'],,
scan_422,141229,"['corsair voyager v2 pendrive usb 3 0 read 190mb s', '55mb s']",,,['64gb'],,,,,,
scan_423,141438,,,,,['31x ratio 35w'],,,,,"['intel core i3 4160', 'dual core']"
scan_424,141462,['intel dc p4600 aic ssd hhhl pcie 3 1 x4 nvme 1 2 3d tlc nand 3200mb s read 1900mb s'],,,['4tb'],,,,,,
scan_425,141705,,,['asrock'],,,,,,,
scan_426,142419,['mex 3d'],,['samsung'],,,,,,['850 pro'],
scan_427,142687,"['sfp pcie v3', 'dell']",,['intel'],,,,,,,['network adapter']
scan_428,142792,,,['amd'],,,,,,,
scan_429,143030,"['corsair', 'hard alloy housing']",['compact design'],,['128gb'],,,,,,
scan_430,143116,['samsung 850 evo'],,,['4tb'],,,,,['98k 90k iops'],
scan_431,143876,['ballistix'],['crucial'],,"['32gb', '4x8gb']",,,,,['ddr4'],
scan_432,144228,['freezer'],,['arctic'],,,,,,,['intel socket 1150']
scan_433,144554,,,['silverstone'],,,['mini itx'],,['o psu'],,
scan_434,144778,"['kingston ssdnow', 'write', '89k iops']",,,['1tb'],,,,,['kc400 upgrade kit'],['phison read 550mb s']
scan_435,145357,['o psu'],,['corsair'],,,['side'],,['window black'],['graphite series 230t'],
scan_436,146935,,,['optoma'],,,,,['motorised screen'],['de 1109ega 109 diagonal'],
scan_437,147316,"['corsair', 'lpx red pc4 21300 2666']",,,['8gb'],,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
scan_438,147946,['e3c224 4l'],,['asrock'],,,['sata iii'],,,"['1150 ddr3', 'sata raid pcie 3 0 x16 d sub']",['intel c224']
scan_439,148103,,,['apple'],,,['thunderbolt to'],,,['md464zm a'],
scan_440,148273,,,['palit'],,,,['1607mhz'],,,['geforce gtx 1070']
scan_441,148315,['1683mhz boost'],,['zotac'],['11gb'],,['gddr5x vr ready graphics card'],['3584 core 1569mhz gpu'],,,['geforce gtx 1080']
scan_442,148547,"['intel dc s3610 2 5', 'mlc read 550mb s', 'iops']",,,['800gb'],,,,,['84k read 28k write'],
scan_443,148872,"['corsair force le200 2', 'write']",,,['480gb'],,,,,,
scan_444,149067,,,['gigabyte'],,,['usb 3 1'],['1151'],,,
scan_445,149212,,,['intel'],,,,,,,
scan_446,150213,,,['icy box'],,,,,,,
scan_447,150551,['toshiba transmemory u202 pendrive usb 2 0'],,,['32gb'],,,,['apple mac'],,
scan_448,150997,['boost'],,['msi'],['8gb'],['gpu'],,"['2560 core 1683 mhz', '1822 mhz']",,,['geforce gtx 1080 gaming x rgb']
scan_449,151014,,['akasa'],,['3 5'],,['usb 3 0 ports'],,,,
scan_450,151079,['corsair quiet led fan'],,,['140mm'],,,,,,
scan_451,151271,,,,['8gb'],,,,,,
scan_452,151336,,,,,,,['866mhz'],,,['amd a10 7890k fm2 godavari quad core']
scan_453,151963,['samsung duo'],['130mb s'],,['32gb'],,"['usb 3 0 with', 'usb 2 0', 'usb on the go']",,['compatible read'],,
scan_454,152031,"['kingston sdxc memory card', 'write']",,,['128gb'],,['uhs i'],,['45mb s'],,
scan_455,152035,['vengeance led pc4 27200'],,,['32gb'],['ddr4'],,,['white led'],,
scan_456,152848,"['sandisk', 'memory card']",['adapter'],,['128gb'],,['uhs i'],,,,
scan_457,153175,,,['silverstone'],,,['gen 2 port'],,,,
scan_458,153506,['lte router'],,['tp link'],,,,,,['tl mr6400'],
scan_459,153730,,,['intel'],,,,['1050mhz'],,,['celeron g3950 s']
scan_460,154118,,,,"['32gb', '2x16gb']",,,"['DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black']",['Anodised Aluminium Heatspreader'],,
scan_461,154209,['corsair'],,,['16gb'],['ddr4 vengeance rgb pc4 24000 3000'],,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance RGB Black', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
scan_462,154572,['hydro cooler for'],,['silverstone'],,,,,,"['sst td02', 'lga 775 115x 1366 2011']",['intel amd cpu s']
scan_463,154667,['plextor m8pe'],,,,,,,,,
scan_464,154877,,,,['2tb'],,,,,['7200rpm'],
scan_465,155125,['psu'],,['thermaltake'],,,,,,['side window usb 3 0 w'],
scan_466,155523,['crucial'],,,['275gb'],,,,,['55k 83k iops'],
scan_467,155543,['toshiba exceria m302 microsd'],,,['16gb'],,,,,,
scan_468,155594,,,['zotac'],,,,,,,['geforce gtx 1070 ti mini']
scan_469,155823,"['kingston datatraveler vault', 'write']",,,['16gb'],,,,,,
scan_470,155861,['prime b350'],,['asus'],,,,,['amd b350'],,
scan_471,156059,['micro atx'],['sata3'],['gigabyte'],,['ddr4'],,['1151'],,,['realtek gbe']
scan_472,156285,['kingston datatraveler se9 g2'],,,['128gb'],,,,,,
scan_473,156451,['cpu cooler'],,['arctic'],,,,,,['11 pro rev2'],
scan_474,156745,,,['intel'],,,,,,,['dual core']
scan_475,157243,,,,['10 port d link gigabit easysmart switch 2x sfp ports'],,,,['rj 45'],,
scan_476,157673,"['aero 15x cf2 max q fhd', 'win10 pro']",['thunderbolt3'],['15'],,['ddr4'],,,,,
scan_477,157750,,,['intel'],,,,,,,['core i5 6600 s']
scan_478,157801,['arctic f12 quiet case'],,,['120mm'],,,,,,
scan_479,158449,,,['tp link'],,,,,,,['safestream']
scan_480,159037,"['mini itx computer chassis', 'fans 2x']",['black'],['nzxt'],,,,,,,
scan_481,160039,['tp link'],,,['24 port'],,,,,['tl sf1024d'],
scan_482,161230,,,,['32gb'],['ddr4 vengeance rgb pc4 24000 3000'],,"['DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance RGB Black']",['Anodised Aluminium Heatspreader'],,
scan_483,161320,['aluminum'],,['ek dbay'],,,,,,,
scan_484,161353,['bki7'],,['gigabyte'],,,,,,,['intel i7 7500u dual core']
scan_485,161578,"['prime', 'microatx']",,,,,,,,,
scan_486,162004,['fan'],,,['140mm'],,,,,,
scan_487,162390,"['sapphire', '1306mhz', '2304 streams']","['1208mhz', 'boost']",,['4gb'],['gddr5'],,['gpu'],,,
scan_488,162800,,,['gigabyte'],,,"['sata iii', 'usb 3 0']",,,['1150 ddr3'],['ga']
scan_489,162952,,,['amd'],,,,,,,
scan_490,163868,,,,['2tb'],,,['7200rpm'],,,
scan_491,163951,,,,['120mm'],,,,,,
scan_492,164737,['3d nand technology read'],,,"['525gb', '275gb']",,,,,['92k 83k iops'],
scan_493,164828,,,['msi'],,,['windows 10'],,,,
scan_494,164854,,,['intel xeon'],,,,"['350mhz', 'gpu']",,,
scan_495,165191,['win10'],,,['17 3'],,,,,,['v7 cf2']
scan_496,165557,['round case'],,,,,,,,,
scan_497,166222,,,['intel'],,,,,,,
scan_498,167153,['corsair value'],,,['2gb'],,,"['Value Select', 'PC2-6400 (800)', 'DDR2', 'UDIMM (Unbuffered)', 'Non-ECC']",['\xa0'],['select ddr2'],
scan_499,167585,['nvidia quadro p400'],['pny'],,['2gb'],,,,['single slot'],,
scan_500,167605,['sandisk sdcz60 128g b35 cruzer'],,,['128gb'],,,,,,
scan_501,168013,,['dominator'],,['64gb'],['platinum pc4 25600 3200 non'],,"['Dominator Platinum', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Aluminium Heatspreader with DHX'],,
scan_502,168500,['tp link'],['rack mountable'],,['16 port'],,,,,['tl sg1016 gigabit switch'],
scan_503,168519,['1733mhz boost'],,['pny'],,,,['2560 core 1607mhz gpu'],,,['geforce gtx 1080']
scan_504,168841,"['odd conversion tray', 'great product']",,['silverstone'],,,['mm slim'],,,,
scan_505,168978,,,['startech'],,,,,,['com 2 port'],
scan_506,169581,,,,['1 8tb'],,,,['seagate st1800mm0128'],,
scan_507,169589,,,,,,,,,,['intel core i5']
scan_508,169773,['gigabyte'],,,['17 3'],,,,,['sabre 17k cf1'],['fhd ips i7 7700hq']
scan_509,170074,,,['msi'],,['ddr4'],"['intel b150 s', 'mini itx']",,,['1151'],
scan_510,170100,"['platinum full modular sli crossfire', 'psu']",,,,,,,,,
scan_511,171964,['1733mhz boost'],,,,,,['2560 core 1607mhz gpu'],,,
scan_512,173062,['matx atx 2x usb'],,['thermaltake'],,,,,,,['core p5 tempered glass mid tower case mitx']
scan_513,173323,,,,['10tb'],,,,,,
scan_514,173631,['corsair air series'],,,['120mm'],,,,,,
scan_515,173715,,,['gigabyte'],,,['usb 3 1'],,,,['amd b350 s am4']
scan_516,173791,,,,,,,,,,['white']
scan_517,173858,,['dominator'],,"['16gb', '4x4gb']",['platinum pc4 25600 3200 non'],,,,,
scan_518,173882,['gigabit router'],,['tp link archer'],,,,['1733 800mbps 802'],,['c2600 ac2600 wireless'],
scan_519,174002,"['xtr series full', 'psu']",,,,,,,,,
scan_520,175446,['amd firepro w5100 pcie 3 0 x16'],,,['4gb'],['128bit gddr5'],,,,,
scan_521,175813,['prosafe quad wan 4x'],,,,,,['100eus'],,,
scan_522,176657,['surge rating upto 3min full load'],,,,,,,['Black'],,['8x c13 1x c19']
scan_523,177395,['fast portable drive external'],,,['4tb'],,,,,,
scan_524,177825,,['pny'],,['16gb'],,,,['metal'],,
scan_525,178770,"['corsair', 'lpx red pc4 19200']",,,['8gb'],,,"['Vengeance LPX Red', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_526,179438,['kingston'],['mb s'],,['480gb'],,,,,,
scan_527,179618,,,,,,,,,,['intel xeon e5 2660']
scan_528,180114,,,,,,,['100nes'],,,['prosafe plus']
scan_529,180135,['crucial memory'],,,['4gb'],['ddr3 pc3 14900'],,"['5v', 'PC3-14900 (1866)', 'ECC', 'DDR3 ECC', 'UDIMM (Unbuffered)']",['\xa0'],,
scan_530,180186,['gainward'],,,['2gb'],['ddr3 gpu'],,['800mhz'],,,
scan_531,180949,['corsair'],,,['8gb'],,,"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Red', 'PC4-19200 (2400)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_532,181032,['samsung pm863'],,,['120gb'],,,,,['write 86k 5k iops'],
scan_533,181495,"['sharkoon golf', 'set']",,,,,,,,['inc 4x'],
scan_534,181604,['aluminium body'],,['akasa max mt black'],,,,,,,
scan_535,182041,['corsair'],,,['16gb'],,"['stealth v2', 'usb 3 0 pendrive']",,['aluminium waterproof'],,
scan_536,182186,"['wd red pro', 'shock sensor ncq']",,,['10tb'],,,,,,
scan_537,183237,,,,,,,,,,
scan_538,183389,"['1b black', 'vortex']",,['icy dock'],,,,,,['mb074sp'],
scan_539,183898,"['computer chassis', 'microatx mini itx 2x']",,['antec'],,,,,,,
scan_540,184126,['software included'],,,['128gb'],,,,,,
scan_541,184321,['scythe katana'],,,,,,,,,['intel amd 92']
scan_542,184417,,,['silverstone'],,,,,['o psu'],['side window w'],
scan_543,184523,['core ratio'],,,,,,['23x'],,,['dual core']
scan_544,184576,,,['corsair'],,,"['stealth v2', 'usb 3 0']",,['aluminium waterproof'],,
scan_545,185089,['istorage datashur'],['hardware'],,['8gb'],,,,,['usb 2'],
scan_546,186018,,['bt'],['intel'],,,['thunderbolt 3'],,,,"['barebone kit i5 7260u', 'intel iris plus graphics 640']"
scan_547,186059,['1392mhz boost'],,,,,,['gpu'],,,['768 core 1290mhz']
scan_548,186683,,,['silverstone'],,,['usb 3 0'],,['o psu'],,
scan_549,186803,['akasa super slim flat pro'],,,['50cm'],,['sata iii rev'],,,,
scan_550,187351,,,['850w corsair'],,,,,,,
scan_551,187555,['79k iops'],,,['250gb'],,,['97k'],,,
scan_552,187780,"['intel dc', 'write', 'iops']",,,['4tb'],,['1 x4'],,,,
scan_553,188327,,,,['140mm'],,,,,,
scan_554,188351,['ek fc1080 gtx strix waterblock pom acetal nickel plated'],,['ekwb'],,,,,,,['geforce gtx 1080 1070 graphics cards']
scan_555,188451,,,,['8gb'],['gddr5'],,['8000mhz'],,,
scan_556,188657,,,['msi'],,,,,,,
scan_557,188695,,,['asrock'],,,"['thunderbolt 3', 'usb 3', '1c mini itx']",['1151'],,['fatal1ty'],
scan_558,189457,['motherboard'],,['asrock'],,,"['sata iii', 'dvi d micro atx']",,,,
scan_559,189500,['prime b250 plus'],,,,,,,,,['intel b250 s 1151']
scan_560,189979,,,['corsair'],,,,,,['h110'],['intel amd processors']
scan_561,190024,['ncq'],,,['4tb'],,,['7200rpm'],,,
scan_562,190358,,,,['3tb'],,,['7200rpm'],,,
scan_563,190480,['compute stick w o'],,['intel'],,,['bt hdmi usb3 0'],,,,['dual core intel core m5 6y57 vpro']
scan_564,190806,"['z170 p intel z170 s', 'motherboard']",,,,['ddr4'],,['1151'],,,
scan_565,191507,['intel dc p3700 pcie'],,,['2tb'],,['nvme 3 0 x4 20nm'],,,['450k read 175k'],
scan_566,191757,"['corsair', 'psu 80plus bronze fully wired', 'single rail', 'psu']",,['450w'],,,,,,,
scan_567,191897,['ga b150m'],,['gigabyte'],,,,['1151'],,,['intel b150 s']
scan_568,192298,['954mhz'],,,['2gb evga'],,,['gpu'],,,
scan_569,192438,,,,['32gb'],['black pc4 27200'],,,,,
scan_570,192682,,,['intel xeon'],,,,,,['2011 3 broadwell'],
scan_571,192814,"['kingston microsdxc memory card', 'adapter included']",,,['64gb'],,"['uhs i', 'u3 90mb s read 80mb s']",,,,
scan_572,192889,,,,['500gb'],,,,,['7200rpm'],
scan_573,193353,"['kingston sdhc memory card', 'write']",,,['32gb'],,['uhs i'],,,,
scan_574,193858,['corsair'],,,['8gb'],,,"['Vengeance LP Black', 'PC3-12800 (1600)', 'DDR3L', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_575,194914,,,,,,,,,,
scan_576,195700,"['wireless gigabit router', 'lan usb']",,['asus'],,,,,,,
scan_577,196206,['intel dc p4600 2 5 u'],,,['6tb'],,,,,['559 5k 176k'],
scan_578,196284,,,['msi'],,['ddr4'],,['1151'],,,['intel z270 s']
scan_579,196786,"['kingston technology', 'server premier']",['2400mhz'],,['8gb'],['ddr4'],,['2400mhz'],,['ddr4'],
scan_580,196937,['sandisk ultra sdhc memory card'],,,['32gb'],,['uhs i'],,['s read'],,
scan_581,197621,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_582,198263,"['lexar', 'write']",,,"['256gb', 'CFast 2.0']",,,"['445 MB/s', '540 MB/s']",,,
scan_583,198532,"['samsung', 'samsung', 'server memory pc4 17000']",,,"['16gb', '16gb', '16gb']",['ddr4 pc4 17000'],,"['RDIMM', 'PC4-17000 (2133)', 'DDR4', 'ECC', 'Server', 'DDR4', 'RDIMM', 'Server', 'ECC', 'PC4-17000 (2133)']","['\xa0', '\xa0']",['ddr4'],
scan_584,198758,,,,,,,,['Red'],,
scan_585,199133,"['bronze fully wired', 'psu']",,,,,,,,,
scan_586,199371,['3d m 2 2280'],,,['250gb'],,,,,['write'],
scan_587,200315,['write iops'],,,['480gb'],,,,,,
scan_588,200606,,,['intel'],,,,,,,['xeon gold 5122 s']
scan_589,200746,,,,"['16gb', '4x4gb']",,,"['Server', 'RDIMM', 'DDR4', 'ECC', 'PC4-17000 (2133)']",['\xa0'],,
