cdi_id,cdi_cluster_id,cdi_style,cdi_product_type,cdi_material,cdi_color,cdi_finish,cdi_height,cdi_capacity,cdi_base,cdi_shape,cdi_category,cdi_brand,cdi_blocking_key
cdi_82,106493,"'ultimate', 'restaurant', 'oven'","'burners rear', 'shelf 6 adjustable'","'saut burners', 'battery'",,"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'ultimate', 'restaurant', 'oven'_'burners rear', 'shelf 6 adjustable'_'saut burners', 'battery'__'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_83,108912,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'","'battery', 'battery'",'ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery', 'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_84,112810,"'compartment with left hand drainboard', 'deep with'",'open frame',,'regaline sink 2',,"'176.00 Pound(s)', '8""'",'18 gauge','legs with boxed crossrails',,,,"'compartment with left hand drainboard', 'deep with'_'open frame'__'regaline sink 2'__'176.00 Pound(s)', '8""'_'18 gauge'_'legs with boxed crossrails'___"
cdi_85,114148,"'restaurant', 'oven'","'burners rear', 'shelf 6 adjustable'",'battery',,"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,'front','ultimate',"'restaurant', 'oven'_'burners rear', 'shelf 6 adjustable'_'battery'__'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'__'front'_'ultimate'"
cdi_86,115055,"'compartment with left right hand drainboards', 'back', 'deep with'","'open frame', 'gauge'",,,'nsf',"'375.00 Pound(s)', '8""'",'125 l','legs with boxed crossrails',,,,"'compartment with left right hand drainboards', 'back', 'deep with'_'open frame', 'gauge'___'nsf'_'375.00 Pound(s)', '8""'_'125 l'_'legs with boxed crossrails'___"
cdi_87,115628,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'","'battery', 'battery'",'ultimate',"'legs', 'nsf'",'1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery', 'battery'_'ultimate'_'legs', 'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_88,116696,"'ultimate', 'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners rear', 'shelf 6 adjustable'","'saut burners', 'battery', 'battery'",,'nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'ultimate', 'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners rear', 'shelf 6 adjustable'_'saut burners', 'battery', 'battery'__'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_89,120674,"'assist hinged cover', 'rear', 'flanged feet', 'csa star csa flame'","'pan with', 'legs with front'",,,'nsf',,"'off 100', '450 f'",,,,,"'assist hinged cover', 'rear', 'flanged feet', 'csa star csa flame'_'pan with', 'legs with front'___'nsf'__'off 100', '450 f'____"
cdi_90,120767,'compartment with left hand drainboard','open frame',,'regaline sink 1','gauge 304 series stainless steel',"'110.00 Pound(s)', '8""'",,'legs with side crossrails',,'27 f b x 62 l r',,"'compartment with left hand drainboard'_'open frame'__'regaline sink 1'_'gauge 304 series stainless steel'_'110.00 Pound(s)', '8""'__'legs with side crossrails'__'27 f b x 62 l r'_"
cdi_91,120950,"'top', 'refrigeration system', 'flat top, stainless steel', 'drawers'",,"'stainless steel', 'front breathing rear mounted'",'reduced height two',,'398.00 Pound(s)',,,,,'undercounter refrigerator',"'top', 'refrigeration system', 'flat top, stainless steel', 'drawers'__'stainless steel', 'front breathing rear mounted'_'reduced height two'__'398.00 Pound(s)'_____'undercounter refrigerator'"
cdi_92,123535,"'ultimate', 'restaurant', 'burners', 'rear', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery',,'nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'ultimate', 'restaurant', 'burners', 'rear', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'__'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_93,124945,"'restaurant', 'burners'",'burners rear',,'oven','nsf','735.00 Pound(s)',,'(2) standard / space saver ovens',,,'ultimate',"'restaurant', 'burners'_'burners rear'__'oven'_'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'___'ultimate'"
cdi_94,125568,"'restaurant', 'rear', 'oven'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate',"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'restaurant', 'rear', 'oven'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_95,129820,'restaurant',"'rear', 'shelf 6 adjustable'","'pyromax burners', 'battery', 'stainless steel'","'ultimate', 'per oven'",'nsf','1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,'front',,"'restaurant'_'rear', 'shelf 6 adjustable'_'pyromax burners', 'battery', 'stainless steel'_'ultimate', 'per oven'_'nsf'_'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'__'front'_"
cdi_96,130500,"'restaurant', 'rear'","'standard grates', 'shelf 6'","'left thermostatic', 'battery', 'stainless steel'","'ultimate', 'per oven'",'nsf','1075.00 Pound(s)','48 griddle',"'convection ovens', '(2) convection ovens'",,,,"'restaurant', 'rear'_'standard grates', 'shelf 6'_'left thermostatic', 'battery', 'stainless steel'_'ultimate', 'per oven'_'nsf'_'1075.00 Pound(s)'_'48 griddle'_'convection ovens', '(2) convection ovens'___"
cdi_97,131806,'it food pan',,'abs plastic',,'nsf',,,,,,,'it food pan'__'abs plastic'__'nsf'______
cdi_98,132728,,,'stainless steel','valve per burner manual',,'283.00 Pound(s)',"'21 3', '16 d'",,,,,"__'stainless steel'_'valve per burner manual'__'283.00 Pound(s)'_'21 3', '16 d'____"
cdi_99,133379,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners', 'shelf 6 adjustable'",'battery','ultimate','nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_100,134867,'front right',"'burners rear', 'shelf 6 adjustable'","'battery', 'stainless steel'","'ultimate restaurant', 'per oven'","'legs 375', 'nsf'",'1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,,,"'front right'_'burners rear', 'shelf 6 adjustable'_'battery', 'stainless steel'_'ultimate restaurant', 'per oven'_'legs 375', 'nsf'_'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'___"
cdi_101,136184,"'compartment with left hand', 'deep with'",'legs with welded front to rear adjustable',"'14', 'stainless steel overall'",,,"'354.00 Pound(s)', '11""'",'11 h','legs with boxed crossrails',,,,"'compartment with left hand', 'deep with'_'legs with welded front to rear adjustable'_'14', 'stainless steel overall'___'354.00 Pound(s)', '11""'_'11 h'_'legs with boxed crossrails'___"
cdi_102,136358,"'compartment with left hand drainboard', 'deep with'",'open frame',,,'nsf',"'20 front', '8""', '123.00 Pound(s)'","'18 gauge', '84 l'",'legs with boxed crossrails',,,,"'compartment with left hand drainboard', 'deep with'_'open frame'___'nsf'_'20 front', '8""', '123.00 Pound(s)'_'18 gauge', '84 l'_'legs with boxed crossrails'___"
cdi_103,137800,,'open burners','stainless steel',,,'355.00 Pound(s)','18 even','countertop',,'left',,_'open burners'_'stainless steel'___'355.00 Pound(s)'_'18 even'_'countertop'__'left'_
cdi_104,138539,"'restaurant', 'rear', 'standard ovens with battery', 'per'",,"'saut burners', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,'(2) standard ovens',,,,"'restaurant', 'rear', 'standard ovens with battery', 'per'__'saut burners', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(2) standard ovens'___"
cdi_105,140390,'oven',"'standard grates', 'shelf 6 adjustable'",'battery',,"'stainless steel', 'nsf'",'1075.00 Pound(s)','48 griddle',"'flue riser with shelf', '(1) convection oven, (1) cabinet'",'restaurant',,,"'oven'_'standard grates', 'shelf 6 adjustable'_'battery'__'stainless steel', 'nsf'_'1075.00 Pound(s)'_'48 griddle'_'flue riser with shelf', '(1) convection oven, (1) cabinet'_'restaurant'__"
cdi_106,140624,"'legs available', 'drawers'",,"'handles', 'stainless steel'",,'only if order','247.00 Pound(s)','60 1 ph',,,,'arctic fire freezer base remote refrigeration 34',"'legs available', 'drawers'__'handles', 'stainless steel'__'only if order'_'247.00 Pound(s)'_'60 1 ph'____'arctic fire freezer base remote refrigeration 34'"
cdi_107,141728,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'wavy grates', 'shelf 6 adjustable'",'battery','ultimate','nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'wavy grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_108,142030,"'compartment with left right hand drainboards', 'deep with'",'open frame','nsf','regaline sink 3',,"'364.00 Pound(s)', '8""'",'18 gauge','legs with boxed crossrails',,,,"'compartment with left right hand drainboards', 'deep with'_'open frame'_'nsf'_'regaline sink 3'__'364.00 Pound(s)', '8""'_'18 gauge'_'legs with boxed crossrails'___"
cdi_109,142627,"'compartment with left hand drainboard', 'deep with'",'legs with welded front to rear adjustable',"'14', 'stainless steel overall', 'nsf'",,,"'11""', '98.00 Pound(s)'",'11 h','legs with boxed crossrails',,,,"'compartment with left hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'14', 'stainless steel overall', 'nsf'___'11""', '98.00 Pound(s)'_'11 h'_'legs with boxed crossrails'___"
cdi_110,145458,"'ends', 'shelves'",'half height door 6',,'solid hinged',,'274.00 Pound(s)','10 - 23 cu. ft.','not included',,,,"'ends', 'shelves'_'half height door 6'__'solid hinged'__'274.00 Pound(s)'_'10 - 23 cu. ft.'_'not included'___"
cdi_111,146128,"'oven', 'rack 1 storage base stainless steel'","'open burners', 'plate rail', 'shelf 6 stainless steel', 'legs'","'standard', 'front'",'rack guides with oven',,'604.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'oven', 'rack 1 storage base stainless steel'_'open burners', 'plate rail', 'shelf 6 stainless steel', 'legs'_'standard', 'front'_'rack guides with oven'__'604.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_112,146551,"'compartment with left right hand drainboards', 'deep with', 'compartment with left right hand drainboards', 'deep with'","'legs with welded front to rear adjustable', 'open frame'",,,"'nsf', 'nsf'","'11""', '118.00 Pound(s)', '185.00 Pound(s)', '8""'","'11 h', '66 l'","'legs with boxed crossrails', 'legs with side crossrails'",,'12',,"'compartment with left right hand drainboards', 'deep with', 'compartment with left right hand drainboards', 'deep with'_'legs with welded front to rear adjustable', 'open frame'___'nsf', 'nsf'_'11""', '118.00 Pound(s)', '185.00 Pound(s)', '8""'_'11 h', '66 l'_'legs with boxed crossrails', 'legs with side crossrails'__'12'_"
cdi_113,147686,"'compartment with left right hand drainboards', 'deep with'",'legs with welded front to rear adjustable',"'stainless steel overall', 'nsf'",,,"'248.00 Pound(s)', '11""'",,'legs with boxed crossrails',,,,"'compartment with left right hand drainboards', 'deep with'_'legs with welded front to rear adjustable'_'stainless steel overall', 'nsf'___'248.00 Pound(s)', '11""'__'legs with boxed crossrails'___"
cdi_114,147776,"'compartment with right hand drainboard', 'deep with'",'legs with welded front to rear adjustable',"'stainless steel overall', 'nsf'",'regaline sink 3',,"'20 front', '222.00 Pound(s)', '11""'",,'legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'stainless steel overall', 'nsf'_'regaline sink 3'__'20 front', '222.00 Pound(s)', '11""'__'legs with boxed crossrails'___"
cdi_115,148368,"'top', 'front', 'refrigeration system', 'doors'",,,"'top refrigerator three', 'breathing rear'",,'461.00 Pound(s)','18 pan',,'mounted',,,"'top', 'front', 'refrigeration system', 'doors'___'top refrigerator three', 'breathing rear'__'461.00 Pound(s)'_'18 pan'__'mounted'__"
cdi_116,148724,'restaurant',"'standard grates', 'shelf 6 adjustable'",,'ultimate',"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, electric'",,,,"'restaurant'_'standard grates', 'shelf 6 adjustable'__'ultimate'_'stainless steel', 'nsf'_'660.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, electric'___"
cdi_117,151203,'deep pans vacuum cooking',"'n hold boilerless', 'mechanical timer', 'star'",,,,'188.00 Pound(s)',,'convection steamer countertop electric',,,,"'deep pans vacuum cooking'_'n hold boilerless', 'mechanical timer', 'star'____'188.00 Pound(s)'__'convection steamer countertop electric'___"
cdi_118,151383,"'open burners', 'hot top', 'rear'",,"'manual', 'stainless steel front'",'platinum heavy duty',,'710.00 Pound(s)',,'(1) convection oven',,'nsf',,"'open burners', 'hot top', 'rear'__'manual', 'stainless steel front'_'platinum heavy duty'__'710.00 Pound(s)'__'(1) convection oven'__'nsf'_"
cdi_119,153482,"'ultimate', 'restaurant'","'burners rear', 'shelf'",'saut burners',,"'legs', 'nsf'",'1075.00 Pound(s)','2 cabinets','(2) cabinets',,,,"'ultimate', 'restaurant'_'burners rear', 'shelf'_'saut burners'__'legs', 'nsf'_'1075.00 Pound(s)'_'2 cabinets'_'(2) cabinets'___"
cdi_120,154131,"'cook tops', 'drawers'",'base remote low','8 amps','stainless steel','nsf',"'60 2', '530.00 Pound(s)'",,,,,,"'cook tops', 'drawers'_'base remote low'_'8 amps'_'stainless steel'_'nsf'_'60 2', '530.00 Pound(s)'_____"
cdi_121,156212,"'compartment with right hand drainboard', 'deep with'",'legs with welded front to rear adjustable','stainless steel overall',,,"'20 front', '11""', '202.00 Pound(s)'",'95 l','legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'stainless steel overall'___'20 front', '11""', '202.00 Pound(s)'_'95 l'_'legs with boxed crossrails'___"
cdi_122,156537,"'undercounter refrigerator', 'abs door', 'flat top, stainless steel', 'doors & drawers'","'deluxe series', 'top', 'shelf', 'drawers with', 'cetlus'","'stainless steel', 'stainless steel door with', 'stainless steel'",'stainless steel','two','288.00 Pound(s)','60 1',,,,,"'undercounter refrigerator', 'abs door', 'flat top, stainless steel', 'doors & drawers'_'deluxe series', 'top', 'shelf', 'drawers with', 'cetlus'_'stainless steel', 'stainless steel door with', 'stainless steel'_'stainless steel'_'two'_'288.00 Pound(s)'_'60 1'____"
cdi_123,157858,"'compartment with right hand drainboard', 'deep with'",'legs with welded front to rear adjustable','stainless steel overall',,'nsf',"'20 front', '214.00 Pound(s)', '11""'",'77 l','legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'stainless steel overall'__'nsf'_'20 front', '214.00 Pound(s)', '11""'_'77 l'_'legs with boxed crossrails'___"
cdi_124,159254,"'restaurant', 'burners', 'front', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners rear', 'shelf 6 adjustable'",'battery','ultimate','nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'left standing pilot 1 standard',,,"'restaurant', 'burners', 'front', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners rear', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'left standing pilot 1 standard'__"
cdi_125,160905,"'ultimate', 'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'wavy grates', 'shelf 6 adjustable'",'battery',,'nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'ultimate', 'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'wavy grates', 'shelf 6 adjustable'_'battery'__'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_126,162938,,"'open burners', 'plate cast iron top', 'storage base stainless steel', 'plate rail', 'shelf 6 stainless steel', 'legs'",,,,'251.00 Pound(s)','12 griddle','(1) cabinet',,,'u series restaurant',"_'open burners', 'plate cast iron top', 'storage base stainless steel', 'plate rail', 'shelf 6 stainless steel', 'legs'____'251.00 Pound(s)'_'12 griddle'_'(1) cabinet'___'u series restaurant'"
cdi_127,164050,"'casters', 'self contained refrigeration system', 'flat top, stainless steel', 'doors & drawers'",,,,,'300.00 Pound(s)','32 l',,,,,"'casters', 'self contained refrigeration system', 'flat top, stainless steel', 'doors & drawers'_____'300.00 Pound(s)'_'32 l'____"
cdi_128,164692,"'compartment with left hand drainboard', 'deep with'",'legs with welded front to rear adjustable',"'14', 'stainless steel overall', 'nsf'",,,"'20 front', '11""', '136.00 Pound(s)'",'11 h','legs with boxed crossrails',,,,"'compartment with left hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'14', 'stainless steel overall', 'nsf'___'20 front', '11""', '136.00 Pound(s)'_'11 h'_'legs with boxed crossrails'___"
cdi_129,164724,"'compartment with right hand drainboard', 'deep with'",'open frame','nsf',,,"'20 front', '208.00 Pound(s)', '8""'",'18 gauge','legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'open frame'_'nsf'___'20 front', '208.00 Pound(s)', '8""'_'18 gauge'_'legs with boxed crossrails'___"
cdi_130,165212,,"'electric smooth cold', 'griddle'","'stainless steel', 'nsf'",,'plate','250.00 Pound(s)',,,,,,"_'electric smooth cold', 'griddle'_'stainless steel', 'nsf'__'plate'_'250.00 Pound(s)'_____"
cdi_131,165729,"'restaurant', 'rear'",'shelf 6',"'saut burners', 'battery', 'stainless steel'","'ultimate', 'per oven'",'nsf','1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,,,"'restaurant', 'rear'_'shelf 6'_'saut burners', 'battery', 'stainless steel'_'ultimate', 'per oven'_'nsf'_'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'___"
