ids,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title,label
wor_32951_half_588,Kat Falls,Kat Falls,Paperback,,wor_32951,half_588,9780545178150,9780545178150,297,297,(1 Feb 2011),"Feb. 1st, 2011",Scholastic Paperbacks ,Scholastic Paperbacks,Dark Life: Book 1,Dark Life,1
wor_35759_half_854,Roger Green,Roger Lancelyn Green,Paperback,Paperback,wor_35759,half_854,9780141341965,9780141341965,240,207,(27 Oct 1994),"May. 10th, 2012",Penguin Books Ltd ,Puffin Books,The Tale of Troy,The Tale of Troy,1
wor_33854_half_709,Peggy Kern,Peggy Kern,Paperback,,wor_33854,half_709,9780545395526,9780545395526,-1,144,(1 Feb 2013),"Feb. 1st, 2013",Scholastic Paperbacks ,Scholastic Paperbacks,The Test,Bluford #17,1
wor_43983_half_2259,Elisabeth Combres,Elisabeth Combres,Hardback,,wor_43983,half_2259,9780888998927,9780888998934,139,139,(1 Oct 2009),"Apr. 1st, 2011",Groundwood Books ,Groundwood Books,Broken Memory: A Novel of Rwanda,Broken Memory,0
wor_28548_half_73,Christopher Paul Curtis,Christopher Paul Curtis,Hardback,,wor_28548,half_73,9780613034944,9780440414124,224,224,(8 Sep 1997),"Sep. 8th, 1997",Turtleback Books ,Yearling Books,The Watsons Go to Birmingham--1963,The Watsons Go to Birmingham - 1963,0
wor_29647_half_140,Wendelin Van Draanen,Wendelin Van Draanen,Hardback,,wor_29647,half_140,9780375866678,9780375866289,336,352,(10 Apr 2012),"Jan. 10th, 2012",Random House USA Inc ,Ember,The Running Dream,The Running Dream,0
wor_41808_half_1916,CLAMP,CLAMP,Paperback,,wor_41808,half_1916,9781421540412,9781595826695,584,640,(10 Nov 2011),"Apr. 1st, 2012","Viz Media, Subs. of Shogakukan Inc ",Dark Horse Comics,"X, Vol. 1: Includes vols. 1, 2 3",Magic Knight Rayearth 2 Omnibus Edition,0
wor_29120_half_1438,Rosemary Sutcliff,Rosemary Sutcliff,Hardback,,wor_29120,half_1438,9781857155204,9780312644291,304,210,(24 Sep 2015),"Nov. 9th, 2010",Everyman ,Square Fish,The Eagle of the Ninth,The Eagle of the Ninth,0
wor_41178_half_1821,Rob Coppolillo,Rob Coppolillo,Paperback,,wor_41178,half_1821,9781936976232,9781936976232,197,128,(1 Jan 2013),"Jan. 22nd, 2013",Orange Avenue Publishing ,Zest Books,Holy Spokes!: A Biking Bible for Everyone,Holy Spokes!,1
wor_15692_half_2980,Lois Duncan,Lois Duncan,Paperback,,wor_15692,half_2980,9780316098984,9780316098984,211,211,(19 Apr 2011),"Apr. 19th, 2011","Little, Brown & Company ","Little, Brown Books for Young Readers",Down a Dark Hall,Down a Dark Hall,1
wor_29692_half_1684,Nikki Grimes,Nikki Grimes,Paperback,,wor_29692,half_1684,9780310721451,9780310721451,208,190,(6 Aug 2010),"Aug. 17th, 2010",Zondervan ,Zondervan,Dark Sons,Dark Sons,1
wor_36587_half_1121,Halley Bondy,Halley Bondy,Paperback,,wor_36587,half_1121,9780982732236,9780982732236,128,127,(1 Jan 2012),"Jun. 5th, 2012",Eddison Books Ltd ,Zest Books,"Don't Sit On the Baby! The Ultimate Guide to Sane, Skilled, and Safe Babysitting",Don't Sit on the Baby!,1
wor_45794_half_2583,Paula Morris,Paula Morris,Paperback,,wor_45794,half_2583,9780545042147,9780545042147,320,309,(1 Dec 2010),"Aug. 1st, 2010",Scholastic US ,Point,Ruined,Ruined,1
wor_10079_half_2775,Mary Rodgers,Mary Rodgers,Paperback,,wor_10079,half_2775,9780064400466,9780064400466,136,144,(16 Mar 2000),"Oct. 31st, 1973",HarperCollins Publishers Inc ,HarperTrophy,Freaky Friday,Freaky Friday,1
wor_47677_half_2896,Sarah Ockler,Sarah Ockler,Hardback,,wor_47677,half_2896,9780316051590,9780316051583,304,290,(1 Jun 2009),"May. 1st, 2010","Little, Brown & Company ",Little Brown and Company,Twenty Boy Summer,Twenty Boy Summer,0
wor_29789_half_285,Christopher Paolini,Christopher Paolini,Paperback,Paperback,wor_29789,half_285,9780552155526,9780375840401,704,704,(1 Mar 2007),"Mar. 13th, 2007",Transworld Publishers Ltd ,Alfred A. Knopf Books for Young Readers,Eldest:,Eldest,0
wor_40127_half_1649,Maia Wojciechowsk,Maia Wojciechowska,Hardback,,wor_40127,half_1649,9780689300424,9781416933953,165,151,(1 Mar 1972),"Feb. 1st, 2007",Simon & Schuster ,Aladdin Paperbacks,Shadow of a Bull,Shadow of a Bull,0
wor_43047_half_2090,Lisa M Basso,Lisa M. Basso,Paperback,,wor_43047,half_2090,9780985029432,9780985029432,-1,250,(25 Feb 2013),"Jan. 29th, 2013",Month9books ,Month9books,A Shimmer of Angels,A Shimmer of Angels,1
wor_29625_half_139,Davis Sampson et al,Sampson Davis,Paperback,,wor_29625,half_139,9780525474074,9780142406274,-1,192,(21 Apr 2005),"Apr. 20th, 2006",Penguin Putnam Inc ,Puffin Books,We Beat the Street,We Beat the Street,0
wor_38392_half_2742,Susane Colasanti,Susane Colasanti,Paperback,,wor_38392,half_2742,9780142415757,9780142415757,336,336,(6 Apr 2010),"Apr. 6th, 2010",Penguin Putnam Inc ,Speak,Waiting for You,Waiting for You,1
wor_44557_half_1611,Angie Smith,L. J. Smith,Hardback,,wor_44557,half_1611,9781433680458,9781416974512,32,662,(1 Oct 2013),"Nov. 18th, 2008",Broadman & Holman Publishers ,Simon Pulse,Audrey Bunny,Night World #02,0
wor_43838_half_2231,Louise Rennison,Louise Rennison,Paperback,,wor_43838,half_2231,9780064472272,9780064472272,272,272,(11 Apr 2006),"Apr. 10th, 2001",Harperteen ,HarperTempest,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson","Angus, Thongs and Full-Frontal Snogging",1
wor_29473_half_124,Gennifer Choldenko,Gennifer Choldenko,Paperback,,wor_29473,half_124,9780142403709,9780142403709,225,225,(20 Apr 2006),"Apr. 20th, 2006",Penguin Putnam Inc ,Puffin Books,Al Capone Does My Shirts,Al Capone Does My Shirts,1
wor_28387_half_1479,Gary Paulsen,Gary Paulsen,Paperback,,wor_28387,half_1479,9781416936473,9780689826993,186,189,(14 Jun 2008),,Simon & Schuster ,Simon Pulse,Hatchet,Hatchet,0
wor_39820_half_1935,Jp Voelkel,Jon Voelkel,Paperback,,wor_39820,half_1935,9781733793292,9781606843079,388,396,(3 Nov 2019),"Feb. 28th, 2012",Baile Press ,Egmontusa,The End of the World Club,The End of the World Club,0
wor_5688_half_927,Louis Sachar,Louis Sachar,Paperback,Paperback,wor_5688,half_927,9781408801734,9780380731503,192,160,(16 Aug 2010),"Jun. 1st, 1998",Bloomsbury Publishing PLC ,HarperTrophy,Wayside School is Falling Down,Wayside School Is Falling Down,0
wor_46701_half_2767,Louise Rozett,Louise Rozett,Paperback,,wor_46701,half_2767,9780373210480,9780373210480,266,272,(28 Aug 2012),"Aug. 28th, 2012",HarperCollins Publishers ,Harlequin Teen,Confessions of an Angry Girl,Confessions of an Angry Girl,1
wor_44852_half_2415,Alyxandra Harvey,Alyxandra Harvey,Paperback,,wor_44852,half_2415,9781408803400,9780802721686,256,304,(4 Jan 2010),,Bloomsbury Publishing PLC ,Walker Childrens,My Love Lies Bleeding,Out for Blood,0
wor_15512_half_2712,Richard Zimler,Richard Chase,Paperback,,wor_15512,half_2712,9781841197715,9780618346929,544,216,(4 Mar 2004),"Aug. 25th, 2003","Little, Brown Book Group ",Houghton Mifflin Harcourt (HMH),Hunting Midnight,The Jack Tales,0
wor_6153_half_336,Jerry Spinelli,Jerry Spinelli,Paperback,,wor_6153,half_336,9780375822339,9780375822339,186,186,(1 Oct 2005),"May. 14th, 2002",Random House USA Inc ,Alfred A. Knopf,Stargirl,Stargirl,1
wor_33600_half_685,Maureen Johnson,Maureen Johnson,Paperback,,wor_33600,half_685,9780007319909,9780060541439,320,317,(30 Apr 2009),"Sep. 26th, 2006",HarperCollins Publishers ,HarperCollins s,13 Little Blue Envelopes,13 Little Blue Envelopes,0
wor_43095_half_2788,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43095,half_2788,9781421539256,9781421539256,200,200,(2 Aug 2011),"Aug. 2nd, 2011","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Yu-Gi-Oh!: GX, Vol. 7","Yu-Gi-Oh! GX, Volume 7",1
wor_32555_half_527,Jenny Han,Jenny Han,Paperback,,wor_32555,half_527,9781416968290,9781416968290,304,304,(6 Apr 2010),"Apr. 6th, 2010",Simon & Schuster ,Simon & Schuster Books for Young Readers,The Summer I Turned Pretty,The Summer I Turned Pretty,1
wor_28572_half_542,Madeleine L'Engle,Madeleine L'Engle,,,wor_28572,half_542,9780307916570,9781250004673,-1,236,(10 Jan 2012),"Jan. 31st, 2012",Broadway Books (A Division of Bantam Doubleday Dell Publishing Group Inc) ,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
wor_36575_half_2186,Gail Giles,Gail Giles,Hardback,,wor_36575,half_2186,9780756942908,9780689866241,126,126,(1 Sep 2004),"Aug. 24th, 2004",Perfection Learning ,Simon Pulse,Dead Girls Don't Write Letters,Dead Girls Don't Write Letters,0
wor_33040_half_1465,Joy Hakim,Joy Hakim,Paperback,Paperback,wor_33040,half_1465,9780195327212,9780195327212,208,199,(7 Feb 2007),"Feb. 7th, 2007",Oxford University Press Inc ,"Oxford University Press, USA",A History of US: Reconstructing America: A History of US Book Seven,Reconstructing America,1
wor_28567_half_1218,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28567,half_1218,9780312368562,9780312368562,309,309,(1 May 2007),"May. 1st, 2007",St Martin's Press ,Square Fish,A Swiftly Tilting Planet,A Swiftly Tilting Planet,1
wor_33420_half_651,Aimee Carter,Aimee Carter,Paperback,,wor_33420,half_651,9780373210756,9780373210756,395,395,(31 Jul 2012),"Jul. 31st, 2012",Harlequin Teen ,Harlequin Teen,The Goddess Legacy: An Anthology,The Goddess Legacy,1
wor_38803_half_2602,Garth Nix,Garth Nix,Paperback,,wor_38803,half_2602,9782070655144,9780439436601,-1,320,(17 Oct 2013),"Mar. 1st, 2011",Gallimard ,Scholastic Paperbacks,Les sept clefs du pouvoir 5/Vendredi malefique,Lord Sunday,0
wor_17336_half_1881,"Neil Gaiman, Chris Riddell",Neil Gaiman,Paperback,,wor_17336,half_1881,9781408841754,9780060575915,208,194,(10 Oct 2013),"May. 4th, 2004",Bloomsbury Publishing PLC ,HarperTrophy,Coraline,Coraline,0
wor_22118_half_2431,David Feldman,David Levithan,Hardback,,wor_22118,half_2431,9781849464734,9780375834691,294,167,(5 Dec 2013),"Aug. 10th, 2010",Bloomsbury Publishing PLC ,Alfred A. Knopf Books for Young Readers,"Law in Politics, Politics in Law",Love Is the Higher Law,0
wor_42864_half_2068,Ed Briant,Ed Briant,Paperback,,wor_42864,half_2068,9780738732466,9780738732466,264,288,(8 Jul 2012),"Jul. 8th, 2012",North Star Editions ,Flux,I Am the Walrus,I Am the Walrus,1
wor_47465_half_2864,Sue Corbett,Sue Corbett,Paperback,,wor_47465,half_2864,9780142407295,9780142407295,240,227,(1 Mar 2007),"Mar. 1st, 2007",Penguin Putnam Inc ,Puffin Books,12 Again,12 Again,1
wor_42255_half_1495,Elizabeth Missing Sewell,Elizabeth Laird,Paperback,,wor_42255,half_1495,9780461136616,9780140368550,266,288,(13 Aug 2019),"Apr. 1st, 1994",Hardpress Publishing ,Puffin Books,"The Earl's Daughter, by the Author of 'Amy Herbert', Ed. by W. Sewell",Kiss the Dust,0
wor_35741_half_989,Viola Canales,Viola Canales,Paperback,,wor_35741,half_989,9780375840890,9780375840890,199,199,(13 Mar 2007),"Mar. 13th, 2007",Random House USA Inc ,Wendy Lamb Books,The Tequila Worm,The Tequila Worm,1
wor_40232_half_2274,Janet Benge,Janet Benge,Paperback,,wor_40232,half_2274,9781576585139,9781576581377,229,208,(15 Apr 2010),"Sep. 1st, 1998",YWAM Publishing ,YWAM Publishing,Elisabeth Elliot: Joyful Surrender,Eric Liddell,0
wor_38983_half_1444,Jeanne Bendick,Jeanne Bendick,Paperback,,wor_38983,half_1444,9781883937126,9781883937126,142,160,(1 Nov 1995),"Apr. 1st, 1997","Bethlehem Books,U.S. ",Bethlehem Books,Archimedes and the Door of Science,Archimedes and the Door of Science,1
wor_32360_half_1890,Kagami Yoshimizu,Kagami Yoshimizu,Paperback,,wor_32360,half_1890,9781604961157,9781604961140,150,150,(11 May 2010),"Dec. 1st, 2009",Bandai Entertainment ,Bandai Entertainment,Lucky Star Manga: v. 5,"Lucky Star, Volume 3",0
wor_6029_half_466,Ray Bradbury,Ray Bradbury,Paperback,,wor_6029,half_466,9780345410016,9780375803017,192,160,(15 Aug 1996),"Sep. 7th, 1999",Random House USA Inc ,Random House (NY),Fahrenheit 451,The Halloween Tree,0
wor_35709_half_985,Don L. Wulffson,Don L. Wulffson,Paperback,,wor_35709,half_985,9780142500736,9780142500736,240,227,(14 Jul 2003),"Jul. 14th, 2003",Penguin Putnam Inc ,Speak,Soldier X,Soldier X,1
wor_40995_half_1787,Jacob Boas,Jacob Boas,Paperback,,wor_40995,half_1787,9780312535674,9780312535674,196,196,(28 Apr 2009),"Mar. 17th, 2009",St Martin's Press ,Square Fish,We Are Witnesses: Five Diaries of Teenagers Who Died in the Holocaust,We Are Witnesses,1
wor_33384_half_642,Herge,Herge,Hardback,Paperback,wor_33384,half_642,9781405208130,9780316358347,64,62,(20 Jun 2003),"Jun. 30th, 1974",Egmont UK Ltd ,"Little, Brown Books for Young Readers",Prisoners of the Sun,The Adventures of Tintin,0
wor_34537_half_1111,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_34537,half_1111,9781442427648,9780689878565,241,264,(19 Apr 2011),"Jan. 6th, 2005",Simon & Schuster ,Simon Pulse,In the Hand of the Goddess,In the Hand of the Goddess,0
wor_18846_half_91,Lewis Carroll,Lewis Carroll,Paperback,,wor_18846,half_91,9781447279990,9780486275437,208,96,(5 Feb 2015),"May. 20th, 1993",Pan Macmillan ,Dover Publications,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
wor_7717_half_2821,Garth Nix,Garth Nix,Paperback,Paperback,wor_7717,half_2821,9780060005429,9780060005429,705,705,(30 Apr 2002),"Apr. 30th, 2002",HarperCollins Publishers Inc ,HarperTrophy,Lirael: Daughter of the Clayr,Lirael,1
wor_41240_half_1839,Perry Moore,Perry Moore,Paperback,,wor_41240,half_1839,9781423101963,9781423101963,428,428,(1 May 2009),"May. 1st, 2009",Hyperion ,Hyperion Books,Hero,Hero,1
wor_39018_half_2661,Jessica Day George,Jessica Day George,Paperback,,wor_39018,half_2661,9781408817407,9781599905167,256,248,(2 Feb 2012),"Sep. 14th, 2010",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,Dragon Spear,Dragon Spear,0
wor_34571_half_802,Ying Chang Compestine,Ying Chang Compestine,Paperback,,wor_34571,half_802,9780312581497,9780312581497,248,248,(29 Sep 2009),"Sep. 29th, 2009",Square Fish ,Square Fish,Revolution Is Not a Dinner Party,Revolution Is Not a Dinner Party,1
wor_34714_half_1069,Anna Claybourne,Anna Claybourne,Hardback,,wor_34714,half_1069,9780746069332,9780545374446,64,112,(25 Jan 2006),"Sep. 1st, 2011",Usborne Publishing Ltd ,Scholastic Paperbacks,Romeo and Juliet,100 Scariest Things on the Planet,0
wor_47128_half_2815,Inge Auerbacher,Inge Auerbacher,Hardback,,wor_47128,half_2815,9780780721869,9780140364019,86,96,(1 Feb 1993),"Feb. 1st, 1993",Perfection Learning ,Puffin Books,I Am a Star,I Am a Star,0
wor_33961_half_1018,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33961,half_1018,9780759531116,9780759531116,208,208,(26 Jun 2012),"Jun. 26th, 2012","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 6","Spice and Wolf, Vol. 6",1
wor_44167_half_2291,Lynne Cherry,Lynne Cherry,Paperback,,wor_44167,half_2291,9781584691303,9781584691303,66,66,(1 Mar 2010),"Mar. 1st, 2010","Dawn Publications,U.S. ",Dawn Publications (CA),How We Know What We Know About Our Changing Climate: Scientists and Kids Explore Global Warming,How We Know What We Know about Our Changing Climate,1
wor_37119_half_1532,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37119,half_1532,9781423100300,9781423100317,283,283,(1 Apr 2007),"Sep. 2nd, 2008",Jump at the Sun ,Jump at the Sun,Homeboyz,Homeboyz,0
wor_34593_half_1219,Seymour Reit,Seymour Reit,Paperback,,wor_34593,half_1219,9780152164355,9780152164355,160,160,(1 Aug 2001),"Aug. 1st, 2001",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Guns for General Washington: A Story of the American Revolution,Guns for General Washington,1
wor_12850_half_20,"J. K. Rowling, Jim Dale",J. K. Rowling,,Paperback,wor_12850,half_20,9780807281956,9780590353427,7,312,(1 Nov 2000),"Oct. 1st, 1999",Random House USA Inc ,Arthur A. Levine Books,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0
wor_11689_half_2556,Brian Jacques,Brian Jacques,Paperback,,wor_11689,half_2556,9780441005994,9780441005765,318,373,(1 Feb 1999),"Nov. 1st, 1998",Ace Books ,Ace Books,Long Patrol,Mossflower,0
wor_34543_half_2093,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_34543,half_2093,9780375829086,9780375829086,429,429,(24 Aug 2004),"Aug. 24th, 2004",Ember ,Random House (NY),Lady Knight,Lady Knight,1
wor_29950_half_171,Caroline B. Cooney,Caroline B. Cooney,Paperback,,wor_29950,half_171,9780385742382,9780440220657,208,208,(25 Jul 2012),"Apr. 1st, 1991",Random House USA Inc ,Laurel Leaf Library,The Face On the Milk Carton,The Face on the Milk Carton,0
wor_36948_half_1182,Sara Zarr,Sara Zarr,Paperback,,wor_36948,half_1182,9781474958677,9780316036054,432,368,(10 Jan 2019),"Oct. 30th, 2012",Usborne Publishing Ltd ,"Little, Brown Books for Young Readers",How to Save a Life,How to Save a Life,0
wor_42060_half_1955,E. L. Konigsburg,E. L. Konigsburg,Paperback,,wor_42060,half_1955,9780689846243,9780689846243,208,208,(15 Dec 2001),"Oct. 1st, 2001",Simon & Schuster Australia ,Aladdin Paperbacks,A Proud Taste for Scarlet and Miniver,A Proud Taste for Scarlet and Miniver,1
wor_12968_half_2063,Michael Dorris,Michael Buchanan,Paperback,,wor_12968,half_2063,9780312421854,9781585365432,384,216,(9 Apr 2003),"Apr. 16th, 2010",St Martin's Press ,Sleeping Bear Press,A Yellow Raft in Blue Water,The Fat Boy Chronicles,0
wor_36952_half_3073,Sara Zarr,Sara Zarr,Paperback,,wor_36952,half_3073,9780316014564,9780316014564,224,217,(1 Jan 2009),"Jan. 1st, 2009","Little, Brown & Company ","Little, Brown Young Readers",Sweethearts,Sweethearts,1
wor_29868_half_443,Maggie Stiefvater,Maggie Stiefvater,Paperback,,wor_29868,half_443,9781407145778,9780545123297,432,360,(1 May 2014),"May. 1st, 2011",Scholastic ,Scholastic Paperbacks,Linger,Linger,0
wor_39589_half_1932,David Macaulay,David Macaulay,Paperback,,wor_39589,half_1932,9780395321218,9780395321218,80,80,(26 Apr 1982),"Apr. 26th, 1982",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Pyramid,Pyramid,1
wor_35975_half_1035,Gemma Malley,Gemma Malley,Paperback,,wor_35975,half_1035,9781408836880,9781599902951,320,300,(8 Nov 2012),"Aug. 19th, 2008",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,The Declaration,The Declaration,0
wor_39178_half_1488,Michael Thomas Ford,Michael Thomas Ford,Paperback,,wor_39178,half_1488,9780062845511,9780060737573,320,295,(12 Mar 2019),"Sep. 7th, 2010",Harperteen ,Harper Teen,Suicide Notes,Suicide Notes,0
wor_48382_half_3014,Julie Chibbaro,Julie Chibbaro,Hardback,,wor_48382,half_3014,9780689857386,9780689857393,304,293,(22 Feb 2011),"Feb. 21st, 2012",Atheneum Books for Young Readers ,Atheneum Books for Young Readers,Deadly,Deadly,0
wor_46401_half_2709,Krista Mcgee,Krista McGee,,,wor_46401,half_2709,9781469273891,9781401684891,-1,334,(7 Jan 2014),"Jul. 10th, 2012",Brilliance Audio ,Thomas Nelson s,Starring Me,Starring Me,0
wor_31895_half_424,Chris Crowe,Chris Crowe,Hardback,,wor_31895,half_424,9780756915674,9780142501924,240,240,(1 Nov 2003),"Nov. 24th, 2003",Perfection Learning ,Speak,"Mississippi Trial, 1955","Mississippi Trial, 1955",0
wor_29399_half_119,Marissa Meyer,Marissa Meyer,Paperback,,wor_29399,half_119,9781250007209,9781250007209,390,448,(8 Jan 2013),"Jan. 8th, 2013",St Martin's Press ,Square Fish,Cinder: Book One of the Lunar Chronicles,Cinder,1
wor_35041_half_889,Doug Tennapel,Doug TenNapel,Paperback,,wor_35041,half_889,9780545210287,9780545210287,266,266,(7 Jun 2016),"Jul. 1st, 2010",Scholastic US ,Graphix,Ghostopolis,Ghostopolis,1
wor_32051_half_664,Lauren Kate,Lauren Kate,Paperback,,wor_32051,half_664,9780385739191,9780385739153,448,452,(7 Jan 2014),"Jun. 14th, 2011",Ember ,Ember,Rapture,Torment,0
wor_35257_half_916,Michael Northrop,Michael Northrop,Hardback,,wor_35257,half_916,9780545723398,9780545210133,192,240,(28 Apr 2015),"Dec. 1st, 2012",Scholastic Press ,Scholastic Paperbacks,Amulet Keepers,Trapped,0
wor_30183_half_2272,Cory Doctorow,Cory Doctorow,Paperback,,wor_30183,half_2272,9780765333841,9780765333841,496,496,(4 Sep 2012),"Sep. 4th, 2012",Tor Books ,Tor Books,For the Win,For the Win,1
wor_5956_half_1204,Terry Pratchett,Terry Pratchett,Paperback,,wor_5956,half_1204,9780061092190,9780060012380,10,375,(22 Apr 2006),"May. 25th, 2004",HarperTorch ,HarperTrophy,Men at Arms: A Novel of Discworld,The Wee Free Men,0
wor_28504_half_45,Laurie Halse Anderson,Laurie Halse Anderson,Hardback,,wor_28504,half_45,9780374371524,9780142407325,198,197,(30 Sep 1999),"Apr. 20th, 2006","Farrar, Straus & Giroux Inc ",Puffin Books,Speak,Speak,0
