ids,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title,label
ban_2372_bx_3379,Roald Dahl,Roald Dahl,,,ban_2372,bx_3379,9780141304700,9780141304700,240,-1,5/28/00,2000,Penguin Young Readers Group,Puffin Books,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar and Six More,1
ban_32_bx_1645,Dan Simmons,DAN SIMMONS,,,ban_32,bx_1645,9780553283686,9780553283686,512,-1,2/28/90,1990,Random House Publishing Group,Bantam,Hyperion,Hyperion,1
ban_927_bx_119942,Nathan Mc Call,Nathan McCall,,,ban_927,bx_119942,9780679740704,9780679740704,416,-1,1/28/95,1995,Knopf Doubleday Publishing Group,Vintage Books USA,Makes Me Wanna Holler: A Young Black Man in America,Makes Me Wanna Holler: A Young Black Man in America,1
ban_1744_bx_146213,Matthew Stover,Matthew Stover,,,ban_1744,bx_146213,9780345428653,9780345428653,320,-1,7/30/02,2002,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #13: Traitor,Traitor,1
ban_7269_bx_15069,Ray Kurzweil,Ray Kurzweil,,,ban_7269,bx_15069,9780140282023,9780140282023,400,-1,,2000,Penguin Publishing Group,Penguin Putnam,The Age of Spiritual Machines: When Computers Exceed Human Intelligence / Edition 1,The Age of Spiritual Machines: When Computers Exceed Human Intelligence,1
ban_15996_bx_220846,George Reese,George Reese,paperback,,ban_15996,bx_220846,9780596002114,9780596002114,442,-1,April 2002,2002, O'Reilly Media,O'Reilly,Managing and Using MySQL,Managing and Using MySQL,1
ban_2998_bx_239153,"Lemmy Kilmister, Janiss Garza",Lemmy Kilmister,,,ban_2998,bx_239153,9780806525907,9780806525907,320,-1,12/15/2003,2004,Kensington,Citadel Press,White Line Fever: The Autobiography,White Line Fever: The Autobiography,1
ban_5761_bx_172457,Michael Saward,Michael Slaughter,,,ban_5761,bx_172457,9780853649656,9780764422973,468,-1,04/01/1999,2001,Authentic Media,Group Publishing,A Faint Streak of Humility: An Autobiography,Unlearning Church: Just When You Thought You Had Leadership All Figured Out,0
ban_2885_bx_16727,"B. B. King, David Ritz",B. B. King,,,ban_2885,bx_16727,9780062061034,9780380787814,368,-1,03/08/2011,1997,HarperCollins Publishers,Avon Books,Blues All around Me: The Autobiography of B. B. King,Blues All Around Me: The Autobiography of B.B. King,0
ban_3329_bx_144138,Charlotte Bronte,Charlotte Bronte,,,ban_3329,bx_144138,9780393975420,9780517668436,552,-1,12/28/2000,1988,"Norton, W. W.  Company, Inc.",Random House Value Publishing,Jane Eyre / Edition 3,Jane Eyre,0
ban_177_bx_58033,Stephen Crane,Stephen Crane,,,ban_177,bx_58033,9781511827836,9780460871389,108,-1,4/22/15,1992,CreateSpace Publishing,Tuttle Pub,The Red Badge of Courage,The Red Badge of Courage,0
ban_2385_bx_22805,Dave Wolverton,Dave Wolverton,,,ban_2385,bx_22805,9780553569377,9780553569377,384,-1,4/28/95,1995,Random House Publishing Group,Bantam,Star Wars The Courtship of Princess Leia,The Courtship of Princess Leia,1
ban_2026_bx_130936,Lois McMaster Bujold,Lois Bujold,,,ban_2026,bx_130936,9780743436168,9780743436168,848,-1,7/28/03,2003,Baen,Baen Books,Young Miles,Young Miles,1
ban_80_bx_57444,Toni Morrison,TONI MORRISON,,,ban_80,bx_57444,9781400033416,9780394535975,352,-1,6/8/04,1987,Knopf Doubleday Publishing Group,Knopf,Beloved,Beloved,0
ban_1956_bx_163136,Marion Zimmer Bradley,Marion Zimmer Bradley,,,ban_1956,bx_163136,9780451454249,9781561003679,432,-1,4/28/95,1994,Penguin Publishing Group,Brilliance Audio - Trade,The Forest House,The Forest House,0
ban_1304_bx_225278,Don L. Wulffson,Don L. Wulffson,,,ban_1304,bx_225278,9780142500736,9780142500736,240,-1,7/14/03,2003,Penguin Young Readers Group,Penguin USA (Paper),Soldier X,Soldier X,1
ban_2195_bx_3504,Cornel West,Cornel West,,,ban_2195,bx_3504,9780679749868,9780679749868,159,-1,3/28/94,1994,Knopf Doubleday Publishing Group,Vintage Books USA,Race Matters,Race Matters,1
ban_1758_bx_126395,Stephen King,Stephen King,,,ban_1758,bx_126395,9780451167804,9780670315413,416,-1,8/1/81,1980,Penguin Publishing Group,Viking Books,Firestarter,Firestarter,0
ban_2140_bx_132132,Lori Gottlieb,Lori Gottlieb,,,ban_2140,bx_132132,9780425178904,9780425178904,240,-1,4/28/01,2001,Penguin Publishing Group,Berkley Publishing Group,Stick Figure: A Diary of My Former Self,Stick Figure: A Diary of My Former Self,1
ban_7095_bx_194498,Ralph Kimball# Margy Ross,Ralph  Kimball,,,ban_7095,bx_194498,9781118530801,9780471255475,600,-1,,1998,Wiley,Wiley,The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,"The Data Warehouse Lifecycle Toolkit : Expert Methods for Designing, Developing, and Deploying Data Warehouses",0
ban_671_bx_126,Stephen King,Stephen King,,,ban_671,bx_126,9780671042851,9780671042851,272,-1,2/1/00,2000,Pocket Books,Pocket,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,1
ban_3870_bx_184597,Benvenuto Cellini,Benvenuto Cellini,,,ban_3870,bx_184597,9781494870225,9780140447187,382,-1,01/02/2014,1999,CreateSpace Publishing,Penguin Books,Firebrand: The Autobiography of Benvenuto Cellini,The Autobiography of Benvenuto Cellini,0
ban_616_bx_83435,Brian Jacques,Brian Jacques,,,ban_616,bx_83435,9780441005482,9780399231605,352,-1,9/28/97,1997,Penguin Publishing Group,Philomel Books,Redwall,Redwall,0
ban_5634_bx_131068,Hermann von Holst,Hermann Hesse,,,ban_5634,bx_131068,9781294964575,9783518413357,56,-1,02/08/2015,2002,Scholar's Choice,Suhrkamp,Autobiography of Cyrus Morton - Scholar's Choice Edition,Das Glasperlenspiel. Sonderausgabe.,0
ban_3403_bx_39627,"Charlotte Bronte, A. S. Greig, F. C. Tilney",Charlotte Bronte,,,ban_3403,bx_39627,9781300860556,9780140366785,-1,-1,12/03/2013,1995,Lulu.com,Puffin Books,Jane Eyre. An Autobiography: Edition de Luxe . Detailed Table of Contents,Jane Eyre,0
ban_1244_bx_156074,Lois Lowry,Lois Lowry,,,ban_1244,bx_156074,9780385734202,9780553143041,160,-1,4/24/07,1978,Random House Children's Books,Bantam Books,A Summer to Die,Summer to Die,0
ban_1123_bx_29932,Kim Stanley Robinson,Kim Stanley Robinson,,,ban_1123,bx_29932,9780553573350,9780553573350,784,-1,6/28/97,1997,Random House Publishing Group,Spectra Books,Blue Mars,Blue Mars,1
ban_1035_bx_172300,Douglas Adams,Douglas Adams,,,ban_1035,bx_172300,9780345391834,9780886461447,224,-1,3/28/99,1986,Random House Publishing Group,Dh Audio,"So Long, and Thanks for All the Fish",So Long and Thanks for the Fish,0
ban_8370_bx_84322,Gerry McGovern# Rob Norton,Gerry McGovern,,,ban_8370,bx_84322,9780273656043,9780273656043,256,-1,,2001,Pearson FT Press,Prentice Hall,Content Critical: Gaining Competitive Advantage Through High-Quality Web Content / Edition 1,Content Critical: Gaining Competitive Advantage through High-Quality Web Content,1
ban_24_bx_78541,J. D. Salinger,J.D. Salinger,,,ban_24,bx_78541,9780316769174,9780316769174,288,-1,1/30/01,2001,"Little, Brown and Company",Back Bay Books,The Catcher in the Rye,The Catcher in the Rye,1
ban_17_bx_5506,J. K. Rowling,J. K. Rowling,,,ban_17,bx_5506,9780439785969,9780439358064,672,-1,7/25/06,2003,"Scholastic, Inc.",Scholastic,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix,0
ban_2641_bx_6232,Anne McCaffrey,Anne McCaffrey,,,ban_2641,bx_6232,9780345384911,9780345384911,320,-1,3/28/93,1993,Random House Publishing Group,Del Rey Books,Crystal Line,Crystal Line,1
ban_766_bx_28816,Lois Duncan,Lois Duncan,,,ban_766,bx_28816,9780316099004,9780440945154,248,-1,10/5/10,1993,"Little, Brown Books for Young Readers",Laure Leaf,Killing Mr. Griffin,Killing Mr. Griffin,0
ban_1983_bx_51897,Nick Hornby,Nick Hornby,,,ban_1983,bx_51897,9781573225519,9783426612705,352,-1,8/28/96,1999,Penguin Publishing Group,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH  Co.",High Fidelity,High Fidelity.,0
ban_900_bx_6221,Douglas Adams,DOUGLAS ADAMS,,Paperback,ban_900,bx_6221,9780345391827,9780345391827,240,-1,9/28/95,1995,Random House Publishing Group,Ballantine Books,"Life, the Universe and Everything","Life, the Universe, and Everything",1
ban_17297_bx_194404,Michael J. A. Berry,Michael J. A.  Berry,paperback,,ban_17297,bx_194404,9780471179801,9780471179801,464,-1,"June 10, 1997",1997, Wiley,Wiley,"Data Mining Techniques: For Marketing, Sales, and Customer Support","Data Mining Techniques : For Marketing, Sales, and Customer Support",1
ban_2694_bx_6105,R. A. Salvatore,R. A. Salvatore,,,ban_2694,bx_6105,9780345428455,9780345428455,416,-1,7/5/00,2000,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #1: Vector Prime,Vector Prime,1
ban_1375_bx_135451,Silver RavenWolf,Silver Ravenwolf,,,ban_1375,bx_135451,9780738703190,9780738703190,608,-1,2/1/03,2003,"Llewellyn Worldwide, Ltd.",Llewellyn Publications,Solitary Witch: The Ultimate Book of Shadows for the New Generation,Solitary Witch: The Ultimate Book of Shadows for the New Generation,1
ban_16939_bx_183732,June Jamrich Parsons,June Jamrich Parsons,paperback,,ban_16939,bx_183732,9781285764634,9780760064900,248,-1,"March 17, 2014",1999, Course Technology,Course Technology,"New Perspectives on Computer Concepts 2014, Comprehensive",New Perspectives on Computer Concepts Fourth Edition -- Brief,0
ban_834_bx_169159,Terry Pratchett,Terry Pratchett,,,ban_834,bx_169159,9780062237408,9780552144322,432,-1,10/29/13,2000,HarperCollins Publishers,Transworld Publishers Limited,Men at Arms,Men at Arms,0
ban_2091_bx_54816,Cecily von Ziegesar,Cecily von Ziegesar,,,ban_2091,bx_54816,9780316912129,9780316912129,240,-1,5/7/03,2003,"Little, Brown Books for Young Readers","Little, Brown",All I Want Is Everything,All I Want Is Everything,1
ban_3081_bx_41414,James Weldon Johnson,James Weldon Johnson,,,ban_3081,bx_41414,9780393972863,9780809000326,512,-1,02/12/2015,1991,"Norton, W. W.  Company, Inc.",Hill  Wang Pub,The Autobiography of an Ex-Colored Man / Edition 1,The Autobiography of an Ex-Coloured Man,0
ban_1734_bx_183674,Lois Duncan,Lois Duncan,,,ban_1734,bx_183674,9780316099028,9780316195553,272,-1,10/3/11,1985,"Little, Brown Books for Young Readers",Little Brown  Co,Locked in Time,Locked in Time,0
ban_15107_bx_219196,Gayle Coffman,Gayle Coffman,paperback,,ban_15107,bx_219196,9780078824944,9780078824944,912,-1,"November 11, 1998",1998, Mcgraw-Hill Osborne Media ,McGraw-Hill Osborne Media,SQL Server The Complete Reference,SQL Server The Complete Reference,1
ban_2102_bx_114573,Judy Krizmanic,Judy Krizmanic,,,ban_2102,bx_114573,9780140385069,9780140385069,192,-1,5/28/99,1999,Penguin Young Readers Group,Puffin Books,The Teen's Vegetarian Cookbook,The Teen's Vegetarian Cookbook,1
ban_600_bx_11816,Timothy Zahn,Timothy Zahn,,,ban_600,bx_11816,9780553564921,9780553564921,496,-1,1/28/94,1998,Random House Publishing Group,Bantam,Star Wars Thrawn Trilogy #3: The Last Command,The Last Command,1
ban_3013_bx_218468,Benjamin Franklin,Benjamin Franklin,,,ban_3013,bx_218468,9781607780724,9781566197212,-1,-1,01/01/2010,1995,MobileReference,Barnes  Noble,Autobiography of Benjamin Franklin.: ILLUSTRATED.,The wit wisdom of Benjamin Franklin,0
ban_1357_bx_5438,Bill Cleaver,Bill Cleaver,,,ban_1357,bx_5438,9780064470056,9780064470056,224,-1,9/28/01,1989,HarperCollins Publishers,HarperTrophy,Where the Lilies Bloom,Where the Lilies Bloom,1
ban_888_bx_103123,Thomas Keneally,Thomas Keneally,,,ban_888,bx_103123,9780671880316,9780671779726,400,-1,12/1/93,1992,Touchstone,Touchstone,Schindler's List,Schindler's List,0
ban_363_bx_115389,Robert Penn Warren,Robert Penn Warren,,,ban_363,bx_115389,9780156004800,9780553204544,672,-1,9/28/96,1981,Houghton Mifflin Harcourt,Bantam Books,All the King's Men,All the King's Men,0
ban_2934_bx_199927,Robert Graves,Robert Graves,,,ban_2934,bx_199927,2940149425273,9781857542790,-1,-1,03/06/2014,2000,RosettaBooks,Consortium Book Sales  Distribution,"I, Claudius: From the Autobiography of Tiberius Claudius","I, Claudius and Claudius the God: And, Claudius the God",0
ban_882_bx_237709,Stephen King,Stephen King,,,ban_882,bx_237709,9780451160447,9785550531501,528,-1,11/28/83,1983,Penguin Publishing Group,Viking Books,Christine,Christine,0
ban_5669_bx_94779,Groucho Marx,Groucho Marx,,,ban_5669,bx_94779,9780786748273,9780306806667,376,-1,06/16/2009,1995,Da Capo Press,Da Capo Press,Groucho And Me,Groucho and Me,0
ban_4338_bx_171749,Benjamin Franklin,Benjamin Franklin,,,ban_4338,bx_171749,9780940450295,9780880880817,1632,-1,01/28/1987,1998,Library of America,Peter Pauper Press,Benjamin Franklin: Writings,Benjamin Franklin Wit and Wisdom,0
ban_2503_bx_6728,Douglas Adams,Douglas Adams,,,ban_2503,bx_6728,9781476783000,9780671742515,256,-1,10/7/14,1991,Gallery Books,Pocket,The Long Dark Tea-Time of the Soul,Long Dark Tea Time of the Soul,0
ban_2300_bx_69735,Lois McMaster Bujold,Lois McMaster Bujold,,,ban_2300,bx_69735,9780671878450,9780671578282,480,-1,10/1/97,1999,Baen,Baen,Memory,Cordelia's Honor,0
ban_1183_bx_853,A. C. Crispin,A.C. Crispin,,Paperback,ban_1183,bx_853,9780553574173,9780553574173,400,-1,3/28/98,1998,Random House Publishing Group,Spectra Books,Star Wars The Han Solo Trilogy #3: Rebel Dawn,Star Wars the Rebel Dawn: The Han Solo Trilogy,1
ban_15346_bx_193680,,James E. Powell,paperback,,ban_15346,bx_193680,9780782112139,9780782112139,250,-1,December 1992,1992, Sybex Inc ,Sybex Inc,Microsoft Access Instant Reference,Microsoft Access Instant Reference,1
ban_3801_bx_174820,"Mark Twain, Grover Gardner",Mark Twain,,,ban_3801,bx_174820,9781504637169,9780914294542,-1,-1,10/15/2015,1976,"Blackstone Audio, Inc.",Running Press Book Publishers,"Autobiography of Mark Twain, Vol. 3",The Unabridged Mark Twain,0
ban_9101_bx_270578,William Zinsser,William Knowlton Zinsser,,,ban_9101,bx_270578,9780062244826,9780060150556,128,-1,,1983,HarperCollins Publishers,Harper  Row,Writing with a Word Processor,Writing with a word processor,0
ban_1234_bx_74348,Robb White,ROBB WHITE,,,ban_1234,bx_74348,9780440917403,9780440917403,224,-1,10/28/73,1973,Random House Children's Books,Laure Leaf,Deathwatch,Deathwatch,1
ban_3079_bx_69365,Frank Capra,Frank Capra,,,ban_3079,bx_69365,9780306807718,9780306807718,513,-1,04/28/1997,1997,Da Capo Press,Da Capo Press,The Name Above the Title: An Autobiography,The Name Above the Title: An Autobiography,1
ban_16351_bx_220848,"Lee Gould,Andrew Zanevsky",Lee Gould,paperback,,ban_16351,bx_220848,9781565924017,9781565924017,840,-1,"April 11, 1999",1999, O'Reilly Media,O'Reilly,Transact-SQL Programming: Covers Microsoft SQL Server 6.5 /7.0 and Sybase Adaptive Server 11.5,Transact-SQL Programming,1
ban_476_bx_497,Tim LaHaye,Tim Lahaye,,,ban_476,bx_497,9781414334912,9780842329125,496,-1,3/16/11,1996,Tyndale House Publishers,Tyndale House Publishers,Tribulation Force: The Continuing Drama of Those Left Behind,Left Behind: A Novel of the Earth's Last Days,0
ban_116_bx_48940,Lewis Carroll,Lewis Carroll,,,ban_116,bx_48940,9781593080150,9780945260219,320,-1,1/1/04,1989,Barnes & Noble,"Choice Publishing, Incorporated",Alice's Adventures in Wonderland and Through the Looking Glass,Reader's Digest Best Loved Books for Young Readers: Alice's Adventures in Wonderland Through the Looking Glass,0
ban_2814_bx_114268,William Shakespeare,William Shakespeare,,,ban_2814,bx_114268,9780440974833,9780440974833,256,-1,8/28/65,1965,Random House Children's Books,Laure Leaf,Romeo and Juliet / West Side Story,Romeo and Juliet West Side Story,1
ban_1749_bx_26871,Mary Stewart,Mary Stewart,,,ban_1749,bx_26871,9780060548285,9780449205198,432,-1,5/6/03,1988,HarperCollins Publishers,Fawcett Books,Wicked Day,The Wicked Day,0
ban_2974_bx_219121,Gertrude Stein,GERTRUDE STEIN,,Hardback,ban_2974,bx_219121,9781987817058,9780679600817,256,-1,10/14/2014,1993,David Rehak,Modern Library,The Autobiography of Alice B. Toklas,The Autobiography of Alice B. Toklas,0
ban_861_bx_155642,Alex Flinn,Alex Flinn,,,ban_861,bx_155642,9780064472579,9780064473712,304,-1,5/28/11,2003,HarperCollins Publishers,HarperTempest,Breathing Underwater,Breaking Point,0
ban_16542_bx_182859,,Richard Stones,paperback,,ban_16542,bx_182859,9781861006929,9781861006929,550,-1,February 2002,2002, Wrox Press,Wrox Press,Beginning Databases with MySQL,Beginning Databases with MySQL,1
ban_6643_bx_1128,Clifford Stoll,Clifford Stoll,,,ban_6643,bx_1128,9780307819420,9780671726881,326,-1,,1990,Knopf Doubleday Publishing Group,Pocket,CUCKOO'S EGG,CUCKOO'S EGG,0
ban_354_bx_84182,William Shakespeare,William Shakespeare,,,ban_354,bx_84182,9780743484961,9780140714111,272,-1,7/26/05,1958,Simon & Schuster,Penguin Books,Twelfth Night,"Twelfth Night: Or, What You Will",0
ban_678_bx_70170,JAMES ALEXANDER Thom,James Alexander Thom,,,ban_678,bx_70170,9780345338549,9780345312105,416,-1,11/28/86,1983,Random House Publishing Group,Ballantine Books,Follow the River,Follow the River,0
ban_32_bx_78643,Dan Simmons,Dan Simmons,,,ban_32,bx_78643,9780553283686,9780385263481,512,-1,2/28/90,1989,Random House Publishing Group,Doubleday Books,Hyperion,Hyperion,0
ban_11136_bx_69144,Nicholas Negroponte,Nicholas Negroponte,,,ban_11136,bx_69144,9780679762904,9780679762904,272,-1,,1996,Knopf Doubleday Publishing Group,Vintage Books USA,Being Digital / Edition 1,Being Digital,1
ban_17145_bx_177678,Craig D. Knuckles,Craig D.  Knuckles,paperback,,ban_17145,bx_177678,9780471383666,9780471383666,448,-1,"November 23, 2000",2000, Wiley,Wiley Text Books,Introduction to Interactive Programming on the Internet: Using HTML and JavaScript,Introduction to Interactive Programming on the Internet: Using HTML and JavaScript,1
ban_1215_bx_54258,Anne McCaffrey,Anne McCaffrey,,,ban_1215,bx_54258,9781481425827,9780689860256,256,-1,4/28/15,2003,Saga Press,Simon Pulse,Dragondrums,Dragondrums,0
ban_2012_bx_13146,Tom Clancy,Tom Clancy,,Paperback,ban_2012,bx_13146,9780425150146,9780425150146,448,-1,11/28/95,1995,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #2: Mirror Image,Tom Clancy's Op-Center: Mirror Image,1
ban_36_bx_153299,Richard Wright,Richard Wright,,,ban_36,bx_153299,9780061130243,9780060830564,448,-1,3/27/07,0,HarperCollins Publishers,Harpercollins Publisher,Black Boy,Black Boy,0
ban_2332_bx_37243,Alice Hoffman,Alice Hoffman,,,ban_2332,bx_37243,9780439098649,9780439098649,112,-1,3/28/02,2002,"Scholastic, Inc.",Scholastic,Aquamarine,Aquamarine,1
ban_1141_bx_225115,Irene Hunt,Irene Hunt,,,ban_1141,bx_225115,9780425099698,9780425099698,224,-1,6/28/15,1993,Penguin Publishing Group,Berkley Publishing Group,No Promises in the Wind,No Promises in the Wind,1
ban_1800_bx_27176,Alex Garland,Alex Garland,,,ban_1800,bx_27176,9781573226523,9781573221092,448,-1,2/28/98,1999,Penguin Publishing Group,Putnam Pub Group,The Beach,The Tesseract,0
ban_2893_bx_198278,Langston Hughes,Langston Hughes,,,ban_2893,bx_198278,9780809015498,9780809015498,368,-1,08/28/1993,1993,"Farrar, Straus and Giroux",Hill  Wang Pub,The Big Sea: An Autobiography,The Big Sea : An Autobiography,1
ban_403_bx_61482,Salman Rushdie,Salman Rushdie,,,ban_403,bx_61482,9780140157376,9780670838042,224,-1,11/28/91,1990,Penguin Publishing Group,Viking Books,Haroun and the Sea of Stories,Haroun and the Sea of Stories,0
ban_181_bx_30736,Sherrilyn Kenyon,Sherrilyn Kenyon,,,ban_181,bx_30736,9781250002860,9780312992415,464,-1,4/1/14,2004,St. Martin's Press,St. Martin's Paperbacks,Inferno,Kiss of the Night,0
ban_477_bx_150507,C. S. Lewis,C. S. Lewis,,,ban_477,bx_150507,9780064471060,9780064409407,256,-1,3/28/02,2000,HarperCollins Publishers,HarperTrophy,The Horse and His Boy,The Horse and His Boy,0
ban_1874_bx_19490,David Eddings,David Eddings,,,ban_1874,bx_19490,9780345403957,9780345403957,736,-1,6/28/96,1996,Random House Publishing Group,Del Rey Books,Belgarath the Sorcerer,Belgarath the Sorcerer,1
