ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_378_half_89,Eoin Colfer,Eoin Colfer,,,ban_378,half_89,9781423124528,9781423124528,304,277,6/23/09,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl,Artemis Fowl,1
ban_1933_half_1413,Aprilynne Pike,Aprilynne Pike,,,ban_1933,half_1413,9780061668081,9780061668050,384,294,5/3/11,"Apr. 6th, 2010",HarperCollins Publishers,Harper Teen,Spells,Wings,0
ban_5761_half_1773,Michael Saward,Michael Grant,,,ban_5761,half_1773,9780853649656,9780062236913,468,592,04/01/1999,"Mar. 5th, 2013",Authentic Media,Katherine Tegen Books,A Faint Streak of Humility: An Autobiography,Gone Special Edition,0
ban_307_half_636,James Patterson,James Patterson,,,ban_307,half_636,9780316038355,9780316038355,400,400,10/25/11,"Oct. 25th, 2011","Little, Brown Books for Young Readers",Little Brown and Company,The Gift,Witch & Wizard,1
ban_1519_half_1103,Sally Gardner,Sally Gardner,,,ban_1519,half_1103,9780142414880,9780142414880,400,378,9/17/09,"Sep. 17th, 2009",Penguin Young Readers Group,Speak,The Red Necklace,The Red Necklace,1
ban_1305_half_1441,Meg Rosoff,Meg Rosoff,,,ban_1305,half_1441,9780449819609,9780553376050,208,194,10/22/13,"Apr. 11th, 2006",Random House Children's Books,Wendy Lamb Books,How I Live Now,How I Live Now,0
ban_2823_half_2523,Angela Johnson,Angela Johnson,,,ban_2823,half_2523,9780689822902,9781442403420,144,138,8/1/00,"Jan. 5th, 2010",Simon Pulse,Simon & Schuster Children's Publishing,Heaven,Heaven,0
ban_677_half_31,Kami Garcia,Kami Garcia,,,ban_677,half_31,9780316231657,9780316231657,592,576,11/20/12,"Nov. 20th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Beautiful Creatures,Beautiful Creatures,1
ban_9179_half_1929,Michael Miller,Sarah Miller,,,ban_9179,half_1929,9780789752321,9781442408517,288,208,,"Aug. 31st, 2010",Que,Atheneum Books,"Easy Computer Basics, Windows 8.1 Edition",Miss Spitfire,0
ban_9178_half_2146,Chris Nodder,Chris Crutcher,,,ban_9178,half_2146,9781118422144,9780060094911,320,224,,"Apr. 1st, 2003",Wiley,Greenwillow Books,Evil by Design: Interaction design to lead us into temptation,Running Loose,0
ban_793_half_1248,Victor Martinez,Victor Martinez,,,ban_793,half_1248,9780064471862,9780064471862,240,224,12/28/04,"Feb. 13th, 1998",HarperCollins Publishers,HarperTrophy,Parrot in the Oven: Mi Vida,Parrot in the Oven,1
ban_318_half_1585,Clive Barker,Clive Barker,,,ban_318,half_1585,9780061684265,9780064409940,288,224,11/11/08,"Feb. 28th, 2002",HarperCollins Publishers,HarperTrophy,Thief of Always,The Thief of Always,0
ban_5685_half_505,Art Smith,Jeff Smith,,Paperback,ban_5685,half_505,2940027311520,9780439706353,-1,118,,"Aug. 1st, 2007","San Francisco, The Bulletin",Graphix,Art Smith's story; the autobiography of the boy aviator which appeared as a serial in the Bulletin,Old Man's Cave,0
ban_1280_half_1912,Catherine Gilbert Murdock,Catherine Gilbert Murdock,,,ban_1280,half_1912,9780618863358,9780618863358,304,274,6/4/07,"Jun. 4th, 2007",Houghton Mifflin Harcourt,Graphia Books,Dairy Queen,Dairy Queen,1
ban_379_half_664,Lauren Kate,Lauren Kate,,,ban_379,half_664,9780385739153,9780385739153,464,452,6/14/11,"Jun. 14th, 2011",Random House Children's Books,Ember,Torment,Torment,1
ban_2270_half_1571,Lois Duncan,Lois Duncan,,,ban_2270,half_1571,9780316099042,9780440983569,320,256,4/19/11,"Aug. 31st, 1990","Little, Brown Books for Young Readers",Laurel Leaf Library,Stranger with My Face,Stranger with My Face,0
ban_1107_half_930,Cheryl Rainfield,Cheryl Rainfield,,,ban_1107,half_930,9781934813577,9781934813577,248,248,6/15/11,"May. 27th, 2011",Westside Books,Westside Books,Scars,Scars,1
ban_645_half_674,Maureen Johnson,Maureen Johnson,,,ban_645,half_674,9780142422052,9780142422052,400,400,10/2/12,"Oct. 2nd, 2012",Penguin Young Readers Group,Speak,The Name of the Star,The Name of the Star,1
ban_350_half_326,Julie Kagawa,Julie Kagawa,,,ban_350,half_326,9780373210572,9780373210749,400,304,10/23/12,"Aug. 28th, 2012",Harlequin,Harlequin Teen,The Lost Prince,The Iron Legends,0
ban_1470_half_766,P. C. Cast,P. C. Cast,,Paperback,ban_1470,half_766,9780312577995,9780312577995,336,336,3/16/10,"Mar. 16th, 2010",St. Martin's Press,St. Martin's Griffin,Hunted,Hunted,1
ban_1950_half_2180,Rachel Caine,Rachel Caine,,,ban_1950,half_2180,9780451234261,9780451233554,464,464,6/7/11,"Mar. 1st, 2011",Penguin Publishing Group,New American Library,"The Morganville Vampires, Volume 4","The Morganville Vampires, Volume 3",0
ban_459_half_904,Richard Peck,Richard Peck,,,ban_459,half_904,9780142300701,9780142300701,144,144,11/28/02,"Dec. 30th, 2002",Penguin Young Readers Group,Puffin Books,A Year Down Yonder,A Year Down Yonder,1
ban_587_half_1253,Kristen Simmons,Kristen Simmons,,,ban_587,half_1253,9780765329615,9780765329615,384,368,1/8/13,"Jan. 8th, 2013",Tom Doherty Associates,Tor Books,Article 5,Article 5,1
ban_9975_half_501,Stephen Baker,Stephenie Meyer,,,ban_9975,half_501,9780547747194,9780316226134,288,768,,"Sep. 25th, 2012",Houghton Mifflin Harcourt,"Little, Brown Books for Young Readers","Final Jeopardy: The Story of Watson, the Computer That Will Transform Our World",Breaking Dawn,0
ban_265_half_414,Michael Grant,Michael Grant,,,ban_265,half_414,9780061449116,9780061449116,464,447,4/8/14,"Apr. 5th, 2011",HarperCollins Publishers,Katherine Tegen Books,Lies,Lies,1
ban_274_half_142,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_274,half_142,9780316015844,9780316015844,544,498,9/6/06,"Sep. 1st, 2006","Little, Brown Books for Young Readers",Megan Tingley Books,Twilight,Twilight,1
ban_766_half_461,Lois Duncan,Lois Duncan,,,ban_766,half_461,9780316099004,9780316099004,248,248,10/5/10,"Oct. 5th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Killing Mr. Griffin,Killing Mr. Griffin,1
ban_550_half_877,Jenny Han,Jenny Han,,,ban_550,half_877,9781416968290,9781416995562,304,275,4/6/10,"Apr. 5th, 2011",Simon & Schuster Books For Young Readers,Simon & Schuster Children's Publishing,The Summer I Turned Pretty,It's Not Summer Without You,0
ban_1515_half_798,Tamora Pierce,Tamora Pierce,,Paperback,ban_1515,half_798,9780689878558,9780689878558,240,274,1/6/05,"Jan. 6th, 2005",Simon Pulse,Simon Pulse,Alanna: The First Adventure,Alanna,1
ban_111_half_213,Lois Lowry,Lois Lowry,,,ban_111,half_213,9780547904146,9780385732567,241,215,3/5/13,"Jan. 24th, 2006",Houghton Mifflin Harcourt,Delacorte Press Books for Young Readers,Gathering Blue,Gathering Blue,0
ban_487_half_2189,Sarah Dessen,Sarah Dessen,,,ban_487,half_2189,9780142423837,9780142423837,432,432,4/9/13,"Apr. 9th, 2013",Penguin Young Readers Group,Speak,What Happened to Goodbye,What Happened to Goodbye,1
ban_434_half_2899,Jennifer Brown,Jennifer Bradbury,,,ban_434,half_2899,9780316041454,9781416990086,408,309,10/5/10,"May. 22nd, 2012","Little, Brown Books for Young Readers",Atheneum Books for Young Readers,Hate List,Wrapped,0
ban_2474_half_56,Kami Garcia,Kami Garcia,,,ban_2474,half_56,9780316231671,9780316231671,592,592,11/20/12,"Nov. 27th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Beautiful Creatures,Beautiful Creatures,1
ban_1038_half_1802,Ursula K. Le Guin,Ursula K. Le Guin,,,ban_1038,half_1802,9780689845338,9781442459960,288,320,9/1/01,"Sep. 11th, 2012",Saga Press,Atheneum Books for Young Readers,Tehanu,Tehanu,0
ban_193_half_470,Michael Grant,Michael Grant,,,ban_193,half_470,9780061449086,9780061449086,590,590,4/8/14,"Apr. 6th, 2010",HarperCollins Publishers,Katherine Tegen Books,Hunger,Hunger,1
ban_622_half_1864,Frank Beddor,Frank Beddor,,Paperback,ban_622,half_1864,9780142416891,9780142416891,384,370,10/14/10,"Oct. 14th, 2010",Penguin Young Readers Group,Speak,ArchEnemy,ArchEnemy,1
ban_1114_half_936,John Green,John Marsden,,,ban_1114,half_936,9780804171083,9780439858021,304,259,5/6/14,"Oct. 1st, 2006",Knopf Doubleday Publishing Group,Scholastic Paperbacks,Bajo la misma estrella,Darkness Be My Friend,0
ban_872_half_1112,Shannon Hale,Shannon Hale,,Paperback,ban_872,half_1112,9781582349909,9781582349909,400,383,5/13/05,"May. 13th, 2005",Bloomsbury USA,Bloomsbury Publishing PLC,The Goose Girl,The Goose Girl,1
ban_271_half_1383,Morgan Matson,Morgan Matson,,,ban_271,half_1383,9781416990666,9781416990666,368,343,5/3/11,"May. 3rd, 2011",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Amy and Roger's Epic Detour,Amy & Roger's Epic Detour,1
ban_2115_half_1202,Christopher Pike,Christopher Pike,,Paperback,ban_2115,half_1202,9781416983088,9781416983088,624,594,8/4/09,"Aug. 4th, 2009",Simon Pulse,Simon Pulse,Thirst No. 1: The Last Vampire/ Black Blood/ Red Dice,"Human Urges, Fatal Consequences",1
ban_75_half_656,Laurie Halse Anderson,M. T. Anderson,,,ban_75,half_656,9780312674397,9780763636791,224,353,5/10/11,"Jan. 22nd, 2008",Square Fish,Candlewick Press (MA),Speak,"The Astonishing Life of Octavian Nothing, Traitor to the Nation",0
ban_1065_half_231,Jonathan Maberry,Jonathan Maberry,,,ban_1065,half_231,9781442402331,9781442402331,480,458,5/3/11,"May. 3rd, 2011",Simon & Schuster Books For Young Readers,Simon & Schuster Children's Publishing,Rot & Ruin,Rot & Ruin,1
ban_1048_half_1851,Teri Terry,Terri Farley,,,ban_1048,half_1851,9780142425039,9780061626456,368,228,8/29/13,"Mar. 31st, 2009",Penguin Young Readers Group,HarperCollins,Slated,Galloping Gold,0
ban_2691_half_1114,Julia Alvarez,Julia Alvarez,,,ban_2691,half_1114,9780375815454,9780375815454,192,192,4/20/04,"Apr. 13th, 2004",Random House Children's Books,Laurel Leaf Library,Antes de ser libres,Antes de Ser Libres,1
ban_13807_half_514,Hughan Smith,Jeff Smith,,Paperback,ban_13807,half_514,9781257425716,9780439706377,-1,168,,"Aug. 1st, 2006",Lulu.com,Graphix,"Microsoft Excel 2007 : To the Point: A Step by Step Guide Ideal for Those Making the Transition from Previous Microsoft Versions, Also Ideal for Beginners",The Dragonslayer,0
ban_7103_half_1360,John Pierce,Tamora Pierce,,Paperback,ban_7103,half_1360,9780735669260,9780375829055,190,240,,"Aug. 24th, 2004",Microsoft Press,Bluefire,MOS 2013 Study Guide for Microsoft Word Expert,First Test,0
ban_111_half_1629,Lois Lowry,Lois Lowry,,,ban_111,half_1629,9780547904146,9780547904146,241,256,3/5/13,"Mar. 5th, 2013",Houghton Mifflin Harcourt,Graphia Books,Gathering Blue,Gathering Blue,1
ban_1066_half_2395,L.M. Elliott,Laura Malone Elliott,,,ban_1066,half_2395,9780786817535,9780786817535,288,288,4/28/03,"Apr. 28th, 2003",Disney-Hyperion,Hyperion Books for Children,Under a War-Torn Sky,Under a War-Torn Sky,1
ban_2325_half_2442,Jenny Hubbard,Jenny Hubbard,,,ban_2325,half_2442,9780385740562,9780385740562,192,183,6/12/12,"Jun. 12th, 2012",Random House Children's Books,Ember,Paper Covers Rock,Paper Covers Rock,1
ban_489_half_559,Julie Kagawa,Julie Kagawa,,,ban_489,half_559,9780373210084,9780373210138,368,359,2/1/10,"Aug. 1st, 2010",Harlequin,Harlequin,The Iron King,The Iron Daughter,0
ban_17574_half_120,Michael Milton,Michael Pollan,paperback,,ban_17574,half_120,9780596153939,9780803735002,486,298,"August 7, 2009","Oct. 15th, 2009", O'Reilly Media,Dial Books,"Head First Data Analysis: A learner's guide to big numbers, statistics, and good decisions","The Omnivore's Dilemma, Young Readers Edition",0
ban_944_half_761,Jeff Hirsch,Jeff Hirsch,,,ban_944,half_761,9780545290159,9780545290159,288,288,9/1/12,"Sep. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,The Eleventh Plague,The Eleventh Plague,1
ban_9966_half_1426,David Asch,David Weber,,,ban_9966,half_1426,9780415811798,9781451638264,208,384,,"Sep. 4th, 2012",Taylor & Francis,Baen Books,Creative Web Design with Adobe Muse,A Beautiful Friendship,0
ban_2330_half_1096,Caragh M. O'Brien,Caragh M. O'Brien,,,ban_2330,half_1096,9780312674724,9780312674724,384,362,10/11/11,"Oct. 11th, 2011",Square Fish,Square Fish,Birthmarked,Birthmarked,1
ban_1256_half_1474,Mari Mancusi,Mari Mancusi,,,ban_1256,half_1474,9781492623137,9780425253038,384,256,9/1/15,"Sep. 4th, 2012",Sourcebooks,Berkley Publishing Group,Smoked,Blood Forever,0
ban_1897_half_1990,Rachel Caine,Rachel Caine,,,ban_1897,half_1990,9780451225726,9780451220899,256,248,1/6/09,"Apr. 3rd, 2007",Penguin Publishing Group,Signet Book,Lord of Misrule,The Dead Girls' Dance,0
ban_471_half_156,Mawi Asgedom,Mawi Asgedom,,,ban_471,half_156,9780316826204,9780316826204,176,176,9/1/02,"Sep. 1st, 2002","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Of Beetles and Angels: A Boy's Remarkable Journey from a Refugee Camp to Harvard,Of Beetles & Angels,1
ban_1303_half_1025,Gary Soto,Gary Soto,,,ban_1303,half_1025,9780152052201,9780440210245,168,160,4/1/05,"Aug. 1st, 1991",Houghton Mifflin Harcourt,Laurel Leaf Library,The Afterlife,A Summer Life,0
ban_764_half_621,Ann Brashares,Ann Brashares,,Paperback,ban_764,half_621,9780385730587,9780385730587,336,336,3/11/03,"Mar. 11th, 2003",Random House Children's Books,Ember,The Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants,1
ban_1923_half_1363,Heather Brewer,Heather Brewer,,,ban_1923,half_1363,9780142421963,9780142417522,336,336,9/18/12,"Apr. 19th, 2011",Penguin Young Readers Group,Speak,First Kill,Twelfth Grade Kills #5,0
ban_1381_half_2507,S. E. Hinton,Susan E. Hinton,,,ban_1381,half_2507,9781594378072,9781594378072,192,192,6/30/07,"Jan. 1st, 2004",Santillana USA Pub Co Inc,Alfaguara Infantil,Rebeldes,Rebeldes = The Outsiders,1
ban_1631_half_2180,Rachel Caine,Rachel Caine,,,ban_1631,half_2180,9780451233554,9780451233554,464,464,3/1/11,"Mar. 1st, 2011",Penguin Publishing Group,New American Library,"The Morganville Vampires, Volume 3","The Morganville Vampires, Volume 3",1
ban_614_half_630,Sarah Dessen,Sarah Dessen,,,ban_614,half_630,9780142410974,9780142410974,400,371,2/28/08,"Mar. 1st, 2008",Penguin Young Readers Group,Puffin Books,Just Listen,Just Listen,1
ban_15608_half_2922,Diane Tinney,Diane Stanley,paperback,,ban_15608,half_2922,9780761513797,9780061239076,293,208,February 1998,"Jun. 12th, 2012", Premier ,HarperCollins,Learn Access 97 in a Weekend,Saving Sky,0
ban_37_half_238,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_238,9780316067935,9780316067935,768,768,8/3/10,"Aug. 3rd, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn,1
ban_256_half_567,James Patterson,James Patterson,,,ban_256,half_567,9781455530687,9780316101752,432,384,10/28/14,"Oct. 30th, 2012",Grand Central Publishing,Little Brown and Company,The Angel Experiment,Witch & Wizard,0
ban_504_half_149,Christopher Paolini,Christopher Paolini,,Paperback,ban_504,half_149,9780375826696,9780375826696,528,528,4/26/05,"Apr. 26th, 2005",Random House Children's Books,Alfred A. Knopf Books for Young Readers,Eragon,Eragon,1
ban_58_half_13,Gary Paulsen,Gary Paulsen,,,ban_58,half_13,9781416936473,9781416936473,192,186,1/23/07,"Jan. 1st, 2007",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Hatchet,Hatchet,1
ban_10649_half_1247,Robert C Newman,Robert Cormier,,,ban_10649,half_1247,9780763759940,9780440219033,453,112,,"Apr. 1st, 1994",Jones & Bartlett Learning,Laurel Leaf Library,Computer Security: Protecting Digital Resources,Tunes for Bears to Dance to,0
ban_18_half_382,John Green,John Green,,,ban_18,half_382,9780142402511,9780142412213,256,221,12/28/06,"Aug. 14th, 2008",Penguin Young Readers Group,Speak,Looking for Alaska,Looking for Alaska,0
ban_13821_half_2646,Van Haren Publishing,Zondervan Publishing,,,ban_13821,half_2646,9789087532321,9780310729716,153,256,,"Apr. 23rd, 2012",Van Haren Publishing,Zonderkidz,TOGAF Version 9: A Pocket Guide,Finally and Forever,0
ban_1304_half_985,Don L. Wulffson,Don L. Wulffson,,,ban_1304,half_985,9780142500736,9780142500736,240,227,7/14/03,"Jul. 14th, 2003",Penguin Young Readers Group,Speak,Soldier X,Soldier X,1
ban_2223_half_1310,Tamora Pierce,Tamora Pierce,,Paperback,ban_2223,half_1310,9780689878572,9781416903437,400,362,1/28/05,"May. 31st, 2005",Simon Pulse,Simon Pulse,Lioness Rampant,Wild Magic,0
ban_2838_half_960,Patty Blount,Patty Blount,,,ban_2838,half_960,9781402273377,9781402273377,304,291,8/1/12,"Aug. 1st, 2012",Sourcebooks,Sourcebooks Fire,Send,Send,1
ban_1248_half_158,J. K. Rowling,J. K. Rowling,,Paperback,ban_1248,half_158,9783551354013,9780439785969,334,652,7/28/05,"Sep. 1st, 2006",Carlsen Verlag GmbH,Scholastic Paperbacks,Harry Potter und der Stein der Weisen,Harry Potter and the Half-Blood Prince,0
ban_1925_half_2225,Darren Shan,Darren Shan,,,ban_1925,half_2225,9780316114370,9780316106535,256,209,9/1/05,"Apr. 30th, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Allies of the Night,Allies of the Night,0
ban_956_half_346,Sara Shepard,Sara Shepard,,,ban_956,half_346,9780060887353,9780060887384,352,336,2/19/08,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,Flawless,Perfect,0
ban_2696_half_2051,Candace Bushnell,Candace Bushnell,,Paperback,ban_2696,half_2051,9780061728921,9780061728921,416,389,4/26/11,"Apr. 26th, 2011",HarperCollins Publishers,Balzer & Bray/Harperteen,The Carrie Diaries,The Carrie Diaries,1
ban_2409_half_1189,Tamora Pierce,Tamora Pierce,,Paperback,ban_2409,half_1189,9781416908173,9781416908173,368,347,12/20/05,"Dec. 20th, 2005",Simon Pulse,Simon Pulse,The Realms of the Gods,The Realms of the Gods,1
ban_1631_half_1990,Rachel Caine,Rachel Caine,,,ban_1631,half_1990,9780451233554,9780451220899,464,248,3/1/11,"Apr. 3rd, 2007",Penguin Publishing Group,Signet Book,"The Morganville Vampires, Volume 3",The Dead Girls' Dance,0
ban_822_half_3060,Mavis Jukes,Mavis Jukes,,,ban_822,half_3060,9780679890270,9780679890270,80,80,9/28/98,"Sep. 8th, 1998",Random House Children's Books,Alfred A. Knopf,Growing up: It's a Girl Thing,Growing Up: It's a Girl Thing,1
ban_50_half_9,James Dashner,James Dashner,,Paperback,ban_50,half_9,9780385737951,9780385737951,400,375,8/24/10,"Aug. 24th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,The Maze Runner,The Maze Runner,1
ban_12459_half_1946,Michael W. Trosset,Michael Scott,,,ban_12459,half_1946,9781584889472,9780375873119,496,112,,"Sep. 28th, 2010",Taylor & Francis,Ember,An Introduction to Statistical Inference and Its Applications with R / Edition 1,The Secrets of the Immortal Nicholas Flamel,0
ban_177_half_1249,Stephen Crane,Stephen Crane,,Paperback,ban_177,half_1249,9781511827836,9780141327525,108,215,4/22/15,"Nov. 12th, 2009",CreateSpace Publishing,Puffin Books,The Red Badge of Courage,The Red Badge of Courage,0
ban_633_half_460,Livia Bitton-Jackson,Livia Bitton-Jackson,,,ban_633,half_460,9780689823954,9780689823954,224,224,3/1/99,"Mar. 1st, 1999",Simon Pulse,Simon Pulse,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived a Thousand Years,1
ban_920_half_2050,Lauren DeStefano,Lauren DeStefano,,,ban_920,half_2050,9781442409088,9781442409088,349,368,2/12/13,"Feb. 12th, 2013",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Fever,Fever,1
ban_227_half_395,Karen Blumenthal,Karen Blumenthal,,,ban_227,half_395,9781250014450,9781250014450,320,320,2/14/12,"Feb. 14th, 2012",Square Fish,Feiwel & Friends,Steve Jobs: The Man Who Thought Different,Steve Jobs,1
ban_2595_half_1991,Ben Mikaelsen,Ben Mikaelsen,,,ban_2595,half_1991,9780060090067,9780060090067,240,230,8/23/05,"Aug. 23rd, 2005",HarperCollins Publishers,HarperTempest,Tree Girl,Tree Girl,1
ban_2069_half_1711,L. J. Smith,L. J. Smith,,,ban_2069,half_1711,9780062017741,9780061720802,416,608,10/22/13,"Mar. 16th, 2010",HarperCollins Publishers,Harper Teen,The Vampire Diaries: The Hunters: Destiny Rising,The Vampire Diaries: The Return,0
