ids,label,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title
wor_8733_half_1072,0,Jennifer Donnelly,Jennifer Donnelly,Hardback,,wor_8733,half_1072,9780152167059,9780152053109,400,396,(1 Apr 2003),"Sep. 1st, 2004",Harcourt Children's Books ,Harcourt Paperbacks,A Northern Light,A Northern Light
wor_33329_half_1072,0,Jennifer Donnelly,Jennifer Donnelly,Paperback,,wor_33329,half_1072,9781471405174,9780152053109,496,396,(5 May 2016),"Sep. 1st, 2004",Hot Key Books ,Harcourt Paperbacks,These Shallow Graves,A Northern Light
wor_29895_half_2206,0,Jack Gantos,Jack Gantos,Paperback,Paperback,wor_29895,half_2206,9780374417031,9780060544034,138,240,(21 Mar 2006),"Apr. 13th, 2004",St. Martins Press-3PL ,HarperCollins,Desire Lines,What Would Joey Do?
wor_1451_half_213,0,Lois Lowry,Lois Lowry,Paperback,,wor_1451,half_213,9780007597284,9780385732567,192,215,(21 Jul 2014),"Jan. 24th, 2006",HarperCollins Publishers ,Delacorte Press Books for Young Readers,Messenger,Gathering Blue
wor_1463_half_213,0,Lois Lowry,Lois Lowry,Paperback,,wor_1463,half_213,9780007597260,9780385732567,256,215,(21 Jul 2014),"Jan. 24th, 2006",HarperCollins Publishers ,Delacorte Press Books for Young Readers,Gathering Blue,Gathering Blue
wor_10768_half_213,0,Lois Lowry,Lois Lowry,Hardback,,wor_10768,half_213,9780618055814,9780385732567,215,215,(8 Apr 2002),"Jan. 24th, 2006",Houghton Mifflin ,Delacorte Press Books for Young Readers,Gathering Blue,Gathering Blue
wor_1451_half_768,0,Lois Lowry,Lois Lowry,Paperback,,wor_1451,half_768,9780007597284,9780385732536,192,169,(21 Jul 2014),"Aug. 22nd, 2006",HarperCollins Publishers ,Delacorte Press Books for Young Readers,Messenger,Messenger
wor_29965_half_3040,0,Caroline B Cooney,Caroline B. Cooney,Paperback,,wor_29965,half_3040,9780385738095,9780440227724,199,192,(10 May 2011),"Feb. 12th, 2002",Ember ,Laurel Leaf Library,They Never Came Back,What Janie Found
wor_29969_half_3040,0,Caroline B Cooney,Caroline B. Cooney,Hardback,,wor_29969,half_3040,9780606263696,9780440227724,183,192,(22 May 2012),"Feb. 12th, 2002",Turtleback Books ,Laurel Leaf Library,Voice on the Radio,What Janie Found
wor_29959_half_3040,0,Caroline B. Cooney,Caroline B. Cooney,Paperback,,wor_29959,half_3040,9780385742412,9780440227724,208,192,(26 Jul 2012),"Feb. 12th, 2002",Random House USA Inc ,Laurel Leaf Library,What Janie Found,What Janie Found
wor_11337_half_1261,0,"Jack London, Annabel Large",Jack London,Paperback,,wor_11337,half_1261,9780140366679,9780812504323,288,114,(3 Mar 1994),"May. 15th, 1990",Penguin Books Ltd ,Tor Classics,White Fang,The Call of the Wild
wor_10932_half_1261,1,Jack London,Jack London,Paperback,,wor_10932,half_1261,9780812504323,9780812504323,114,114,(1 Dec 1992),"May. 15th, 1990",Macmillan Publishers New Zealand Ltd ,Tor Classics,Call of the Wild,The Call of the Wild
wor_27322_half_1261,0,Jack London,Jack London,,,wor_27322,half_1261,9781491578889,9780812504323,-1,114,(3 Feb 2015),"May. 15th, 1990",Classic Collection ,Tor Classics,The Call of the Wild,The Call of the Wild
wor_3143_half_1261,0,Jack London,Jack London,Hardback,,wor_3143,half_1261,9781788882316,9780812504323,112,114,(15 Sep 2018),"May. 15th, 1990",Arcturus Publishing Ltd ,Tor Classics,The Call of the Wild,The Call of the Wild
wor_3145_half_1261,0,Jack London,Jack London,Paperback,,wor_3145,half_1261,9780007420230,9780812504323,144,114,(1 Jan 2011),"May. 15th, 1990",HarperCollins Publishers ,Tor Classics,The Call of the Wild,The Call of the Wild
wor_3140_half_1261,0,"Jack London, Melvin Burgess",Jack London,Paperback,,wor_3140,half_1261,9780141321059,9780812504323,160,114,(6 Mar 2008),"May. 15th, 1990",Penguin Books Ltd ,Tor Classics,The Call of the Wild,The Call of the Wild
wor_11337_half_2028,0,"Jack London, Annabel Large",Jack London,Paperback,,wor_11337,half_2028,9780140366679,9780439236195,288,272,(3 Mar 1994),"Jan. 1st, 2001",Penguin Books Ltd ,Scholastic Paperbacks,White Fang,White Fang
wor_3150_half_2028,0,Jack London,Jack London,Paperback,,wor_3150,half_2028,9780099582625,9780439236195,512,272,(6 Jun 2013),"Jan. 1st, 2001",Vintage Publishing ,Scholastic Paperbacks,The Call of the Wild and White Fang,White Fang
wor_36132_half_1055,0,Naomi Shihab Nye,Naomi Shihab Nye,Paperback,,wor_36132,half_1055,9781780372808,9780689825231,192,272,(23 Apr 2015),"Jun. 1st, 1999",Bloodaxe Books Ltd ,Simon Pulse,Tender Spot: Selected Poems,Habibi
wor_36128_half_1055,0,Naomi Shihab Nye,Naomi Shihab Nye,Hardback,,wor_36128,half_1055,9780780797864,9780689825231,271,272,(1 Jun 1999),"Jun. 1st, 1999",Perfection Learning ,Simon Pulse,Habibi,Habibi
wor_19313_half_1055,1,Naomi Shihab Nye,Naomi Shihab Nye,Paperback,,wor_19313,half_1055,9780689825231,9780689825231,272,272,(20 Aug 1999),"Jun. 1st, 1999",Simon & Schuster Australia ,Simon Pulse,Habibi,Habibi
wor_28569_half_2987,0,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_28569,half_2987,9780756980139,9780312379339,212,294,(1 May 2007),"Sep. 2nd, 2008",Perfection Learning ,Square Fish,A Wrinkle in Time,The Young Unicorns
wor_11589_half_2987,0,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_11589,half_2987,9780062545060,9780312379339,256,294,(1 Jan 1984),"Sep. 2nd, 2008",HarperCollins Publishers Inc ,Square Fish,The Summer of the Great-Grandmother,The Young Unicorns
wor_28569_half_26,0,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_28569,half_26,9780756980139,9780312367541,212,245,(1 May 2007),"May. 1st, 2007",Perfection Learning ,Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_28571_half_26,0,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28571,half_26,9780312368586,9780312367541,373,245,(1 May 2007),"May. 1st, 2007",St Martin's Press ,Square Fish,An Acceptable Time,A Wrinkle in Time
wor_28561_half_26,0,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28561,half_26,9781573833325,9780312367541,208,245,(1 Oct 2004),"May. 1st, 2007","Regent College Publishing,US ",Square Fish,WinterSong: Christmas Readings,A Wrinkle in Time
wor_28569_half_240,0,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_28569,half_240,9780756980139,9780312367558,212,212,(1 May 2007),"May. 1st, 2007",Perfection Learning ,Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_28553_half_240,0,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28553,half_240,9780141354934,9780312367558,288,212,(3 Jul 2014),"May. 1st, 2007",Penguin Books Ltd ,Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_10783_half_240,0,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_10783,half_240,9780374386139,9780312367558,216,212,(1 Jan 1962),"May. 1st, 2007","Farrar, Straus and Giroux (Byr) ",Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_28568_half_240,1,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28568,half_240,9780312367558,9780312367558,212,212,(7 Jun 2016),"May. 1st, 2007",St Martin's Press ,Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_28565_half_240,0,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28565,half_240,9781250004673,9780312367558,236,212,(31 Jan 2012),"May. 1st, 2007",Square Fish ,Square Fish,A Wrinkle in Time,A Wrinkle in Time
wor_44160_half_2288,0,Ivars Peterson,Ivars Peterson,Paperback,,wor_44160,half_2288,9780716721482,9780471315704,325,128,(19 Jul 1991),"Oct. 14th, 1999",W.H.Freeman & Co Ltd ,Jossey-Bass,Islands of Truth: Mathematical Mystery Cruise,Math Trek
wor_44158_half_2288,1,Ivars Peterson,Ivars Peterson,Paperback,,wor_44158,half_2288,9780471315704,9780471315704,128,128,(30 Sep 1999),"Oct. 14th, 1999",John Wiley & Sons Inc ,Jossey-Bass,Math Trek: Adventures in the Math Zone,Math Trek
wor_15066_half_153,0,James Patterson,James Patterson,Paperback,,wor_15066,half_153,9781787462236,9780316101691,384,336,(28 Nov 2019),"Nov. 6th, 2012",Cornerstone ,Little Brown and Company,The First Lady,"Middle School, the Worst Years of My Life"
wor_41353_half_2958,0,Jennifer Echols,Jennifer Echols,Paperback,Paperback,wor_41353,half_2958,9781481457217,9781442406599,848,587,(1 Mar 2017),"May. 25th, 2010",Simon & Schuster ,Simon Pulse,Most Likely to: Biggest Flirts; Perfect Couple; Most Likely to Succeed,Endless Summer
wor_41349_half_2958,0,Jennifer Echols,Jennifer Echols,Paperback,Paperback,wor_41349,half_2958,9781442474451,9781442406599,317,587,(1 Jun 2014),"May. 25th, 2010",Simon & Schuster ,Simon Pulse,Biggest Flirts,Endless Summer
wor_41350_half_2958,1,Jennifer Echols,Jennifer Echols,Paperback,Paperback,wor_41350,half_2958,9781442406599,9781442406599,272,587,(29 May 2010),"May. 25th, 2010",Simon & Schuster ,Simon Pulse,Endless Summer,Endless Summer
wor_28877_half_2041,0,Roland Smith,Roland Smith,Paperback,,wor_28877,half_2041,9781604915327,9780786815647,40,192,(27 Aug 2014),,Center for Creative Leadership ,Hyperion Books for Children,"Talent Conversations: What They Are, Why They're Crucial, and How to Do Them Right",The Last Lobo
wor_5904_half_2041,0,Joan Smith,Roland Smith,Paperback,,wor_5904,half_2041,9781912194803,9780786815647,242,192,(26 Jul 2018),,Agora Books ,Hyperion Books for Children,Why Aren't They Screaming?,The Last Lobo
wor_34539_half_1170,0,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_34539,half_1170,9781481416498,9780689878572,1168,384,(21 Oct 2014),"Jan. 6th, 2005",Atheneum Books for Young Readers ,Simon Pulse,Song of the Lioness Quartet: Alanna: The First Adventure/In the Hand of the Goddess/The Woman Who Rides Like a Man/Lioness Rampant,Lioness Rampant
wor_44449_half_2436,0,Benjamin Alire Saenz,Benjamin Alire Saenz,Paperback,,wor_44449,half_2436,9781471171031,9780060843748,464,360,(30 Nov 2017),,Simon & Schuster Ltd ,Rayo,The Inexplicable Logic of My Life,Sammy and Juliana in Hollywood
wor_44463_half_2436,0,Benjamin Alire Saenz,Benjamin Alire Saenz,Paperback,,wor_44463,half_2436,9786070726309,9780060843748,328,360,(7 Jul 2015),,Planeta Publishing ,Rayo,Aristateles Y Dante Descubren Los Secretos del Universo,Sammy and Juliana in Hollywood
wor_5687_half_365,0,Louis Sachar,Louis Sachar,Paperback,Paperback,wor_5687,half_365,9780747587231,9780380731480,192,128,(5 Mar 2007),"Jun. 1st, 1998",Bloomsbury Publishing PLC ,HarperTrophy,Someday Angeline,Sideways Stories from Wayside School
wor_40689_half_1738,0,Francesca Lia Block,Francesca Lia Block,Paperback,,wor_40689,half_1738,9780060777524,9780060736255,227,128,(22 Sep 2006),"Jul. 6th, 2004",HarperCollins Publishers Inc ,Harper Teen,Necklace of Kisses,Weetzie Bat
wor_40691_half_1738,1,Francesca Lia Block,Francesca Lia Block,Paperback,,wor_40691,half_1738,9780060736255,9780060736255,128,128,(15 Sep 2004),"Jul. 6th, 2004",HarperCollins Publishers Inc ,Harper Teen,Weetzie Bat,Weetzie Bat
wor_34165_half_755,0,Geoff Herbach,Geoff Herbach,Hardback,,wor_34165,half_755,9780062453112,9781402256301,336,311,(19 Feb 2018),"Jun. 1st, 2011",HarperCollins Publishers Inc ,Sourcebooks Fire,Hooper,Stupid Fast
wor_34159_half_755,0,Geoff Herbach,Geoff Herbach,Paperback,,wor_34159,half_755,9781402277917,9781402256301,320,311,(7 May 2013),"Jun. 1st, 2011","Sourcebooks, Inc ",Sourcebooks Fire,I'm with Stupid,Stupid Fast
wor_34169_half_755,1,Geoff Herbach,Geoff Herbach,Paperback,,wor_34169,half_755,9781402256301,9781402256301,311,311,(1 Jun 2011),"Jun. 1st, 2011","Sourcebooks, Inc ",Sourcebooks Fire,Stupid Fast,Stupid Fast
wor_17336_half_1702,0,"Neil Gaiman, Chris Riddell",Neil Gaiman,Paperback,,wor_17336,half_1702,9781408841754,9780061238987,208,239,(10 Oct 2013),"Apr. 29th, 2008",Bloomsbury Publishing PLC ,Eos,Coraline,Interworld
wor_17342_half_1702,0,"Neil Gaiman, Charles Vess",Neil Gaiman,Paperback,,wor_17342,half_1702,9781401292034,9780061238987,192,239,(23 Jul 2019),"Apr. 29th, 2008",DC Comics ,Eos,Sandman Volume 10: The Wake 30th Anniversary Edition,Interworld
wor_17336_half_1881,0,"Neil Gaiman, Chris Riddell",Neil Gaiman,Paperback,,wor_17336,half_1881,9781408841754,9780060575915,208,194,(10 Oct 2013),"May. 4th, 2004",Bloomsbury Publishing PLC ,HarperTrophy,Coraline,Coraline
wor_34657_half_1471,0,Angela Johnson,Angela Johnson,Paperback,,wor_34657,half_1471,9781740272841,9781442403437,72,131,(28 Feb 2005),"Jan. 5th, 2010",Ginninderra Press ,Simon & Schuster Children's Publishing,Neon Moons,The First Part Last
wor_32321_half_495,0,Kirby Larson,Kirby Larson,Paperback,,wor_32321,half_495,9780545416382,9780385735957,240,289,(28 Apr 2015),"Dec. 23rd, 2008",Scholastic Paperbacks ,Yearling Books,Duke,Hattie Big Sky
wor_32339_half_495,0,Kirby Larson,Kirby Larson,Hardback,,wor_32339,half_495,9781606860892,9780385735957,289,289,(1 Dec 2007),"Dec. 23rd, 2008",Perfection Learning ,Yearling Books,Hattie Big Sky,Hattie Big Sky
wor_32322_half_495,1,Kirby Larson,Kirby Larson,Paperback,,wor_32322,half_495,9780385735957,9780385735957,289,289,(23 Dec 2008),"Dec. 23rd, 2008",Random House USA Inc ,Yearling Books,Hattie Big Sky,Hattie Big Sky
wor_9663_half_612,0,Scott O'Dell,Scott O'Dell,Paperback,,wor_9663,half_612,9780440403791,9780440406730,130,144,(1 Jan 1900),"Jul. 31st, 1992",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,My Name is Not Angelica,Sing Down the Moon
wor_9663_half_851,1,Scott O'Dell,Scott O'Dell,Paperback,,wor_9663,half_851,9780440403791,9780440403791,130,144,(1 Jan 1900),"Sep. 30th, 1990",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,My Name is Not Angelica,My Name Is Not Angelica
wor_21759_half_1759,0,"Laura Ingalls Wilder, Garth Williams",Laura Ingalls Wilder,Paperback,,wor_21759,half_1759,9780064400404,9780064400800,-1,128,(14 Dec 2002),"Oct. 20th, 1976",HarperCollins Publishers Inc ,HarperCollins,The Little House Books: A Pioneer Chronicle,On the Way Home
wor_11468_half_1759,1,Laura Ingalls Wilder,Laura Ingalls Wilder,Paperback,,wor_11468,half_1759,9780064400800,9780064400800,112,128,(8 Mar 1994),"Oct. 20th, 1976",HarperCollins Publishers ,HarperCollins,On the Way Home,On the Way Home
wor_28608_half_271,0,Cassandra Clare,Cassandra Clare,Paperback,,wor_28608,half_271,9781471116704,9781442472068,912,2032,(4 Dec 2018),"Oct. 2nd, 2012",Simon & Schuster Ltd ,Margaret K. McElderry Books,Queen of Air and Darkness,The Mortal Instruments
wor_29038_half_2565,0,Eoin Colfer,Eoin Colfer,Paperback,,wor_29038,half_2565,9781406386622,9780786849604,144,304,(1 Aug 2019),"Mar. 27th, 2007",Walker Books Ltd ,Disney Press,The Dog Who Lost His Bark,Half Moon Investigations
wor_28447_half_528,0,Sharon M. Draper,Sharon M. Draper,Paperback,,wor_28447,half_528,9781432863913,9780689851346,-1,288,(13 Mar 2019),"Jul. 1st, 2002",Thorndike Press Large Print ,Simon Pulse,Out of My Mind,Darkness Before Dawn
wor_28450_half_528,0,Sharon M. Draper,Sharon M. Draper,Hardback,,wor_28450,half_528,9780689806995,9780689851346,160,288,(1 Jan 1997),"Jul. 1st, 2002",Atheneum Books for Young Readers ,Simon Pulse,Forged by Fire,Darkness Before Dawn
wor_32059_half_446,0,Ginny Rorby,Ginny Rorby,Hardback,,wor_32059,half_446,9780606397049,9780761384984,272,255,(28 Mar 2017),"Jan. 1st, 2012",Turtleback Books ,Carolrhoda Books,How to Speak Dolphin,Lost in the River of Grass
wor_32068_half_446,0,Rorby Ginny,Ginny Rorby,Hardback,,wor_32068,half_446,9780761356851,9780761384984,255,255,(1 Mar 2011),"Jan. 1st, 2012",Lerner Publishing Group ,Carolrhoda Books,Lost In The River Of Grass,Lost in the River of Grass
wor_32063_half_446,0,Ginny Rorby,Ginny Rorby,Hardback,,wor_32063,half_446,9781613832295,9780761384984,255,255,(1 Jan 2012),"Jan. 1st, 2012",Perfection Learning ,Carolrhoda Books,Lost in the River of Grass,Lost in the River of Grass
wor_32062_half_446,1,Rorby Ginny,Ginny Rorby,Paperback,,wor_32062,half_446,9780761384984,9780761384984,255,255,(1 Feb 2012),"Jan. 1st, 2012",Lerner Publishing Group ,Carolrhoda Books,Lost In The River Of Grass,Lost in the River of Grass
wor_47435_half_2817,0,Jennifer Miller,Jennifer Allison,Paperback,Paperback,wor_47435,half_2817,9781412084949,9780142406984,172,321,(15 May 2006),"Nov. 30th, 2006",Trafford Publishing ,Puffin Books,Run Rasputin Run!: Bk. 2: Trials and Friendships,"Gilda Joyce, Psychic Investigator"
wor_47167_half_2817,0,Jennifer Allison,Jennifer Allison,Paperback,Paperback,wor_47167,half_2817,9780142412329,9780142406984,344,321,(1 Nov 2008),"Nov. 30th, 2006",Penguin Putnam Inc ,Puffin Books,Gilda Joyce: The Ghost Sonata,"Gilda Joyce, Psychic Investigator"
wor_47162_half_2817,1,Jennifer Allison,Jennifer Allison,Paperback,Paperback,wor_47162,half_2817,9780142406984,9780142406984,321,321,(30 Nov 2006),"Nov. 30th, 2006",Penguin Putnam Inc ,Puffin Books,"Gilda Joyce, Psychic Investigator","Gilda Joyce, Psychic Investigator"
wor_20637_half_932,0,Carl Hiaasen,Carl Hiaasen,Paperback,,wor_20637,half_932,9781529017168,9780375841859,304,272,(11 Jun 2019),"Aug. 14th, 2007",Pan Macmillan ,Alfred A. Knopf Books for Young Readers,Squirm,Flush
wor_29783_half_204,0,Christopher Paolini,Christopher Paolini,Paperback,Paperback,wor_29783,half_204,9780552560245,9780440238492,880,1056,(1 Jun 2012),"Aug. 31st, 2008",Random House Children's Publishers UK ,Laurel Leaf Library,Inheritance: Book Four,Eldest
wor_29784_half_204,0,Christopher Paolini,Christopher Paolini,Hardback,Paperback,wor_29784,half_204,9780241392362,9780440238492,320,1056,(31 Dec 2018),"Aug. 31st, 2008",Penguin Books Ltd ,Laurel Leaf Library,"The Fork, the Witch, and the Worm: Tales from Alagaesia Volume 1: Eragon",Eldest
wor_29794_half_204,0,Christopher Paolini,Christopher Paolini,Paperback,Paperback,wor_29794,half_204,9780552559966,9780440238492,784,1056,(3 Sep 2009),"Aug. 31st, 2008",Random House Children's Publishers UK ,Laurel Leaf Library,Brisingr: Book Three,Eldest
wor_28533_half_204,0,Christopher Paul Curtis,Christopher Paolini,Paperback,Paperback,wor_28533,half_204,9780439023450,9780440238492,368,1056,(1 Jul 2009),"Aug. 31st, 2008",Scholastic US ,Laurel Leaf Library,Elijah of Buxton,Eldest
wor_31693_half_409,0,Conrad Richter,Conrad Richter,Paperback,,wor_31693,half_409,9781162738499,9781400077885,218,179,(10 Sep 2010),"Oct. 1st, 2004",Kessinger Publishing ,Vintage Books USA,Human Vibration: The Mechanics of Life and Mind 1926,The Light in the Forest
wor_31706_half_409,1,Conrad Richter,Conrad Richter,Paperback,,wor_31706,half_409,9781400077885,9781400077885,179,179,(1 Oct 2004),"Oct. 1st, 2004",Random House USA Inc ,Vintage Books USA,The Light in the Forest,The Light in the Forest
wor_30125_half_544,0,Gordon Korman,Gordon Korman,Paperback,,wor_30125,half_544,9780545392334,9781423101628,151,249,(1 Jul 2012),"Jan. 1st, 2010",Scholastic US ,Hyperion Books,Everest Book Two: The Climb,The Juvie Three
wor_110_half_2447,0,Janet Dailey,Jane Smiley,Paperback,,wor_110,half_2447,9781439189108,9780375862281,450,232,(12 Oct 2009),"Sep. 14th, 2010",Simon & Schuster ,Yearling Books,This Calder Range,The Georges and the Jewels
wor_18318_half_2447,1,Jane Smiley,Jane Smiley,Paperback,,wor_18318,half_2447,9780375862281,9780375862281,232,232,(14 Sep 2010),"Sep. 14th, 2010",Yearling Books ,Yearling Books,The Georges and the Jewels: Book One of the Horses of Oak Valley Ranch,The Georges and the Jewels
wor_26679_half_1483,0,Scholastic,Inc. Scholastic,Paperback,,wor_26679,half_1483,9781338343922,9780545426640,208,439,(1 Aug 2019),"May. 1st, 2012",Scholastic US ,Scholastic Inc.,Joey Drew Studios Employee Handbook,Shiver Trilogy
wor_29079_half_1135,0,Erin Hunter,Erin Hunter,Hardback,Paperback,wor_29079,half_1135,9780062245335,9780060827670,256,319,(19 Nov 2013),"Jul. 3rd, 2007",HarperCollins Publishers Inc ,HarperTrophy,Warriors: The Ultimate Guide,Twilight
wor_3883_half_807,0,Gary Paulsen,Gary Paulsen,Paperback,,wor_3883,half_807,9780307929594,9781416939399,112,132,(13 Mar 2012),"May. 1st, 2007",Random House USA Inc ,Aladdin Paperbacks,Brian's Hunt,Woodsong
