ids,bx_author,wor_author,bx_binding,wor_binding,bx_id,wor_id,bx_isbn,wor_isbn,bx_pages,wor_pages,bx_pubdate,wor_pubdate,bx_publisher,wor_publisher,bx_title,wor_title,label
bx_201998_wor_23053,Cynthia Voigt,Bernhard Schlink,,Paperback,bx_201998,wor_23053,9780689308338,9780753823286,-1,352,1981,(1 Feb 2009),Atheneum,Orion Publishing Co ,Homecoming,Homecoming,0
bx_11983_wor_6736,Colin Turnbull,Colin M. Turnbull,,Paperback,bx_11983,wor_6736,9780671640996,9780671640996,-1,14,1987,(1 Jan 1989),Touchstone,Simon & Schuster ,The Forest People,The Forest People,1
bx_40956_wor_23283,Malcolm X,Malcolm X,,Hardback,bx_40956,wor_23283,9780345379757,9780812419535,-1,-1,1992,(1 Oct 1987),Ballantine Books,Perfection Learning ,The Autobiography of Malcolm X,The Autobiography of Malcolm X,0
bx_35610_wor_41286,C. Lang,Andrew Lang,,Paperback,bx_35610,wor_41286,9781853261145,9781853261145,-1,352,1998,(1 Jul 1993),NTC/Contemporary Publishing Company,Wordsworth Editions Ltd ,Tales from the Arabian Nights,Tales from the Arabian Nights,1
bx_15068_wor_7077,Tim Allen,Tim Allen,,Paperback,bx_15068,wor_7077,9780786862573,9780786889327,-1,304,1996,(1 Sep 1997),Hyperion Books,Hyperion ,I'm Not Really Here,I'm Not Really Here,0
bx_139_wor_15469,IAN MCEWAN,Ian McEwan,,Paperback,bx_139,wor_15469,9780385721790,9780099429791,-1,384,2003,(2 May 2002),Anchor,Vintage Publishing ,Atonement : A Novel,Atonement,0
bx_7287_wor_2341,Emily Bronte,"Emily Bronte, John S. Whitley, Dr. Keith Carabine",,Paperback,bx_7287,wor_2341,9781853260018,9781853260018,-1,272,1997,(5 May 1992),NTC/Contemporary Publishing Company,Wordsworth Editions Ltd ,Wuthering Heights,Wuthering Heights,1
bx_2850_wor_17007,Oscar Wilde,"Oscar Wilde, John M. L. Drew, Dr. Keith Carabine",,Paperback,bx_2850,wor_17007,9780140431872,9781853260155,-1,224,1985,(5 May 1992),Penguin Books,Wordsworth Editions Ltd ,The Picture of Dorian Gray,The Picture of Dorian Gray,0
bx_56778_wor_23395,Jerry Spinelli,Jerry Spinelli,,Hardback,bx_56778,wor_23395,9780590442442,9780545464789,-1,160,1996,(7 Jun 2016),Scholastic,Scholastic US ,Fourth Grade Rats,Fourth Grade Rats,0
bx_20357_wor_9960,Carol Gilligan,Carol Gilligan,,Paperback,bx_20357,wor_9960,9780674445444,9780674445444,-1,216,1993,(1 Jul 1990),Harvard University Press,Harvard University Press ,In a Different Voice: Psychological Theory and Women's Development,In a Different Voice: Psychological Theory and Women's Development,1
bx_16135_wor_8395,Orson Scott Card,Orson Scott Card,,Paperback,bx_16135,wor_8395,9780812533316,9780812533316,-1,463,1992,(31 Dec 1994),Tor Books,St Martin's Press ,The Worthing Saga,The Worthing Saga,1
bx_103602_wor_1638,Michael A. Stackpole,Michael A. Stackpole,,Paperback,bx_103602,wor_1638,9780553568042,9780553568042,-1,349,1998,(1 Apr 1997),Spectra Books,Transworld Publishers (Division of Random House Australia) ,The Bacta War,X-Wing 004: Bacta War,1
bx_23759_wor_10264,Douglas Coupland,Douglas Coupland,,Paperback,bx_23759,wor_10264,9780671755058,9780671755065,-1,299,1992,(1 May 1993),Atria,Simon & Schuster Ltd ,SHAMPOO PLANET,Shampoo Planet,0
bx_26093_wor_12040,Sidney Sheldon,Sidney Sheldon,,Paperback,bx_26093,wor_12040,9780446602211,9780446602211,-1,400,1996,(1 Sep 1996),Warner Books,Time Warner Trade Publishing ,"Morning, Noon Night","Morning, Noon Night",1
bx_13462_wor_7339,Joseph D. Pistone,Joseph Pistone,,Paperback,bx_13462,wor_7339,9780451192578,9780451192578,-1,432,1997,(27 Feb 1997),Signet Book,Berkley Books ,Donnie Brasco: My Undercover Life in the Mafia,Donnie Brasco: My Undercover Life in the Mafia: a True Story by an FBI Agent,1
bx_19606_wor_9657,Jay McInerney,Jay McInerney,,Paperback,bx_19606,wor_9657,9780394741185,9780394741185,-1,288,1985,(1 Aug 1997),Vintage Books USA,Random House USA Inc ,Ransom: A Novel,Ransom,1
bx_12610_wor_7002,Lilian Jackson Braun,Lilian Jackson Braun,Paperback,Paperback,bx_12610,wor_7002,9780515132267,9780515132267,-1,293,2002,(28 Feb 2002),Jove Books,Penguin Putnam Inc ,The Cat Who Smelled a Rat,The Cat Who Smelled a Rat,1
bx_28440_wor_12860,Beroul,Thomas Beroul,,Paperback,bx_28440,wor_12860,9782253160724,9782253160724,-1,-1,2000,(23 Aug 2000),LGF Livre de Poche,Le Livre de poche ,Tristan et Iseut,Tristan et Iseut,1
bx_245397_wor_7334,Robert L. Breeden,Sara Donati,,Paperback,bx_245397,wor_7334,9780870442520,9780553578522,-1,876,1978,(22 Dec 2007),The Society,Bantam Doubleday Dell Publishing Group Inc ,Into the wilderness,Into the Wilderness,0
bx_42926_wor_30586,Homer,Homer,,Paperback,bx_42926,wor_30586,9780192833754,9780143039952,-1,560,1998,(1 Jan 2001),Oxford University Press,Penguin Books Ltd ,The Odyssey,The Odyssey,0
bx_21155_wor_10226,Horst Rechelbacher,Horst Rechelbacher,,Paperback,bx_21155,wor_10226,9780805058000,9780805058000,-1,266,1999,(15 Oct 1999),Owl Publishing Company,Henry Holt & Company Inc ,Aveda Rituals : A Daily Guide to Natural Health and Beauty,Aveda Rituals: A Daily Guide to Natural Health and Beauty,1
bx_20257_wor_9927,Susan Striker,"Susan Striker, Edward Kimmel",,Paperback,bx_20257,wor_9927,9780805068429,9780805068429,-1,96,2001,(1 Jan 1920),Owl Books (NY),Henry Holt & Company Inc ,The Anti-Coloring Book: Creative Activities for Ages 6 and Up,The Anti-Coloring Book,1
bx_250797_wor_21920,Kate Doulgas,Judith McNaught,,Paperback,bx_250797,wor_21920,9780821725757,9780671776800,-1,709,1989,(1 Jun 1992),Kensington Pub Corp (Mm),Simon & Schuster Ltd ,Pirate's Wild Paradise,Paradise,0
bx_248850_wor_13032,Ken Anderson,Ken Anderson,,Paperback,bx_248850,wor_13032,9780785250036,9780785211570,-1,592,2002,(24 Apr 1996),Nelson Reference,Thomas Nelson Publishers ,Where To Find It In The Bible : The Ultimate A to Z Resource,Where to Find It in the Bible,0
bx_30474_wor_29820,Kelli M. Gary,Michael Grant,,Paperback,bx_30474,wor_29820,9780671427375,9781405277051,-1,608,1982,(7 May 2015),Pocket,Egmont UK Ltd ,HUNGER,Hunger,0
bx_11073_wor_6389,Molly Ivins,"Molly Ivins, Lou Dubose",,Paperback,bx_11073,wor_6389,9780375757143,9780375757143,-1,193,2000,(1 Mar 2001),Vintage Books USA,Random House USA Inc ,Shrub : The Short but Happy Political Life of George W. Bush,Shrub: The Short but Happy Political Life of George W. Bush,1
bx_17346_wor_8789,Clive Cussler,Clive Cussler,,Paperback,bx_17346,wor_8789,9780671521103,9780671521103,-1,576,1995,(1 Mar 1995),Pocket,Pocket Books ,SAHARA,Sahara,1
bx_28004_wor_12672,Denis Leary,Denis Leary,,Paperback,bx_28004,wor_12672,9780385425810,9780385425810,-1,133,1992,(16 Oct 1992),Anchor Books/Doubleday,Bantam Doubleday Dell Publishing Group Inc ,No Cure for Cancer,No Cure for Cancer,1
bx_210554_wor_35196,Eric Ambler,Allison van Diepen,,,bx_210554,wor_35196,9780425074558,9781504657556,-1,-1,1985,(24 Nov 2015),Berkley Pub Group,HarperCollins ,The Light of Day,Light of Day,0
bx_199582_wor_6631,Milan Kundera,Milan Kundera,,Paperback,bx_199582,wor_6631,9780060175641,9780060930318,-1,176,1998,(31 Dec 1998),Harpercollins,HarperCollins Publishers Inc ,Identity,Identity,0
bx_959_wor_1911,William Maples,"William R Maples, Michael Browning",,Paperback,bx_959,wor_1911,9780385479684,9780385479684,-1,304,1995,(15 Sep 1995),Main Street Books,Bantam Doubleday Dell Publishing Group Inc ,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,1
bx_103112_wor_24967,A. E. Housman,A. E. Housman,,Hardback,bx_103112,wor_24967,9780486264684,9781906122065,-1,128,1990,(26 Mar 2009),Dover Publications,Merlin Unwin Books ,A Shropshire Lad,A Shropshire Lad,0
bx_20197_wor_9896,Natalie Carabetta,Thomas Nelson Publishers,,Hardback,bx_20197,wor_9896,9780785258445,9780785258445,-1,432,2001,(1 Jun 2001),Nelson Bibles,Send The Light ,My First Catholic Bible For Catholic Children Who Want A Devotional Bible Of Their Very Own!,My First Catholic Bible: New Revised Standard Version,1
bx_59143_wor_35076,Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,,Paperback,bx_59143,wor_35076,9780020449317,9780349008233,-1,416,1988,(4 Jan 2024),Simon Pulse,"Little, Brown Book Group ",The Yearling,The Yearling,0
bx_14442_wor_7712,Dani Sinclair,Dani Sinclair,,Paperback,bx_14442,wor_7712,9780373226139,9780373226139,-1,-1,2001,(21 Feb 2003),Harlequin,HarperCollins Publishers ,Someone'S Baby,Someone's Baby,1
bx_158280_wor_12530,Elizabeth Gilbert,Elizabeth Gilbert,,Paperback,bx_158280,wor_12530,9780670030866,9780142002834,-1,288,2002,(27 May 2003),Viking Books,Riverhead Books ,The Last American Man,The Last American Man,0
bx_16849_wor_8602,DAVID BRIN,David Brin,,Paperback,bx_16849,wor_8602,9780553279719,9780553279719,-1,638,1995,(1 Jun 1987),Spectra,Bantam Doubleday Dell Publishing Group Inc ,The Uplift War,Uplift War,1
bx_254190_wor_18477,REX STOUT,Rex Stout,,Paperback,bx_254190,wor_18477,9780553763034,9780553763034,-1,224,1995,(13 May 2003),Bantam,Random House USA Inc ,Might As Well Be Dead,Might as Well Be Dead,1
bx_134951_wor_31820,Anne Mazer,Anne Mazer,Paperback,Paperback,bx_134951,wor_31820,9780679861874,9780679861874,-1,-1,1994,(1 May 1994),Dragonfly Books,Alfred A. Knopf ,The Salamander Room,The Salamander Room: Dragonfly Books Edition,1
bx_47805_wor_17370,Tom Wolfe,Tom Wolfe,,Paperback,bx_47805,wor_17370,9780553138283,9781784873714,-1,448,1981,(7 Jun 2018),Bantam Books,Vintage Publishing ,The right stuff,The Right Stuff,0
bx_19811_wor_9746,M.F.K. Fisher,M. F. K. Fisher,,Paperback,bx_19811,wor_9746,9780394716312,9780394716312,-1,208,1983,(8 Jul 1992),Vintage Books USA,Random House USA Inc ,Two Towns in Provence: Map of Another Town and a Considerable Town,Two Towns In Provence,1
bx_208124_wor_17598,Pam Conrad,Pam Conrad,,Hardback,bx_208124,wor_17598,9780064403092,9780812498257,-1,137,1991,(1 Apr 1991),HarperTrophy,Perfection Learning ,My Daniel,My Daniel,0
bx_225906_wor_25182,Richard Rodriguez,Richard Rodriguez,,,bx_225906,wor_25182,9780879234188,9781541468757,-1,-1,1982,(26 Jun 2018),David R Godine Pub,"Tantor Media, Inc ",The Hunger of Memory: The Education of Richard Rodriguez : An Autobiography,Hunger of Memory: The Education of Richard Rodriguez,0
bx_16202_wor_8432,Philip Smith,Philip Smith,,Paperback,bx_16202,wor_8432,9780486275727,9780486275727,-1,96,1993,(20 May 1993),Dover Publications,Dover Publications Inc. ,Irish Fairy Tales,Irish Fairy Tales,1
bx_10847_wor_6307,Ellen Weiss,"Ellen Weiss, Robert Krogle",,Hardback,bx_10847,wor_6307,9780525463061,9780525463061,-1,56,2000,(27 Apr 2000),Penguin Merchandise,Penguin Putnam Inc ,The Road to El Dorado,The Road to El Dorado,1
bx_25702_wor_11903,DAVID EDDINGS,David Eddings,Paperback,Paperback,bx_25702,wor_11903,9780345374721,9780345374721,-1,502,1992,(1 Jan 1999),Del Rey,Random House USA Inc ,Sapphire Rose,The Sapphire Rose,1
bx_28098_wor_12710,Charles Bukowski,Charles Bukowski,,Paperback,bx_28098,wor_12710,9780876854372,9780876854372,-1,128,1979,(25 Aug 1992),Black Sparrow Books,HarperCollins Publishers Inc ,Play the Piano Drunk Like a Percussion Instrument Until the Fingers Begin to Bleed a Bit,Play the Piano,1
bx_104797_wor_19975,James Carlos Blake,Christopher Moore,,Paperback,bx_104797,wor_19975,9780380977512,9781841494524,-1,512,2003,(2 Aug 2007),William Morrow  Company,"Little, Brown Book Group ",Under the Skin: A Novel,Lamb: A Novel,0
bx_11563_wor_2204,"Arthur Conan, Sir Doyle","Sir Arthur Conan Doyle, Julian Wolfreys, Dr. Keith Carabine",,Paperback,bx_11563,wor_2204,9781853260339,9781853260339,-1,528,1998,(5 May 1992),NTC/Contemporary Publishing Company,Wordsworth Editions Ltd ,Adventures of Sherlock Holmes,The Adventures Memoirs of Sherlock Holmes,1
bx_22762_wor_10885,William Sleator,William Sleator,,Paperback,bx_22762,wor_10885,9780141308104,9780141308104,-1,-1,2000,(1 Aug 2000),Puffin Books,Penguin Putnam Inc ,The Boxes,The Boxes,1
bx_15599_wor_8167,Kay Hooper,Kay Hooper,Paperback,Paperback,bx_15599,wor_8167,9780553575538,9780553575538,-1,356,2000,(1 Nov 2000),Bantam Books,Bantam Doubleday Dell Publishing Group Inc ,Stealing Shadows,Stealing Shadows,1
bx_2969_wor_13424,Amy Tan,Amy Tan,,Paperback,bx_2969,wor_13424,9780399146435,9780006550433,-1,352,2001,(1 Oct 2001),Putnam Publishing Group,HarperCollins Publishers ,The Bonesetter's Daughter,The Bonesetter's Daughter,0
bx_28860_wor_13001,Francine Mathews,Francine Mathews,,Paperback,bx_28860,wor_13001,9780553581508,9780553581508,-1,544,2001,(1 Nov 2001),Bantam Books,Bantam Doubleday Dell Publishing Group Inc ,The Cutout,"Cutout, the",1
bx_12577_wor_8207,Katherine Paterson,"Katherine Paterson, Donna Diamond",,Paperback,bx_12577,wor_8207,9780380432813,9780064401845,-1,-1,1979,(31 Jul 1997),Avon Books,HarperCollins Publishers Inc ,Bridge to Terabithia,Bridge to Terabithia,0
bx_10778_wor_6277,Franz Kafka,,,Paperback,bx_10778,wor_6277,9783423026291,9783423026291,-1,-1,1997,(1 Jan 1997),Dtv,Deutscher Taschenbuch Verlag GmbH & Co. ,Die Verwandlung.,Die Verwandlung,1
bx_11816_wor_6674,Timothy Zahn,Timothy Zahn,,Paperback,bx_11816,wor_6674,9780553564921,9780553564921,-1,467,1998,(1 Jan 1980),Bantam,Bantam Doubleday Dell Publishing Group Inc ,The Last Command,Star Wars 03: Last Command,1
bx_13826_wor_7469,Mercedes Lackey,Mercedes Lackey,,Paperback,bx_13826,wor_7469,9780671878634,9780671878634,-1,624,1998,(1 Mar 1998),Baen,Baen Books ,Bedlam's Bard,Bedlam's Bard,1
bx_15789_wor_8238,Terry Pratchett,"Terry Pratchett, Gray Joliffe",,Hardback,bx_15789,wor_8238,9780752853697,9780752853697,-1,160,2002,(26 Sep 2002),Orion,Orion Publishing Co ,Unadulterated Cat,The Unadulterated Cat,1
bx_7928_wor_6733,F. Scott Fitzgerald,"F. Scott Fitzgerald, Henry Claridge, Dr. Keith Carabine",,Paperback,bx_7928,wor_6733,9780684801544,9781853260971,-1,320,1995,(5 Apr 1994),Scribner,Wordsworth Editions Ltd ,TENDER IS THE NIGHT,Tender is the Night,0
bx_1640_wor_42595,Lynne Reid Banks,Lynne Reid Banks,,Paperback,bx_1640,wor_42595,9780380600120,9780007309955,-1,240,1999,(2 Apr 2009),HarperTrophy,HarperCollins Publishers ,The Indian in the Cupboard,The Indian in the Cupboard,0
bx_243169_wor_17538,Paul Woodruff,Paul Woodruff,,Paperback,bx_243169,wor_17538,9780195147780,9780199350803,-1,336,2001,(28 Aug 2014),Oxford University Press,Oxford University Press Inc ,Reverence: Renewing a Forgotten Virtue,Reverence: Renewing a Forgotten Virtue,0
bx_17356_wor_12742,Joanne Harris,Joanne Harris,,Paperback,bx_17356,wor_12742,9780140282030,9780552998932,-1,320,2000,(4 Mar 1999),Penguin Books,Transworld Publishers Ltd ,Chocolat,Chocolat,0
bx_26967_wor_19432,Phillip Margolin,David Gemmell,,Paperback,bx_26967,wor_19432,9780553569087,9780552142533,-1,416,1996,(3 Apr 1997),Bantam Books,Transworld Publishers Ltd ,After Dark,Dark Moon,0
bx_196020_wor_48781,Peter James,Cindy Madsen,,Hardback,bx_196020,wor_48781,9780312924317,9781414021935,-1,276,1991,(1 Dec 2003),St Martins Pr (Mm),AuthorHouse ,Dreamer,The Dreamcaster,0
bx_31767_wor_9012,A. Manette Ansay,A Manette Ansay,,Paperback,bx_31767,wor_9012,9780688144494,9780380729760,-1,240,1996,(1 Jun 1997),William Morrow  Company,Harper Perennial ,Sister,Sister,0
bx_28057_wor_12693,CHARLES DARWIN,Charles Darwin,,Hardback,bx_28057,wor_12693,9780517123201,9780517123201,-1,472,1995,(1 Jul 1998),Gramercy,Random House USA Inc ,Origin of Species,The Origin of Species,1
bx_17252_wor_8752,Richard Peck,Richard Peck,,Hardback,bx_17252,wor_8752,9780803725164,9780803725164,-1,-1,2001,(10 Sep 2001),Dial Books,Dial Books ,Fair Weather,Fair Weather,1
bx_1508_wor_9230,Anita Shreve,Mark Childress,,Paperback,bx_1508,wor_9230,9780156006521,9780345419033,-1,566,1999,(28 Apr 1998),Harvest Books,Ballantine Books ,Where or When : A Novel,Tender: A Novel,0
bx_659_wor_21816,Eric Schlosser,Eric Schlosser,,Paperback,bx_659,wor_21816,9780060938451,9780547750330,-1,384,2002,(12 Mar 2012),Perennial,"Cengage Learning, Inc ",Fast Food Nation: The Dark Side of the All-American Meal,Fast Food Nation: The Dark Side of the All-American Meal,0
bx_13350_wor_7299,Mark E. Thibodeaux,Mark E. Thibodeaux,,Paperback,bx_13350,wor_7299,9780867164305,9780867164305,-1,176,2001,(1 Apr 2001),Saint Anthony Messenger Press and Franciscan,St Anthony Messenger Press ,Armchair Mystic: Easing into Contemplative Prayer,Armchair Mystic: Easing into Contemplative Prayer,1
bx_79733_wor_18233,Colleen McCullough,Colleen McCullough,,Paperback,bx_79733,wor_18233,9780060129569,9780380018178,-1,692,1977,(24 Nov 2004),Harpercollins,HarperCollins Publishers Inc ,The Thorn Birds,The Thorn Birds,0
bx_17423_wor_8824,Jack Canfield,"Jack Canfield, etc.",,Paperback,bx_17423,wor_8824,9781558744028,9781558744028,-1,352,1996,(30 Jun 1996),Health Communications,Health Communications ,Chicken Soup for the Surviving Soul: 101 Healing Stories to Comfort Cancer Patients and Their Loved Ones,Chicken Soup for the Surviving Soul: 101 Inspiring Stories to Comfort Cancer Patients and Their Loved Ones,1
bx_12570_wor_9751,Anne Tyler,Anne Tyler,,Paperback,bx_12570,wor_9751,9780804113472,9780449910573,-1,336,1997,(26 Mar 1996),Ivy Books,Random House USA Inc ,Ladder of Years,Ladder of Years,0
bx_20484_wor_10002,Nancy Fairbanks,Nancy Fairbanks,,Paperback,bx_20484,wor_10002,9780425185247,9780425185247,-1,288,2002,(5 Nov 2007),Berkley Publishing Group,Penguin Putnam Inc ,Death a L'Orange,Death A L'Orange,1
bx_14371_wor_7684,Piers Paul Read,Piers Paul Read,,Hardback,bx_14371,wor_7684,9780679408192,9780679408192,-1,362,1993,(19 Apr 1993),Random House Inc,Random House (NY) ,Ablaze: The Story of the Heroes and Victims of Chernobyl,Ablaze: The Story of the Heroes and Victims of Chernobyl,1
bx_25954_wor_11994,Raden Adjeng Kartini,Hildred Geertz,,Paperback,bx_25954,wor_11994,9780819147585,9780819147585,-1,246,1992,(28 Sep 1985),Rowman  Littlefield (Non NBN),University Press of America ,Letters Of A Javanese Princess,Letters of a Javanese Princess by Raden Adjeng Kartini,1
bx_22381_wor_10745,Christian Jacq,Christian Jacq,,Paperback,bx_22381,wor_10745,9780743403481,9780743403481,-1,400,2001,(26 Mar 2001),Atria,Simon & Schuster Australia ,Paneb the Ardent,Paneb the Ardent,1
bx_5729_wor_14447,Benjamin Hoff,"Benjamin Hoff, Ernest H Shepard",,Hardback,bx_5729,wor_14447,9780525244585,9781417622894,-1,158,1982,(28 Jul 1983),Dutton Books,Turtleback Books ,The Tao of Pooh,The Tao of Pooh,0
bx_1079_wor_3239,Sheri S. Tepper,Sheri S Tepper,,Paperback,bx_1079,wor_3239,9780553285659,9780553762464,-1,476,1990,(2 Sep 1998),Spectra Books,Spectra Books ,Grass,Grass,0
bx_13808_wor_7463,Winston Groom,MR Winston Groom,,Paperback,bx_13808,wor_7463,9780671517632,9780671517632,-1,96,1994,(1 Aug 1994),Pocket Books,Pocket Books ,Gumpisms : The Wit and Wisdom of Forrest Gump,Gumpisms: The Wit and Wisdom of Forrest Gump,1
bx_63053_wor_469,Charles Squire,Charles L. Squire,,Hardback,bx_63053,wor_469,9780517101575,9780517101575,-1,464,1994,(1 Dec 1994),Gramercy Books,Random House USA Inc ,Celtic Myths and Legends,Celtic Myths and Legends,1
bx_51181_wor_13857,Mordecai Richler,Mordecai Richler,,Paperback,bx_51181,wor_13857,9780679404187,9780307476883,-1,417,1998,(4 May 2010),Random House Inc,Random House USA Inc ,Barney's Version,Barney's Version,0
bx_18978_wor_9397,Michael Hoeye,Michael Hoeye,,Hardback,bx_18978,wor_9397,9780399238789,9780399238789,-1,-1,2002,(28 Jan 2002),Putnam Publishing Group,Putnam Publishing Group ,Time Stops for No Mouse: A Hermux Tantamoq Adventure,Time Stops for No Mouse,1
bx_212872_wor_33065,Charles Santore,L. Frank Baum,,Hardback,bx_212872,wor_33065,9780679887560,9781409566861,-1,248,1997,(25 Aug 2014),Random House Children's Books,Usborne Publishing Ltd ,The Wizard of Oz,The Wizard of Oz,0
bx_25792_wor_11929,Sarah Waters,Sarah Waters,,Hardback,bx_25792,wor_11929,9781573222037,9781573222037,-1,-1,2002,(1 Feb 2002),Riverhead Hardcover,Penguin Putnam Inc ,Fingersmith,Fingersmith,1
bx_175339_wor_15546,L.M. Montgomery,"Lucy Maud Montgomery, Shelly Frasier",,,bx_175339,wor_15546,9780866119931,9781400108428,-1,-1,1995,(7 Jul 2008),Playmore Inc. Publishers,"Tantor Media, Inc ",Anne of Green Gables,Anne of Green Gables,0
bx_28855_wor_12999,Barbara W. Tuchman,Barbara W. Tuchman,,Paperback,bx_28855,wor_12999,9780345386236,9780345386236,-1,511,1994,(1 Jan 1920),Ballantine Books,Random House USA Inc ,The Guns of August,Guns of August,1
bx_70074_wor_5384,Daniel Partner,Clarissa Pinkola Estes,,,bx_70074,wor_5384,9781586602253,9781564559616,-1,-1,2002,(1 May 2002),Humble Creek,Sounds True Inc ,Bible Stories for Bedtime,Bedtime Stories,0
