ids,label,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title
ban_1661_half_1810,1,Tamora Pierce,Tamora Pierce,,Paperback,ban_1661,half_1810,9781442427655,9781442427655,272,260,4/19/11,"Apr. 19th, 2011",Atheneum Books for Young Readers,Atheneum Books,The Woman Who Rides Like a Man,The Woman Who Rides Like a Man
ban_1056_half_2055,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1056,half_2055,9780375829062,9780679889199,432,432,8/24/04,"Aug. 31st, 2002",Random House Children's Books,Laurel Leaf Library,Squire,Squire
ban_1056_half_1862,1,Tamora Pierce,Tamora Pierce,,Paperback,ban_1056,half_1862,9780375829062,9780375829062,432,399,8/24/04,"Oct. 25th, 2011",Random House Children's Books,Random House (NY),Squire,Squire
ban_90_half_523,0,Richelle Mead,Richelle Mead,,Paperback,ban_90,half_523,9781595147585,9781595146021,2784,432,12/31/13,"Jan. 8th, 2013",Penguin Young Readers Group,Razorbill,Vampire Academy Box Set 1-6,The Golden Lily
ban_450_half_523,1,Richelle Mead,Richelle Mead,,Paperback,ban_450,half_523,9781595146021,9781595146021,448,432,1/8/13,"Jan. 8th, 2013",Penguin Young Readers Group,Razorbill,The Golden Lily,The Golden Lily
ban_18_half_660,0,John Green,John Marsden,,,ban_18,half_660,9780142402511,9780439858038,256,254,12/28/06,"Dec. 1st, 2006",Penguin Young Readers Group,Scholastic Paperbacks,Looking for Alaska,Burning for Revenge
ban_18_half_382,0,John Green,John Green,,,ban_18,half_382,9780142402511,9780142412213,256,221,12/28/06,"Aug. 14th, 2008",Penguin Young Readers Group,Speak,Looking for Alaska,Looking for Alaska
ban_5161_half_382,0,John Giles,John Green,,,ban_5161,half_382,9781444720969,9780142412213,308,221,11/28/2010,"Aug. 14th, 2008","Hodder  Stoughton, Ltd.",Speak,A Football Man: The Autobiography,Looking for Alaska
ban_18_half_2,1,John Green,John Green,,,ban_18,half_2,9780142402511,9780142402511,256,221,12/28/06,"Jan. 1st, 2007",Penguin Young Readers Group,Speak,Looking for Alaska,Looking for Alaska
ban_1170_half_2644,0,Neal Shusterman,Neal Shusterman,,,ban_1170,half_2644,9781442499034,9780142414873,1312,247,10/1/13,"Jan. 7th, 2010",Simon & Schuster Books For Young Readers,Puffin Books,The Skinjacker Trilogy: Everlost; Everwild; Everfound,Antsy Does Time
ban_2421_half_1589,0,Cecily von Ziegesar,Cecily Von Ziegesar,,Paperback,ban_2421,half_1589,9780316735186,9780316910330,224,208,5/5/04,"Apr. 1st, 2002","Little, Brown Books for Young Readers",Poppy Books,I Like It Like That,Gossip Girl
ban_623_half_1589,1,Cecily von Ziegesar,Cecily Von Ziegesar,,Paperback,ban_623,half_1589,9780316910330,9780316910330,224,208,4/1/02,"Apr. 1st, 2002","Little, Brown Books for Young Readers",Poppy Books,Gossip Girl,Gossip Girl
ban_2332_half_3044,0,Alice Hoffman,Alice Hoffman,,,ban_2332,half_3044,9780439098649,9780545141963,112,259,3/28/02,"Feb. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,Aquamarine,Green Heart
ban_2749_half_3044,1,Alice Hoffman,Alice Hoffman,,,ban_2749,half_3044,9780545141963,9780545141963,272,259,1/1/12,"Feb. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,Green Heart,Green Heart
ban_2294_half_1907,0,Anna Godbersen,Anna Godbersen,,,ban_2294,half_1907,9780061345746,9780061962691,405,358,9/29/09,"Jul. 31st, 2012",HarperCollins Publishers,Harper,Envy,Beautiful Days
ban_2772_half_1907,1,Anna Godbersen,Anna Godbersen,,,ban_2772,half_1907,9780061962691,9780061962691,368,358,7/31/12,"Jul. 31st, 2012",HarperCollins Publishers,Harper,Beautiful Days,Beautiful Days
ban_709_half_1186,0,C. C. Hunter,Erin Hunter,,,ban_709,half_1186,9780312624682,9780060871307,400,259,10/11/11,"May. 11th, 2010",St. Martin's Press,HarperCollins,Awake at Dawn,Smoke Mountain
ban_374_half_576,0,James Patterson,James Patterson,,,ban_374,half_576,9781455521524,9780316038324,352,291,7/30/13,"Feb. 7th, 2012",Grand Central Publishing,Little Brown and Company,The Fire,Angel [With Poster]
ban_284_half_576,1,James Patterson,James Patterson,,,ban_284,half_576,9780316038324,9780316038324,352,291,2/7/12,"Feb. 7th, 2012","Little, Brown Books for Young Readers",Little Brown and Company,Angel,Angel [With Poster]
ban_374_half_1528,0,James Patterson,James Patterson,,,ban_374,half_1528,9781455521524,9780446562454,352,352,7/30/13,"Mar. 1st, 2012",Grand Central Publishing,Grand Central Publishing,The Fire,Witch & Wizard
ban_743_half_1528,0,James Patterson,James Patterson,,,ban_743,half_1528,9780316101707,9780446562454,272,352,6/5/12,"Mar. 1st, 2012","Little, Brown Books for Young Readers",Grand Central Publishing,Game Over,Witch & Wizard
ban_13546_half_1528,0,James Pyles,James Patterson,,,ban_13546,half_1528,9780470593516,9780446562454,-1,352,,"Mar. 1st, 2012","Wiley, John & Sons, Incorporated",Grand Central Publishing,PC Technician Street Smarts: A Real World Guide to CompTIA A+ Skills,Witch & Wizard
ban_841_half_78,0,Gary Paulsen,Gary Paulsen,,,ban_841,half_78,9780440219361,9781416936466,112,189,1/28/95,"Jan. 1st, 2007",Random House Children's Books,Simon Pulse,Nightjohn,Hatchet
ban_58_half_78,0,Gary Paulsen,Gary Paulsen,,,ban_58,half_78,9781416936473,9781416936466,192,189,1/23/07,"Jan. 1st, 2007",Simon & Schuster Books For Young Readers,Simon Pulse,Hatchet,Hatchet
ban_841_half_113,1,Gary Paulsen,Gary Paulsen,,,ban_841,half_113,9780440219361,9780440219361,112,112,1/28/95,"Jan. 1st, 1995",Random House Children's Books,Laurel Leaf Library,Nightjohn,Nightjohn
ban_2210_half_2296,0,Walter Dean Myers,Walter Dean Myers,,,ban_2210,half_2296,9780061960895,9780590543439,213,192,4/23/13,"Dec. 1st, 2001",HarperCollins Publishers,Scholastic Paperbacks,All the Right Stuff,The Greatest
ban_1036_half_2296,1,Walter Dean Myers,Walter Dean Myers,,,ban_1036,half_2296,9780590543439,9780590543439,192,192,12/28/01,"Dec. 1st, 2001","Scholastic, Inc.",Scholastic Paperbacks,The Greatest: Muhammad Ali,The Greatest
ban_480_half_2610,0,Jennifer Shannon,Jennifer Estep,,,ban_480,half_2610,9781608821877,9780758266941,136,374,6/1/12,"Dec. 1st, 2011",New Harbinger Publications,Kensington Publishing Corporation,The Shyness and Social Anxiety Workbook for Teens: CBT and ACT Skills to Help You Build Social Confidence,Kiss of Frost
ban_1973_half_2610,1,Jennifer Estep,Jennifer Estep,,,ban_1973,half_2610,9780758266941,9780758266941,368,374,12/1/11,"Dec. 1st, 2011",Kensington,Kensington Publishing Corporation,Kiss of Frost,Kiss of Frost
ban_480_half_1292,1,Jennifer Shannon,Jennifer Shannon,,,ban_480,half_1292,9781608821877,9781608821877,136,124,6/1/12,"Jun. 1st, 2012",New Harbinger Publications,Instant Help Books,The Shyness and Social Anxiety Workbook for Teens: CBT and ACT Skills to Help You Build Social Confidence,The Shyness & Social Anxiety Workbook for Teens
ban_1721_half_1732,0,Suzanne Collins,Suzanne Weyn,,,ban_1721,half_1732,9780545788298,9780439803854,400,265,9/30/14,"Aug. 31st, 2006","Scholastic, Inc.",Scholastic Paperbacks,Mockingjay: Movie Tie-In Edition,The Bar Code Rebellion
ban_1397_half_1732,0,Suzanne Weyn,Suzanne Weyn,,,ban_1397,half_1732,9780545470551,9780439803854,272,265,10/1/12,"Aug. 31st, 2006","Scholastic, Inc.",Scholastic Paperbacks,The Bar Code Rebellion,The Bar Code Rebellion
ban_160_half_1732,0,Suzanne Young,Suzanne Weyn,,,ban_160,half_1732,9781442445840,9780439803854,368,265,3/24/15,"Aug. 31st, 2006",Simon Pulse,Scholastic Paperbacks,The Treatment,The Bar Code Rebellion
ban_1317_half_346,0,Sara Shepard,Sara Shepard,,,ban_1317,half_346,9780061869754,9780060887384,294,336,2/5/13,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,Two Truths and a Lie,Perfect
ban_956_half_346,0,Sara Shepard,Sara Shepard,,,ban_956,half_346,9780060887353,9780060887384,352,336,2/19/08,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,Flawless,Perfect
ban_1093_half_346,0,Sara Shepard,Sara Shepard,,,ban_1093,half_346,9780062074508,9780060887384,352,336,5/12/15,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,The Perfectionists,Perfect
ban_1157_half_346,1,Sara Shepard,Sara Shepard,,,ban_1157,half_346,9780060887384,9780060887384,336,336,5/27/08,"May. 27th, 2008",HarperCollins Publishers,Harper Teen,Perfect,Perfect
ban_1317_half_1844,1,Sara Shepard,Sara Shepard,,,ban_1317,half_1844,9780061869754,9780061869754,294,352,2/5/13,"Feb. 5th, 2013",HarperCollins Publishers,Harper Teen,Two Truths and a Lie,The Lying Game #3
ban_2062_half_284,0,Eoin Colfer,Eoin Colfer,,,ban_2062,half_284,9781401310301,9780786817078,288,304,6/29/10,"Jun. 30th, 2002",Hachette Books,Hyperion Books for Children,And Another Thing...,Artemis Fowl
ban_378_half_284,0,Eoin Colfer,Eoin Colfer,,,ban_378,half_284,9781423124528,9780786817078,304,304,6/23/09,"Jun. 30th, 2002",Disney-Hyperion,Hyperion Books for Children,Artemis Fowl,Artemis Fowl
ban_630_half_955,0,Sarah Dessen,Sarah Dessen,,,ban_630,half_955,9780142406250,9780142401767,400,228,4/6/06,"May. 11th, 2004",Penguin Young Readers Group,Speak,The Truth about Forever,Keeping the Moon
ban_315_half_955,0,Sarah Dessen,Sarah Dessen,,,ban_315,half_955,9780142425817,9780142401767,464,228,5/5/15,"May. 11th, 2004",Penguin Young Readers Group,Speak,The Moon and More,Keeping the Moon
ban_1077_half_955,1,Sarah Dessen,Sarah Dessen,,,ban_1077,half_955,9780142401767,9780142401767,256,228,5/11/04,"May. 11th, 2004",Penguin Young Readers Group,Speak,Keeping the Moon,Keeping the Moon
ban_630_half_464,1,Sarah Dessen,Sarah Dessen,,,ban_630,half_464,9780142406250,9780142406250,400,374,4/6/06,"Apr. 6th, 2006",Penguin Young Readers Group,Puffin Books,The Truth about Forever,The Truth about Forever
ban_673_half_464,0,Sarah Dessen,Sarah Dessen,,,ban_673,half_464,9780142401729,9780142406250,224,374,5/11/04,"Apr. 6th, 2006",Penguin Young Readers Group,Puffin Books,That Summer,The Truth about Forever
ban_2559_half_464,0,Sarah Dessen,Sarah Dessen,,,ban_2559,half_464,9780142417287,9780142406250,976,374,10/14/10,"Apr. 6th, 2006",Penguin Young Readers Group,Puffin Books,Sarah Dessen Deluxe Gift Set,The Truth about Forever
ban_808_half_2001,0,Simone Elkeles,Simone Elkeles,,,ban_808,half_2001,9781619637030,9780738710198,336,281,1/6/15,"Jun. 8th, 2007",Bloomsbury USA,Flux,Chain Reaction,How to Ruin My Teenage Life
ban_1475_half_2243,0,Angela Johnson,Angela Johnson,,,ban_1475,half_2243,9780689849237,9780689873867,144,118,12/28/04,"Jan. 4th, 2011",Simon Pulse,Simon & Schuster Children's Publishing,The First Part Last,"Sweet, Hereafter"
ban_1475_half_1471,0,Angela Johnson,Angela Johnson,,,ban_1475,half_1471,9780689849237,9781442403437,144,131,12/28/04,"Jan. 5th, 2010",Simon Pulse,Simon & Schuster Children's Publishing,The First Part Last,The First Part Last
ban_1475_half_824,1,Angela Johnson,Angela Johnson,,,ban_1475,half_824,9780689849237,9780689849237,144,144,12/28/04,"Dec. 28th, 2004",Simon Pulse,Simon Pulse,The First Part Last,The First Part Last
ban_2801_half_1556,0,Chris Crutcher,Chris Crutcher,,,ban_2801,half_1556,9780060507831,9780060598402,208,288,11/28/02,"Oct. 5th, 2004",HarperCollins Publishers,Greenwillow Books,Athletic Shorts: Six Short Stories,Ironman
ban_2124_half_1556,1,Chris Crutcher,Chris Crutcher,,,ban_2124,half_1556,9780060598402,9780060598402,288,288,10/5/04,"Oct. 5th, 2004",HarperCollins Publishers,Greenwillow Books,Ironman,Ironman
ban_2801_half_676,1,Chris Crutcher,Chris Crutcher,,,ban_2801,half_676,9780060507831,9780060507831,208,208,11/28/02,"Nov. 5th, 2002",HarperCollins Publishers,Greenwillow Books,Athletic Shorts: Six Short Stories,Athletic Shorts
ban_545_half_852,0,Sarah Dessen,Sarah Dessen,,,ban_545,half_852,9780142415566,9780142401729,432,198,4/5/11,"May. 11th, 2004",Penguin Young Readers Group,Speak,Along for the Ride,That Summer
ban_673_half_852,1,Sarah Dessen,Sarah Dessen,,,ban_673,half_852,9780142401729,9780142401729,224,198,5/11/04,"May. 11th, 2004",Penguin Young Readers Group,Speak,That Summer,That Summer
ban_545_half_379,1,Sarah Dessen,Sarah Dessen,,,ban_545,half_379,9780142415566,9780142415566,432,399,4/5/11,"Apr. 5th, 2011",Penguin Young Readers Group,Speak,Along for the Ride,Along for the Ride
ban_1055_half_2731,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1055,half_2731,9780375829079,9780590396059,257,272,8/24/04,"Apr. 1st, 2001",Random House Children's Books,Scholastic Paperbacks,Page,The Circle Opens #1: Magic Steps
ban_1055_half_2501,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1055,half_2501,9780375829079,9780679889182,257,288,8/24/04,"May. 22nd, 2001",Random House Children's Books,Laurel Leaf Library,Page,Page
ban_2216_half_2501,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_2216,half_2501,9780689878565,9780679889182,288,288,1/28/05,"May. 22nd, 2001",Simon Pulse,Laurel Leaf Library,In the Hand of the Goddess,Page
ban_1288_half_2537,0,Meg Cabot,Meg Cabot,,,ban_1288,half_2537,9780061479946,9780061177101,256,160,3/25/08,"Sep. 30th, 2009",HarperCollins Publishers,TokyoPop,Princess in the Spotlight,Hunter's Moon
ban_1288_half_1430,0,Meg Cabot,Meg Cabot,,,ban_1288,half_1430,9780061479946,9780064472791,256,272,3/25/08,,HarperCollins Publishers,HarperTrophy,Princess in the Spotlight,Princess in the Spotlight
ban_3666_half_201,0,John Bunyan,John Boyne,,,ban_3666,half_201,9780199554980,9780385751896,336,215,12/15/2008,"Oct. 28th, 2008","Oxford University Press, USA",David Fickling Books,Grace Abounding: With Other Spiritual Autobiographies,The Boy in the Striped Pajamas
ban_79_half_201,0,John Boyne,John Boyne,,,ban_79,half_201,9780385751537,9780385751896,240,215,10/23/07,"Oct. 28th, 2008",Random House Children's Books,David Fickling Books,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas
ban_14720_half_201,0,John Breeden,John Boyne,paperback,,ban_14720,half_201,9780790612331,9780385751896,352,215,"June 1, 2001","Oct. 28th, 2008", Prompt ,David Fickling Books,Exploring Microsoft Office XP,The Boy in the Striped Pajamas
ban_14998_half_160,0,Michael New,Michael Grant,paperback,,ban_14998,half_160,9780071492751,9780061448782,768,558,"November 21, 2008","Apr. 28th, 2009", McGraw-Hill Education,Harper Teen,Oracle Enterprise Manager 10g Grid Control Implementation Guide,Gone
ban_149_half_160,0,Michael Crichton,Michael Grant,,,ban_149,half_160,9780345538994,9780061448782,432,558,10/30/12,"Apr. 28th, 2009",Random House Publishing Group,Harper Teen,The Lost World,Gone
ban_1328_half_160,0,Michael Scott,Michael Grant,,,ban_1328,half_160,9780375873119,9780061448782,-1,558,9/28/10,"Apr. 28th, 2009",Random House Children's Books,Harper Teen,The Secrets of the Immortal Nicholas Flamel: The First Codex,Gone
ban_182_half_160,1,Michael Grant,Michael Grant,,,ban_182,half_160,9780061448782,9780061448782,576,558,4/8/14,"Apr. 28th, 2009",HarperCollins Publishers,Harper Teen,Gone,Gone
ban_2221_half_1849,0,Jennifer Echols,Jennifer Echols,,,ban_2221,half_1849,9781442474451,9781439178232,336,292,5/20/14,"Jul. 20th, 2010",Simon Pulse,MTV Books,Biggest Flirts,Forget You
ban_1417_half_1849,0,Jennifer Rush,Jennifer Echols,,,ban_1417,half_1849,9780316197144,9781439178232,352,292,12/2/14,"Jul. 20th, 2010","Little, Brown Books for Young Readers",MTV Books,Erased,Forget You
ban_1249_half_1849,1,Jennifer Echols,Jennifer Echols,,,ban_1249,half_1849,9781439178232,9781439178232,292,292,7/20/10,"Jul. 20th, 2010",MTV Books,MTV Books,Forget You,Forget You
ban_2221_half_2958,0,Jennifer Echols,Jennifer Echols,,Paperback,ban_2221,half_2958,9781442474451,9781442406599,336,587,5/20/14,"May. 25th, 2010",Simon Pulse,Simon Pulse,Biggest Flirts,Endless Summer
ban_578_half_573,0,Gary Paulsen,Gary Paulsen,,Paperback,ban_578,half_573,9781416939627,9780440411338,192,192,5/8/07,"Nov. 1st, 1995",Simon & Schuster Books For Young Readers,Yearling Books,Dogsong,Mr. Tucket
ban_578_half_1124,0,Gary Paulsen,Gary Paulsen,,,ban_578,half_1124,9781416939627,9780440210238,192,192,5/8/07,"Aug. 31st, 1991",Simon & Schuster Books For Young Readers,Laurel Leaf Library,Dogsong,Canyons
ban_578_half_2434,0,Gary Paulsen,Gary Paulsen,,,ban_578,half_2434,9781416939627,9781416939191,192,162,5/8/07,"May. 1st, 2007",Simon & Schuster Books For Young Readers,Simon Pulse,Dogsong,Dogsong
ban_578_half_1449,1,Gary Paulsen,Gary Paulsen,,,ban_578,half_1449,9781416939627,9781416939627,192,177,5/8/07,"May. 1st, 2007",Simon & Schuster Books For Young Readers,Aladdin Paperbacks,Dogsong,Dogsong
ban_388_half_916,0,Michael Scott,Michael Northrop,,,ban_388,half_916,9780385735346,9780545210133,400,240,4/24/12,"Dec. 1st, 2012",Random House Children's Books,Scholastic Paperbacks,The Warlock,Trapped
ban_14635_half_916,0,Michael Ernest,Michael Northrop,,,ban_14635,half_916,9781118359105,9780545210133,336,240,,"Dec. 1st, 2012",Wiley,Scholastic Paperbacks,Java SE 7 Programming Essentials,Trapped
ban_7771_half_916,0,Michael Miller,Michael Northrop,,,ban_7771,half_916,9780132797016,9780545210133,208,240,,"Dec. 1st, 2012",Pearson Education,Scholastic Paperbacks,YouTube 4 You,Trapped
ban_8826_half_916,0,Michael Coles,Michael Northrop,,,ban_8826,half_916,9781590599839,9780545210133,496,240,,"Dec. 1st, 2012",Apress,Scholastic Paperbacks,Pro SQL Server 2008 XML,Trapped
ban_388_half_266,1,Michael Scott,Michael Scott,,Paperback,ban_388,half_266,9780385735346,9780385735346,400,385,4/24/12,"Apr. 24th, 2012",Random House Children's Books,Ember,The Warlock,The Warlock
ban_7874_half_266,0,Michael Freeman,Michael Scott,,Paperback,ban_7874,half_266,9780240815176,9780385735346,194,385,,"Apr. 24th, 2012",Taylor & Francis,Ember,The Photographer's Mind: Creative Thinking for Better Digital Photos,The Warlock
ban_7189_half_266,0,Michael Kerrisk,Michael Scott,,Paperback,ban_7189,half_266,9781593272203,9780385735346,1552,385,,"Apr. 24th, 2012","No Starch Press San Francisco, CA",Ember,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,The Warlock
ban_2668_half_1335,0,Orson Scott Card,Orson Scott Card,,,ban_2668,half_1335,9781442493124,9780765347985,1216,212,9/3/13,"Sep. 1st, 2004",Simon Pulse,Tor Books,Pathfinder & Ruins,First Meetings
ban_2668_half_351,0,Orson Scott Card,Orson Scott Card,,Paperback,ban_2668,half_351,9781442493124,9781416991793,1216,672,9/3/13,"Oct. 4th, 2011",Simon Pulse,Simon Pulse,Pathfinder & Ruins,Pathfinder
ban_1723_half_351,1,Orson Scott Card,Orson Scott Card,,Paperback,ban_1723,half_351,9781416991793,9781416991793,672,672,10/4/11,"Oct. 4th, 2011",Simon Pulse,Simon Pulse,Pathfinder,Pathfinder
ban_2121_half_1125,0,Gary Soto,Gary Soto,,,ban_2121,half_1125,9780152058630,9780152061135,96,179,10/1/06,"Jan. 1st, 2008",Houghton Mifflin Harcourt,Harcourt Paperbacks,Novio Boy: A Play,Accidental Love
