ids,label,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title
ban_1923_wor_35786,0,Heather Brewer,Heather Brewer,,Paperback,ban_1923,wor_35786,9780142421963,9780142417522,336,336,9/18/12,(19 Apr 2011),Penguin Young Readers Group,Penguin Putnam Inc ,First Kill,Twelfth Grade Kills #5: The Chronicles of Vladimir Tod
ban_785_wor_35786,1,Heather Brewer,Heather Brewer,,Paperback,ban_785,wor_35786,9780142417522,9780142417522,336,336,4/19/11,(19 Apr 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Twelfth Grade Kills,Twelfth Grade Kills #5: The Chronicles of Vladimir Tod
ban_343_wor_825,0,Terry Brooks,Terry Brooks,,Paperback,ban_343,wor_825,9780345314253,9780356502182,736,448,7/28/83,(28 Apr 2015),Random House Publishing Group,"Little, Brown Book Group ",The Sword of Shannara,The High Druid's Blade: The Defenders of Shannara
ban_2136_wor_31411,0,Catherine Fisher,Catherine Fisher,,Paperback,ban_2136,wor_31411,9780142426784,9781444926323,384,400,2/24/15,(11 Feb 2016),Penguin Young Readers Group,Hachette Children's Group ,The Slanted Worlds,Shakespeare Quartet: The Speed of Darkness: Book 4
ban_405_wor_29071,0,Pittacus Lore,Pittacus Lore,,Paperback,ban_405,wor_29071,9780062287687,9780241953570,416,400,7/22/14,(27 Jan 2011),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four: The Lost Files: Hidden Enemy,I Am Number Four:
ban_129_wor_29071,0,Pittacus Lore,Pittacus Lore,,Paperback,ban_129,wor_29071,9780061969577,9780241953570,496,400,8/23/11,(27 Jan 2011),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four,I Am Number Four:
ban_405_wor_29065,0,Pittacus Lore,Pittacus Lore,,Paperback,ban_405,wor_29065,9780062287687,9780062223678,416,406,7/22/14,(23 Jul 2013),HarperCollins Publishers,HarperCollins ,I Am Number Four: The Lost Files: Hidden Enemy,I am Number Four Secret Histories
ban_869_wor_29065,1,Pittacus Lore,Pittacus Lore,,Paperback,ban_869,wor_29065,9780062223678,9780062223678,416,406,7/23/13,(23 Jul 2013),HarperCollins Publishers,HarperCollins ,I Am Number Four: The Lost Files: Secret Histories,I am Number Four Secret Histories
ban_2876_wor_23815,0,Eleanor Roosevelt,Theodore Roosevelt,,Paperback,ban_2876,wor_23815,9780062355911,9781604596144,480,284,10/21/2014,(3 Jan 2009),HarperCollins Publishers,Wilder Publications ,The Autobiography of Eleanor Roosevelt,Autobiography of Theodore Roosevelt
ban_3831_wor_23815,0,Theodore Roosevelt,Theodore Roosevelt,,Paperback,ban_3831,wor_23815,9781604596199,9781604596144,696,284,01/04/2009,(3 Jan 2009),Wilder Publications,Wilder Publications ,Bully! Three Autobiographies By Theodore Roosevelt,Autobiography of Theodore Roosevelt
ban_257_wor_23098,0,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_257,wor_23098,9781442468122,9781476718637,352,317,7/10/12,(4 Jun 2013),Simon Pulse/Mercury Ink,Simon & Schuster ,The Prisoner of Cell 25,Miles to Go: The Second Journal of the Walk
ban_93_wor_21113,0,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Hardback,ban_93,wor_21113,9780064409391,9780007588527,-1,208,8/1/00,(24 Nov 2014),HarperCollins Publishers,HarperCollins Publishers ,The Chronicles of Narnia,"The Lion, the Witch and the Wardrobe"
ban_93_wor_21129,0,C. S. Lewis,C. S. Lewis,,Paperback,ban_93,wor_21129,9780064409391,9780008263225,-1,224,8/1/00,(5 Sep 2018),HarperCollins Publishers,HarperCollins Publishers ,The Chronicles of Narnia,Preparing for Easter: Fifty Devotional Readings
ban_93_wor_21119,0,C. S. Lewis,C. S. Lewis,,Hardback,ban_93,wor_21119,9780064409391,9780007100248,-1,528,8/1/00,(2 Oct 2000),HarperCollins Publishers,HarperCollins Publishers ,The Chronicles of Narnia,The Complete Chronicles of Narnia
ban_93_wor_21117,1,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Paperback,ban_93,wor_21117,9780064409391,9780064409391,-1,-1,8/1/00,(12 Aug 2000),HarperCollins Publishers,Zondervan ,The Chronicles of Narnia,The Chronicles of Narnia
ban_1393_wor_29959,0,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_1393,wor_29959,9780385742078,9780385742412,352,208,1/7/14,(26 Jul 2012),Random House Children's Books,Random House USA Inc ,Janie Face to Face,What Janie Found
ban_1128_wor_29959,1,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_1128,wor_29959,9780385742412,9780385742412,208,208,5/22/12,(26 Jul 2012),Random House Children's Books,Random House USA Inc ,What Janie Found,What Janie Found
ban_1393_wor_29966,1,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_1393,wor_29966,9780385742078,9780385742078,352,352,1/7/14,(1 Apr 2014),Random House Children's Books,Random House USA Inc ,Janie Face to Face,Janie Face To Face
ban_965_wor_29967,0,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_965,wor_29967,9780385742405,9780385740463,208,249,5/22/12,(15 Aug 2011),Random House Children's Books,Random House USA Inc ,The Voice on the Radio,The Ransom Of Mercy Carter
ban_1689_wor_29967,1,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_1689,wor_29967,9780385740463,9780385740463,256,249,8/9/11,(15 Aug 2011),Random House Children's Books,Random House USA Inc ,The Ransom of Mercy Carter,The Ransom Of Mercy Carter
ban_1377_wor_39112,0,Mari Mancusi,Mari Mancusi,,Paperback,ban_1377,wor_39112,9781492608691,9781492623137,416,368,8/4/15,(1 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Shattered,Smoked
ban_1256_wor_39112,1,Mari Mancusi,Mari Mancusi,,Paperback,ban_1256,wor_39112,9781492623137,9781492623137,384,368,9/1/15,(1 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Smoked,Smoked
ban_1377_wor_39108,1,Mari Mancusi,Mari Mancusi,,Paperback,ban_1377,wor_39108,9781492608691,9781492608691,416,407,8/4/15,(4 Aug 2015),Sourcebooks,"Sourcebooks, Inc ",Shattered,Shattered
ban_2631_wor_12094,0,David Eddings,David Eddings,,Paperback,ban_2631,wor_12094,9780345369352,9780345363312,384,416,10/28/90,(14 Oct 1989),Random House Publishing Group,Random House USA Inc ,Sorceress of Darshiva,Demon Lord of Karanda
ban_894_wor_12094,1,David Eddings,David Eddings,,Paperback,ban_894,wor_12094,9780345363312,9780345363312,416,416,10/28/89,(14 Oct 1989),Random House Publishing Group,Random House USA Inc ,Demon Lord of Karanda,Demon Lord of Karanda
ban_2631_wor_12093,1,David Eddings,David Eddings,,Paperback,ban_2631,wor_12093,9780345369352,9780345369352,384,384,10/28/90,(13 Oct 1990),Random House Publishing Group,Random House USA Inc ,Sorceress of Darshiva,Sorceress of Darshiva
ban_2132_wor_24921,0,Walter Dean Myers,Walter Dean Myers,,Paperback,ban_2132,wor_24921,9780061214790,9780064407311,201,320,2/2/10,(14 Dec 2004),HarperCollins Publishers,HarperCollins Publishers Inc ,Dope Sick,Monster
ban_147_wor_24921,1,Walter Dean Myers,Walter Dean Myers,,Paperback,ban_147,wor_24921,9780064407311,9780064407311,304,320,12/28/04,(14 Dec 2004),HarperCollins Publishers,HarperCollins Publishers Inc ,Monster,Monster
ban_1027_wor_29040,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_1027,wor_29040,9781423136811,9780141339122,944,464,9/28/10,(7 Apr 2011),Disney-Hyperion,Penguin Books Ltd ,Artemis Fowl 3-book boxed set,Artemis Fowl and the Time Paradox
ban_609_wor_48214,0,Jack Canfield,Jack Canfield,,,ban_609,wor_48214,9781623610463,9781441896742,336,-1,8/28/12,(20 Nov 2010),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Brilliance Corporation ,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Soul What I Learned from the Dog: 36 Stories About Putting Things in Perspective, Kindness, and Unconditional Love"
ban_609_wor_3933,0,Jack Canfield,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",,Paperback,ban_609,wor_3933,9781623610463,9781623611224,336,340,8/28/12,(1 Oct 2013),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC","Backlist, LLC ","Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul II: More Stories of Life, Love and Learning"
ban_609_wor_3938,0,Jack Canfield,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",,Hardback,ban_609,wor_3938,9781623610463,9780606324175,336,317,8/28/12,(28 Aug 2012),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Turtleback Books ,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning"
ban_609_wor_3934,1,Jack Canfield,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",,Paperback,ban_609,wor_3934,9781623610463,9781623610463,336,317,8/28/12,(1 Oct 2013),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC","Backlist, LLC ","Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning"
ban_274_wor_29665,0,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_274,wor_29665,9780316015844,9780349002934,544,528,9/6/06,(1 Nov 2016),"Little, Brown Books for Young Readers","Little, Brown Book Group ",Twilight,Life and Death: Twilight Reimagined
ban_207_wor_34417,0,Charlie Higson,Charlie Higson,,Paperback,ban_207,wor_34417,9781423166351,9780141336107,512,448,5/13/14,(4 Sep 2014),Disney-Hyperion,Penguin Books Ltd ,The Sacrifice,The Hunted
ban_1806_wor_37125,0,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,Hardback,ban_1806,wor_37125,9781423100317,9781423133155,304,40,9/2/08,(17 Apr 2012),Disney-Hyperion,Disney-Hyperion ,Homeboyz,Daddies Do It Different
ban_1806_wor_37109,1,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,Paperback,ban_1806,wor_37109,9781423100317,9781423100317,304,283,9/2/08,(2 Sep 2008),Disney-Hyperion,Jump at the Sun ,Homeboyz,Homeboyz
ban_753_wor_48215,0,Jack Canfield,Jack Canfield,,,ban_753,wor_48215,9781935096269,9781441877789,380,-1,11/4/08,(20 Nov 2010),Chicken Soup for the Soul,Brilliance Corporation ,"Chicken Soup for the Soul: Teens Talk Middle School: 101 Stories of Life, Love, and Learning for Younger Teens","Chicken Soup for the Soul What I Learned from the Dog: 101 Stories About Life Love, and Lessons"
ban_2320_wor_31117,0,Ann Shoket,Ann Shoket,,Paperback,ban_2320,wor_31117,9780762441938,9780762448913,192,192,7/5/11,(24 Dec 2013),Running Press Book Publishers,"Running Press,U.S. ",Seventeen Ultimate Guide to Style: How to Find Your Perfect Look,"Seventeen Ultimate Guide to Guys: What He Thinks about Flirting, Dating, Relationships, and You!"
ban_2320_wor_31118,1,Ann Shoket,Ann Shoket,,Paperback,ban_2320,wor_31118,9780762441938,9780762441938,192,192,7/5/11,(5 Jul 2011),Running Press Book Publishers,"Running Press,U.S. ",Seventeen Ultimate Guide to Style: How to Find Your Perfect Look,Seventeen Ultimate Guide to Style: How to Find Your Perfect Look
ban_1824_wor_39322,0,Kady Cross,Kady Cross,,Hardback,ban_1824,wor_39322,9780373210701,9780606317160,480,357,4/17/12,(30 Apr 2013),Harlequin,Turtleback Books ,The Girl in the Steel Corset,The Girl in the Clockwork Collar
ban_1824_wor_39314,1,Kady Cross,Kady Cross,,Paperback,ban_1824,wor_39314,9780373210701,9780373210701,480,476,4/17/12,(24 Apr 2012),Harlequin,HarperCollins Publishers ,The Girl in the Steel Corset,The Girl in the Steel Corset
ban_2099_wor_46980,0,Daria Snadowsky,Daria Snadowsky,,Hardback,ban_2099,wor_46980,9780440239444,9780385737982,272,-1,9/23/08,(8 Jan 2013),Random House Children's Books,Delacorte Press ,Anatomy of a Boyfriend,Anatomy of a Single Girl
ban_2099_wor_46979,1,Daria Snadowsky,Daria Snadowsky,,Paperback,ban_2099,wor_46979,9780440239444,9780440239444,272,264,9/23/08,(23 Sep 2008),Random House Children's Books,Random House USA Inc ,Anatomy of a Boyfriend,Anatomy of a Boyfriend
ban_418_wor_28336,0,James Dashner,James Dashner,,Paperback,ban_418,wor_28336,9780553538243,9781909489417,816,384,4/14/15,(5 Jun 2014),Random House Children's Books,Chicken House Ltd ,The Maze Runner and The Scorch Trials: The Collector's Edition,The Scorch Trials
ban_8_wor_28336,0,James Dashner,James Dashner,,Paperback,ban_8,wor_28336,9780385738767,9781909489417,384,384,9/13/11,(5 Jun 2014),Random House Children's Books,Chicken House Ltd ,The Scorch Trials,The Scorch Trials
ban_260_wor_23106,0,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_260,wor_23106,9781442475106,9781442475120,335,320,5/7/13,(1 Jun 2014),Simon Pulse/Mercury Ink,Simon & Schuster ,Rise of the Elgen,Michael Vey 3: Battle of the Ampere
ban_235_wor_23106,1,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_235,wor_23106,9781442475120,9781442475120,320,320,5/6/14,(1 Jun 2014),Simon Pulse/Mercury Ink,Simon & Schuster ,Battle of the Ampere,Michael Vey 3: Battle of the Ampere
ban_1887_wor_41531,0,Lauren Conrad,Lauren Conrad,,Paperback,ban_1887,wor_41531,9780061767616,9780061767630,309,279,8/31/10,(5 Apr 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Sweet Little Lies,Sugar and Spice
ban_1833_wor_41531,1,Lauren Conrad,Lauren Conrad,,Paperback,ban_1833,wor_41531,9780061767630,9780061767630,288,279,4/5/11,(5 Apr 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Sugar and Spice,Sugar and Spice
ban_1887_wor_41519,0,Lauren Conrad,Lauren Conrad,,Paperback,ban_1887,wor_41519,9780061767616,9780007353071,309,320,8/31/10,(30 Sep 2010),HarperCollins Publishers,HarperCollins Publishers ,Sweet Little Lies,Sweet Little Lies
ban_1887_wor_41525,1,Lauren Conrad,Lauren Conrad,,Paperback,ban_1887,wor_41525,9780061767616,9780061767616,309,336,8/31/10,(31 Aug 2010),HarperCollins Publishers,HarperCollins Publishers Inc ,Sweet Little Lies,Sweet Little Lies
ban_1594_wor_36177,0,Cynthia Hand,Cynthia Hand,,Paperback,ban_1594,wor_36177,9780061996191,9780061996214,407,448,12/26/12,(2 Jan 2014),HarperCollins Publishers,HarperCollins Publishers Inc ,Hallowed: An Unearthly Novel,Boundless
ban_1709_wor_36177,1,Cynthia Hand,Cynthia Hand,,Paperback,ban_1709,wor_36177,9780061996214,9780061996214,448,448,12/23/13,(2 Jan 2014),HarperCollins Publishers,HarperCollins Publishers Inc ,Boundless,Boundless
ban_745_wor_32431,0,Christopher Pike,Christopher Pike,,Hardback,ban_745,wor_32431,9781442467316,9781481450591,441,432,3/5/13,(17 Nov 2015),Simon Pulse,Simon Pulse ,Thirst No. 5: The Sacred Veil,Strange Girl
ban_745_wor_32436,1,Christopher Pike,Christopher Pike,,Paperback,ban_745,wor_32436,9781442467316,9781442467316,441,441,3/5/13,(5 Mar 2013),Simon Pulse,Simon & Schuster ,Thirst No. 5: The Sacred Veil,The Sacred Veil
ban_2049_wor_14104,0,Patricia  McCormick,Patricia Cornwell,,Paperback,ban_2049,wor_14104,9780061730924,9780007552498,199,496,2/15/11,(14 Jul 2016),HarperCollins Publishers,HarperCollins Publishers ,Purple Heart,Depraved Heart
ban_2049_wor_30138,0,Patricia  McCormick,Patricia McCormick,,Hardback,ban_2049,wor_30138,9780061730924,9780061730900,199,208,2/15/11,(1 Sep 2009),HarperCollins Publishers,Balzer & Bray/Harperteen ,Purple Heart,Purple Heart
ban_2049_wor_30137,1,Patricia  McCormick,Patricia McCormick,,Paperback,ban_2049,wor_30137,9780061730924,9780061730924,199,199,2/15/11,(15 Feb 2011),HarperCollins Publishers,Balzer & Bray/Harperteen ,Purple Heart,Purple Heart
ban_2947_wor_24520,0,Brian P. Easton,Brian Easton,,Paperback,ban_2947,wor_24520,2940151640046,9781618686510,200,560,04/21/2015,(20 Sep 2016),Permuted Press,Permuted Press ,The Lineage,"Autobiography of a Werewolf Hunter Trilogy: Autobiography of a Werewolf Hunter, Heart of Scars, The Lineage"
ban_2947_wor_24353,0,Brian P. Easton,Brian P Easton,,Paperback,ban_2947,wor_24353,2940151640046,9781618685551,200,-1,04/21/2015,(21 Apr 2015),Permuted Press,Permuted Press ,The Lineage,The Lineage
ban_2221_wor_41355,0,Jennifer Echols,Jennifer Echols,,Hardback,ban_2221,wor_41355,9781442474451,9781442474529,336,352,5/20/14,(4 Aug 2015),Simon Pulse,Simon Pulse ,Biggest Flirts,Most Likely to Succeed
ban_2314_wor_41355,0,Jennifer Echols,Jennifer Echols,,Hardback,ban_2314,wor_41355,9781442474512,9781442474529,352,352,8/4/15,(4 Aug 2015),Simon Pulse,Simon Pulse ,Most Likely to Succeed,Most Likely to Succeed
ban_2221_wor_41349,1,Jennifer Echols,Jennifer Echols,,Paperback,ban_2221,wor_41349,9781442474451,9781442474451,336,317,5/20/14,(1 Jun 2014),Simon Pulse,Simon & Schuster ,Biggest Flirts,Biggest Flirts
ban_1501_wor_876,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1501,wor_876,9780439842983,9781481440226,464,368,5/26/15,(29 Sep 2015),"Scholastic, Inc.",Atheneum Books for Young Readers ,Battle Magic,Wild Magic
ban_2468_wor_876,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_2468,wor_876,9781416903437,9781481440226,384,368,5/28/05,(29 Sep 2015),Simon Pulse,Atheneum Books for Young Readers ,Wild Magic,Wild Magic
ban_1501_wor_870,0,Tamora Pierce,Tamora Pierce,,Hardback,ban_1501,wor_870,9780439842983,9780439842976,464,464,5/26/15,(24 Sep 2013),"Scholastic, Inc.",Scholastic Press ,Battle Magic,Battle Magic
ban_1501_wor_34545,1,Tamora Pierce,Tamora Pierce,,Paperback,ban_1501,wor_34545,9780439842983,9780439842983,464,464,5/26/15,(26 May 2015),"Scholastic, Inc.",Scholastic Inc. ,Battle Magic,Battle Magic
ban_1977_wor_34545,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1977,wor_34545,9780590396431,9780439842983,312,464,4/28/02,(26 May 2015),"Scholastic, Inc.",Scholastic Inc. ,Street Magic,Battle Magic
ban_1542_wor_28184,0,Suzanne Collins,Suzanne Collins,,Paperback,ban_1542,wor_28184,9780545791878,9781407132082,448,448,9/30/14,(1 Dec 2011),"Scholastic, Inc.",Scholastic ,The Hunger Games: Foil Edition,The Hunger Games
ban_69_wor_28184,0,Suzanne Collins,Suzanne Collins,,Paperback,ban_69,wor_28184,9780439023528,9781407132082,384,448,7/1/10,(1 Dec 2011),"Scholastic, Inc.",Scholastic ,The Hunger Games,The Hunger Games
ban_446_wor_31606,0,Sheri Van Dijk,Sheri Van Dijk,,Paperback,ban_446,wor_31606,9781572248830,9781608820870,160,200,3/1/11,(1 Jan 2003),New Harbinger Publications,New Harbinger Publications ,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",Calming the Emotional Storm: Using Dialectical Behaviour Skills to Manage Your Emotions and Balance Your Life
ban_446_wor_31604,0,Sheri Van Dijk,Sheri Van Dijk,,Paperback,ban_446,wor_31604,9781572248830,9781572246287,160,240,3/1/11,(1 Sep 2009),New Harbinger Publications,New Harbinger Publications ,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",The Dialectical Behavior Therapy Skills Workbook for Bipolar Disorder: Using DBT to Regain Control of Your Emotions and Your Life
ban_446_wor_31602,1,Sheri Van Dijk,Sheri Van Dijk,,Paperback,ban_446,wor_31602,9781572248830,9781572248830,160,152,3/1/11,(1 Mar 2011),New Harbinger Publications,New Harbinger Publications ,"Don't Let Your Emotions Run Your Life for Teens: Dialectical Behavior Therapy Skills for Helping You Manage Mood Swings, Control Angry Outbursts, and Get Along with Others",Dont Let Your Emotions Run Your Life for Teens:
ban_577_wor_21124,0,C. S. Lewis,C. S. Lewis,,Hardback,ban_577,wor_21124,9780064471077,9780007588510,288,208,3/28/02,(24 Nov 2014),HarperCollins Publishers,HarperCollins Publishers ,The Voyage of the Dawn Treader,The Magician's Nephew
