ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_129_wor_29068,Pittacus Lore,Pittacus Lore,,Paperback,ban_129,wor_29068,9780061969577,9780141047843,496,400,8/23/11,(3 Feb 2011),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four,I Am Number Four:,0
ban_1513_wor_32711,Kendare Blake,Kendare Blake,,Hardback,ban_1513,wor_32711,9780765334466,9780765334435,352,336,8/19/14,(10 Sep 2013),Tom Doherty Associates,Tor Books ,Antigoddess,Antigoddess,0
ban_3533_wor_23674,James Weldon Johnson,James Weldon Johnson,,Paperback,ban_3533,wor_23674,2940148402671,9783732695492,-1,110,09/10/2013,(23 May 2018),Civitas Media LLC,Outlook Verlag ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_347_wor_28299,Sean Covey,Sean Covey,,Paperback,ban_347,wor_28299,9781476764689,9781476764689,240,240,5/27/14,(1 Jun 2014),Touchstone,Simon & Schuster ,The 7 Habits of Highly Effective Teens Personal Workbook,7 Habits of Highly Effective Teens Personal Workbook,1
ban_577_wor_11450,C. S. Lewis,C. S. Lewis,,Paperback,ban_577,wor_11450,9780064471077,9780064471077,288,288,3/28/02,(25 Jun 1994),HarperCollins Publishers,Zondervan ,The Voyage of the Dawn Treader,"The Voyage of the ""Dawn Treader""",1
ban_1833_wor_41531,Lauren Conrad,Lauren Conrad,,Paperback,ban_1833,wor_41531,9780061767630,9780061767630,288,279,4/5/11,(5 Apr 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Sugar and Spice,Sugar and Spice,1
ban_1379_wor_35831,Ryan Smithson,Ryan Smithson,,Paperback,ban_1379,wor_35831,9780061664717,9780061664717,321,321,5/4/10,(1 Jun 2010),HarperCollins Publishers,HarperCollins Publishers Inc ,Ghosts of War: The True Story of a 19-Year-Old GI,Ghosts of War,1
ban_931_wor_29849,Sara Shepard,Sara Shepard,,Paperback,ban_931,wor_29849,9780062081025,9780007432998,336,400,6/5/12,(29 Sep 2011),HarperCollins Publishers,HarperCollins Publishers ,Twisted,Never Have I Ever: A Lying Game Novel,0
ban_1635_wor_43654,Spectrum,Spectrum,,Paperback,ban_1635,wor_43654,9781483813752,9781483813790,128,128,1/5/15,(15 Jan 2015),"Carson-Dellosa Publishing Company, Incorporated",Spectrum ,"Spectrum Test Prep, Grade 8","Spectrum Test Prep, Grade 6",0
ban_2110_wor_15465,Rachel Harris,Rachel Harris,,Paperback,ban_2110,wor_15465,9781939392282,9781939392282,256,256,9/30/14,(30 Sep 2014),Spencer Hill Press,Spencer Hill Press ,The Fine Art of Pretending,The Fine Art of Pretending,1
ban_3355_wor_8173,Anna Sewell,Anna Sewell,,Paperback,ban_3355,wor_8173,9781512005172,9780440403555,218,215,05/04/2015,(15 Jul 1990),CreateSpace Publishing,Bantam Doubleday Dell Publishing Group Inc ,"Black Beauty, The Autobiography of a Horse: Illustrated",Black Beauty: The Autobiography of a Horse,0
ban_324_wor_30376,Ellen Hopkins,Ellen Hopkins,,Hardback,ban_324,wor_30376,9781416903574,9781416903567,688,672,5/20/08,(1 Feb 2007),Margaret K. McElderry Books,Simon & Schuster ,Impulse,Impulse,0
ban_73_wor_45805,Kiera Cass,Kiera Cass,,Paperback,ban_73,wor_45805,9780062059970,9780007466696,352,272,5/6/14,(1 Jun 2012),HarperCollins Publishers,HarperCollins Publishers ,The Elite,The Selection,0
ban_92_wor_12848,J. K. Rowling,J. K. Rowling,,,ban_92,wor_12848,9780439136365,9780807282328,448,10,9/11/01,(1 Nov 2000),"Scholastic, Inc.",Random House USA Inc ,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0
ban_1258_wor_35201,Watt Key,Watt Key,,Paperback,ban_1258,wor_35201,9780312384289,9780312384289,304,298,9/2/08,(2 Sep 2008),Square Fish,Square Fish ,Alabama Moon,Alabama Moon,1
ban_4200_wor_24252,Paramhansa Yogananda,Paramhansa Yoganand,,Paperback,ban_4200,wor_24252,9783502626572,9781791839574,608,484,12/28/1993,(3 Jan 2019),Self-Realization Fellowship,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi,0
ban_282_wor_29950,Caroline B. Cooney,Caroline B. Cooney,,Paperback,ban_282,wor_29950,9780385742382,9780385742382,208,208,5/22/12,(25 Jul 2012),Random House Children's Books,Random House USA Inc ,The Face on the Milk Carton,The Face On the Milk Carton,1
ban_582_wor_29746,Jennifer L. Armentrout,Jennifer L. Armentrout,,Paperback,ban_582,wor_29746,9781622660759,9781622660759,400,400,8/27/13,(14 Oct 2013),"Entangled Publishing, LLC","Entangled Publishing, LLC ",Origin,Origin,1
ban_1820_wor_36385,Caragh M. O'Brien,Caragh M. O'Brien,,,ban_1820,wor_36385,9781250010315,9781452611396,400,-1,9/4/12,(28 Jan 2013),Square Fish,"Tantor Media, Inc ",Prized,Prized,0
ban_1651_wor_5841,Rachel Cohn,"Rachel Cohn, David Levithan",,Paperback,ban_1651,wor_5841,9780375844416,9781405272445,256,256,8/26/08,(3 Jul 2014),Random House Children's Books,Egmont UK Ltd ,Naomi and Ely's No Kiss List,Naomi and Ely's No Kiss List,0
ban_3970_wor_27568,"Rafer Johnson, Philip Goldberg",Rafer Johnson,,Paperback,ban_3970,wor_27568,9780385487610,9780385487610,304,256,08/28/1998,(1 Aug 1999),The Crown Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,The Best That I Can Be: An Autobiography,The Best That I Can be: An Autobiography,1
ban_1705_wor_32677,Darren Shan,Darren Shan,,Paperback,ban_1705,wor_32677,9780316013888,9780007260393,240,240,11/1/07,(1 Oct 2008),"Little, Brown Books for Young Readers",HarperCollins Publishers ,Slawter,Death's Shadow,0
ban_2628_wor_43349,Carlos Ruiz Zaf�_n,Carlos Ruiz Zafon,,Paperback,ban_2628,wor_43349,9780316044745,9780753829240,320,336,4/10/12,(26 Apr 2012),"Little, Brown Books for Young Readers",Orion Publishing Co ,The Midnight Palace,The Midnight Palace,0
ban_1699_wor_42132,Megan McCafferty,Megan McCafferty,,Paperback,ban_1699,wor_42132,9780316244985,9780316333276,240,224,8/12/14,(17 Oct 2020),"Little, Brown Books for Young Readers",Poppy Books ,"Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness & Perfection","Jessica Darling's It List 3: The Guaranteed Guide to Stressing, Obsessing Second-Guessing",0
ban_258_wor_44500,Mark Twain,Mark Twain,,Hardback,ban_258,wor_44500,9780486400778,9781371685560,192,312,1/27/98,(27 Aug 2016),Dover Publications,Wentworth Press ,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
ban_347_wor_28289,Sean Covey,Sean Covey,,Paperback,ban_347,wor_28289,9781476764689,9781929494170,240,64,5/27/14,(3 Feb 2007),Touchstone,Simon & Schuster ,The 7 Habits of Highly Effective Teens Personal Workbook,The 7 Habits of Highly Effective Teens: Workbook,0
ban_625_wor_32118,Becca Fitzpatrick,Becca Fitzpatrick,,Paperback,ban_625,wor_32118,9781416989448,9788420434247,464,408,1/3/12,(23 Apr 2019),Simon & Schuster Books For Young Readers,Alfaguara Juvenil ,Crescendo,Crescendo,0
ban_348_wor_30240,Paul Zindel,Paul Zindel,,Paperback,ban_348,wor_30240,9780062272447,9780060757359,224,224,1/7/14,(5 Aug 2006),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman,The Pigman,0
ban_1018_wor_14869,Robert T. Kiyosaki,Robert T. Kiyosaki,,Paperback,ban_1018,wor_14869,9781612680309,9781612680309,112,112,5/1/12,(22 Dec 2011),"Plata Publishing, LLC.",Plata Publishing ,Rich Dad Poor Dad for Teens: The Secrets About Money--That You Don't Learn in School!,Rich Dad Poor Dad for Teens: The Secrets about Money--That You Don't Learn in School!,1
ban_1325_wor_39093,Melanie Dickerson,Melanie Dickerson,,Paperback,ban_1325,wor_39093,9780310721437,9780310721437,272,272,8/27/10,(27 Aug 2010),Zondervan,Zondervan ,The Healer's Apprentice,The Healer's Apprentice,1
ban_1561_wor_39215,Alexandra Adornetto,Alexandra Adornetto,,Paperback,ban_1561,wor_39215,9781250029416,9788499184395,448,-1,8/6/13,(30 Jun 2013),Square Fish,Roca Editorial ,Heaven,Heaven,0
ban_1121_wor_36758,Joseph Delaney,Joseph Delaney,,Paperback,ban_1121,wor_36758,9780062334541,9781849416382,352,320,9/1/15,(26 Feb 2015),HarperCollins Publishers,Random House Children's Publishers UK ,A New Darkness,Spook's: A New Darkness,0
ban_2952_wor_24591,Mary Berry,Mary Berry,,Paperback,ban_2952,wor_24591,9781405912860,9781405912853,-1,432,09/12/2013,(27 Feb 2014),Penguin UK,Penguin Books Ltd ,Recipe for Life: The Autobiography,Recipe for Life: The Autobiography,0
ban_1282_wor_32671,Darren Shan,Darren Shan,,Paperback,ban_1282,wor_32671,9780316012331,9780007193202,240,272,5/10/06,(3 Jan 2006),"Little, Brown Books for Young Readers",HarperCollins Publishers ,Lord Loss,Lord Loss,0
ban_1555_wor_39028,Jessica Day George,Jessica Day George,,Paperback,ban_1555,wor_39028,9781599904559,9781599904559,304,280,4/27/10,(27 Apr 2010),Bloomsbury USA,Bloomsbury Publishing Plc ,Princess of the Midnight Ball,Princess of the Midnight Ball,1
ban_6280_wor_27518,"Charles G. Finney, Revival Press",Charles Grandison Finney,,Paperback,ban_6280,wor_27518,9781517290627,9781376254631,382,506,09/09/2015,(24 Aug 2017),CreateSpace Publishing,Andesite Press ,Charles G. Finney An Autobiography,Charles G. Finney: An Autobiography,0
ban_327_wor_31555,Sheila Burnford,Sheila Burnford,,Hardback,ban_327,wor_31555,9780440226703,9780613862363,160,160,12/28/95,(22 Jan 1997),Random House Children's Books,Turtleback Books ,The Incredible Journey,The Incredible Journey,0
ban_3059_wor_25920,Alan Watts,Alan Watts,,Paperback,ban_3059,wor_25920,9781577319931,9781577315841,-1,384,06/01/2007,(11 Jun 2007),New World Library,New World Library ,In My Own Way: An Autobiography,In My Own Way: An Autobiography,0
ban_1200_wor_12765,Jules Verne,Jules Verne,,Paperback,ban_1200,wor_12765,9780760793626,9780590430531,224,237,5/26/08,(31 Dec 1990),Barnes & Noble,Scholastic US ,Around the World in Eighty Days,Around the World in Eighty Days,0
ban_482_wor_32248,P. C. Cast,P C Cast,,Paperback,ban_482,wor_32248,9780312387969,9780312387969,336,323,9/27/11,(27 Sep 2011),St. Martin's Press,St Martin's Press ,Burned,Burned,1
ban_2010_wor_7773,Tom Clancy,"Tom Clancy, Steve Pieczenik, Jeff Rovin",,Paperback,ban_2010,wor_7773,9780425190913,9780425190913,400,387,6/24/03,(24 Jun 2003),Penguin Publishing Group,Penguin Putnam Inc ,Tom Clancy's Op-Center #10: Sea of Fire,Sea of Fire,1
ban_1938_wor_44137,Robert Liparulo,Robert Liparulo,,Paperback,ban_1938,wor_44137,9781595548924,9781595548924,314,320,11/30/10,(28 Oct 2010),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,Whirlwind,Whirlwind,1
ban_911_wor_33655,Mary E. Pearson,Mary E Pearson,,Paperback,ban_911,wor_33655,9780312594411,9781250010322,288,294,9/1/09,(19 Feb 2013),Square Fish,Square Fish ,The Adoration of Jenna Fox,The Fox Inheritance,0
ban_106_wor_31136,Stephanie Perkins,Stephanie Perkins,,Paperback,ban_106,wor_31136,9780142419403,9780142419403,400,400,8/4/11,(29 Jan 2014),Penguin Young Readers Group,Penguin Putnam Inc ,Anna and the French Kiss,Anna and the French Kiss,1
ban_1912_wor_10916,Willa Cather,Willa Cather,,Paperback,ban_1912,wor_10916,9780395755143,9780140187649,272,320,9/28/95,(1 Jan 1994),Houghton Mifflin Harcourt,Penguin Putnam Inc ,My Antonia,My Antonia,0
ban_3655_wor_23758,Saint Therese,Saint Therese,,Paperback,ban_3655,wor_23758,9781614273103,9781614273103,332,332,06/06/2012,(6 Jun 2012),Martino Fine Books,Martino Fine Books ,Autobiography of St. Therese of Lisieux,Autobiography of St. Therese of Lisieux,1
ban_1806_wor_37109,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,Paperback,ban_1806,wor_37109,9781423100317,9781423100317,304,283,9/2/08,(2 Sep 2008),Disney-Hyperion,Jump at the Sun ,Homeboyz,Homeboyz,1
ban_1460_wor_29845,Sara Shepard,Sara Shepard,,Hardback,ban_1460,wor_29845,9780062128232,9780606122610,400,286,7/8/14,(21 Aug 2007),HarperCollins Publishers,Turtleback Books ,Seven Minutes in Heaven,Pretty Little Liars,0
ban_1589_wor_33612,Ilsa J. Bick,Ilsa J Bick,,Hardback,ban_1589,wor_33612,9781606845448,9781606841778,688,680,9/9/14,(10 Sep 2013),Lerner Publishing Group,Carolrhoda Lab (R) ,Monsters,Monsters,0
ban_1957_wor_33273,Danica McKellar,Danica McKellar,,Paperback,ban_1957,wor_33273,9780452298743,9780452298743,432,432,7/2/13,(2 Jul 2013),Penguin Publishing Group,Penguin Putnam Inc ,Girls Get Curves: Geometry Takes Shape,Girls Get Curves: Geometry Takes Shape: Geometry Takes Shape,1
ban_62_wor_28218,John Green,John Green,,Paperback,ban_62,wor_28218,9780142418475,9780141346113,352,352,4/5/11,(13 Mar 2005),Penguin Young Readers Group,Penguin Books Ltd ,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",0
ban_2277_wor_8446,Brian Jacques,Brian Jacques,,Paperback,ban_2277,wor_8446,9780441007738,9780441007738,368,340,1/30/01,(1 Feb 2001),Penguin Publishing Group,Penguin Putnam Inc ,The Legend of Luke,The Legend of Luke,1
ban_911_wor_33650,Mary E. Pearson,Mary E Pearson,,Hardback,ban_911,wor_33650,9780312594411,9780805076684,288,266,9/1/09,(29 Apr 2008),Square Fish,Henry Holt & Company ,The Adoration of Jenna Fox,The Adoration of Jenna Fox,0
ban_2719_wor_38384,Kiersten White,Kiersten White,,Paperback,ban_2719,wor_38384,9780062135858,9780007506347,256,302,2/17/15,(30 Jan 2014),HarperCollins Publishers,HarperCollins Publishers ,Perfect Lies,Perfect Lies,0
ban_1707_wor_43838,Louise Rennison,Louise Rennison,,Paperback,ban_1707,wor_43838,9780064472272,9780064472272,272,272,3/20/01,(11 Apr 2006),HarperCollins Publishers,Harperteen ,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",1
ban_373_wor_3288,Tobias Wolff,"Tobias Wolff, Oliver Wyman",,,ban_373,wor_3288,9780802136688,9781615730889,304,9,1/28/00,(27 Jul 2010),"Grove/Atlantic, Inc.",HighBridge Audio ,This Boy's Life: A Memoir,This Boy's Life: A Memoir,0
ban_2856_wor_46852,Jake Wizner,Jake Wizner,,Paperback,ban_2856,wor_46852,9780375855948,9780375855948,304,287,10/28/08,(28 Oct 2008),Random House Children's Books,Random House USA Inc ,Spanking Shakespeare,Spanking Shakespeare,1
ban_745_wor_32431,Christopher Pike,Christopher Pike,,Hardback,ban_745,wor_32431,9781442467316,9781481450591,441,432,3/5/13,(17 Nov 2015),Simon Pulse,Simon Pulse ,Thirst No. 5: The Sacred Veil,Strange Girl,0
ban_321_wor_29642,Wendelin Van Draanen,Wendelin Van Draanen,,Paperback,ban_321,wor_29642,9780375866289,9780375866289,352,352,1/10/12,(20 Mar 2012),Random House Children's Books,Random House USA Inc ,The Running Dream,The Running Dream,1
ban_1191_wor_33420,Aim��e Carter,Aimee Carter,,Paperback,ban_1191,wor_33420,9780373210756,9780373210756,400,395,7/31/12,(31 Jul 2012),Harlequin,Harlequin Teen ,The Goddess Legacy: The Goddess Queen\The Lovestruck Goddess\Goddess of the Underworld\God of Thieves\God of Darkness,The Goddess Legacy: An Anthology,1
ban_6613_wor_45824,Stuart McClure# Joel Scambray# George Kurtz,Stuart McClure,,Paperback,ban_6613,wor_45824,9780071780285,9780071780285,768,768,,(16 Mar 2012),McGraw-Hill Professional Publishing,McGraw-Hill Education - Europe ,"Hacking Exposed 7 Network Security Secrets & Solutions: Network Security Secrets and Solutions, Seventh Edition / Edition 7",Hacking Exposed 7,1
ban_596_wor_10863,Pete Nelson,Peter Nelson,,Paperback,ban_596,wor_10863,9780385730914,9780385730914,224,16,11/11/03,(11 Nov 2003),Random House Children's Books,Delacorte Press Books for Young Readers ,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left For Dead,1
ban_1958_wor_32063,Ginny Rorby,Ginny Rorby,,Hardback,ban_1958,wor_32063,9780761384984,9781613832295,255,255,1/28/12,(1 Jan 2012),Lerner Publishing Group,Perfection Learning ,Lost in the River of Grass,Lost in the River of Grass,0
ban_386_wor_27325,James Fenimore Cooper,James Fenimore Cooper,,,ban_386,wor_27325,9781593081379,9781491579435,416,-1,11/25/04,(19 May 2015),Barnes & Noble,Classic Collection ,The Last of the Mohicans,The Last of the Mohicans,0
ban_93_wor_21113,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Hardback,ban_93,wor_21113,9780064409391,9780007588527,-1,208,8/1/00,(24 Nov 2014),HarperCollins Publishers,HarperCollins Publishers ,The Chronicles of Narnia,"The Lion, the Witch and the Wardrobe",0
ban_714_wor_29012,Melba Pattillo Beals,Melba Patillo Beals,,,ban_714,wor_29012,9780671866396,9781452604947,336,-1,2/1/95,(7 Nov 2011),Washington Square Press,"Tantor Media, Inc ",Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High,Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High,0
ban_298_wor_37214,Matthew Quick,Matthew Quick,,Paperback,ban_298,wor_37214,9780316127967,9780316127967,250,272,6/18/13,(18 Jun 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",Boy21,Boy21,1
ban_763_wor_11578,Arthur C. Clarke,Arthur Charles Clarke,,Paperback,ban_763,wor_11578,9780345347954,9780345444059,224,256,5/28/87,(3 Jul 2001),Random House Publishing Group,Del Rey Books ,Childhood's End,Childhood's End,0
ban_94_wor_35032,Tahereh Mafi,Tahereh Mafi,,Hardback,ban_94,wor_35032,9780062085504,9780606268684,368,338,10/2/12,(9 Jan 2018),HarperCollins Publishers,Turtleback Books ,Shatter Me,Shatter Me,0
ban_185_wor_19679,Jostein Gaarder,"Jostein Gaarder, Paulette Moller",,Hardback,ban_185,wor_19679,9780374530716,9780756990695,544,518,3/6/07,(1 Jan 2010),"Farrar, Straus and Giroux",Perfection Learning ,Sophie's World: A Novel about the History of Philosophy,Sophie's World: A Novel about the History of Philosophy,0
ban_1377_wor_39108,Mari Mancusi,Mari Mancusi,,Paperback,ban_1377,wor_39108,9781492608691,9781492608691,416,407,8/4/15,(4 Aug 2015),Sourcebooks,"Sourcebooks, Inc ",Shattered,Shattered,1
ban_807_wor_34567,Raychelle Cassada Lohmann,Raychelle Cassada Lohmann,,Paperback,ban_807,wor_34567,9781572246997,9781684032457,144,168,12/2/09,(1 May 2019),New Harbinger Publications,New Harbinger Publications ,The Anger Workbook for Teens: Activities to Help You Deal with Anger and Frustration,The Anger Workbook for Teens: Activities to Help You Deal with Anger and Frustration,0
ban_3812_wor_26811,Paul Galvin,Paul Galvin,,Paperback,ban_3812,wor_26811,9781473509740,9781848272064,272,288,10/30/2014,(21 May 2015),Transworld Publishers Limited,Transworld Publishers Ltd ,In My Own Words: The Autobiography,In My Own Words: The Autobiography,0
ban_741_wor_36833,Katie Alender,Katie Alender,,,ban_741,wor_36833,9781423108771,9781494514174,352,-1,6/22/10,(30 Jun 2015),Disney-Hyperion,"Tantor Media, Inc ",Bad Girls Don't Die,Bad Girls Don't Die,0
ban_2164_wor_31667,Lisi Harrison,Lisi Harrison,,Paperback,ban_2164,wor_31667,9780316115056,9780316115056,224,193,3/7/07,(7 Mar 2007),"Little, Brown Books for Young Readers",Poppy Books ,It's Not Easy Being Mean,It's Not Easy Being Mean,1
ban_2863_wor_21760,Laura Ingalls Wilder,"Laura Ingalls Wilder, Pamela Smith Hill",,Hardback,ban_2863,wor_21760,9780984504176,9780984504176,-1,472,12/12/2014,(30 Nov 2014),South Dakota State Historical Society,South Dakota State Historical Society ,Pioneer Girl: The Annotated Autobiography,Pioneer Girl: The Annotated Autobiography,1
ban_47_wor_28287,Sean Covey,Sean Covey,,Paperback,ban_47,wor_28287,9781476764665,9781471136863,288,288,5/27/14,(5 Jun 2014),Touchstone,Simon & Schuster Ltd ,The 7 Habits of Highly Effective Teens,The 7 Habits Of Highly Effective Teenagers,0
ban_197_wor_9631,James Patterson,James Patterson,,Paperback,ban_197,wor_9631,9781455547746,9780446677387,352,481,5/27/14,(1 Jul 2000),Grand Central Publishing,Grand Central Publishing ,Confessions of a Murder Suspect,Kiss the Girls,0
ban_1235_wor_34972,Carl Deuker,Carl Deuker,,Paperback,ban_1235,wor_34972,9780544336193,9780544336193,304,304,2/3/15,(1 Apr 2015),Houghton Mifflin Harcourt,Houghton Mifflin ,Swagger,Swagger,1
ban_101_wor_18879,Mark Twain,Mark Twain,,Paperback,ban_101,wor_18879,9781593081393,9780099573685,256,368,3/1/08,(3 Sep 2012),Barnes & Noble,Vintage Publishing ,Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
ban_575_wor_38222,Rachel Hawkins,Rachel Hawkins,,Paperback,ban_575,wor_38222,9781423128441,9781423128441,384,359,2/7/12,(7 Feb 2012),Disney-Hyperion,Hyperion ,Demonglass,Demonglass,1
ban_4046_wor_24853,Nikola Tesla,Nikola Tesl,,Paperback,ban_4046,wor_24853,9781477416426,9781940177380,66,88,05/07/2012,(9 Aug 2013),CreateSpace,Infinity ,My Inventions: the Autobiography of Nikola Telsa,My Inventions - The Autobiography of Nikola Tesla,0
ban_1608_wor_37777,Dana Reinhardt,Dana Reinhardt,,,ban_1608,wor_37777,9780375844560,9780307738349,256,6,9/13/11,(14 Sep 2010),Random House Children's Books,Listening Library ,The Things a Brother Knows,The Things a Brother Knows,0
