ids,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title,label
bx_72542_half_311,Francisco Jimenez,Francisco Jimenez,,,bx_72542,half_311,9780618011735,9780618342488,-1,208,2001,"Oct. 1st, 2002",Houghton Mifflin Company,Houghton Mifflin Harcourt (HMH),Breaking Through,Breaking Through,0
bx_10282_half_1804,T. A. Barron,T. A. Barron,,,bx_10282,half_1804,9780441006687,9780441009305,-1,304,1999,"Apr. 30th, 2002",Ace Books,Ace Books,The Lost Years of Merlin,The Lost Years of Merlin,0
bx_177886_half_1026,William Hart,William Durbin,,,bx_177886,half_1026,9781564743862,9780440411840,-1,176,2002,"Apr. 6th, 1998",Daniel  Daniel Publishers,Yearling Books,Never Fade Away: A Novel,The Broken Blade,0
bx_72149_half_543,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_72149,half_543,9780395520215,9780395520215,-1,304,1989,"Oct. 30th, 1989",Houghton Mifflin Company,Houghton Mifflin Harcourt (HMH),"The Hobbit: Or, There and Back Again",The Hobbit,1
bx_58147_half_2722,Judy Blume,Judy Blume,,,bx_58147,half_2722,9780440210948,9780440210948,-1,304,1995,"Oct. 31st, 1991",Laurel-Leaf Books,Laurel Leaf Library,Just As Long As We're Together,Just as Long as We're Together,1
bx_93051_half_583,Terry Trueman,Terry Trueman,,,bx_93051,half_583,9780064472135,9780064472135,-1,144,2001,"Oct. 9th, 2001",HarperTempest,Harper Teen,Stuck in Neutral,Stuck in Neutral,1
bx_201527_half_1616,Nancy Farmer,Nancy Farmer,,,bx_201527,half_1616,9780531095393,9780140386356,-1,309,1996,"Mar. 1st, 1998",Orchard Books (NY),Puffin Books,A Girl Named Disaster,A Girl Named Disaster,0
bx_49820_half_430,KIMBERLY WILLIS HOLT,Kimberly Willis Holt,,,bx_49820,half_430,9780440229049,9780440229049,-1,240,2001,"Apr. 10th, 2001",Yearling,Yearling Books,When Zachary Beaver Came to Town,When Zachary Beaver Came to Town,1
bx_54820_half_2496,Susan Juby,Susan Juby,,,bx_54820,half_2496,9780060515430,9780060515454,-1,290,2003,,HarperTempest,HarperTempest,"Alice, I Think","Alice, I Think",0
bx_243154_half_3068,David MacAulay,David Macaulay,,,bx_243154,half_3068,9780395340653,9780395340653,-1,112,1983,"Mar. 23rd, 1983",Walter Lorraine Books,Houghton Mifflin Harcourt (HMH),Underground,Underground,1
bx_387_half_3003,William Sleator,William Sleator,,,bx_387,half_3003,9780140345803,9780140345803,-1,176,1991,"Apr. 1st, 1991",Puffin Books,Puffin Books,House of Stairs,The House of Stairs,1
bx_143948_half_2545,Yoko Kawashima Watkins,Yoko Kawashima Watkins,,,bx_143948,half_2545,9780689806568,9780689806568,-1,224,1996,"Apr. 1st, 1996",Simon Pulse,Simon Pulse,"My Brother, My Sister, and I","My Brother, My Sister, and I",1
bx_194462_half_2904,Michael H. Brackett,Michael D. Beil,,,bx_194462,half_2904,9780471127444,9780375854545,-1,329,1996,"May. 10th, 2011",John Wiley  Sons,Yearling Books,The Data Warehouse Challenge: Taming Data Chaos,The Vanishing Violin,0
bx_187030_half_1204,Terry Pratchett,Terry Pratchett,,,bx_187030,half_1204,9780060012380,9780060012380,-1,375,2004,"May. 25th, 2004",HarperTrophy,HarperTrophy,The Wee Free Men,The Wee Free Men,1
bx_23200_half_2058,Carl Deuker,Carl Deuker,,,bx_23200,half_2058,9780395979365,9780064472753,-1,256,2000,"Dec. 18th, 2001",Houghton Mifflin Company,HarperTrophy,Night Hoops,Night Hoops,0
bx_23170_half_1777,Daniella Carmi,Daniella Carmi,,,bx_23170,half_1777,9780439135238,9780439135238,-1,192,2002,"Nov. 30th, 2002",Scholastic Paperbacks,Blue Sky Press,Samir And Yonatan,Samir and Yonatan,1
bx_17569_half_404,Ann Rinaldi,Ann Rinaldi,,Paperback,bx_17569,half_404,9780152164508,9780152164508,-1,240,2001,"Apr. 1st, 2001",Gulliver Books Paperbacks,Gulliver Books,The Coffin Quilt: The Feud between the Hatfields and the McCoys,The Coffin Quilt,1
bx_24889_half_1848,Jean Craighead George,Jean Craighead George,,,bx_24889,half_1848,9780064405737,9780064405737,-1,240,1996,"Jan. 18th, 1996",HarperTrophy,HarperTrophy,Julie,Julie,1
bx_20181_half_122,Ji-li Jiang,Ji-Li Jiang,,,bx_20181,half_122,9780064462082,9780064462082,-1,320,1998,"Sep. 4th, 1998",HarperTrophy,HarperTrophy,Red Scarf Girl : A Memoir of the Cultural Revolution,Red Scarf Girl,1
bx_74522_half_2188,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_74522,half_2188,9780689845345,9780689845345,-1,259,2001,"Sep. 1st, 2001",Simon Pulse,Simon Pulse,The Farthest Shore : The Earthsea Cycle,The Farthest Shore,1
bx_3927_half_105,URSULA K. LE GUIN,Ursula K. Le Guin,,Paperback,bx_3927,half_105,9780553262506,9780553262506,-1,192,1984,"Apr. 1st, 1984",Bantam,Spectra Books,A Wizard of Earthsea,Wizard of Earthsea,1
bx_9531_half_1508,Roald Dahl,Roald Dahl,,,bx_9531,half_1508,9780141304670,9780141310343,-1,224,2001,"Jan. 14th, 2002",Puffin Books,Puffin Books,James and the Giant Peach,Skin and Other Stories,0
bx_93632_half_2210,Geraldine McCaughrean,Geraldine McCaughrean,,,bx_93632,half_2210,9780066238746,9780064410915,-1,307,2002,"Sep. 23rd, 2003",HarperCollins,HarperTrophy,The Kite Rider,The Kite Rider,0
bx_237983_half_1923,Ann Rinaldi,Ann Rinaldi,,Paperback,bx_237983,half_1923,9780152003937,9780152050771,-1,281,1995,"Mar. 1st, 2004",Gulliver Books,Gulliver Books,The Secret of Sarah Revere,Cast Two Shadows,0
bx_209581_half_2755,Erich Maria Remarque,Erich Maria Remarque,,Paperback,bx_209581,half_2755,9781556510083,9780835910637,-1,90,1990,"May. 1st, 1998",Cram Cassettes Study Guides,Globe Fearon,All Quiet on the Western Front,All Quiet on the Western Front,0
bx_53146_half_3005,Tamora Pierce,Tamora Pierce,,,bx_53146,half_3005,9780590554084,9780590554084,-1,252,1999,"Sep. 1st, 1999",Scholastic,Scholastic,Sandry's Book,Sandry's Book,1
bx_81707_half_1469,Avi,Avi,,,bx_81707,half_1469,9780439242196,9780439242196,-1,256,2004,"Sep. 1st, 2004",Scholastic Paperbacks,Scholastic Paperbacks,Midnight Magic,Midnight Magic,1
bx_23363_half_84,Melba Patillo Beals,Melba Patillo Beals,Paperback,,bx_23363,half_84,9780671899004,9781416948827,-1,226,1995,"Jul. 24th, 2007",Simon Pulse,Simon Pulse,Warriors Don't Cry,Warriors Don't Cry,0
bx_51415_half_1122,Ursula K. Le Guin,Ursula K. Le Guin,Paperback,,bx_51415,half_1122,9780553273311,9781442459915,-1,224,1984,"Sep. 11th, 2012",Bantam,Atheneum Books for Young Readers,The Tombs of Atuan,The Tombs of Atuan,0
bx_228133_half_1542,Gordon Thomas,Rob Thomas,,,bx_228133,half_1542,9780801011948,9781416938972,-1,202,2000,"May. 22nd, 2007",Baker Books,Simon Pulse,The Jesus Conspiracy: An Investigative Reporter's Look at an Extraordinary Life and Death,Rats Saw God,0
bx_74587_half_183,Bernard Evslin,Bernard Evslin,,,bx_74587,half_183,9780553259209,9780553259209,-1,224,1984,"Sep. 1st, 1984",Laurel-Leaf Books,Laurel Leaf Library,"Heroes, Gods and Monsters of Greek Myths","Heroes, Gods and Monsters of the Greek Myths",1
bx_229375_half_2311,Catherine Archibald,Catherine Hapka,,,bx_229375,half_2311,9780843943122,9781599909097,-1,256,1997,"Nov. 13th, 2012",Leisure Books,Bloomsbury U.S.A. Children's Books,Hawk's Lady,Off Course,0
bx_17608_half_2333,Katherine Paterson,Katherine Paterson,,,bx_17608,half_2333,9780140349818,9780140373899,-1,182,1994,"Jan. 1st, 1995",Puffin Books,Puffin Books,Lyddie,Lyddie,0
bx_25237_half_1083,Lois Lenski,Lois Lenski,,,bx_25237,half_1083,9780064461627,9780064405850,-1,208,1995,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,Indian Captive : The Story of Mary Jemison,Strawberry Girl,0
bx_269860_half_470,Michael Moorcock,Michael Grant,,,bx_269860,half_470,9781565041837,9780061449086,-1,590,1997,"Apr. 6th, 2010",White Wolf Pub,Katherine Tegen Books,Sailing to Utopia,Hunger,0
bx_49464_half_2185,Ben Mikaelsen,Ben Mikaelsen,,,bx_49464,half_2185,9781562825232,9781562825232,-1,272,1993,"Jan. 1st, 1900",Hyperion Books for Children,Hyperion Books,The Rescue Josh Mcguire,The Rescue Josh McGuire,1
bx_62066_half_1293,Terrence Dickinson,Terence Dickinson,,,bx_62066,half_1293,9780920656662,9780920656662,-1,72,1987,"Feb. 1st, 1987",Firefly Books Ltd,Firefly Books,Exploring the Night Sky: The Equinox Astronomy Guide for Beginners,Exploring the Night Sky,1
bx_249915_half_2102,Bryan Davis,Bryan Davis,,,bx_249915,half_2102,9780899571706,9780899571706,-1,384,2004,"Jun. 21st, 2004",CLW Communications/AMG,Living Ink Books,Raising Dragons,Raising Dragons,1
bx_102776_half_3040,Caroline B. Cooney,Caroline B. Cooney,,,bx_102776,half_3040,9780440227724,9780440227724,-1,192,2002,"Feb. 12th, 2002",Laurel-Leaf Books,Laurel Leaf Library,What Janie Found,What Janie Found,1
bx_199188_half_1666,Gary Paulsen,Gary Paulsen,,,bx_199188,half_1666,9780440220312,9780545085342,-1,103,1996,"Jan. 1st, 2009",Laurel-Leaf Books,Apple Signature (Scholastic),The Winter Room,The Winter Room,0
bx_80222_half_2052,William Nicholson,William Nicholson,,Paperback,bx_80222,half_2052,9780786818266,9780786818266,-1,486,2004,,Hyperion Books for Children,Hyperion Books for Children,"Wind on Fire Trilogy, The: The Wind Singer - Book #1",The Wind Singer,1
bx_67342_half_1487,Ann Head,Ann Head,,,bx_67342,half_1487,9780451163196,9780451163196,-1,208,1990,"May. 31st, 1968",Signet Book,Signet Book,Mr. and Mrs. Bo Jo Jones,Mr. and Mrs. Bo Jo Jones,1
bx_13267_half_2320,Caroline B. Cooney,Caroline B. Cooney,,,bx_13267,half_2320,9780440219774,9780440219774,-1,224,1998,"Aug. 10th, 1998",Laurel-Leaf Books,Laurel Leaf Library,The Voice on the Radio,The Voice on the Radio,1
bx_165408_half_1980,Susan Cooper,Susan Cooper,,Paperback,bx_165408,half_1980,9780689840357,9780689840357,-1,208,2000,"Nov. 1st, 2000",Aladdin,Margaret K. McElderry Books,"Over Sea, Under Stone","Over Sea, Under Stone",1
bx_28296_half_1834,Herge,Herge,,Paperback,bx_28296,half_1834,9780316358507,9780316358507,-1,62,1978,"May. 30th, 1978","Little, Brown","Little, Brown Books for Young Readers",The Broken Ear,The Broken Ear,1
bx_25714_half_1201,J. K. Rowling,J. K. Rowling,,Paperback,bx_25714,half_1201,9788478886555,9788478886555,-1,188,2001,"May. 1st, 2001",Lectorum Publications Inc,Lectorum Publications,Harry Potter Y El Prisionero De Azkaban,Harry Potter y el Prisionero de Azkaban = Harry Potter and the Prisoner of Azkaban,1
bx_9671_half_1616,Nancy Farmer,Nancy Farmer,,,bx_9671,half_1616,9780140386356,9780140386356,-1,309,1998,"Mar. 1st, 1998",Puffin Books,Puffin Books,A Girl Named Disaster,A Girl Named Disaster,1
bx_74487_half_869,Theodore Taylor,Theodore Taylor,,,bx_74487,half_869,9780440416968,9780440416968,-1,128,2000,"May. 9th, 2000",Yearling Books,Yearling Books,The Trouble With Tuck,The Trouble with Tuck,1
bx_210044_half_1626,Brenda Trent,Brenda Woods,,,bx_210044,half_1626,9780373088164,9780142421864,-1,420,1991,"Sep. 13th, 2012",Silhouette,Puffin Books,Dance Until Dawn,Saint Louis Armstrong Beach,0
bx_214388_half_2564,M. T. Anderson,M. T. Anderson,,,bx_214388,half_2564,9780763606800,9780763631789,-1,188,1999,"Jan. 22nd, 2008",Candlewick Press (MA),Candlewick Press (MA),Burger Wuss,Burger Wuss,0
bx_84495_half_240,Madeleine L'Engle,Madeleine L'Engle,Paperback,,bx_84495,half_240,9780440228394,9780312367558,-1,212,1999,"May. 1st, 2007",Yearling Books,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
bx_119504_half_1434,Charles Dickens,Charles Dickens,,,bx_119504,half_1434,9780553211139,9780756633295,-1,512,1982,"Feb. 28th, 2008",Bantam,DK Publishing (Dorling Kindersley),Great Expectations,Great Expectations,0
bx_55636_half_255,S.E. HINTON,S. E. Hinton,,,bx_55636,half_255,9780440975342,9780440975342,-1,135,1989,"Oct. 1st, 1989",Laure Leaf,Laurel Leaf Library,Rumble Fish,Rumble Fish,1
bx_56846_half_2284,Carolyn Meyer,Carolyn Meyer,,Paperback,bx_56846,half_2284,9780152164560,9780152164560,-1,227,2001,"Apr. 1st, 2001",Gulliver Books Paperbacks,Gulliver Books,"Mary, Bloody Mary: A Young Royals Book","Mary, Bloody Mary",1
bx_107992_half_1405,O. T. Nelson,O. T. Nelson,,,bx_107992,half_1405,9780440928935,9780761356349,-1,125,1977,"Jan. 1st, 2012",Laure Leaf,Graphic Universe,The Girl Who Owned a City,The Girl Who Owned a City,0
bx_179867_half_1400,Richard Deming,Richard Peck,,,bx_179867,half_1400,9780840762306,9780142417294,-1,166,1972,"Oct. 14th, 2010",T. Nelson,Puffin Books,"Sleep, our unknown life",A Season of Gifts,0
bx_124084_half_445,S. E. Hinton,S. E. Hinton,,,bx_124084,half_445,9780881030518,9780140389661,-1,159,1999,"Apr. 1st, 1998",Sagebrush Bound,Penguin Putnam Books for Young Readers,"That Was Then, This Is Now","That Was Then, This is Now",0
bx_252435_half_32,Scott O'Dell,Scott O'Dell,,,bx_252435,half_32,9780881030273,9780440439882,-1,192,1999,"Feb. 28th, 1987",Sagebrush Bound,Yearling Books,Island of the Blue Dolphins,Island of the Blue Dolphins,0
bx_199299_half_3024,Jim Haskins,James Haskins,,,bx_199299,half_3024,9780590459136,9780590459136,-1,196,1997,"Feb. 1st, 1997",Scholastic,Scholastic Paperbacks,Black Eagles: African Americans in Aviation,Black Eagles,1
bx_228773_half_488,David Kinsley,David Klass,,,bx_228773,half_488,9780887068362,9780064473781,-1,352,1988,"Aug. 31st, 2002",State University of New York Press,HarperTempest,The Goddesses' Mirror: Visions of the Divine from East and West,You Don't Know Me,0
bx_46172_half_1357,Eve Bunting,Eve Bunting,,,bx_46172,half_1357,9780152013059,9780152013059,-1,256,1996,"Mar. 20th, 2012",Harcourt Paperbacks,Harcourt Paperbacks,SOS Titanic,SOS Titanic,1
bx_81403_half_3021,Jerry Spinelli,Jerry Spinelli,,,bx_81403,half_3021,9780671866952,9781416939375,-1,199,1993,"Apr. 1st, 2007",Aladdin,Aladdin Paperbacks,There's a Girl in My Hammerlock,There's a Girl in My Hammerlock,0
bx_106630_half_2195,Ann Rinaldi,Ann Rinaldi,,,bx_106630,half_2195,9780590434126,9780590434126,-1,252,1993,"Jan. 31st, 1993",Scholastic,Scholastic Paperbacks,Wolf by the Ears,Wolf by the Ears,1
bx_191214_half_482,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_191214,half_482,9780553101355,9780547722023,-1,264,0,"Sep. 11th, 2012",Bantam Doubleday Dell,Graphia Books,Wizard of Earthsea,A Wizard of Earthsea,0
bx_40117_half_631,Jack London,Jack London,,,bx_40117,half_631,9780439227148,9780439227148,-1,192,2001,"Jan. 1st, 2001",Scholastic,Scholastic Paperbacks,The Call of the Wild,The Call of the Wild,1
bx_105763_half_1164,Iain Lawrence,Iain Lawrence,,,bx_105763,half_1164,9780440415459,9780440415459,-1,224,1999,"Nov. 9th, 1999",Yearling Books,Yearling Books,The Wreckers,The Wreckers,1
bx_86323_half_129,J. K. Rowling,J. K. Rowling,,Paperback,bx_86323,half_129,9780439567619,9780439358071,-1,870,2003,"Sep. 1st, 2004",Scholastic,Scholastic,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0
bx_55457_half_926,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_55457,half_926,9780440238133,9780440238133,-1,351,2003,"Sep. 9th, 2003",Laurel Leaf,Laurel Leaf Library,The Golden Compass,The Golden Compass,1
bx_113718_half_57,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_113718,half_57,9780261102668,9780618002214,-1,320,2000,"Sep. 15th, 1999",Harpercollins,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit,0
bx_161379_half_447,Katherine Neville,Katherine Paterson,,,bx_161379,half_447,9788440637550,9780064402811,-1,192,1994,"Mar. 24th, 1989",Ediciones B,Harper Teen,Riesgo Calculado,The Master Puppeteer,0
bx_23230_half_1261,Jack London,Jack London,,,bx_23230,half_1261,9780689856747,9780812504323,-1,114,2003,"May. 15th, 1990",Aladdin Library,Tor Classics,The Call of the Wild,The Call of the Wild,0
bx_118568_half_427,John Christopher,John Christopher,,Paperback,bx_118568,half_427,9780020427117,9780689856723,-1,195,1988,"Apr. 1st, 2003",Simon Pulse,Simon Pulse,The White Mountains,The White Mountains,0
bx_152383_half_2966,ALEXANDRE DUMAS,Alexandre Dumas,,,bx_152383,half_2966,9780679603320,9780062060136,-1,384,1999,"Sep. 27th, 2011",Modern Library,HarperCollins,The Three Musketeers,The Three Musketeers,0
bx_152364_half_1869,"Arthur Conan, Sir Doyle",Arthur Conan Doyle,,Paperback,bx_152364,half_1869,9780140350647,9780140366990,-1,243,1986,"Nov. 1st, 1995",Penguin USA,Puffin Books,The Hound of the Baskervilles,The Hound of the Baskervilles,0
bx_203246_half_2109,Virginia Euwer Wolff,Virginia Euwer Wolff,,,bx_203246,half_2109,9780590898003,9780590898003,-1,230,2000,"Apr. 1st, 2000",Scholastic Signature,Scholastic Signature,Bat 6,Bat 6,1
bx_32636_half_988,Takayuki Ishii,Takayuki Ishii,,,bx_32636,half_988,9780440228431,9780440228431,-1,112,2001,"Jan. 9th, 2001",Laurel-Leaf Books,Laurel Leaf Library,One Thousand Paper Cranes: The Story of Sadako and the Children's Peace Statue,One Thousand Paper Cranes,1
bx_28308_half_1017,Herge,Herge,,Paperback,bx_28308,half_1017,9780316358408,9780316358408,-1,62,1975,"Sep. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",The Seven Crystal Balls,The Adventures of Tintin,1
bx_144816_half_1557,Elizabeth Berg,Elizabeth Scott,,,bx_144816,half_1557,9780380728848,9781416960607,-1,170,1997,"Sep. 8th, 2009",Harper Mass Market Paperbacks (Mm),Simon Pulse,Durable Goods,Living Dead Girl,0
bx_201450_half_1557,Elizabeth August,Elizabeth Scott,,,bx_201450,half_1557,9780373191574,9781416960607,-1,170,1996,"Sep. 8th, 2009",Silhouette,Simon Pulse,Handy Man To Have Around,Living Dead Girl,0
bx_14676_half_627,David Almond,David Almond,,,bx_14676,half_627,9780440229087,9780440416029,-1,192,2001,"Sep. 12th, 2000",Laurel-Leaf Books,Yearling Books,Skellig,Skellig,0
bx_46880_half_638,Jane Yolen,Jane Yolen,,,bx_46880,half_638,9780440218982,9780765350411,-1,192,1994,"Jun. 30th, 2006",Laurel-Leaf Books,Starscape Books,2041: Twelve Short Stories About the Future by Top Science Fiction Writers,Pay the Piper,0
bx_15837_half_717,Melina Marchetta,Melina Marchetta,,,bx_15837,half_717,9780531301425,9780375836947,-1,313,1999,"May. 9th, 2006",Orchard Books (NY),Alfred A. Knopf Books for Young Readers,Looking for Alibrandi,Looking for Alibrandi,0
bx_28295_half_1010,Herge,Herge,,Paperback,bx_28295,half_1010,9780316358422,9780316358354,-1,62,1975,"Apr. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",The Castafiore Emerald,The Adventures of Tintin,0
bx_219379_half_1122,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_219379,half_1122,9780689206801,9781442459915,-1,224,1971,"Sep. 11th, 2012",Atheneum Books for Young Readers,Atheneum Books for Young Readers,The Tombs of Atuan,The Tombs of Atuan,0
bx_115085_half_1840,David Gardner,David Gardner,,,bx_115085,half_1840,9780743229968,9780743229968,-1,256,2002,"Jul. 16th, 2002",Fireside,Fireside Books,The Motley Fool Investment Guide for Teens : 8 Steps to Having More Money Than Your Parents Ever Dreamed Of,The Motley Fool Investment Guide for Teens,1
bx_10964_half_466,Ray Bradbury,Ray Bradbury,,,bx_10964,half_466,9780375803017,9780375803017,-1,160,1999,"Sep. 7th, 1999",Yearling Books,Random House (NY),The Halloween Tree,The Halloween Tree,1
bx_230630_half_512,Richard Peck,Richard Peck,,,bx_230630,half_512,9780807261620,9780141303529,-1,148,2001,"Oct. 9th, 2000",Listening Library,Puffin Books,A Long Way from Chicago,A Long Way from Chicago,0
bx_73852_half_406,Sarah Harrison,Lisi Harrison,,Paperback,bx_73852,half_406,9780312290863,9780316176217,-1,257,2002,"Sep. 5th, 2011",Thomas Dunne Books,Poppy Books,The Grass Memorial,Monster High,0
bx_55200_half_631,Jack London,Jack London,,,bx_55200,half_631,9780590405942,9780439227148,-1,192,1986,"Jan. 1st, 2001",Scholastic Paperbacks,Scholastic Paperbacks,The Call of the Wild,The Call of the Wild,0
bx_17579_half_2906,Ann Rinaldi,Ann Rinaldi,,,bx_17579,half_2906,9780440228615,9780440228615,-1,352,1999,"Oct. 31st, 1999",Laurel-Leaf Books,Laurel Leaf Library,The Last Silk Dress,The Last Silk Dress,1
bx_11879_half_3090,Tamora Pierce,Tamora Pierce,,,bx_11879,half_3090,9780590554091,9780590554091,-1,251,1999,"Sep. 1st, 1999",Scholastic,Scholastic,Tris's Book,Tris's Book,1
bx_44575_half_2964,Polly Schoyer Brooks,Polly Schoyer Brooks,,,bx_44575,half_2964,9780395981399,9780395981399,-1,183,1999,"Oct. 25th, 1999",Houghton Mifflin Company,Houghton Mifflin Harcourt (HMH),Queen Eleanor: Independent Spirit of the Medieval World : A Biography of Eleanor of Aquitaine,Queen Eleanor: Independent Spirit of the Medieval World,1
bx_176332_half_3051,Bruce Coville,Bruce Coville,,,bx_176332,half_3051,9780590459532,9780545068253,-1,330,1999,"Aug. 1st, 2008",Scholastic,Scholastic,Song of the Wanderer,Song of the Wanderer,0
bx_49194_half_872,Irene Hunt,Irene Hunt,,,bx_49194,half_872,9780425102411,9780425102411,-1,190,1987,"Nov. 15th, 1986",Berkley Publishing Group,Berkley Publishing Group,Across Five Aprils,Across Five Aprils,1
bx_154569_half_393,Sheila Burnford,Sheila Burnford,,,bx_154569,half_393,9780440413240,9780440413240,-1,148,1990,"Jan. 22nd, 1997",Yearling Books,Yearling Books,The Incredible Journey,The Incredible Journey,1
bx_215628_half_1667,Eve Bunting,Eve Bunting,Paperback,Paperback,bx_215628,half_1667,9780064408905,9780064408905,-1,160,2000,"Aug. 8th, 2000",HarperTrophy,HarperTrophy,Blackwater,Blackwater,1
bx_118971_half_1375,Anne McCaffrey,Anne McCaffrey,,,bx_118971,half_1375,9780689860089,9780689860089,-1,208,2003,"Apr. 1st, 2003",Aladdin,Aladdin Paperbacks,Dragonsong,Dragonsong,1
bx_157825_half_589,Judy Blume,Judy Blume,,,bx_157825,half_589,9780878881857,9780385739894,-1,217,1981,"Apr. 13th, 2010",Bradbury Press,Delacorte Press Books for Young Readers,Tiger Eyes,Tiger Eyes,0
bx_94149_half_1718,Roald Dahl,Roald Dahl,,,bx_94149,half_1718,9780374518684,9780374518684,-1,240,1985,"Oct. 1st, 1984",Farrar Straus Giroux,Farrar Straus Giroux,Roald Dahl's Book of Ghost Stories,Roald Dahl's Book of Ghost Stories,1
bx_27686_half_2138,Kevin Crossley-Holland,Kevin Crossley-Holland,,Paperback,bx_27686,half_2138,9780439263276,9780439263276,-1,368,2002,"Sep. 30th, 2002",Arthur A. Levine Books,Scholastic Paperbacks,The Seeing Stone,The Seeing Stone,1
bx_72079_half_2151,Jean Craighead George,Jean Craighead George,,,bx_72079,half_2151,9780064407212,9780064407212,-1,208,1999,"Feb. 13th, 1999",HarperTrophy,HarperTrophy,Julie's Wolf Pack,Julie's Wolf Pack,1
bx_88261_half_2523,Angela Johnson,Angela Johnson,,,bx_88261,half_2523,9780689822902,9781442403420,-1,138,2000,"Jan. 5th, 2010",Simon Pulse,Simon & Schuster Children's Publishing,HEAVEN,Heaven,0
bx_170401_half_497,Fred Gipson,Fred Gipson,,,bx_170401,half_497,9780060739454,9780064403825,-1,192,2004,"Jun. 9th, 1995",HarperTrophy,HarperTrophy,Old Yeller,Old Yeller,0
bx_52178_half_1522,Charles Dickens,Charles Dickens,,,bx_52178,half_1522,9780140430172,9780141439747,-1,608,1985,"Apr. 29th, 2003",Penguin Books,Penguin Books,Oliver Twist,Oliver Twist,0
bx_3724_half_4,LOUIS SACHAR,Louis Sachar,,,bx_3724,half_4,9780440419464,9780440414803,-1,240,2003,"May. 9th, 2000",Yearling,Yearling Books,Holes,Holes,0
bx_246311_half_403,Sharon G. Flake,Sharon G. Flake,,,bx_246311,half_403,9780786824762,9781423103868,-1,188,2001,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,Money Hungry,Money Hungry,0
bx_86394_half_1000,Antoine De Saint-Exupery,Antoine de Saint-Exupery,Paperback,,bx_86394,half_1000,9780156012072,9780156012072,-1,96,2000,"Jun. 29th, 2000",Harvest Books,Harvest Books,The Little Prince: Paperback Picturebook,The Little Prince,1
bx_38833_half_994,Lois Duncan,Lois Duncan,,,bx_38833,half_994,9780440918059,9780440918059,-1,192,1997,"Sep. 30th, 1990",Laure Leaf,Laurel Leaf Library,Down a Dark Hall,Down a Dark Hall,1
bx_17623_half_471,Walter Dean Myers,Walter Dean Myers,,,bx_17623,half_471,9780590486699,9780440229162,-1,160,1999,"Oct. 31st, 2001",Scholastic,Laurel Leaf Library,At Her Majesty's Request: An African Princess in Victorian England,145th Street,0
bx_54742_half_1646,DAVID ALMOND,David Almond,,,bx_54742,half_1646,9780440416050,9780440416050,-1,229,2001,"Sep. 11th, 2001",Laurel Leaf,Laurel Leaf Library,Kit's Wilderness,Kit's Wilderness,1
bx_7846_half_1374,Lewis Carroll,Lewis Carroll,,,bx_7846,half_1374,9780486408781,9780486408781,-1,128,1999,"May. 14th, 1999",Dover Publications,Dover Publications,Through the Looking-Glass: And What Alice Found There,Through the Looking-Glass,1
bx_130045_half_2815,Inge Auerbacher,Inge Auerbacher,,,bx_130045,half_2815,9780140364019,9780140364019,-1,96,1993,"Feb. 1st, 1993",Puffin Books,Puffin Books,I Am a Star: Child of the Holocaust,I Am a Star,1
bx_83319_half_386,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_83319,half_386,9780590543361,9780547773742,-1,320,1996,"Sep. 11th, 2012",Scholastic Paperbacks (Mm),Graphia Books,Wonderful Alexander and the Catwings,A Wizard of Earthsea,0
bx_8638_half_463,Jack Schaefer,Jack Schaefer,,,bx_8638,half_463,9780553240764,9780553271102,-1,160,1983,"Sep. 1st, 1983",Bantam Doubleday Dell,Starfire,Shane,Shane,0
bx_2996_half_16,Orson Scott Card,Orson Scott Card,Paperback,Paperback,bx_2996,half_16,9780812533552,9780765342294,-1,324,1986,"Feb. 18th, 2002",Tor Books,Starscape Books,Ender's Game,Ender's Game,0
bx_195164_half_2659,V. C. Andrews,V. C. Andrews,,,bx_195164,half_2659,9783442067640,9781442403017,-1,439,1984,"Nov. 10th, 2009",Goldmann,Simon Pulse,Das Netz im Dunkel. Roman.,Flowers in the Attic/Petals on the Wind,0
bx_28912_half_1577,Jack London,J. A. London,,,bx_28912,half_1577,9780893753467,9780062020659,-1,272,1996,"May. 29th, 2012",Dutton Books,Harper Teen,White Fang,Darkness Before Dawn,0
bx_132182_half_1347,Jean Craighead George,Jean Craighead George,,,bx_132182,half_1347,9780064402125,9780064402125,-1,160,1987,"Oct. 23rd, 1987",HarperTrophy,HarperTrophy,The Talking Earth,The Talking Earth,1
